"X","hand.label","expert.ind","max.class","verified","username","description","hand.label_simplified"
521,"media","no","media",TRUE,"HLeighWFTS","Reporter at ABC Action News - I love playing guitar, hanging with my two cats and two dogs, and having fun in Tampa! Say hello if you see me around!","media"
522,"media","no","media",TRUE,"tompkinscondie","Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.","media"
523,"media","no","media",TRUE,"ChrisA0213","Columnist for the Sarasota Herald-Tribune. My email address is chris.anderson@heraldtribune.com.","media"
524,"media","no","media",TRUE,"taveljimena","Higher education/Broward schools reporter for the @miamiherald. Periodista cubriendo universidades en Florida y escuelas en Broward para @elnuevoherald.","media"
525,"media","no","media",TRUE,"JohnRogers8News","Anchor of Good Morning Richmond on WRIC. Born in Panama :flag: Panama: Raised across the US :flag: United States: Dad :baby bottle:Proud FSU grad:oden:","media"
527,"media","yes","media",TRUE,"MarcoLaMannoWX","Anchor and meteorologist at @SNNTV! Gator alumnus. marco.lamanno@snntv.com","media"
529,"media","no","media",TRUE,"WFLASteveA","8 On Your Side Senior Investigative Reporter","media"
530,"media","no","media",TRUE,"AnthonyLeone","I'm a digital news editor @MyNews13 & @BN9 and also cover space for them. Long career in newspapers & news sites. Also love cooking, photography & weather.","media"
531,"media","no","media",TRUE,"ZackSampson","Investigative reporter @TB_Times. zsampson@tampabay.com. On Signal: 813-534-0157. he/him.","media"
532,"media","no","media",TRUE,"AustenErblat","Florida man in Colorado. Digital producer, occasional reporter @CBSNewsColorado. Past: @SunSentinel. Drummer too. Love alligators. austen.erblat@paramount.com","media"
533,"media","no","media",TRUE,"hannah_denham1","@WBJOnline reporter covering Amazon, higher ed, transportation, data centers | hdenham@bizjournals.com | Previously @washingtonpost @TB_Times | She/her :rainbow flag:","media"
535,"media","no","media",TRUE,"SharonKWn","Sharon Kennedy Wynne, entertainment & events writer, editor at the Tampa Bay Times @TB_Times. Mom, foodie, news junkie & fan of rollercoasters and theme parks","media"
536,"media","no","media",TRUE,"TBTimes_Bulls","Sports reporter for @TB_Times. Christian. Dad of 3. Old-school aficionado (The '80s were blissful.)","media"
537,"media","no","media",TRUE,"JorjaRoman","Anchor on Your Morning News @BN9","media"
539,"media","no","media",TRUE,"NewsGuyGreg","By Day: Dog Dad :dog face: AvGeek :airplane: Theme Park Tourist :roller coaster: By Night: Anchor at Spectrum News 13 Orlando :television: :eyes: RT ≠ Endorsement (:fire::up arrow: IYKYK)","media"
541,"media","no","media",TRUE,"carlmarksWUSF","Digital news editor for @NPR affiliate @WUSF. Previously with @TB_Times and @TBOcom. Early guy, man of faith, Gator, Jersey transplant.","media"
542,"media","no","media",TRUE,"sarahbrosario","Emmy winning journalist @sarahwtsp |Wife :ring:#BoyMom :baby: light skin tone: :baby: light skin tone:| :globe showing Americas:Traveler|Positive|Goal driven| #Florida :sun:Master of power naps| :folded hands: medium-light skin tone:Matthew 19:26","media"
543,"media","no","media",TRUE,"SteveLemongello","Politics editor at @orlandosentinel • Covering presidential, congressional, and Florida politics • Jersey native, Florida convert","media"
544,"media","no","media",TRUE,"taylortorregano","Reporting for Spectrum News 1 in LA. Story idea? :e-mail::Taylor.Torregano@charter.com","media"
545,"media","no","media",TRUE,"GriffinFrank",":television: FOX & Friends Line Producer | @foxnews :flag: United States:","media"
546,"media","no","media",TRUE,"jayohday","Data reporter, local initiatives @publicintegrity • past: @stltoday @bradentonherald @craig_press • send me csvs • @jayohday@mastodon.social","media"
547,"media","no","media",TRUE,"WriterLeonora","@TB_Times journalist, @Illinois_Alma grad; contact me at leonora37@gmail.com","media"
549,"media","no","media",TRUE,"JMMeszaros","All Things Considered host and sustainability reporter for @WUSF, @NPR for the Tampa Bay area. (she/her) Retweets are not endorsements.","media"
550,"media","no","media",TRUE,"8_plamison","Up high over the Tampa Bay area in News Channel 8's Eagle 8 HD","media"
551,"media","no","media",TRUE,"akesslerdc","Longtime data and investigative journalist; @AP data team covering elections; @IRE_NICAR board; Past: @CNN, @nytimes, @bloomberg; Fan of #rstats, #scrum, #F1","media"
552,"media","yes","media",TRUE,"GWaldenWFTV","Grew up on a Wisconsin dairy farm with 10 brothers & sisters. BS Geological Engineering & Geology Wisconsin. MS Atmospheric Science UCLA. Meteorologist @WFTV.","media"
553,"media","yes","media",TRUE,"WFTVWeather","We eat, breathe, & sometimes get some sleep tracking all of Central Florida's weather! Send us your weather reports/pics, they might end up on TV! #stormalert9","media"
554,"media","yes","media",TRUE,"BrianWFTV","@WFTV Meteorologist | Husband | Dad of 3 boys & 1 pug | Basketball Coach @bmooreathletics | #NovaNation","media"
555,"media","yes","media",TRUE,"jenstaletovich","@WLRN public radio environmental reporter. Florida born.","media"
556,"media","yes","media",TRUE,"FOX13Tyler","Meteorologist (CBM) @FOX13News in Tampa. Husband and Dad. Chicago native. Blessed to live, work, and play in Tampa Bay!","media"
557,"media","no","media",TRUE,"wmnfnews","WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","media"
558,"media","no","media",TRUE,"wusf","WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","media"
559,"media","no","media",TRUE,"Mr_JCE","Husband • Native Texan:cowboy hat face: • Anchor @CBSaustin • Dog Dad:paw prints: • EDU: @ColumbiaJourn & @GWAlumni • CONTACT: jcestrada@cbsaustin.com #MoreLatinosInNews","media"
560,"media","no","media",TRUE,"Jason__Dill","Award-winning sports reporter. Now: McClatchy East Region Real-Time. Past: @bradentonherald high schools & @SyracuseU @NewhouseSU Tips: jdill@bradenton.com","media"
561,"media","yes","media",TRUE,"PaulFox13","Chief meteorologist at FOX13 in Tampa. Tweeting about weather :cloud with lightning and rain: - sports :american football: - Brody :dog:  Natick, MA native. Fluent in sarcasm.","media"
562,"media","no","media",TRUE,"LauraBdigital",":notebook: Axios Reporter :trophy: Emmy Award-winning Producer :crocodile: Go Gators! Send news tips to: Laura.barrero@axios.com.","media"
563,"media","no","media",TRUE,"TimothyJFanning","Reporter, solver of weird mysteries, archival storyteller, bad pun writer for @ExpressNews. Recovering Florida man. Prior @TB_Times @HeraldTribune newshound.","media"
564,"media","no","media",TRUE,"mo_unique_","Diverse Communities Reporter @Hou_Landing Past: @HoustonChron @TB_Times, Tips:right arrow:monique@houstonlanding.org Goucher College Alumna. Baltimore :right arrow: Tampa,:right arrow:Houston.","media"
565,"media","no","media",TRUE,"MarkPuente","Investigative reporter at @marshallproj Once: @TB_Times, @LATimes, @baltimoresun, @theplaindealer, trucker & Teamster. Email: mpuente@themarshallproject.org","media"
566,"media","no","media",TRUE,"MarthaSugalski","2X Emmy award winning Anchor on WFTV Channel 9 at 5/6/11pm & 10pm TV 27 Mother of 6 fabulous kids including triplets Fitness & :eagle: addict #spreadloveandkindness","media"
567,"media","no","media",TRUE,"deannaTVnews","Evening anchor @8News - Regional Murrow award-winning team. Proud Indiana University School of Journalism alum. Raised in the Buckeye State. Opinions are my own","media"
568,"media","no","media",TRUE,"JasmineStylesTV",":satellite antenna: @WCPO Anchor :oden: @FloridaState alumna :raised fist: medium skin tone: @NABJ member :camera with flash: IG: _newsbae :basketball: BG IS FREE!","media"
570,"media","yes","media",TRUE,"EboniDeonWSB","Meteorologist, Wife, Mom to 3 fun loving kiddos.","media"
572,"media","no","media",TRUE,"wtatangelo","@ticketsarasota editor at @heraldtribune; Florida-Georgia regional dining and entertainment editor, @usatoday network @gannett","media"
573,"media","no","media",TRUE,"maryannbatlle","@dandc Emerging Audiences Editor | @FGCU & @Cronkite_ASU alumna | :flag: United States:+:flag: Cuba:| She/her | """"Lifting as we climb.”","media"
574,"media","no","media",TRUE,"mcclatchy","30 newsrooms across the U.S. producing extraordinary local journalism essential to the communities we serve. #ReadLocal #SubscribeLocal","media"
575,"media","no","media",TRUE,"NeSommavilla","Storyteller at heart | Morning/Noon Anchor @NewsChannel9 | past @News12WC @SNNTV | Isaiah 7:9 | I’d love to tell your story: nicolesommavilla@localsyr.com","media"
576,"media","no","media",TRUE,"KellieCowan","Reporter at @Fox13News in Tampa. VA native, W&M & Georgetown grad. News, sports & occasional musings on high and lowbrow beer. Opinions my own.","media"
577,"media","no","media",TRUE,"fox5dc","Stay ahead with news from across DC, Maryland, Virginia (and beyond). Got a news tip? Email fox5tips@foxtv.com or call 202-895-3000.","media"
578,"media","no","media",TRUE,"CaitMcVey","Emmy award winning Reporter/fill-in anchor for @BN9. Proud New Yorker living in sunny Florida:sun::palm tree: @SyracuseU alum. Email story tips to Cait.McVey@charter.com","media"
581,"media","yes","media",TRUE,"CMorganHerald","Editor for environment, climate, hurricanes, courts, cops, crime at The Miami Herald. Ex-environmental reporter. South Florida native. Fan of fried fish.","media"
582,"media","no","media",TRUE,"JonathanLanday","@Reuters DC National Security Correspondent, veteran war reporter, South Asia and Balkans hand, blues guitar slinger; Opinions? Who has opinions?.","media"
583,"media","no","media",TRUE,"MarbinMiller","Deputy investigations editor @MiamiHerald.

Retweets are not endorsements.","media"
584,"media","no","media",TRUE,"Shawna","@CBSMornings' """"big cheese boss"""" Formerly of Quibi, @Vice & @meetthepress. Links, likes, RTs aren't endorsements. JFGI. TV isn't magic. I made an A- in Evil","media"
585,"media","no","media",TRUE,"tbenderphoto1","Photojournalist Thomas Bender has been capturing live news events with his own distinctive flair for 38 years at the Sarasota @HeraldTribune https://t.co/mheS1ILRJJ","media"
587,"media","no","media",TRUE,"DeFede","Investigative reporter CBS4 News in Miami; host of Facing South Florida on Sunday mornings.
Author of The Day The World Came To Town
Email:jdefede@cbs.com","media"
588,"media","no","media",TRUE,"NickNehamas","Investigative reporter @MiamiHerald. Helped break #PanamaPapers. Co-author of the """"The Grifter's Club"""" and """"Dirty Gold"""" nnehamas@miamiherald.com / 305-376-3745.","media"
589,"media","yes","media",TRUE,"JohnMoralesTV","Expert Meteorologist at ClimaData—retained in litigation impacted by weather | Forecast @currently | #climate @BulletinAtomic | BSc @Cornell | MSc @JohnsHopkins","media"
590,"media","no","media",TRUE,"jenepsteinfox13","@fox13news anchor• Good Day Tampa Bay• @templeuniv grad #gobolts #adoptdontshop :glowing star:Do what makes your soul shine:glowing star:","media"
591,"media","no","media",TRUE,"bizjournals","The best business news from around the nation in 280 characters or less. A division of American City Business Journals.","media"
592,"media","no","media",TRUE,"SamanthaGholar","Writer :writing hand: medium skin tone: Wellbeing educator ॐ Wanderer :globe showing Europe-Africa: Social justice reporter @USAToday Network Florida","media"
593,"media","no","media",TRUE,"MelissaQuinn97","Reporter @CBSNews digital. @UFJschool grad. Lover of college football. #GoGators","media"
594,"media","no","media",TRUE,"DavidGoodhue","Reporter for https://t.co/3VHk0hgJUc,, McClatchy's news site for the Florida Keys @MiamiHerald @KeysinfoNet. Story or tip? Email dgoodhue@flkeysnews.com","media"
595,"media","no","media",TRUE,"angdimi","Reporting breaking news @sunsentinel. She/her. adimichele@sunsentinel.com.","media"
596,"media","no","media",TRUE,"julioochoa","Editorial Director @WUSF and Editor of @HealthNewsFL. Formally @tbocom and @NDN. Story ideas: julioochoa@wusf.org","media"
597,"media","no","media",TRUE,"WFLAAllyson","Reporter covering #Sarasota & #Manatee counties for @WFLA • Instagram: allysonhenningtv","media"
598,"media","no","media",TRUE,"jennabourneWTSP","Investigative reporter @10TampaBay. Host of YouTube series """"What's Brewing?"""": https://t.co/1dzwnZBhO1. FL native. (She/her)
Got a tip? Email jbourne@10tampabay.com","media"
599,"media","no","media",TRUE,"wgcu","Broadcasting Quality Television and Radio to Southwest Florida Southwest Florida’s @NPR station :satellite antenna: 90.1 FM/91.7 FM Southwest Florida’s @PBS station :television: HDTV 30.1","media"
600,"media","yes","media",TRUE,"TonySadikuFOX13","@FOX13News Meteorologist/Reporter","media"
601,"media","no","media",TRUE,"MaryShedden","News Director @NPR affiliate @WUSF, former @HealthNewsFL editor, @TBO.com, @TheAlligator, @UFJSchool Alum. She/Her","media"
602,"media","no","media",TRUE,"Tonywinton","Editor-in-Chief @kbindependent Fmr award winning reporter at AP. Comfort the afflicted; afflict the comfortable. Mastodon @TonyWinton@journa.host","media"
603,"media","no","media",TRUE,"news6wkmg","Central Florida @CBSnews affiliate. Tweeting updates from News 6 and https://t.co/Qe9PSfI8BQ.","media"
604,"media","no","media",TRUE,"FOX23News","Breaking news and weather for the Capital Region of New York","media"
605,"media","no","media",TRUE,"CW33","Doing Good. Having Fun. Get your latest news and weather at https://t.co/2J4MctYy47!","media"
606,"media","no","media",TRUE,"NewsNation","America’s source for fact-based, unbiased news for all America.
:television: Find us on your TV: https://t.co/wFMvhHFMBK","media"
607,"media","no","media",TRUE,"timkephart33","Digital journalist & Mizzou Tiger. Links and retweets are not endorsements.","media"
608,"media","no","media",TRUE,"Pmcknightnews","Associate Editor for @medscape :woman technologist: medium skin tone::memo:","media"
609,"media","no","media",TRUE,"laurenwalck","Executive editor of @BradentonHerald at @McClatchy. Formerly @SunHerald, Gannett. Alum of @LSU @PhantomRegiment @SpiritofAtlanta","media"
610,"media","no","media",TRUE,"christisch1","Breaking News Editor at the Tampa Bay Times and https://t.co/pf5u5evtvO. Wisconsin native, Northwestern grad, dad to a precious boy. he/him","media"
611,"media","yes","media",TRUE,"spann","AMS Certified Broadcast Meteorologist. WeatherBrains host. Instagram: spannwx","media"
612,"media","yes","media",TRUE,"michaelwhitewx","Meteorologist at WALA-TV Fox10","media"
613,"media","no","media",TRUE,"wusfschreiner","Asst. News Director / Intern Coordinator, WUSF 89.7 FM.
Enjoys wine & a good IPA, good friends and great writing.","media"
614,"media","no","media",TRUE,"adaure","Reporter @10TampaBay X @WFMY X Anchor @Wcti12 @silverbirdtv X-West Africa Correspondent @eNCA @AriseTV XVJ @Reuters TARHEEL.Tweets:person raising hand: medium-dark skin tone:.RT:prohibited:endorsement :flag: Nigeria::flag: United States:","media"
615,"media","no","media",TRUE,"TimWronka","Morning Traffic Anchor & Reporter for Spectrum Bay News 9 (@BN9) in Tampa Bay. @FloridaState alum.","media"
618,"media","no","media",TRUE,"WFLAMelissaM","Reporter/Anchor @WFLA NBC covering Tampa, Florida | Pennsylvania native | lover of :sun: | Retweets ≠ endorsements | Story idea? Message me!","media"
619,"media","no","media",TRUE,"SeanStreicher","Morning anchor at @FOX43, surfer, snowboarder and Philly sports fan.","media"
620,"media","no","media",TRUE,"Diandra_loux",":television: Reporter | @TBLightning & @Buccaneers | :studio microphone: ESPN SW Florida | Previously: @nbc & @SINow | Dog Mom to Steve |:mobile phone:Insta: Diandraloux","media"
621,"media","no","media",TRUE,"KODEnews","KODE Action 12 News is the ABC affiliate in Joplin, MO.","media"
622,"media","no","media",TRUE,"KSNLocalNews","KSN Local News is the NBC affiliate in Joplin, MO","media"
623,"media","no","media",TRUE,"fox35orlando","Official FOX 35 Orlando/WOFL account for breaking news, weather, politics, sports and more.","media"
624,"media","no","media",TRUE,"ChompJohnsonTV","Emmy nominated journalist, full-time @remax realtor, part-time dog trainer, proud @UFJschool grad!","media"
625,"media","no","media",TRUE,"ryanelijah","News Anchor, Coach, Dad, Former NFL sideline reporter on FOX Sports. TobyMac fan. Host of @OrlandoMatters","media"
626,"media","no","media",TRUE,"JeffMHarrington","Team Leader, News @BLaw @Tax  — Bloomberg Business Industry Group -- Formerly @TB_Times @Enquirer @toledonews Go @NotreDame","media"
627,"media","no","media",TRUE,"sara_dinatale","Gulf Coast reporter for @MSTODAYnews, health & business. Proud alum of @TB_Times. Buffalo native and relentless nonprofit news stan. She/her :rainbow flag:","media"
628,"media","no","media",TRUE,"LizCrawfordWTSP",":kiss mark: Born a Jersey girl. :ear of corn:Married a Midwest guy. :sun:Had two Florida babies. :laptop: Journalist at @10TampaBay","media"
629,"media","no","media",TRUE,"AJacksonTV","4xEmmy Nominated Anchor-Reporter / SDSU Grad / Equestrian :horse racing::horse: / BFCA Movie Critic :popcorn::movie camera: / :american football::basketball:Fan/ FB andreajacksonfan / IG ajacksontv","media"
630,"media","no","media",TRUE,"KristenSwilley","Emmy-winning Weekend AM Anchor at Cincinnati's ABC station, @WCPO. ΔΣΘ. FAMU Rattler. :woman with veil: medium-dark skin tone: to @mcauliffewithaZ , but you can still call me Swilley :smiling face with smiling eyes:","media"
631,"media","no","media",TRUE,"MarkWilsonTV","6&10pm anchor at @Fox13news Tampa, husband, father, :anchor:️ boater & charity rocker :sign of the horns: medium-light skin tone: in @TheWilsonVan & founding member of @WilsonFamFndtn & ‘Nole for life","media"
632,"media","no","media",TRUE,"chriscato","Anchor/reporter for @FOX13News. AL:right arrow:FL:right arrow:SC:right arrow:Philly:right arrow:FL. I like the Crimson Tide, hops, and Oxford commas. Philippians 4:6-7. Instagram: Chris.Cato","media"
633,"media","no","media",TRUE,"m_weber",":keycap: 2::multiply:Emmy-winning Video Producer :movie camera: :laptop: , :baseball:️ Dad, Husband, Father :multiply::keycap: 3: #Bucs #Rays #ManCity Navy Vet USS Constellation :flag: United States::anchor:️","media"
634,"media","yes","media",TRUE,"IreneSans","Bilingual Digital #Meteorologist :mobile phone with arrow:Editorial Manager @WeatherRadarUS :globe with meridians:#Meteoróloga clima. com @ametsoc #CBM & Board/Cmte Member /Int'l Consultant /Emmy winner:sun:","media"
635,"media","no","media",TRUE,"wmnf","WMNF 88.5fm Community Radio is an independent radio station, 4 channels of commercial free, listener supported news & music, #local love in #TampaBay. They/them","media"
636,"media","no","media",TRUE,"AdamITeam","Award winning investigative reporter in Tampa, Florida focused on exposing corruption, waste and fraud.","media"
637,"media","yes","media",TRUE,"WFLALeigh","I wake up at 1 am to bring you weather reports on News Channel 8. Just 1 cup of coffee/day. I love college football! Finished 5 marathons! Animal-lover.","media"
638,"media","no","media",TRUE,"lloydsowers","News anchor/reporter, WTVT FOX 13 Tampa Bay. Dad, husband, fan of cars, history and politics. Skier, wanna be beach bum.  Call Sign W4WOM. WVU Go Mountaineers!","media"
639,"media","no","media",TRUE,"mikevansickler","Assistant managing editor, news @TB_Times, Florida's largest newsroom.","media"
640,"media","no","media",TRUE,"fineout","Reporter with POLITICO who also tweets and functions in an evolving multimedia world. Florida Playbook is my weekday briefing on happenings in the state","media"
641,"acad-media","no","media",TRUE,"JillGeisler","Bill Plante Chair in Leadership & Media Integrity at Loyola U Chicago. Journalist since she could write. Author: Work Happy: What Great Bosses Know","acad"
642,"media","no","media",TRUE,"amy_hollyfield","Managing Editor @dallasnews. Northwestern graduate. Michigan native. She/Her.","media"
643,"media","no","media",TRUE,"TroMcManus","Reporter covering Scientology/Clearwater/Pinellas County for @TB_Times | Brooklyn born | Florida raised | Georgia newspaper roots | tips: tmcmanus@tampabay.com","media"
644,"media","no","media",TRUE,"kerrsheridan","Reporter/host @WUSF. Bylines @NPR @AFP @washingtonpost @NatGeo. Author of Bagpipe Brothers. '02 grad @columbiajourn email: sheridank@wusf.org","media"
646,"media","yes","media",TRUE,"SurfnWeatherman","Meteorologist/surf forecaster at WPTV NBC NewsChannel5 & FOX29. West Palm Bch,FL. FSU grad. Avid surfer. ocean lover. photography. IG:Surfnweatherman","media"
647,"media","no","media",TRUE,"LeaBlackMiami","Lea Black Beauty:registered: #CBDBeauty Skincare, TV & Radio Personality, Author, Mom, Wife, Philanthropist, Political Junkie","media"
649,"media","no","media",TRUE,"mrdavidduran","Writer. Author. Journalist. Travel, Lifestyle, :rainbow flag:, HIV & Opinion Writer. Dog Dad.","media"
650,"media","no","media",TRUE,"WFLAJB","Murrow & Emmy-winning Digital Anchor, Interactive Journalist for #WFLANow, #TrackingTheTropics and more at @WFLA. Tweets are my own. #HeyJB","media"
651,"media","yes","media",TRUE,"michelechollow","Journalist focusing on health, autism, climate, pets, and wildlife. Writer, author, editor, animal lover & traveler.  Member: #AHCJ #SEJ #Binders  #FBR #NoDMs","media"
652,"media","no","media",TRUE,"JimmyGeurts","Sarasota @HeraldTribune entertainment reporter/@SarasotaGuild member. Previously: @TB_Times. He/him.","media"
653,"media","no","media",TRUE,"tbtnewspaper","Tampa Bay's free weekly newspaper. A product of @TB_Times, Florida's largest and best newspaper. Read the latest issue at https://t.co/9uZ49Z2ozw","media"
654,"media","no","media",TRUE,"BonnieFuller","Mom & President and Editor-in-Chief, http://t.co/BS2n1edLSu and http://t.co/4YvV25asr0


http://t.co/ZGh9r8x34r","media"
657,"media","no","media",TRUE,"EvanAxelbank","Journalist at @fox13news. NYM NYR NYG. History reader. Seinfeld watcher. Fmr WPTV WROC N10N. Ithaca College. NYC born/raised. Host of @AxelbankHistory","media"
658,"media","no","media",TRUE,"HaleyHinds","Reporter. Anchor. Mom. :baby: medium-light skin tone: 5x Marathoner. Always Cooking. Air/Space Nerd. Paddleboarder:woman surfing: medium-light skin tone: Karaoke Queen. @WaynesburgU. Fluent in Pittsburghese & :pizza:","media"
659,"media","no","media",TRUE,"LPetrelliTV","Traffic Anchor (etc) @fox4now:vertical traffic light: Meteorology Student @msstate :cloud with lightning and rain: UCF Grad :woman student:lauren.petrelli@fox4now.com","media"
660,"media","no","media",TRUE,"vbench","News junkie & Planning Editor for ABC Action News in Tampa.  Proud mom. Strictly an Apple girl. Addicted to shoes and chocolate.","media"
661,"media","no","media",TRUE,"victoriapricetv","news + fun, all in one. tv journo @7news. @COMatBU alum. san diego native. #thyca survivor/advocate. RTs ≠ endorsements. tips? :right arrow::e-mail: vprice@whdh.com","media"
662,"media","no","media",TRUE,"SpectrumNewsDC","Provides localized coverage of breaking news, politics, and key issues from DC for Spectrum Networks in NY, NC, FL, TX, OH, KY, WI, MA, ME, HI and CA.","media"
663,"media","no","media",TRUE,"wsvn","South Florida's #1 News Station! Your 24/7 source for breaking news, @7Weather & @7SportsXtra powered by our digital team. Breaking news? newsdesk@wsvn.com","media"
664,"media","no","media",TRUE,"FLPhoenixNews","We don’t pay attention to the media bashers. We’re too busy reporting on how Florida’s policies and politics affect you. Quality journalism for critical times.","media"
665,"media","no","media",TRUE,"tvheidihatch","Wife to a hunk, Mom, KUTV CBS Emmy winning Anchor/Reporter
5, 6 & 10
Love dark chocolate, veggies, politics, running, books, sarcasm & beach days
UT, ID, MT, FL","media"
666,"media","no","media",TRUE,"kbonjax","WJXT-TV News Director @wjxt4 Gators! Bucs! Tampa! Aussie Pup! TBLightning! Baseball! Tom Wills! Tom Brady! Stones! Springsteen! Breaking News! Happiness!","media"
667,"media","no","media",TRUE,"TBTphotog","Luis Santana, Photographer and drone pilot for the Tampa Bay Times newspaper in Tampa Florida.     Personal account @LuisSantana","media"
668,"media","no","media",TRUE,"OctavioJones","Documentary photographer & freelance visual journalist based in the Tampa Bay area. A member of @NPPA, @NABJ, and @apa1906network :call me hand: medium-dark skin tone:","media"
669,"media","no","media",TRUE,"markkatches","Editor @TB_Times, Florida’s largest newsroom/winner of back-to-back Pulitzer Prizes in 2021-2022. Former: @oregonian @cironline @journalsentinel @ocregister","media"
670,"media","no","media",TRUE,"CoreyGJohnson","Reporter @ProPublica. @PulitzerPrize winner. @FAMU_1887 alum. Digger for truth. ATL born & made. Send tips to corey.johnson@propublica.org","media"
671,"acad","no","media",TRUE,"RoadEats","Journalism instructor, Eckerd College. Wannabe milliner. Cookbook enthusiast. Ask me what you should stock in your hurricane food kit.","acad"
672,"media","no","media",TRUE,"FrankGluck","Health reporter for @Tennessean and @USATODAY - Tennessee. Formerly: USA TODAY Network - Florida. Contact: fgluck@gannett.com.","media"
673,"media","no","media",TRUE,"WalterAllenTV","Good Day Tampa Bay Anchor for FOX13. Happily married and Daddy to Alexandra!","media"
674,"media","no","media",TRUE,"TaylorBisackyTV","TV reporter turned tech storyteller :woman technologist: light skin tone:| Formerly @kron4news @winknews | @penn_state #WeAre | #Type1Diabetic | she/her :rainbow:","media"
676,"media","no","media",TRUE,"SaundraONTV","Reporter for Spectrum Bay News 9 in the Tampa Bay Area. Lover of all things water related and a certified news junkie!","media"
677,"other-agg","yes","media",TRUE,"Mystartweather","Powered by Microsoft. Follow for weather news, severe weather updates, cool stories about the environment and beautiful photos from the world we live in.","media"
678,"media","no","media",TRUE,"seandalyWFTS","Loud TV reporter for @ABCActionNews!","media"
679,"media","no","media",TRUE,"JimRosicaFL","Editor-in-chief of @CityandStateFL. Past: @TDOnline, @Fla_Pol, Tampa Tribune, @AP. @DrexelKline Law alum, inactive PA Bar. Ex-cigar smoker from NJ.","media"
680,"media","yes","media",TRUE,"MattDevittWINK","Chief Meteorologist at @WINKNews in SW Florida | Penn State Meteorology | Husband | Weathernerd | Hurricane Irma, Hurricane Ian | Florida Born & Raised","media"
681,"media","yes","media",TRUE,"WeatherBrittany","Certified Broadcast Meteorologist at @WCNC Charlotte. @UF and @MSState Alumna. Dog Mom. Diet Coke Addict. Atlanta Native","media"
682,"media","no","media",TRUE,"mraimonditv","Weekend Anchor/Reporter at @AzFamily | Lyndon State Alum | Massachusetts guy out west | MA-MN-FL-AZ","media"
683,"media","no","media",TRUE,"MeghanBragg","VERIFY Reporter Instagram: megbragg :television::movie camera::microphone:","media"
685,"media","no","media",TRUE,"rwoolington","Investigative editor @TB_Times. Past: @Oregonian. Fan of people, public records and pug dogs. Tips: rwoolington@tampabay.com","media"
686,"media","yes","media",TRUE,"bydarrylfears","Env. justice reporter, Washington Post | Harvard @Niemanfdn fellow | Alum of LA Times, AJC & Detroit Freep. Howard U. Bison. https://t.co/2xjaeH19ks","media"
687,"media","no","media",TRUE,"lauren__coffey","Tech + education reporter for @tbbjnewsroom. Founder of @TampaBayInno. @uiowa alumna. Major consumer of news, sweets and yes, coffee.","media"
688,"media","yes","media",TRUE,"EENewsUpdates","Original energy and environment stories from all sides of the issues: Energywire, Greenwire, E&E Daily, Climatewire and E&E News PM. RT not endorsements.","media"
689,"media","no","media",TRUE,"MikeSoraghan","Reporter, E&E News. Husband, dad, 4th-rate guitar player. Struggling (but not very hard) with pizza addiction. Leaks: msoraghan@protonmail.com, or DMs open","media"
690,"media","no","media",TRUE,"erikwaxler","Emmy winning veteran of the tv news biz @abcactionnews in Tampa, @UFJSchool grad. Star of Netflix's #TigerKing2","media"
691,"media","no","media",TRUE,"LizBurchTV","@KOINNews reporter/anchor :television: Emmy winner :trophy: WSU grad :paw prints: PNW born and raised :evergreen tree:","media"
692,"media","yes","media",TRUE,"KMillerWeather","Real estate and growth reporter for The Palm Beach Post. University of Arizona, Certificate in Weather Forecasting, Penn State. Surfer, dog walker.","media"
693,"media","no","media",TRUE,"kathrynvarn","Statewide enterprise reporter @USAToday Network Florida :tangerine: // Contributing writer to @A24's 'Florida!' book :flamingo: // @TB_Times @UF alum // she/her // 727-238-5315","media"
694,"media","no","media",TRUE,"mahoneysthename","Political editor @TB_Times reporting on power, and those who hold it, in Florida. Writer of The Buzz newsletter. emahoney@tampabay.com.","media"
695,"media","no","media",TRUE,"scontorno","Reporter for @CNN covering politics in Florida. Formerly @TB_Times. Signal: 8134383481. DMs = open.","media"
696,"media","no","media",TRUE,"bberdychowski","Local business reporter @tb_times + writing a weekly newsletter about the regional economy (click dat link in bio)","media"
697,"media","no","media",TRUE,"carolynpfox","Managing Editor, Tampa Bay Times @TB_Times","media"
698,"media","no","media",TRUE,"JakeSheridan_","@ChicagoTribune reporter, covering everything Chicago. @CTGuild. Excited to be here! Let's talk jsheridan@chicagotribune.com","media"
699,"media","no","media",TRUE,"Ry_Bass","@RaysBaseball TV reporter for @BallySportsFL & @NewsNation correspondent :television: Media Dir @otterpr_:studio microphone:Host @SportsTampaBay, @TheQuadwithCY & @MissionCtrl407 :crossed swords: @UCF","media"
700,"media","no","media",TRUE,"WFLAChristine","Shine your light :flashlight: Kind is cool :clapping hands: Wifey & dog mom :sparkles: Emmy-award winning Journalist :right arrow: PR for @NSPR! :red heart: Go Gators","media"
