hand.label,hand.label_simplified,expert.ind,username,description
media,media,no,jesus_jimz,Reporter @nytimes | 🇲🇽 ➝ Dallas ➝ NY
other,other,no,SZak2,"Mommy, News Nerd, who am I kidding? Just nerd in general."
media,media,no,Jean_Marbella,Columnist and reporter at The Baltimore Sun.
media,media,yes,Suncoastweather,"WWSB ABC7 Chief Meteorologist Reporter, WX anchor for 4,5,6,7 & 11 p.m. Newscasts.  PH#941-552-3026"
media,media,no,ethan_kraft,Breaking News & Markets Producer at @CNBC. Infrastructure Planning & Mgmt student at @UW. Soccer fan. Runner. NAHJ & NLGJA member. ethan@nbc.com. (he/him)
media,media,no,WFLAMahsa,"Investigative journalist covering #DeSantis, crime & injustice in #Florida. Former NYC ADA. 4x Emmy Award-winner. Attorney. Born in Iran. @UVA @BrooklynLaw"
media,media,no,tomscheck,Investigative Reporter for APM Reports. Contributor to NPR News and Marketplace. Former reporter at MPR News. DM for signal
media,media,no,cl_tampabay,"Tampa Bay's alternative newsweekly. Local news, reviews, music, movies, food, drinks, sex, local events & more."
media,media,no,MerylKornfield,Reporting on national news for @washingtonpost. Proud @thealligator/@ufjschool grad. 📨: meryl.kornfield@washpost.com / 📲: DM for Signal
media,media,yes,BobbyWTSP,"Chief Meteorologist WTSP-TV CBS in Tampa, FL. AMS, CBM bdeskins@wtsp.com Following all things weather, surfing, fishing and fun!"
media,media,no,jajones1,"Reporter @bradentonherald. Past: US Army Vietnam War vet, @USouthFlorida grad, New Smyrna Beach Observer, Clewiston News. Author: “Oh, Darling!” at https://t.co/v4UbPKKWyT."
media,media,no,WTEN,Your local news leader
media,media,no,CharlieFrago,Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.
media,media,yes,EliRobainaTV,"Meteorologist for Telenoticias Puerto Rico. Cuban born, raised in PR with a big Texas heart."
media,media,no,TCPalm,"Breaking news and the latest from #TCPalmFuture, #IndianRiverLagoon, #TCElections and more.

https://t.co/L90Gj6TQVX | Treasure Coast Newspapers"
media,media,no,SeleneSanFelice,@axios Tampa Bay reporter. Formerly @capgaznews. Final girl (she/her). Time Magazine person of the year & Pulitzer Prize winner. Very gay 🏳️‍🌈
media,media,no,lauraefinaldi,"Senior content writer @CoStarGroup. Recovering journo, Bostonian, Floridian, now Virginian … “a true citizen of the east coast” - me. I simp for Sondheim."
media,media,no,duncanreporting,Recovering newspaper guy reporting on NC for Spectrum News 1. Past @mcclatchy @newsobserver @caycompass. Send tips and complaints to charles.duncan@charter.com.
media,media,no,WFLAGayleG,"Host of Bloom in #Tampa, FL Health and Wellness show. Loving wife, mother of 4 amazing daughters. Official Gayle Guyardo Twitter. #host #NBC #Great38 #health"
media,media,no,BKingDC,"Deputy managing editor at POLITICO, interested in energy, transportation, technology and cybersecurity. Pennsylvania native and displaced Floridian."
media,media,no,Fox4Now,"Local news, breaking news and weather coverage in Southwest Florida. Watch weekdays from 6 - 11 am, 5, 6, 10 & 11 pm. Weekends 10 pm."
media,media,yes,RicKearbeyWTSP,Meteorologist at 10 Tampa Bay sharing weather and fun around Tampa Bay!
media,media,no,Gabby_Shirley_,Reporter for @TBLightning + @BallySportsFL
media,media,no,aecono,Multimedia journalist (MA @cunyjschool) with a long Greek name and heart reserved for the Big Apple. Copy desk chief @RoundGlass_. @NYT alum. #thriver
other,other,no,DianaCReports,"Writer
She/her
❤️🧡💛💚💙💜
#ownvoices"
media,media,no,WFLAJustin,@WFLA News Channel 8 Reporter jschecker@wfla.com
media,media,no,AlexiaTsiroTV,✩ Multi-Media Journalist ✩ @nbc2 @abc7swfl ✩ Just your local Canadian reporting live ✩ #foreverlsu
media,media,no,JordanBowenFOX,"Reporter at @FOX13News. Previously, @WDTN @KOMUnews @InsideEdition @PBS. Born + raised in #KCMO. #MizzouMafia. 📧: jordan.bowen@fox.com or 813-347-6987"
media,media,no,Jesse_Hirsch,"Journalist, food & agriculture. 
Editing @ambrookresearch

jesse@ambrook.com"
media,media,yes,GrantWTSP,Living in a house full of Gilmore Girls | 10 Tampa Bay On-Air Meteorologist | AMS Certified | Emmy Award Winning | UNC Asheville Grad | Michigan Faithful.
media,media,no,ByJoshFiallo,"Tampeño, Aussie dad & reporter for @thedailybeast."
media,media,no,mareevs,"Writer, editor, communicator. Formerly @TB_Times. Proud @UFJSchool alumna, thrifter, cat lady. she/her. mreevestbt@gmail.com."
media,media,yes,AutumnRobWx,"Meteorologist ⚡️ Mornings on @SpecNews1SoCal. @UnivMiami Hurricane 🙌🏽 ATLien. Weather Geek. Alpaca and Beyoncé enthusiast. Somewhere eating, probably."
other,other,no,aurban318,"she/her / @tb_times engagement producer / former @usforacle eic / @NAHJ 🇨🇴 / orlando born, miami raised"
other,other,no,TVinsonTV,Former television news video journalist
media,media,no,Indira_L,Head of Global Enterprise team @AP. Past~Sr Exec Editor @NatGeo; Exec Ed @PulitzerCenter; reported from 80 countries for BostonGlobe/Bloomberg/NPR/IHT
media,media,no,Phil_Staley,"Be excellent to each other. 😀 My loves are my wife, animals, some sports, most people. 🐶 ABC Morning radio host. #NBL1 Court Announcer in Cairns #Browns"
media,media,no,Caitlin_WTSP,10News Brightside Anchor weekdays 4:30-7am
media,media,no,TamikaCody,Exclusive member of the Zero-time Award Winning-journalist Club. Producer @Hearst Television's National Investigative Unit.
media,media,no,NicoleSGrigg,Emmy award 🏆 winning reporter for @abc15 📺 AZ native 🌵Mama x 🧒🏽🧒🏽👧🏽 ASU Cronkite grad ☀️ 👿 Previous stations 🎤 MT:OH:FL:AZ
media,media,no,AmandaTVNews,"@upnorthlive Evening Anchor, weeknights at 5, 6, 6:30 & 11
@UWWhitewater alum"
media,media,no,JoshWTSP,// @10TampaBay // anchor // #VERIFY // @michiganstateu alum // Email me jsidorowic@10tampabay.com
media,media,no,fn,"Journalist, bibliophile https://t.co/XviambqKGZ, photo/digital archivist, Copyleftarian, Wikipedian https://t.co/q5FE5VKFiZ…"
media,media,no,evanperez,"CNN Senior Justice Correspondent - covering law enforcement, cyber, national security. 🇧🇿🇺🇸"
media,media,no,WFLAChris,News Anchor: @WFLA News Channel 8 Today Former CBS News Correspondent
media,media,no,RELReports,All black lives are precious. | she/they | Freelance Writer / News Reporter ✍🏽 Bylines: @TheLedger & @TheSunUS | RT ≠ agreement
media,media,no,AmarisCastillo,Just out here trying to write and mother | @NPRPublicEditor reporter & @Poynter contributor | Creator of @BodegaStories | Book reviewer for @DomWriters |
media,media,no,VictorHullNews,Public Interests Editor Sarasota Herald-Tribune
other,other,no,carlfranzen,tech writer · occasional fictions · he/him ·  Mastodon: @carlfranzen@mas.to
media,media,no,fguzmanon7,Emmy-award winning Broward Bureau Chief for WSVN-TV. Email me at fguzman@wsvn.com. Opinions expressed here are mine and mine alone. Go Canes!
media,media,no,EvanDonovan,Anchor/reporter @wsoctv in Charlotte. RT≠endorsement
media,media,yes,DinahVP,Climate / environment reporter. Mom & daughter of veterans. Crazy Grandma.
media,media,no,migueloctaviotv,Reporter @10TampaBay | Pinoy ako | 🇵🇭🇺🇸🏳️‍🌈 MN ➡️ FL 🌴 Story ideas? Email: moctavio1@10tampabay.com
media,media,no,ShaneBattisTV,ABC7 News Anchor • Two-Time Edward R. Murrow Winner • Designated Newsroom Therapist • TCU Grad • Email Me: shane.battis@wwsb.tv
media,media,no,GabrielleRusson,Former Orlando Sentinel theme parks biz reporter turned freelance writer. Proud but pudgy 25X marathoner. Boomer's mommy. Sparty on!
other,other,no,EveSamples,"Miami native. @UNC alum. Executive director @FoEverglades, founded by Marjory Stoneman Douglas in 1969. Former journalist still seeking truth. Tweets=my views."
media,media,no,JenLeighWFLA,"News Channel 8 5, 5:30, 7 and 11pm weeknight anchor. Florida native and lifelong Lakeland resident."
media,media,no,MeghanWPTV,"Reporter/Anchor for WPTV, covering the Treasure Coast. Pilot. Dog mom. Animal Lover. Travel Enthusiast. #Rolltide"
media,media,no,katherine_lee1,"Web editor @PressHerald. 2012 Pulitzer, Breaking News Reporting. CA native w/ a Deep South detour. Ordinary superpower: Can nap anywhere"
media,media,no,SpataTimes,Enterprise reporter @tb_times; Founder: Cuban Sandwich Day; Writing portfolio: @spataswork; https://t.co/VpjFqrgrDT. DM me your story ideas and 🍕recs.
media,media,no,JoshSalman,watchdog editor @heraldtribune | always repping @MiamiDolphins @MiamiHeat @fsufootball
media,media,no,emurray1,3x Emmy award winning journalist. Weekend Anchor & Reporter at Spectrum Bay News 9. Have a tip or story? Email: Erin.Murray@charter.com
media,media,no,SunBizGriffin,@TB_Times Economy & Growth Editor. Equestrian. Egg donor. Mother of 🐎🐕🐓. Tips? jgriffin@tampabay.com
media,media,yes,TTerryWFTV,"Chief Meteorologist at WFTV/WRDQ. Weather hound, busy dad and hubby. Helping folks #hunkerdown since 1989! Send me pics! Tweeting us? You may be on air"
media,media,yes,MaxChesnes,Environment reporter @TB_Times. Past: @tcpenvironment💧 2022 @MetcalfURI Fellow. @UFJSchool alum. Drone pilot. #ReadLocal
media,media,no,DianaRuggOnTV,"Rocket scientist's daughter, Natl. Merit Scholar, All-American swimmer + 25-yr TV reporter & Swim Mom of 3 now in PR 🚀🛰 #SpaceCoast #GoGators🐊 PERSONAL ACCT"
media,media,no,KMVTNews,KMVT News 11 and KSVT Fox 14.
media,media,no,TiffanyStecker,"CA @bgov/@blaw correspondent covering health care, labor & politics. Fmr energy/enviro reporter.RTs≠endorse. Tips: tstecker@bloombergindustry.com or DM. She/her"
media,media,no,ReadCarlos,"Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social"
media,media,no,SNNTV,"Your local news leader
News, Weather, & Sports in Sarasota, Manatee, Charlotte and DeSoto counties
Have a news tip? Call (941)361-4600 or email news@snntv.com"
media,media,no,CandiceWTSP,News Anchor | Food Show Host | Golfer | Voice Over 🎤 | @USC Trojan #FightOn ✌🏻️| @10TampaBay | Facebook/Insta: CandiceAviles
media,media,yes,McKennaKingTV,"⚡️🌈☔️☀️ #StormTeam4 Meteorologist @nbc4i in Columbus, OH • BYU & MS State Grad • mking@wcmh.com"
media,media,no,hannahbsampson,"Washington Post staff writer. Past: @Skift, @MiamiHerald. Miami native seeking pastelitos. Ex-NYC. Fan of beaches, books and Broadway."
media,media,no,TooMuchMe,"Reporter @WLRN. Formerly w/ @Fusion  @NAHJSouthFL. 🇨🇺-🇺🇸. I like digging up dirt, figuratively and literally. Pro-🇵🇷🏴. Tips: drivero@wlrnnews.org"
media,media,no,IreneCityNews,"CityNews reporter/anchor, runner, traveller, animal lover, opinions are my own, RTs are not endorsements, email: irene.preklet@rci.rogers.com"
media,media,yes,jholz__,punk rock climate reporter @axios ⚡️🌏 bylines @politico @eenewsupdates @cqrollcall music @ekkoastral
media,media,no,MikeLeeFW,"D-FW reporter for @eenewsupdates covering transportation -- policy, issues and politics. Formerly @Business, @Startelegram. Email me at mlee@eenews net."
other,other,no,DarickR,"Darick Robertson: Artist, Co-Creator, co-Executive Producer of @TheBOYSTV, #Transmetropolitan, (Opinions are my own) Also: @Darick@mastodon.art,on POST @DarickR"
media,media,no,TyRussellWLOS,I TWEET NEWS AND NONSENSE (sometimes it’s a gray area…) News 13 Evening Anchor in Western North Carolina... #FSU Miami native tyrussell@wlos.com
media,media,no,HaleyBullNews,"Journalist at Scripps News
Buckeye state native, Maryland grad, new Floridian
Say hello at Haley.Bull@Scripps.com"
other,other,no,ryanminnaugh,"Executive Producer/Digital Professional, Husband, Dad, Yankee Fan."
media,media,no,CynthiaSmoot,"40+ year broadcast news veteran. Animal advocate and “mom” to a rescued greyhound, cat and adopted @dreamthemustang"
media,media,yes,WFLAamanda,"@WFLA News Channel 8 Meteorologist. BS in Mech. Eng from @UF. MS in Applied Meteorology @msstate; SCUBA Diver, avid boater, Florida native 🎣😊"
media,media,no,ShanghaiEye,AI anchor #申䒕雅 from #DragonTV #东方卫视🎃正经副业【申䒕雅_小雅Official的个人空间-哔哩哔哩】 https://t.co/cim0Kq1NDN🎙️#小雅❤️#魔都 @ShanghaiEye
media,media,no,Fox35Amy,"Anchor Good Day Orlando. Wife. Mom of 3. @MiamiUniversity alum. Once lived in AZ, MT, TN, OK. Born Buckeye! Florida is home. Emmy winner. Follower. Survivor. 💗"
media-acad,media,no,GarinFlowers,Here for a good time and a long time - Reporter for @YahooNews | The Bachelorette S16 🌹 | @Cinemark On Camera Host | @USCAnnenberg Adjunct
media,media,no,TDOnline,"Latest news from Tallahassee's daily newspaper, the Tallahassee Democrat and https://t.co/IVm98Z4Ov4. Part of the USA TODAY Network."
media,media,no,BrookeShaferTV,"Emmy-nominated, AP Award-Winning Reporter • @NewsNation • Florida born and raised • Former CBS Miami, WINK, and WCJB • Instagram: @BrookeShaferTV"
media,media,no,WFLAAvery,Morning News Co-Anchor @wfla
media,media,no,ajjaffe,"Lady, reporter, lady reporter. Prev @AP_Politics. // Emmy award-winner @vicenews, @NBCPolitics, @TheHill, @CNNPolitics. Chi till I die."
media,media,no,mtarver,WTSP-TV
media,media,no,LaurenWFTS,"📺 Anchor @ABCActionNews 🌴 Instafun: LSGreporting … Download ABC Action News+ on Roku, Amazon Fire & Apple TV"
media,media,no,bybbaitinger,📰 real-time reporter @mcclatchy | 🐊 OG Florida native (@UF & @TheAlligator) | 🐴 queer cowboy | 🌈 enby | 🏳️‍🌈 pronouns: any/all
media,media,no,MichaelBraga2,Investigations Editor for the Arizona Republic. Still part of the USA TODAY Network. Maniacally fascinated by data.
media,media,no,stevebousquet,"Opinion editor, https://t.co/icbDztgRlK. Alum of Miami Herald, TB Times, WPLG, ProJo. Pawtucket-born Broward-phile. RTs not endorsements."
media,media,no,ShannonCwtsp,News Reporter @10TampaBay | NY native
media,media,no,BradDavis_WFTS,Multi-Media Journalist and Senior Photographer for ABC Action News in Tampa.
media,media,no,mack_oxenden,@nytimes breaking news fellow | @marquetteu alum | former @baltimoresun @TB_times | never grew out of that weird horse girl phase • ultimate frisbee player
media,media,no,noahpransky,"Nat’l Political Editor @NBCLX. Tracking GenZ, Millennials, & polarization. Prev: investigative dude, #ZombieCampaigns slayer, competitive eater, MLB mascot."
media,media,yes,TWCAlexWallace,"On-Camera Meteorologist at The Weather Channel! Movie fanatic, Hip-Hop/R&B music lover, & Georgia Bulldogs enthusiast!!! GOOO DAWGS, sic 'em. WOOF WOOF!"
other,other,no,reghud,"I make movies, television shows, comic books, concerts, and more."
media,media,no,itsYourGrace,"God, Family, Country. ✝️ My Tweets my opinion. Radio. Married/2GSD's/1AdorableRescue FLhome/TX❤️"
media,media,no,agarrettABJ,"Reporter, Akron Beacon Journal. Marshall Crenshaw in 1980s told me he egged Stevie Nicks' house. What's your story?"
media,media,no,devoun_cetoute,Real-Time Reporter @MiamiHerald | I like all my haters comments ❤️ | Pulitzer Prize-winning Meme Santa
media,media,no,MelissaMontoyaO,"Digital scribe @winknews, recovering reporter @TheNewsPress. Proud Colombiana. Spanish speaker. Crazy plant lady. Tweets are my own (duh)."
media,media,yes,ByToddBBates,"NH EnviroGuy Blogger, Pulitzer Finalist, Ex #SciComm @RutgersU & #Environmental/#Weather/Investigative #Journalist @AsburyParkPress, ROC NY Native. RTs ≠Agree"
media,media,no,FloridaFocusUSF,Florida Focus is a TV news brief produced by @USouthFlorida students @USF_ZSAMC that airs on #WEDQ in Tampa Bay.
other,other,no,GregSleter,Executive Editor/Assoc. Publisher at @EnsembleIQ | Soccer Fan (Go @LFC @NYCFC) | aspiring photog. | Opinions are mine and mine only.
media,media,no,MaggieJordanACN,"Field Producer in D.C. for News Night on #ACN. Not affiliated with @HBO or #TheNewsroom “If you’re not going to help, at least get out of the way.”"
other,other,no,TheWalknBabes,I started a walking group for mommies in Hawaii Kai and I also use to host The Baby Hui groups and a board member. I am a mom of 4.  Hope to see you in Hawaii.
media,media,yes,tornadokid3,"Weather Content Producer The Weather Companies an IBM Business, 43+ years of forecasting experience and fun with the weather. Views expressed are my own!"
media,media,no,RichOnRadio,"Broadcast Owner of some the most streamed radio stations on this Planet, Co-Host Rich, Tay & The Fly Girl Show. I also work with Amazing Autistic Kids."
other-agg,media,no,ChronLaw,"Visit https://t.co/mvz0GPAp56, for full coverage of current legal news headlines, special reports and other resources for lawyers and legal and business professionals."
tourbiz-media,tourbiz,no,diverdowndeep,Kirk Scuba Gear and Managing Editor of The Scuba News Canada
other,other,no,BellaVidaLetty,"#Artist Digital #Media, Content Curator #Writer Recognized by Voxxi of Most Powerful #Latinas in #SocialMedia #Traveler #Award"
media,media,no,DTV_Official,"The official Twitter of DTV News, Davison's source for news, sports, and student life! Channel 191 on Charter Cable. Retweets are not endorsements."
other,other,no,JanKimbrough,"WGA Writer. #NYWIFT's Meryl Streep Writers Lab.Lover of dogs,wine,chocolate and #George Clooney. https://t.co/CDJltrrwNn"
other,other,no,bell_hm58,"Simulation modeler / Engineer
Huge Fan of Reality, not reality TV.
No lists please."
media,media,no,SarahBlazonis,Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL
media,media,yes,dwallacewells,Writer @nytopinion and columnist @NYTmag. Newsletter on climate and the messy future (https://t.co/CPCd2nw3Kx). Author of The Uninhabitable Earth.
media,media,no,Writer_Nate,"I produce and oversee special projects content for news, weather, entertainment & social justice through our series 'Justice For All'"
other,other,no,writerredux,"Author of the BIOFAB science fiction series (Berkley/Macmillan) & THE ELDRIDGE CONSPIRACY. Writer, herder of cats, shepherd of dreams. Bane of child traffickers"
other,other,no,Flossy_gurl,"Truth Seeker, News Spreader, Evolving Moral Conservative Christian Constitutionalist. Livin' and Lovin' the Salt Life...on horseback!"
other,other,no,AndiRalph,"#SaveBigCats #BanIvory #BanTrophyHunting  🦁3rdDegree🥋Writer, Traveler, Birdwatcher, Foster Pets; #Shaklee #Health 😷 https://t.co/j1XXOxgGan"
other,other,no,RandolphGreen2,"Artist, Writer, Photographer, Musician, Graphic Designer.  If you don’t have anything nice to say, try harder."
other,other,no,DAYUNITEDSTATES,"PRESIDENT DONALD J TRUMP,FOX NEWS,THE BLAZE,CONSERVATIVE NEWS"
tourbiz-agg,tourbiz,no,RestaurantsView,Your best source of Restaurants News on Twitter
other,other,no,MsDixieDiva8253,Crazy cat lady. I ❤ pitbulls. Writer & reader of books. Political junkie. I 🚫 MAGAs. NO DMs. #BidenHarris #BLM
other,other,no,AllAroundMBrown,"Writer/blogger gay guy, w/ OCD & perfection issues. When I screw up, I do it perfectly. RT/Like isn't always endorsement; you may have made me think or laugh."
other,other,no,RedMolly250,"Artist, Photographer, Sculptor, Writer"
other,other,no,cxj,"Lifeboat: @cxj at other networks 🐘 📪 ☮️ Open source, climate, ex-pat, peace, love and crème brûlée. Future writer, past rude boy."
other,other,no,aplemkseriously,"Writer, Producer, Progressive!"
other,other,no,DanButcher2,"writer/editor ... travel, lit., music, film & #NYY #NYG #NYR #NYK #goBuffs"
other-agg,media,no,covid_usa,"USA-based Global #SARSCoV2 #COVID19 #LongCovid news, studies, and info from a wide variety of sources.
Be aware. Protect yourself and others. #WearAMask"
other,other,no,billybryan,Irish-Italian Attorney. Former Journalist and Press Secretary. Current Political Researcher/Consultant and Founder of the Independent Party in Louisiana.
media,media,no,LisaSpoonerTV,"@NBC2 News Today anchor in SWFL, mommy & wife, member of the Fightin' Texas Aggie Class of '01, Miss TX '02, die-hard Harry Potter fan, Steelers and Astros gal"
gov,gov,no,GenevieveJudge,@SarasotaPD Public Information Officer • Florida Native • @theIACP PIO Section Rep-at-Large • Past President @FLEPIOA • Former TV Journalist in FL➡️WV➡️ID➡️FL
media,media,no,PhotogTravis,"Award winning journalist at Fox 13 Tampa Bay. Fan of the Bolts, Bulls and Bucs. https://t.co/UMWxOfWtA2"
other,other,no,untitledretweet,Writer. Food stuff knower. Climate worrier. Futureworldmuchlikeourowner. Retweeterer
media,media,no,nlitenmebabe,"Amateur trader, roving reporter, Amateur Earthquake & Star Observer, a bit of this bit of that..."
other,other,no,TallyNalley,"Wife, mom, stepmom, writer, photographer, videographer, story-teller, hiker, beachgoer, runner, all round outdoorsy type."
media,media,no,fxnewsdotorg,Forex news.
other,other,no,netKMS,"Public health practitioner, grant writer and management consultNt"
other,other,no,WDM50,"In stroke recovery( @ age 56). Tv and soap opera lover. ( BB, Gh, YR, 911, 911 LS , succession, hacks, ghosts,mom & others) disabled and left side paralysis."
other,other,no,Dolfandoll,"Broadcast News Degree (Sportscasting) ~ Lucky Wife of a Fins Fan ~ Mother of 4 ~  LOVE my Miami Dolphins, FL Gators, and WWE ;-)"
tourbiz,tourbiz,yes,SeafoodHeadline,Postings of seafood industry news
other,other,no,lokimaros,Unix/Linux man.  Asperger's.  Spare time philosopher and humorist. Amateur Image Editor. Frequent  insomniac. Epicurian. Supporter of #BlueInitiative
other,other,no,aniwaya72,"Medical professional, Native blood, Mom to a disabled veteran, fitness model, women in STEM educator, published writer & hockey super fan. And I can cook 😉"
media,media,no,kiestaster,"Video Producer & Editor (MTV, Nat Geo, HSN). Formerly of the Orlando Magic. Spurs fan #GSG"
other,other,no,My_Art_By_Lucy,"Motivational Podcast, Hobbies ❤Artist, Photography, Poet, Writer, Travel, Kayaking,LSU FOOTBALL 🏈, KCC FOOTBALL 🏈  FAN!!!"
other,other,no,tonya_r_moore,Speculative Fiction Writer. Poetry Acquiring Editor @fiyahlitmag.
media,media,no,VirginiaJohnson,"Ragin' Cajun Reporter in Tampa/St. Pete at Spectrum Bay News 9. I care about journalism, and the freedom to tell stories- @MedillSchool #emmy"
other,other,no,GayEqualGlobal,#GayRights #Resist #BravoTV #Foodie Doctor of Psychology*** GayEqualGlobal Retweets=Interest ***She/Her GAY NEWS & INFO
other,other,no,Veroniqueb9,"French, American, polyglot, humanitarian, mom to a genius writer son. End all suffering worldwide.   #FBR"
other,other,no,dmitchell_by,"Writer, survivor, godparent, advocate. #indivisible #feminist #BLM #charge45withNegligentHomicide 🏳️‍🌈 🌊 ✊🏿✊🏾✊🏽✊🏼"
other,other,no,LiLDELain,"The epitome of perfection lives within an illusion. Stay Weird, Writer, Poet, Creative Artist, Gamer, Plenty of Bits When there's Flow

#makesomenoise"
other,other,no,onisango,"#Election2016 Animals Celebrity News Cute animals Humanitarian Literature Movies TV Shows, Trumpf hater. Initiated priestess of Chango, spiritualist."
media,media,no,WJCTNews,"WJCT News from @WJCTJax Public Media in NE Florida/SE Georgia. On 💻https://t.co/sJx7Cr64U0, 📱 WJCT app, 📻 WJCT News 89.9 & streaming on all major platforms"
media,media,no,DeborahVonBrod,Global Executive TV Producer
other,other,no,JoWilso99859694,"General News, Politics, Art, History. ☕️🗳🌻😷💉💉💉💉biv💉"
media,media,no,freedom1030,"news writer, editor, producer, painter- have screenplays, plays, sit com scripts (https://t.co/GOPSHahYP7) opinions are my own cash app: $imaginationOfBliss"
media,media,no,vidbizz,"Media Producer - love reading. Born in Gliwice, Poland - US citizen 1973. Life sucks, get a helmet - Denis Leary #exGOP"
media,media,no,HydroRacerTV,"Independent Motorsports Racing News, Commentary & Analysis from around the globe with a strong emphasis on circuit powerboat racing. #raceday"
media,media,no,surfertoday,"The Surfing, Skateboarding, Bodyboarding, Kiteboarding, and Windsurfing News Center. 🏄🏻‍♂️  🛹 #surfing #skateboarding"
other,other,no,MarkAMathes,"Mark Mathes, editor & publisher, helps writers become authors, and authors get published. He helps publishers build audiences that make money."
other,other,no,jjim_smith,. political news.  Breaking news        BREAKING SPORTS NEWS .   MICHIGAN FAN.      michigan news                     cash app $impenis1
media,media,no,utsav_jaiswal1,"VP & Crypto-Editor @hackernoon | """"Lacks Focus"""" - My ex-Teachers | """"Always Looks Lost"""" - My Wife | """"Always Gets Us More Bang For Our Buck"""" - Hacker Noon Sponsors"
other,other,no,TFauneAlfo,"I am not a cat. Renewable Energy Consultant, Former Journalist, former IBEW, #M4A My employers have nothing to do with my fun on twitter"
other,other,no,joewalt32356775,Fitness & Wellness NFL General News Health Space News Politics Gov Officials & Agencies Science News Resist
media,media,no,michaelwhudson,"Pulitzer-sharing journo, author, ex-junior college point guard | senior editor @ICIJorg: Pandora/Panama Papers, etc. | ex: AP, WSJ etc. | bio: https://t.co/4767zkz3Ga"
other,other,no,calmlidgirl,"Therapist, horse woman, traveled, writer, music and art lover."
other,other,no,BSNewsReport,I'm Bryant Sells and the BS News Report is my attempt at fighting back against the fascist corporate oligarchy running America.
other,other,no,SOTtv,"WTVT Fox13 News Electronic Operations Manager. Photographer, Editor, nature enthusiast."
other,other,no,BarefootBlonde5,Co Host @IncWillyCassie Podcast.  Co Host @take2radio
other,other,no,DazedPuckBunny,"co-editor/creator of @alicesaysgofu, a quarterly literary and arts journal. 

Any cancellable tweets by me are my own damn fault.

Artist. Whisky-fiend. Writer"
media,media,no,UConOnline,"Underground Infrastructure Magazine, serving the pipe construction, rehabilitation and remediation professional."
other,other,no,SusanDanzig219,writer/teacher/actor/activist https://t.co/N6oIuYzNaB #UniteBlue #OFA 😎 #AOTL #TeamPelosi #Biden2024
other,other,no,jilcho66,"Proud Democrat who tweets to vent, not to fight. Keeps me from throwing stuff at the tv. Don't have patience for crazy."
acad,acad,yes,ncsg_katiem,"News/links re: @SeaGrantNC. Past editor of #NCCoastwatch. Also sharing updates from @NC_WRRI, @NCspacegrant & other partners."
other,other,no,StSmallerie,"Dancer/Choreographer/Photographer /Artist/Writer/Filmmaker BE NICE, WORK HARD, GO PLAY! If you couldn't figure it out #Resist #MORANGE. #BlueWave 🌊🌌🐋📷📹❄🌍"
media,media,no,AmandaBCO,"Journalist @abcactionnews, I dabble in a little of this and a little of that. Colorado born and raised. Now in the sunshine state."
other,other,no,DebraBa45242156,"Never, ever Trumper. I always say I'm a centrist, others say liberal. News junkie. Stuck in FL with 3 of the most inept leaders in the USA. Please help!!"
other,other,no,KatGodspell,"Retired RN, Great-grandma, Boomer @DemSocialists #Resist #OurRevolution Retweeting news and opinions."
other,other,no,CrashJes,"☮️Ex pro-cyclist. Surfer. Bayern München! # Love music. Writer, poet, geek. #resistance🏄‍♂️🌈Sense of humor, Gamer,#GLBTQ Rebel from other galaxy. #BLM"
media,media,no,AllisonGodlove,🎤Freelance TV Host 🎥Media Consultant/Trainer 📺 Former TV anchor💍 Newlywed. Instagram: AllisonKropff
other,other,no,louisekf,"Books, politics, business, tech, hockey, tv, music, theater, photography, Judaism, Rutgers, travel, FL, NJ #leagueofwomenvoters"
other,other,no,RobertJConnors,"News & opinion on energy, health, food & agriculture, environment, climate change, politics, meteorology. N Amer, EU, Australia, Italy. RT not endorsement."
media,media,no,ChrisMClark19,"Storyteller. Murrow Award Winner, 9-Time Emmy Award Winner. 3-Time Telly Award Winner. Formerly NBC, Univision & ESPN. The U. Climate & Sports. Producer/Editor"
media,media,no,igsaiyed,"Journalist, Editor In Chief ‘News 5' - Ahmedabad, News is my passion, Down to earth person, Proud to be a Muslim Indian, I hate corruption too much."
other-agg,media,no,EarthBulletin,Sharing the Earth’s News
media,media,no,earthtoday,News about the Earth as a planet. A service of @SpaceRef.
other,other,no,nativespecies,23hr News #Code: https://t.co/fgmKmQjKRC #thegame23 #LaMDA #GiletsJaunes #UBI #M4A #FreePeltier #FreePalestine #FreeAssange #SireEris 🏴‍☠️🆘
other,other,no,CoxEdth,Health History Politics General News R&B/Soul NFL NBA Hip-Hop/Rap Hip-Hop/Rap Weather
other,other,no,PremPersaud,Follow me for up to the date tech news!
media,media,no,tawarayasotatsu,"All tweets are my own and do not represent any of professional affiliations.：info@agrospacia.com　 Junko IWABUCHI/Chief Writer/Partner, Agrospacia, Inc."
media,media,no,newsphotogdeb,"TV News photojournalist with WTSP-TV. I grew up in Virginia. I love to spend time with family, fishing, kayaking, traveling, gardening and cooking."
