"","text","id","reply_settings","author_id","created_at.x","possibly_sensitive","conversation_id","lang","in_reply_to_user_id","created_at.y","protected","profile_image_url","verified","name","description","username","location","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"176","@DJWCphoto @smilon713 @CNN @andersoncooper @newyorktimes110 @SarasotaDay @mysuncoast @HeraldTribune @bradentonherald @nytimes @NatGeo This is so sad!","1029926140973146113","everyone","872218299270144000",2018-08-16 03:01:41,FALSE,"1026152831198404608","en","1651363394","2017-06-06T22:27:02.000Z",FALSE,"https://pbs.twimg.com/profile_images/1272557206366572546/lSvhlj69_normal.jpg",FALSE,"older and sassy","marine wife, mom and nana.. always wear a mask! tired of this dang mess we’re in! #resistance #Biden2020","lisa_slavens",NA,NA,NA,0,0,1,0,0,NA,1167,3028,5538,0
"177","@maureentesoro @DJWCphoto @CNN @andersoncooper @newyorktimes110 @SarasotaDay @mysuncoast @HeraldTribune @bradentonherald @nytimes @NatGeo @FLGovScott But people keep voting for him.
I know it ain't me, so I guess everyone else crazy.","1029929194367709184","everyone","2180869966",2018-08-16 03:13:49,FALSE,"1026152831198404608","en","45890553","2013-11-14T16:31:32.000Z",FALSE,"https://pbs.twimg.com/profile_images/1512441731400228874/E7AwBIlu_normal.jpg",FALSE,"JEFF","PEACE, LOVE and
EQUALITY FOR ALL
Liberal To The Bone Navy Vet","CreechJeff","  USA","1535755298752847872",NA,0,0,0,0,0,NA,6913,6456,148195,31
"178","1080lb of dead 💀 fish🐟  #redtide #wildlifetrapper #justoneofourmanyservices #stinks #smellsbad @ Sarasota, Florida https://t.co/Q3kFPU34qU","1030016758479052800","everyone","17001829",2018-08-16 09:01:46,FALSE,"1030016758479052800","en",NA,"2008-10-27T16:45:28.000Z",FALSE,"https://pbs.twimg.com/profile_images/1475465864908611585/hYimhsxh_normal.jpg",FALSE,"Jeff Norris","Nuisance Wildlife Trapper and Professional Sportsman living in West Central Florida.","trapperjeff","Parrish, FL, USA",NA,"https://t.co/aA1ya0agBJ",0,0,0,0,0,"5acc3a887617d093",788,1655,2100,17
"179","@ReadCarlos @MoteMarineLab But Mote continues to defend that red tide is 100% natural and that humans dont help its growth and longevity. 
Where did that $10million tax paying  research money go for combatting red tide????","1030071249333100544","everyone","961429780628373505",2018-08-16 12:38:18,FALSE,"1029846347690721285","en","21992035","2018-02-08T02:41:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/990767644843356160/H-kn9Z8o_normal.jpg",FALSE,"Etoyrakue","sweet potato. 
bravo reality tv junkie.
St. Louis.
I call out #racists because #racism is not cool.","Etoyrakue1",NA,"1175917756325216257",NA,0,0,1,0,0,NA,114,668,12324,0
"180","@MoteMarineLab But I thought yall said this was ONLY a natural event and that man doesnt influence it....","1030071643660533760","everyone","961429780628373505",2018-08-16 12:39:52,FALSE,"1029458859700768768","en","175497652","2018-02-08T02:41:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/990767644843356160/H-kn9Z8o_normal.jpg",FALSE,"Etoyrakue","sweet potato. 
bravo reality tv junkie.
St. Louis.
I call out #racists because #racism is not cool.","Etoyrakue1",NA,"1175917756325216257",NA,0,0,0,0,0,NA,114,668,12324,0
"181","@MoteMarineLab I want to know why Mote accepts money from Mosaic....a fertilizer company who is destroying our waters https://t.co/VlpHRtzNrI","1030074464845934593","everyone","961429780628373505",2018-08-16 12:51:04,FALSE,"1025441780634923008","en","175497652","2018-02-08T02:41:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/990767644843356160/H-kn9Z8o_normal.jpg",FALSE,"Etoyrakue","sweet potato. 
bravo reality tv junkie.
St. Louis.
I call out #racists because #racism is not cool.","Etoyrakue1",NA,"1175917756325216257",NA,0,0,0,0,0,NA,114,668,12324,0
"182","@motemarinelab your Tweet was quoted in an article by @CBSNews  https://t.co/QAUdRcGny1","1030130991791333377","everyone","3069279631",2018-08-16 16:35:42,FALSE,"1029458859700768768","en","175497652","2015-03-09T06:51:55.000Z",FALSE,"https://pbs.twimg.com/profile_images/912843066007986176/rtVKCTiv_normal.jpg",FALSE,"Recite Social","I am a bot that lets you know when your tweets are quoted in news articles. Follow to get articles in your timeline that quoted accounts you follow.","ReciteSocial",NA,NA,NA,0,0,0,0,0,NA,24842,0,2267102,251
"183","@MoteMarineLab @AMIvacations 💔💔💔","1030161778636935169","everyone","1260636566",2018-08-16 18:38:02,FALSE,"1029026006701666304","und","175497652","2013-03-11T23:23:52.000Z",FALSE,"https://pbs.twimg.com/profile_images/1001506201585225728/8CzaJldX_normal.jpg",FALSE,"Paige Carroll","SouthernLady!Glam&Dogmom~LuuuvMusic(all kinds)&dancing.A girl@heart&child of God.Artist in my own mind.Driven,creative&resourceful.I believeANYthing's possible!","e_paigec","Ocean Springs, MS Gulf Coast",NA,NA,0,0,0,0,0,NA,2158,3776,30016,147
"184","Red tide moving north. Venice nearly normal. By the weekend it should be Beautiful in VENICE! https://t.co/xNJGdX92TQ","1030182727545446400","everyone","31866098",2018-08-16 20:01:16,FALSE,"1030182727545446400","en",NA,"2009-04-16T15:00:32.000Z",FALSE,"https://pbs.twimg.com/profile_images/267131965/VeniceSun_normal.jpg",FALSE,"SunnyBreezes","","VeniceFlorida",NA,NA,NA,0,0,1,0,0,"46f560fbf4d9593e",608,53,3240,17
"185","A FISH NAMED ""RED"": A 61-year-old Sarasota woman investigating red tide near her condo on Sarasota Bay observed and recorded the final moments of a small fish  — here is the story and video: https://t.co/xfaFfUmnfh","1030211816150982656","everyone","21992035",2018-08-16 21:56:52,FALSE,"1030211816150982656","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,1,0,0,0,"5acc3a887617d093",3375,1856,40379,97
"186","VIDEO: Here is Linda Haller-Sloan's video of ""Red"": https://t.co/Or7qPS2oR1","1030213516924465157","everyone","21992035",2018-08-16 22:03:37,FALSE,"1030211816150982656","en","21992035","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,0,0,0,"5acc3a887617d093",3375,1856,40381,97
"187","#tbt because are any of my other fellow Floridians missing the days prior to Red Tide? 
*On a side note: I’m currently shooting a thing exploring Red Tide and what it is, where it’s from,… https://t.co/BxbI3hvjli","1030253713456279552","everyone","1415891209",2018-08-17 00:43:21,FALSE,"1030253713456279552","en",NA,"2013-05-09T16:13:27.000Z",FALSE,"https://pbs.twimg.com/profile_images/476601200729530368/CqgoYFvo_normal.jpeg",FALSE,"Roamin Rabbitt","Perpetually restless, egomaniacal, delusionally talented traveler and wild card extraordinaire.","RoaminRabbitt","Miami, Florida",NA,NA,0,0,0,0,0,"5acc3a887617d093",64,70,2885,22
"188",".@FLGovScott This really is your #Katrina Quit hiding from this #ToxicDisaster 
The Gulf Coast is not the same and you are to blame
#RedTide #algae #BigSugar
#RedtoBlue
#VoteBlue 
#VoteBlue4BlueWater 
#BlueWave 
#BlueWave2018 https://t.co/RueCMybhP7","1030283355156361216","everyone","34493217",2018-08-17 02:41:08,FALSE,"1030283355156361216","en",NA,"2009-04-23T02:10:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/1608511650411192323/cOdhqwaB_normal.jpg",FALSE,"Lynn Cathryn Walters","I'm a Mother on a Path to Change Our World for the Better🌤 Follow! #ACTIVIST #Designer #SocialMediaMaven
#Sales #Marketing
@MashaArcher Extraordinary #Jewelry","LynnCatWalters","Sarasota, FL~ Michigan","1622731451639685122","https://t.co/wYKpdauAE6",1,0,1,0,0,"5acc3a887617d093",18208,20032,434998,609
"189",".@FLGovScott Time to address your #ManMadeDisaster 
#ToxicAlgae from #BigSugar runoff mixing with #RedTide Killing massive amounts of wildlife,making us sick, ruining our businesses 
What are you going to do about the major damage incurred?Especially on the #GulfCoast 
#VoteBlue https://t.co/9Q8dpL4ZD8","1030287599217324033","everyone","34493217",2018-08-17 02:58:00,FALSE,"1030287599217324033","en",NA,"2009-04-23T02:10:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/1608511650411192323/cOdhqwaB_normal.jpg",FALSE,"Lynn Cathryn Walters","I'm a Mother on a Path to Change Our World for the Better🌤 Follow! #ACTIVIST #Designer #SocialMediaMaven
#Sales #Marketing
@MashaArcher Extraordinary #Jewelry","LynnCatWalters","Sarasota, FL~ Michigan","1622731451639685122","https://t.co/wYKpdauAE6",0,0,0,0,0,"5acc3a887617d093",18208,20032,434998,609
"190","Turn the Tide!! 
STOP ""FEEDING"" the RED TIDE!! - Sign the Petition! https://t.co/nS2n7WlAqI via @Change","1030453448117039104","everyone","285680498",2018-08-17 13:57:01,FALSE,"1030453448117039104","en",NA,"2011-04-21T15:55:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/2639225391/a6d40665ffef3863b666384113e0828b_normal.jpeg",FALSE,"Pam Porter-Tufo","","hulagirlpam",NA,NA,NA,0,0,0,0,0,"ab597741c20efb2e",17,37,4928,1
"191","As usual Man (@FLGovScott) has a lot to do with #AlgaeBloom #ToxicTurmoil in #Florida Stem the #RedTide #VoteBlue https://t.co/OviPh1uiT8","1030474037292662784","everyone","34493217",2018-08-17 15:18:50,FALSE,"1030474037292662784","en",NA,"2009-04-23T02:10:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/1608511650411192323/cOdhqwaB_normal.jpg",FALSE,"Lynn Cathryn Walters","I'm a Mother on a Path to Change Our World for the Better🌤 Follow! #ACTIVIST #Designer #SocialMediaMaven
#Sales #Marketing
@MashaArcher Extraordinary #Jewelry","LynnCatWalters","Sarasota, FL~ Michigan","1622731451639685122","https://t.co/wYKpdauAE6",0,0,0,0,0,"5acc3a887617d093",18208,20032,434998,609
"192","@rochelleolson I am a Minnesotan living in Venice, FL which is right on the gulf and affected by red tide.","1030483119814713347","everyone","30878436",2018-08-17 15:54:55,FALSE,"1030483119814713347","en","21954543","2009-04-13T14:51:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/135940767/Gina-closeup_1_normal.jpg",FALSE,"Gina Grover","","gogrover",NA,NA,NA,0,0,0,0,0,"2695afb9f90a77f1",19,123,67,0
"193","@motemarinelab your Tweet was quoted in an article by @FoxNews  https://t.co/olQLJSsd0L","1030493206847410176","everyone","3069279631",2018-08-17 16:35:00,FALSE,"1029458859700768768","en","175497652","2015-03-09T06:51:55.000Z",FALSE,"https://pbs.twimg.com/profile_images/912843066007986176/rtVKCTiv_normal.jpg",FALSE,"Recite Social","I am a bot that lets you know when your tweets are quoted in news articles. Follow to get articles in your timeline that quoted accounts you follow.","ReciteSocial",NA,NA,NA,0,0,0,0,0,NA,24842,0,2267102,251
"194","Two different things! Natural #RedTide &amp; #ManMade #ToxicAlgae from #BigSugar runoff which is a #DeathTide for #Florida Wildlife
No environmental protections via @FLGovScott
 #VoteBlue 
""Breakout of harmful red tide algae spreads throughout Florida waters""  https://t.co/Gulx4UNWDJ","1030559478435983360","everyone","34493217",2018-08-17 20:58:21,FALSE,"1030559478435983360","en",NA,"2009-04-23T02:10:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/1608511650411192323/cOdhqwaB_normal.jpg",FALSE,"Lynn Cathryn Walters","I'm a Mother on a Path to Change Our World for the Better🌤 Follow! #ACTIVIST #Designer #SocialMediaMaven
#Sales #Marketing
@MashaArcher Extraordinary #Jewelry","LynnCatWalters","Sarasota, FL~ Michigan","1622731451639685122","https://t.co/wYKpdauAE6",0,0,0,0,0,"5acc3a887617d093",18208,20032,434998,609
"195","@p_pifer @JustinMosely @inspectorplanet It’s a scenario https://t.co/ZdGODc4lsT","1030577538651672577","everyone","21992035",2018-08-17 22:10:07,FALSE,"1030574518778187776","en","3515865975","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,3,0,0,0,"5acc3a887617d093",3375,1856,40379,97
"196","This is Not #RedTide people! This is #BigSugar Fertilizer Runoff Pollution causing #ToxicAlgae 
#ToxicTurmoil in #Florida via @FLGovScott 
#VoteBlue 
#VoteBlue4BlueWater https://t.co/oQEKx7pddJ","1030607903592534016","everyone","34493217",2018-08-18 00:10:46,FALSE,"1030607903592534016","en",NA,"2009-04-23T02:10:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/1608511650411192323/cOdhqwaB_normal.jpg",FALSE,"Lynn Cathryn Walters","I'm a Mother on a Path to Change Our World for the Better🌤 Follow! #ACTIVIST #Designer #SocialMediaMaven
#Sales #Marketing
@MashaArcher Extraordinary #Jewelry","LynnCatWalters","Sarasota, FL~ Michigan","1622731451639685122","https://t.co/wYKpdauAE6",0,0,1,0,0,"5acc3a887617d093",18208,20032,434998,609
"197","Lido Beach wall video this afternoon. Slight red tide. And some tarpon on the beach. https://t.co/1xC6bORt2C","1030875702109851648","everyone","21992035",2018-08-18 17:54:54,FALSE,"1030875702109851648","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",1,0,0,0,0,"5acc3a887617d093",3375,1856,40379,97
"198","@ReadCarlos @MoteMarineLab You can add another this morning https://t.co/oUZDXqsAwP","1030909269988626432","everyone","360004006",2018-08-18 20:08:17,FALSE,"1029846347690721285","en","21992035","2011-08-22T14:49:11.000Z",FALSE,"https://pbs.twimg.com/profile_images/1152762391693680641/3idwz7XW_normal.jpg",FALSE,"caligirl","Relocating to an unfamiliar land from everything we are so familiar Dreamin for Calinormal 
 IEP ADVOCATE #devildog","cali_n8vgrl","Germany","1375746982979903491",NA,0,0,0,0,0,NA,791,1943,178345,16
"199","Littering, pollution - there’s a lot of blame to go around. Whatever they determine exacerbates #RedTide, this planet is all we have and we are not taking care of it ♻️💧 https://t.co/NqcclANswp","1030989707415572481","everyone","21992035",2018-08-19 01:27:55,FALSE,"1030989707415572481","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",2,0,13,0,0,"5acc3a887617d093",3375,1856,40379,97
"200","From Aug. 9 to Aug. 16 #RedTide levels have gone down in southern Southwest Florida. Collier, Lee, and Manatee counties are all reporting 5 to 25% less red tide (Karenia brevis) cell counts. https://t.co/btKAduQBJl","1031221416023207936","everyone","21992035",2018-08-19 16:48:39,FALSE,"1031221416023207936","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",2,0,2,0,0,"5acc3a887617d093",3375,1856,40379,97
"201","@BarbraStreisand The beaches are still open. It's just not comfortable to be on some of them. Reports today have shown that the red tide on the coast is getting better in southern Southwest Florida. https://t.co/YXS9uWSFSx","1031226777358819329","everyone","21992035",2018-08-19 17:09:57,FALSE,"1030183481660321793","en","36169080","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,0,0,0,"5acc3a887617d093",3375,1856,40379,97
"202","@altNOAA Red tide creates hypoxia (low oxygen) in the water. Fish essentially can't breath and plants are affected.","1031227945178877953","everyone","21992035",2018-08-19 17:14:36,FALSE,"1030532901300064257","en","824126001936474113","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,0,0,0,"5acc3a887617d093",3375,1856,40379,97
"203","Conditions at Siesta Beach appear milder, but still that lingering irritation associated with red tide hanging offshore. #RedTide https://t.co/uDSzerio0j","1031246508665004032","everyone","21992035",2018-08-19 18:28:21,FALSE,"1031246508665004032","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,1,0,0,"63fc5d2e91b3f086",3375,1856,40379,97
"204","A walk on Siesta Beach this afternoon #RedTide  https://t.co/iXgdMLSDjC","1031256354995019776","everyone","21992035",2018-08-19 19:07:29,FALSE,"1031256354995019776","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,4,0,0,"63fc5d2e91b3f086",3375,1856,40379,97
"205","I would really love to go to the #beach and go for a #swim , but I live in #Florida... #RedTide https://t.co/qnGgv93zdD","1031278250314686464","everyone","317351421",2018-08-19 20:34:29,FALSE,"1031278250314686464","en",NA,"2011-06-14T20:14:32.000Z",FALSE,"https://pbs.twimg.com/profile_images/838382568449978368/S1Zhouw7_normal.jpg",FALSE,"Gene Peters","Keep moving forward !! #art #swimming #openwater #painting #artist #ChauvetModerne","GenePeters226","Venice, Fl",NA,NA,0,0,0,0,0,"46f560fbf4d9593e",1267,1670,11619,137
"206","PHOTOS: Some images from Siesta Beach on Sunday, where red tide continues to linger https://t.co/CuQjLGcLOl","1031316506049765377","everyone","21992035",2018-08-19 23:06:30,FALSE,"1031316506049765377","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,2,0,0,"5acc3a887617d093",3375,1856,40379,97
"207","Sharky’s at the Pier, a popular outdoor restaurant in Venice, closed Sunday night due to the smell of dead fish 🐟 #RedTide","1031350165754585089","everyone","21992035",2018-08-20 01:20:15,FALSE,"1031350165754585089","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",1,0,1,0,0,"7f6bf29133462d29",3375,1856,40379,97
"208","“Anything we can do that will require less fertilization and better storm water management will be helpful in decreasing the amounts of nutrients that red tide uses,” says Dr.Crosby @MoteMarineLab @FOX13News #Venice #RedTide","1031534573077897216","everyone","26014932",2018-08-20 13:33:01,FALSE,"1031534573077897216","en",NA,"2009-03-23T14:53:08.000Z",FALSE,"https://pbs.twimg.com/profile_images/964559428560281600/xGdD0z3r_normal.jpg",TRUE,"Kim Kuizon FOX 13","Fox 13 WTVT Reporter. Florida Girl living the dream. Wife, new mom, Gator, adventure seeker-outdoor lover & trying to juggle it all at once. Opinions are my own","kkuizon","Tampa Bay",NA,"https://t.co/C8yRkQVAYP",2,0,0,0,0,"46f560fbf4d9593e",7310,516,21126,190
"209","Not an empty seat at the city council meeting about red tide in Venice https://t.co/yvM5yP8S2k","1031536342621204481","everyone","1962930078",2018-08-20 13:40:03,FALSE,"1031536342621204481","en",NA,"2013-10-15T16:22:57.000Z",FALSE,"https://pbs.twimg.com/profile_images/1355753456582201348/Uy6qjp8Z_normal.jpg",FALSE,"Jessica Lang","","jessdlang",NA,"1243976444373610499",NA,2,0,6,0,0,"07d9f37fde885000",1688,189,1147,6
"210","3 million dollars for the next 5 year is what @MoteMarineLab says would help them start a Florida Independent Harmful Algal Bloom center.  @FOX13News #Venice #RedTide","1031539417503162368","everyone","26014932",2018-08-20 13:52:16,FALSE,"1031539417503162368","en",NA,"2009-03-23T14:53:08.000Z",FALSE,"https://pbs.twimg.com/profile_images/964559428560281600/xGdD0z3r_normal.jpg",TRUE,"Kim Kuizon FOX 13","Fox 13 WTVT Reporter. Florida Girl living the dream. Wife, new mom, Gator, adventure seeker-outdoor lover & trying to juggle it all at once. Opinions are my own","kkuizon","Tampa Bay",NA,"https://t.co/C8yRkQVAYP",6,0,4,1,0,"46f560fbf4d9593e",7310,516,21126,190
"211","@StephenKing I can smell the effects of #RickScott outside my house. It’s time to send him and his cronies packing! #RedTide #algaebloom https://t.co/1EqZ93Ngc0","1031552655267713024","everyone","29586347",2018-08-20 14:44:52,FALSE,"1031542262277320704","en","2233154425","2009-04-08T00:11:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570118428328951809/cbWvob4K_normal.jpg",FALSE,"Annie","One of the last sane people left in #Florida #VoteBlue","weievil","Florida, USA ","1513340403935854592",NA,0,0,0,0,0,"db1b8112ce82f28d",1201,2661,11105,0
"212","Siesta is very empty. #redtide https://t.co/lyryV6muef","1031570266655272960","everyone","21992035",2018-08-20 15:54:51,FALSE,"1031570266655272960","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",7,3,2,1,0,"63fc5d2e91b3f086",3375,1856,40379,97
"213","@randyonthekey Yes, it was not pleasant.","1031580376035196928","everyone","21992035",2018-08-20 16:35:02,FALSE,"1031570266655272960","en","753407093256970244","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,0,0,0,"63fc5d2e91b3f086",3375,1856,40381,97
"214","UPDATE: Red tide conditions at Lido Beach #RedTide  https://t.co/vImeA4Ax5P","1031589377502334978","everyone","21992035",2018-08-20 17:10:48,FALSE,"1031589377502334978","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,1,0,0,"5acc3a887617d093",3375,1856,40379,97
"215",".@SarasotaSheriff says 208 offenders performed 490 hours of labor and collected 545 bags of trash or remnants of red tide which equals 137,905 pounds or 69 TONS.","1031614732673982467","everyone","21992035",2018-08-20 18:51:33,FALSE,"1031583300782116865","en","21992035","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",2,0,1,0,0,"5acc3a887617d093",3375,1856,40379,97
"216","@ReadCarlos @calusawater Follow the money Carlos... https://t.co/DmQgRMzJNf","1031616558181670912","everyone","1437168828",2018-08-20 18:58:48,FALSE,"1031570266655272960","en","21992035","2013-05-18T02:14:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/423203382967283712/KRXNsK3-_normal.jpeg",FALSE,"Catherine Angela Imbriano Hughes","HFA. Organizer IA, NY, FL, UN Env Delegate, MSW, Const.Caseworker,Vic Advocate, FM DJ, E.Hampton, Bklyn, AmeriCorps,LIU library, MHP, NYS AG Env Award","CaHughes74","United States",NA,NA,0,0,0,0,0,NA,873,5003,44728,23
"217","WATCH VIDEO: @Suncoastweather answers your questions about #RedTide and when it's going away! 
https://t.co/8HdYJjEceo","1031643872093384705","everyone","9581122",2018-08-20 20:47:20,FALSE,"1031643872093384705","en",NA,"2007-10-21T15:57:27.000Z",FALSE,"https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg",TRUE,"ABC7 Sarasota","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1","mysuncoast","Sarasota, Florida",NA,"http://t.co/nQUeAxZ5Ke",2,0,1,0,0,"5acc3a887617d093",67055,855,89773,690
