"","text","conversation_id","author_id","possibly_sensitive","in_reply_to_user_id","lang","reply_settings","id","created_at.x","username","verified","created_at.y","description","name","protected","profile_image_url","pinned_tweet_id","location","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"64","Snook, as well as redfish, remain catch-and-release only in state waters from the Hernando/Pasco county line through Gordon Pass in Collier County (includes Tampa Bay and Hillsborough County) through May 10, 2019, in response to the impacts of red tide. . https   floridakeystreasures com snook season closure gulf everglades florida key starts 12 1","1067486160954507265","28926842",FALSE,NA,"en","everyone","1067486160954507265",2018-11-27 18:31:48,"KeysTreasures",FALSE,"2009-04-05T02:54:50.000Z","Florida Native living in the Fabulous Florida Keys","☠Keys Treasures☠",FALSE,"https://pbs.twimg.com/profile_images/2262116633/babypiratenew250_normal.jpg","1460316255169167369","Florida Keys","https://t.co/73FKSJurBZ",0,0,1,0,0,2322,1008,17649,82,NA,"Snook, as well as redfish, remain catch-and-release only in state waters from the Hernando/Pasco county line through Gordon Pass in Collier County (includes Tampa Bay and Hillsborough County) through May 10, 2019, in response to the impacts of red tide. https://t.co/5rpQ7kzFYA"
"65","Scam in Pasco County and is red tide gone?

#DoveDailyUpdate #PCSO #DukeEnergy #RedTide

 . https   www wduv com news breaking news scam hitting pasco county residents 1t5HrSDrGlMUfi7uLpiAxM. https   twitter com 1055WDUV status 1069513272246849536 photo 1","1069513272246849536","608235166",FALSE,NA,"en","everyone","1069513272246849536",2018-12-03 08:46:49,"1055TheDove",FALSE,"2012-06-14T15:23:54.000Z","105.5 WDUV The Dove plays all of Tampa Bay's Lite Favorites! Stream anytime online!","105.5 The Dove",FALSE,"https://pbs.twimg.com/profile_images/1608095098629128192/gFQPV-Kp_normal.jpg",NA,"Tampa Bay, FL","https://t.co/i1RO8qiOD7",0,0,0,0,0,2769,4493,26989,64,NA,"Scam in Pasco County and is red tide gone?

#DoveDailyUpdate #PCSO #DukeEnergy #RedTide

https://t.co/GHhFsdgchf https://t.co/37CqszNU5L"
"66","#GoodMorningSuncoast! Here are your Monday headlines:

- Fatal accident this morning on US 41 in Osprey. Northbound lanes CLOSED.
- Federal gov't shutdown is affecting red tide monitoring
- Another body is found, believed to be connected to Port Richey triple murder

@mysuncoast. ","1082219669996617728","3105087901",FALSE,NA,"en","everyone","1082219669996617728",2019-01-07 10:17:30,"JessDoudrick",TRUE,"2015-03-23T15:59:22.000Z","Comm Director @american_heart covering NE Ohio. Retired anchor/reporter for @mysuncoast in #Sarasota & @jet24fox66 in #Erie. York, PA native. @eagles fan.","Jessica Smylie",FALSE,"https://pbs.twimg.com/profile_images/1062406118822080512/IFOf0OaE_normal.jpg",NA,"Cleveland, OH","https://t.co/VVBfSzAeLW",1,0,1,1,0,1217,703,6761,27,NA,"#GoodMorningSuncoast! Here are your Monday headlines:

- Fatal accident this morning on US 41 in Osprey. Northbound lanes CLOSED.
- Federal gov't shutdown is affecting red tide monitoring
- Another body is found, believed to be connected to Port Richey triple murder

@mysuncoast"
"67","RT @JessDoudrick: #GoodMorningSuncoast! Here are your Monday headlines:

- Fatal accident this morning on US 41 in Osprey. Northbound lanes…","1082219759519834112","9581122",FALSE,NA,"en","everyone","1082219759519834112",2019-01-07 10:17:51,"mysuncoast",TRUE,"2007-10-21T15:57:27.000Z","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1","ABC7 Sarasota",FALSE,"https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg",NA,"Sarasota, Florida","http://t.co/nQUeAxZ5Ke",1,0,0,0,0,67056,855,89770,690,NA,"#GoodMorningSuncoast! Here are your Monday headlines:

- Fatal accident this morning on US 41 in Osprey. Northbound lanes CLOSED.
- Federal gov't shutdown is affecting red tide monitoring
- Another body is found, believed to be connected to Port Richey triple murder

@mysuncoast"
"68","Some good news for a change. ""More than 10.000 juvenile and adults redfish will be released this month along the Gulf Coast in areas that were impacted by #redtide, starting in Pasco County.""

. http   ed gr bbpvq","1092774341983514625","1046953802245578753",FALSE,NA,"en","everyone","1092774341983514625",2019-02-05 13:18:00,"HelpFloridaHeal",FALSE,"2018-10-02T02:43:32.000Z","We are a nonpartisan group of FL citizens demanding that our politicians take action to help Florida heal from the red tide and green algae poisoning our state.","Help Florida Heal",FALSE,"https://pbs.twimg.com/profile_images/1046954462252650496/fAI8sUWg_normal.jpg","1304150592277929984","Boca Grande, FL","https://t.co/nrcNO8vykn",1,0,0,0,0,147,347,1461,2,NA,"Some good news for a change. ""More than 10.000 juvenile and adults redfish will be released this month along the Gulf Coast in areas that were impacted by #redtide, starting in Pasco County.""

https://t.co/vnBXhVGplS"
"69","It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! . https   twitter com DE_PeveetaP status 1092805811523465216 photo 1","1092805811523465216","710136819480788992",FALSE,NA,"en","everyone","1092805811523465216",2019-02-05 15:23:03,"Peveeta_FL",FALSE,"2016-03-16T16:13:06.000Z","Corporate giving manager for @DukeEnergy in Florida. @UCF #AlumKnight & @UFMBA student. All tweets are my own.","Peveeta Samuel",FALSE,"https://pbs.twimg.com/profile_images/1445479762437173248/eToQVdKc_normal.jpg",NA,"Florida, USA","https://t.co/7lwlJGdoGH",3,0,8,2,0,935,405,2423,16,"07d9ed1f05088001","It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG"
"70","RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in…","1092805952087252997","707999894473080832",FALSE,NA,"en","everyone","1092805952087252997",2019-02-05 15:23:36,"DE_AnaGibbs",FALSE,"2016-03-10T18:41:43.000Z","Corporate Communications for @DukeEnergy #Florida. All tweets are my own.","Ana Gibbs",FALSE,"https://pbs.twimg.com/profile_images/926542371562622976/3Wc8eWeI_normal.jpg",NA,NA,"https://t.co/ul4C3F2hys",3,0,0,0,0,1531,793,5692,31,NA,"It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG"
"71",". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 . https   twitter com SarahBlazonis status 1092835934356283394 video 1","1092835934356283394","82108123",FALSE,NA,"en","everyone","1092835934356283394",2019-02-05 17:22:45,"SarahBlazonis",FALSE,"2009-10-13T14:32:50.000Z","Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL","Sarah Blazonis",FALSE,"https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg",NA,"Tampa, FL",NA,5,1,17,0,0,2783,3157,27206,102,NA,". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g"
"72","RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from la…","1092837105607286784","17308428",FALSE,NA,"en","everyone","1092837105607286784",2019-02-05 17:27:24,"BN9",TRUE,"2008-11-11T12:03:53.000Z","Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.","Spectrum Bay News 9",FALSE,"https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg",NA,"Tampa Bay area","http://t.co/j3OZJEwDmE",5,0,0,0,0,384393,446,145260,1754,NA,". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g"
"73","This is one of the 25 adult fish released today. They were donated by the @DukeEnergy Mariculture Center in #CrystalRiver. @BN9 https://t.co/qJ1nxNmDAP","1092835934356283394","82108123",FALSE,"82108123","en","everyone","1092837146606616576",2019-02-05 17:27:34,"SarahBlazonis",FALSE,"2009-10-13T14:32:50.000Z","Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL","Sarah Blazonis",FALSE,"https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg",NA,"Tampa, FL",NA,2,1,9,0,0,2783,3157,27206,102,NA,NA
"74","RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from la…","1092837493844643840","274642013",FALSE,NA,"en","everyone","1092837493844643840",2019-02-05 17:28:57,"PuggieSue",FALSE,"2011-03-30T18:00:18.000Z","","Suzanne Ryan",FALSE,"https://pbs.twimg.com/profile_images/500471800502165505/lEtsXEE__normal.jpeg",NA,"Florida",NA,5,0,0,0,0,341,249,174737,2,NA,". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g"
"75","About 2,000 juvenile redfish were released. Upcoming releases will take place in #Hillsborough, #Pinellas, #Sarasota, #Charlotte, #Lee, #Collier, and #Manatee Counties. @BN9 https://t.co/efcnUQToKH","1092835934356283394","82108123",FALSE,"82108123","en","everyone","1092838686868365312",2019-02-05 17:33:41,"SarahBlazonis",FALSE,"2009-10-13T14:32:50.000Z","Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL","Sarah Blazonis",FALSE,"https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg",NA,"Tampa, FL",NA,5,1,6,0,0,2783,3157,27206,102,NA,NA
"76","I’ll have more details on how it’s hoped these little guys can help with #RedTide recovery coming up on @BN9 at 5:00. https://t.co/eaPIZPfwMN","1092835934356283394","82108123",FALSE,"82108123","en","everyone","1092839537108234242",2019-02-05 17:37:04,"SarahBlazonis",FALSE,"2009-10-13T14:32:50.000Z","Reporter for @BN9 🎤 | @NewhouseBDJ Grad 🍊 | PA➡️NY➡️FL","Sarah Blazonis",FALSE,"https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg",NA,"Tampa, FL",NA,2,0,3,0,0,2783,3157,27206,102,NA,NA
"77","RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from la…","1092847528159182848","632116384",FALSE,NA,"en","everyone","1092847528159182848",2019-02-05 18:08:49,"pc3244",FALSE,"2012-07-10T16:23:02.000Z","vegan, atheist, liberal","Paul Cole",FALSE,"https://pbs.twimg.com/profile_images/839858806481833984/wMKgGy4h_normal.jpg",NA,"united states",NA,5,0,0,0,0,1401,2140,145219,56,NA,". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g"
"78","RT @SarahBlazonis: . @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from la…","1092928391521685508","130349411",FALSE,NA,"en","everyone","1092928391521685508",2019-02-05 23:30:08,"reneeg1147",FALSE,"2010-04-07T01:46:07.000Z","Animal lover,Art,Music Movies and Good Food. Lists=Blocked. Bots,Trolls,Trumpers=Blocked .z https://t.co/RWWiYY1SiZ","Irene Goltry 🪐💜",FALSE,"https://pbs.twimg.com/profile_images/1442454083793784835/SMtjD1Mb_normal.jpg",NA,NA,NA,5,0,0,0,0,1985,3498,285854,6,NA,". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 https://t.co/ZIwaTkXc0g"
"79","RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in…","1092984428429754368","884501771321827328",FALSE,NA,"en","everyone","1092984428429754368",2019-02-06 03:12:49,"CRLamhooper",FALSE,"2017-07-10T19:57:10.000Z","Community Relations Liaison at Duke Energy on Florida's Nature Coast. Tweets and opinions are my own.","Annemarie",FALSE,"https://pbs.twimg.com/profile_images/1574338282573422592/uVsWKURp_normal.jpg",NA,"Ocala, FL","https://t.co/gXdbzJZkPs",3,0,0,0,0,111,251,172,3,NA,"It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG"
"80","RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in…","1093343199198875648","2988931272",FALSE,NA,"en","everyone","1093343199198875648",2019-02-07 02:58:26,"tony_kaelin",FALSE,"2015-01-18T20:08:58.000Z","Structuring Director - Duke Energy Sustainable Solutions","Tony Kaelin",FALSE,"https://pbs.twimg.com/profile_images/726956855050821632/q1eeibN8_normal.jpg",NA,"Greenwood, IN",NA,3,0,0,0,0,79,522,882,0,NA,"It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG"
"81","RT @HelpFloridaHeal: Some good news for a change. ""More than 10.000 juvenile and adults redfish will be released this month along the Gulf…","1093453930175049728","799278959850647552",FALSE,NA,"en","everyone","1093453930175049728",2019-02-07 10:18:27,"Pkitty1975",FALSE,"2016-11-17T15:52:08.000Z","Wildlife, Pollinators 🐝, Native Plants, Music 🎶 & Film 🌎 Love Mother Earth 🌞 Monarch Waystation #11595","Erin K.",FALSE,"https://pbs.twimg.com/profile_images/1072149071413026818/h8hNk6ga_normal.jpg",NA,"Michigan, USA",NA,1,0,0,0,0,929,3458,59645,22,NA,"Some good news for a change. ""More than 10.000 juvenile and adults redfish will be released this month along the Gulf Coast in areas that were impacted by #redtide, starting in Pasco County.""

https://t.co/vnBXhVGplS"
"82","Groups ultimately hope to release 16,000 redfish in Pasco, Hillsborough, Sarasota, Charlotte, Lee and Collier counties. . https   www tcpalm com story opinion editorials 2019 02 07 redfish restocking red tide recovery begins thumb up 2792988002","1093551239328161792","18457416",FALSE,NA,"en","everyone","1093551239328161792",2019-02-07 16:45:07,"TCPalm",TRUE,"2008-12-29T19:45:51.000Z","Breaking news and the latest from #TCPalmFuture, #IndianRiverLagoon, #TCElections and more.

https://t.co/L90Gj6TQVX | Treasure Coast Newspapers","TCPalm",FALSE,"https://pbs.twimg.com/profile_images/958812904513417216/CViyCam7_normal.jpg",NA,"Treasure Coast, Florida","https://t.co/M45CXf51Sd",0,0,1,1,0,55668,657,153976,464,NA,"Groups ultimately hope to release 16,000 redfish in Pasco, Hillsborough, Sarasota, Charlotte, Lee and Collier counties. https://t.co/Bh7WfrH39A"
"83","Pasco County is one of the counties they are releasing Redfish into!  #redfish #fishinglife . https   www aol com article news 2019 02 05 florida releases 16k redfish in places affected by red tide 23662324","1093629175846617090","3170646208",FALSE,NA,"en","everyone","1093629175846617090",2019-02-07 21:54:48,"KeepPascoBu2ful",FALSE,"2015-04-15T17:03:55.000Z","To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","KeepPascoBeautiful",FALSE,"https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg",NA,"Pasco County, FL","https://t.co/Lp6Es4MEqT",0,0,1,0,0,609,482,1486,17,"c0b8e8dc81930292","Pasco County is one of the counties they are releasing Redfish into!  #redfish #fishinglife https://t.co/2UNXFwyots"
"84","See the juvenile #redfish being released into Pasco county waters. #redtide #helpfloridaheal. ","1095099914995097602","1046953802245578753",FALSE,NA,"en","everyone","1095099914995097602",2019-02-11 23:19:00,"HelpFloridaHeal",FALSE,"2018-10-02T02:43:32.000Z","We are a nonpartisan group of FL citizens demanding that our politicians take action to help Florida heal from the red tide and green algae poisoning our state.","Help Florida Heal",FALSE,"https://pbs.twimg.com/profile_images/1046954462252650496/fAI8sUWg_normal.jpg","1304150592277929984","Boca Grande, FL","https://t.co/nrcNO8vykn",0,0,0,0,0,147,347,1461,2,NA,"See the juvenile #redfish being released into Pasco county waters. #redtide #helpfloridaheal"
"85","16,000 redfish to be released along Florida coast to help repopulate after red tide . https   www abcactionnews com news region pasco 16 000 redfish to be released along florida coast to help repopulate after red tide","1096874208481763328","203645042",FALSE,NA,"en","everyone","1096874208481763328",2019-02-16 20:49:24,"CarlaRuss98",FALSE,"2010-10-16T19:20:20.000Z","Happy mom to a awesome teenager and a wife to a handsome man and we are a go kart racing family","Carla Russ",FALSE,"https://pbs.twimg.com/profile_images/622833383249305600/7WqeffJX_normal.jpg",NA,"chiefland, florida",NA,0,0,0,0,0,38,59,19296,2,NA,"16,000 redfish to be released along Florida coast to help repopulate after red tide https://t.co/O22CaoSawe"
"86","16,000 redfish to be released along Florida coast to help repopulate after red tide . https   www abcactionnews com news region pasco 16 000 redfish to be released along florida coast to help repopulate after red tide","1096962950798168065","207622102",FALSE,NA,"en","everyone","1096962950798168065",2019-02-17 02:42:02,"doorphoto",FALSE,"2010-10-25T17:58:05.000Z","Celebrity  &  Luxury Real Estate Realtor For MVP REALTY, Luxury Properties  Naples  Florida  & Photographer  Teacher ,  CEO The Tropical Tub Doctor","Robert Maves Real Estate Agent",FALSE,"https://pbs.twimg.com/profile_images/448449102938767361/aKwF-eGc_normal.jpeg",NA,"Naples, FL","https://t.co/uxxRfJAheO",0,0,0,0,0,2012,2307,37940,57,NA,"16,000 redfish to be released along Florida coast to help repopulate after red tide https://t.co/jy2zzTn1Oc"
"87","Things to do in Pasco and Hernando counties starting Feb. 22 🔗  #algae. https   www tampabay com pasco pasco and hernando events 20190213","1098318760841236480","624039687",FALSE,NA,"en","everyone","1098318760841236480",2019-02-20 20:29:33,"Tampa_Live",FALSE,"2012-07-01T18:06:46.000Z","Enjoy the Tampa news.","Tampa Live",FALSE,"https://pbs.twimg.com/profile_images/414059198691811330/iFa2WNdz_normal.jpeg","1545062679089397760","Tampa, FL",NA,0,0,0,0,0,7344,404,44007,189,NA,"Things to do in Pasco and Hernando counties starting Feb. 22 🔗 https://t.co/a1eKyaznqa #algae"
"88","Die-off from #redtide was no joke. Remember #snook are #catchandrelease from the Pasco/Hernando county line through Gordon Pass in Collier County through Aug. 31, 2019. #conservation… . https   www instagram com p BvuitNLgM3A","1112821978849861633","795741877811154945",FALSE,NA,"en","everyone","1112821978849861633",2019-04-01 21:00:09,"GregLeftGville",FALSE,"2016-11-07T21:37:02.000Z","I am Greg. I lived in Guntersville. I left Guntersville. I fish from a kayak.","Greg Riddle",FALSE,"https://pbs.twimg.com/profile_images/976863464202305537/rsQ8Uh8d_normal.jpg",NA,"Tampa, FL",NA,0,0,0,0,0,29,12,154,1,NA,"Die-off from #redtide was no joke. Remember #snook are #catchandrelease from the Pasco/Hernando county line through Gordon Pass in Collier County through Aug. 31, 2019. #conservation… https://t.co/9xYEVpHykE"
"89","The conservation measures for red drum, snook and spotted seatrout will apply from the Pasco-Hernando county line south (including all waters of Tampa Bay) through Gordon Pass in Collier County . http   www mysuncoast com 2019 05 01 breaking fwc extends catch release until may due red tide","1123717231056171010","9581122",FALSE,NA,"en","everyone","1123717231056171010",2019-05-01 22:34:00,"mysuncoast",TRUE,"2007-10-21T15:57:27.000Z","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1","ABC7 Sarasota",FALSE,"https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg",NA,"Sarasota, Florida","http://t.co/nQUeAxZ5Ke",0,0,0,0,0,67056,855,89770,690,NA,"The conservation measures for red drum, snook and spotted seatrout will apply from the Pasco-Hernando county line south (including all waters of Tampa Bay) through Gordon Pass in Collier County https://t.co/7Txlr4tvz6"
"90"," UPDATE ('Patchy' red tide persists across state) #30a Over the past week in Northwest Florida, red tide was observed in or offshore of Escambia, Santa Rosa, Walton, Bay, Gulf, and Pasco... - . https   30A NEWS. http   30a news 2018 10 10 patchy red tide persists across state","1173413702734897153","2568164305",FALSE,NA,"en","everyone","1173413702734897153",2019-09-16 01:50:02,"30atv",FALSE,"2014-06-15T02:12:52.000Z","Follow here @30abuzz !!","Follow @30ABUZZ",FALSE,"https://pbs.twimg.com/profile_images/1063648455946424320/-WdnlpX7_normal.jpg",NA,"Santa Rosa Beach Florida","http://t.co/d4Oir2zlXf",0,0,0,0,0,129,139,2408,1,NA,"https://t.co/FCoDxDkOZm UPDATE ('Patchy' red tide persists across state) #30a Over the past week in Northwest Florida, red tide was observed in or offshore of Escambia, Santa Rosa, Walton, Bay, Gulf, and Pasco... - https://t.co/lfNcjn59Zs"
"91","I got my sea legs before I even got my land legs. The problem is the red tide that crept up here unexpectedly. OF COURSE!! I hope it hasn’t made its way to New Port Richey. Wanna go out for a day on my favorite 🎣 boat there, and take a trip out to St. Augustine while I’m here.. ","1192160032114270208","3573480976",FALSE,NA,"en","everyone","1192160032114270208",2019-11-06 19:21:15,"ViolaLeeBluz",FALSE,"2015-09-07T04:50:28.000Z","That’s QUEEN C*NT, to you!!👑💅🏻😌 Get your D cups in a twist, leech!!😂 While Moley Danny DeVito Penguin melts more face off instead of waist😂☕️","★👑𝔏𝔦𝔱𝔱𝔩𝔓𝔦𝔵𝔦👑★💫🔮💀⚡️⭕️",FALSE,"https://pbs.twimg.com/profile_images/1318752932716777474/a9n7TRqQ_normal.jpg","1449628393255981056","SOHAPPYurSOJEALOUSInAnAtticLol","https://t.co/UPHHNPXWpj",0,0,0,0,0,372,2438,49466,24,NA,"I got my sea legs before I even got my land legs. The problem is the red tide that crept up here unexpectedly. OF COURSE!! I hope it hasn’t made its way to New Port Richey. Wanna go out for a day on my favorite 🎣 boat there, and take a trip out to St. Augustine while I’m here."
"92","#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. . https   wusfnews wusf usf edu environment 2019 11 25 red tide affects gulf coast fishing through the holidays","1199024956979523584","17544442",FALSE,NA,"en","everyone","1199024956979523584",2019-11-25 18:00:01,"wusf",TRUE,"2008-11-21T20:07:08.000Z","WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","WUSF",FALSE,"https://pbs.twimg.com/profile_images/882569215559028736/RMkZ8wkh_normal.jpg",NA,"Tampa, FL","https://t.co/KBo4cZ3VYG",4,0,0,0,0,14648,2305,37921,483,NA,"#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV"
"93","RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snoo…","1199032062423924736","39405268",FALSE,NA,"en","everyone","1199032062423924736",2019-11-25 18:28:15,"julioochoa",TRUE,"2009-05-12T02:00:54.000Z","Editorial Director @WUSF and Editor of @HealthNewsFL. Formally @tbocom and @NDN. Story ideas: julioochoa@wusf.org","Julio Ochoa",FALSE,"https://pbs.twimg.com/profile_images/1223336177249353728/DUzY4cfj_normal.jpg",NA,"Tampa, FL","https://t.co/Z6PdyFFah1",4,0,0,0,0,805,1072,1539,43,NA,"#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV"
"94","RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snoo…","1199284766383759363","390281832",FALSE,NA,"en","everyone","1199284766383759363",2019-11-26 11:12:24,"MaryShedden",TRUE,"2011-10-13T18:55:53.000Z","News Director @NPR affiliate @WUSF, former @HealthNewsFL editor, @TBO.com, @TheAlligator, @UFJSchool Alum. She/Her","Mary Shedden",FALSE,"https://pbs.twimg.com/profile_images/895965480438996994/72cmaIZw_normal.jpg",NA,"Tampa, Florida","https://t.co/rAtiHyApXZ",4,0,0,0,0,2942,2932,9805,163,NA,"#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV"
"95","Snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County.

The regulation from state wildlife officials will last until spring of 2020 because of toxic red tide algae blooms in west coast waters.

. https   health wusf usf edu post red tide affects gulf coast fishing through holidays stream 0","1199328338067808256","20798645",FALSE,NA,"en","everyone","1199328338067808256",2019-11-26 14:05:32,"HealthNewsFL",FALSE,"2009-02-13T19:36:57.000Z","Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.","Health News Florida",FALSE,"https://pbs.twimg.com/profile_images/2626960293/xmwpbvpgbv34f2krgmvb_normal.jpeg",NA,"Tampa, FL","http://t.co/flydNFVFw5",0,0,0,0,0,6714,4140,27082,283,NA,"Snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County.

The regulation from state wildlife officials will last until spring of 2020 because of toxic red tide algae blooms in west coast waters.

https://t.co/TeBOwf6vHR"
"96","RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snoo…","1199705446052966401","632873556",FALSE,NA,"en","everyone","1199705446052966401",2019-11-27 15:04:02,"sharynski",FALSE,"2012-07-11T10:49:19.000Z","Advocate for liberal arts, serious reform of student loan program & restoring original mission of HEA. Conservationist, recycler & vegan.","Sharyn #VoteForOurLives",FALSE,"https://pbs.twimg.com/profile_images/1146833110090297345/bBhvQJAA_normal.png",NA,NA,NA,4,0,0,0,0,911,919,89304,61,NA,"#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV"
"97","RT @wusf: #Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snoo…","1199737431261679618","56769363",FALSE,NA,"en","everyone","1199737431261679618",2019-11-27 17:11:08,"BigEarthSupply",FALSE,"2009-07-14T18:16:30.000Z","Great service, excellent selection & competitive pricing, with locations in Bradenton, Sarasota, Palmetto and Tampa, for all your landscape needs.","BigEarthSupply",FALSE,"https://pbs.twimg.com/profile_images/1347524229932216321/BNb0PEzG_normal.jpg",NA,"Florida","https://t.co/zy69MnzXuZ",4,0,0,0,0,317,475,2331,3,NA,"#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. https://t.co/ibpQeO7rBV"
