"","text","conversation_id","created_at.x","author_id","lang","reply_settings","possibly_sensitive","id","in_reply_to_user_id","verified","created_at.y","location","name","profile_image_url","description","protected","username","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"89","@ScottPresler The St Pete area   Everything south of Clearwater needs a push red! They can’t even manage sewage when it storms and dump millions and millions of raw sewage into Tampa Bay. It took years to get the coral to grow again. We need conservative level headed leadership there!!. ","1151181938423750657",2019-07-16 19:20:40,"2762144313","en","everyone",FALSE,"1151210057096450049","931286316",FALSE,"2014-09-05T18:45:53.000Z","United States","🇺🇸Captain Buddy Fender🇺🇸","https://pbs.twimg.com/profile_images/1466411720038133776/IZoAHZZ8_normal.jpg","⚔️God fearing 🙏 #2A Patriot🇺🇸 Urban Redneck ✝️I Love Christ ✝️If my dogs don’t trust you I probably won’t 🐶 Followed by Mayra Flores and Scott Presler 🇺🇸",FALSE,"CaptFender","https://t.co/jsSvp5UNR6","1268507690726297600",1,0,3,0,0,NA,50168,37393,13291,7,"@ScottPresler The St Pete area   Everything south of Clearwater needs a push red! They can’t even manage sewage when it storms and dump millions and millions of raw sewage into Tampa Bay. It took years to get the coral to grow again. We need conservative level headed leadership there!!"
"90","@TB_Times Said the guy who dumps the sewage into Tampa Bay.. ","1155915909464301569",2019-07-29 19:13:29,"142347421","en","everyone",FALSE,"1155919289066692608","14304462",FALSE,"2010-05-10T16:57:38.000Z","Tampa, FL","Jim Reed","https://pbs.twimg.com/profile_images/1243934921678303232/zYKYdEJy_normal.jpg","Tampa Living, Boston Sports.",FALSE,"jbrtennis",NA,NA,0,0,1,0,0,"dc62519fda13b4ec",430,174,10476,7,"@TB_Times Said the guy who dumps the sewage into Tampa Bay."
"91","@TB_Times Stop dumping raw sewage into Tampa Bay - how about we start in our own back yard???. ","1157400210219253761",2019-08-03 01:10:23,"1857157704","en","everyone",FALSE,"1157458660819439616","14304462",FALSE,"2013-09-12T11:58:10.000Z","Tampa, FL","Ranger Rick","https://pbs.twimg.com/profile_images/1280482594774269952/7F1X2RNT_normal.jpg","Clean Air, Clean Water, Pro-Public Education, Medicare-for-all. Realist over Theory, Local over Feds.",FALSE,"TampaFLPolitico",NA,NA,0,0,0,0,0,NA,221,305,20925,1,"@TB_Times Stop dumping raw sewage into Tampa Bay - how about we start in our own back yard???"
"92","@PascoParksFL @HealthyFla Pasco has dumped 300,000 gallons of human sewage into local waterways just this year... 

. https   www cltampa com news views local news article 21081826 tampa bay has spilled nearly 400000 gallons of poop so far this year","1158806697022021632",2019-08-09 21:50:36,"859159645","en","everyone",FALSE,"1159945098173517826","1671026322",FALSE,"2012-10-03T04:07:17.000Z",NA,"fuzzy rage monster","https://pbs.twimg.com/profile_images/1313965645919330305/_lZOQZqV_normal.jpg","Fan of podcasts. Intermittent tweeter.
Praefuro: from Latin. Def.  Wave - Storm - Rage",FALSE,"praefuro",NA,"884093443701710848",0,0,0,0,0,NA,82,210,6323,0,"@PascoParksFL @HealthyFla Pasco has dumped 300,000 gallons of human sewage into local waterways just this year... 

https://t.co/b6mLFHeZWt"
"93","“But even if you remove this one massive spill from the total [300,000 gallons], Pasco County would still have more spilled sewage than all four Tampa Bay counties combined this year.”

Do better.

. https   www cltampa com news views local news article 21081826 tampa bay has spilled nearly 400000 gallons of poop so far this year","1160566853758050305",2019-08-11 15:01:14,"17669628","en","everyone",FALSE,"1160566853758050305",NA,FALSE,"2008-11-27T04:29:43.000Z","Tallahassee, FL","Ben Sharpe","https://pbs.twimg.com/profile_images/1484728581804769281/PT2TxJSi_normal.jpg","Run @evergreenstrat. Past: @NelsonForSenate, @SenBillNelson, @New_BlueDC, @FlaDems, @CATECOMM, @OFA. Opinions are my own, unless others share them.",FALSE,"iamsharpe","https://t.co/bN0yx9bANs",NA,0,0,2,0,0,NA,5781,4369,70995,172,"“But even if you remove this one massive spill from the total [300,000 gallons], Pasco County would still have more spilled sewage than all four Tampa Bay counties combined this year.”

Do better.

https://t.co/DRGrjogXPn"
"94","2018 was one of Florida’s worst years for HABs, which studies have linked to things like sewage &amp; fertilizer getting dumped into waters. It should be very concerning that in 2019 the #Tampa Bay area has spilled 6.5+ times more #sewage than all of last year . https   www cltampa com news tampa bay has spilled nearly 400000 gallons of poop so far this year 12238057","1160687482343702528",2019-08-11 23:00:34,"1088196428961406976","en","everyone",FALSE,"1160687482343702528",NA,FALSE,"2019-01-23T22:07:01.000Z",NA,"American Water Security Project","https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg","Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters",FALSE,"awsproject","https://t.co/AR8sz1dyFZ",NA,0,0,0,0,0,NA,92,95,1368,1,"2018 was one of Florida’s worst years for HABs, which studies have linked to things like sewage &amp; fertilizer getting dumped into waters. It should be very concerning that in 2019 the #Tampa Bay area has spilled 6.5+ times more #sewage than all of last year https://t.co/5kNPjO8u6R"
"95","“Tampa Bay alone has already dumped 6.5 times more sewage in 2019 than in all of 2018....” . https   www orlandoweekly com Blogs archives 2019 08 10 these florida counties are spilling record amounts of poop onto their beaches","1160852661505318913",2019-08-12 09:56:56,"15590584","en","everyone",FALSE,"1160852661505318913",NA,FALSE,"2008-07-24T23:06:30.000Z","Brooklyn","Paul Lisicky","https://pbs.twimg.com/profile_images/1467298196712042503/Lv49pK34_normal.jpg","My seven books include LATER, THE NARROW DOOR, and THE SKY IN IT, forthcoming from HarperOne (he/him) 🏳️‍🌈🦌🐊",FALSE,"Paul_Lisicky","https://t.co/3to7TVrsMx","1580181151427497984",2,2,1,0,0,"011add077f4d2da3",13827,9969,53020,308,"“Tampa Bay alone has already dumped 6.5 times more sewage in 2019 than in all of 2018....” https://t.co/DtdFW7jkhw"
"96","“The majority of this came from one staggering spill on May 4, at a New Port Richey wastewater plant, where 300,000 gallons of untreated sewage leaked onto land and into the nearby Cross Bayou. Only half that was reportedly cleaned up.”","1160852661505318913",2019-08-12 09:58:31,"15590584","en","everyone",FALSE,"1160853060597534720","15590584",FALSE,"2008-07-24T23:06:30.000Z","Brooklyn","Paul Lisicky","https://pbs.twimg.com/profile_images/1467298196712042503/Lv49pK34_normal.jpg","My seven books include LATER, THE NARROW DOOR, and THE SKY IN IT, forthcoming from HarperOne (he/him) 🏳️‍🌈🦌🐊",FALSE,"Paul_Lisicky","https://t.co/3to7TVrsMx","1580181151427497984",0,1,0,0,0,"011add077f4d2da3",13827,9969,53023,308,NA
"97","“But even if you remove this one massive spill from the total, Pasco County would still have more spilled sewage than all four Tampa Bay counties combined this year.”. ","1160852661505318913",2019-08-12 09:59:30,"15590584","en","everyone",FALSE,"1160853307231019008","15590584",FALSE,"2008-07-24T23:06:30.000Z","Brooklyn","Paul Lisicky","https://pbs.twimg.com/profile_images/1467298196712042503/Lv49pK34_normal.jpg","My seven books include LATER, THE NARROW DOOR, and THE SKY IN IT, forthcoming from HarperOne (he/him) 🏳️‍🌈🦌🐊",FALSE,"Paul_Lisicky","https://t.co/3to7TVrsMx","1580181151427497984",0,0,0,0,0,"011add077f4d2da3",13827,9969,53020,308,"“But even if you remove this one massive spill from the total, Pasco County would still have more spilled sewage than all four Tampa Bay counties combined this year.”"
"98","RT @Paul_Lisicky: “Tampa Bay alone has already dumped 6.5 times more sewage in 2019 than in all of 2018....” https://t.co/DtdFW7jkhw","1160883177369546752",2019-08-12 11:58:12,"71576852","en","everyone",FALSE,"1160883177369546752",NA,TRUE,"2009-09-04T16:38:03.000Z","NC or RI or NYC probably","Lori Freshwater","https://pbs.twimg.com/profile_images/1617403540325924865/QazPmLzl_normal.jpg","Journalist working on  DoD environmental contamination including MARINE LIFE from @UChicagoPress (2024) / rep @amylizbishop / alum @newmarkjschool",FALSE,"loufreshwater","https://t.co/O78WnsdtTl","1522614670762426368",2,0,0,0,0,NA,5334,2987,143184,264,"“Tampa Bay alone has already dumped 6.5 times more sewage in 2019 than in all of 2018....” https://t.co/DtdFW7jkhw"
"99","“According to public records pulled from the Florida Department of Environmental Protection, four Tampa Bay counties have dumped sewage...”
. https   m orlandoweekly com Blogs archives 2019 08 10 these florida counties are spilling record amounts of poop onto their beaches  XVAScMEWU1U facebook","1160889864021323776",2019-08-12 12:24:46,"1116778081472135175","en","everyone",FALSE,"1160889864021323776",NA,FALSE,"2019-04-12T19:00:18.000Z","Florida, USA","Fight For Zero","https://pbs.twimg.com/profile_images/1616984069899788289/jf1kErDb_normal.jpg","We believe the goal should always be zero pollutants in the environment. To protect & save lives. To make a healthier future for all.",FALSE,"fight4zero","https://t.co/EoGuxuyIou",NA,0,0,0,0,0,NA,223,220,975,4,"“According to public records pulled from the Florida Department of Environmental Protection, four Tampa Bay counties have dumped sewage...”
https://t.co/fBEB2QCwom"
"100","RT @Paul_Lisicky: “Tampa Bay alone has already dumped 6.5 times more sewage in 2019 than in all of 2018....” https://t.co/DtdFW7jkhw","1160912636667543552",2019-08-12 13:55:15,"1216894063","en","everyone",FALSE,"1160912636667543552",NA,FALSE,"2013-02-25T00:31:02.000Z",NA,"Carol Ciavonne","https://pbs.twimg.com/profile_images/753977222868766721/L7JaWBqP_normal.jpg","Poetry, essays. Azimuth@JadedIbisPress, 2014. Birdhouse Dialogues, with Susana Amundarain, @LaFi Publishers, Ltd., 2014. Editor @PositJournal.",FALSE,"CarolCiavonne",NA,NA,2,0,0,0,0,NA,393,698,47679,12,"“Tampa Bay alone has already dumped 6.5 times more sewage in 2019 than in all of 2018....” https://t.co/DtdFW7jkhw"
"101","According to public records pulled from the Florida Department of Environmental Protection, four Tampa Bay counties – including Hillsborough, Pinellas, Pasco (the worst offender in 2019) &amp; Manatee – have dumped an estimated 389,000 gallons of sewage,. ","1161001416003117056",2019-08-12 19:48:02,"1339550646","en","everyone",FALSE,"1161001417546579968","1339550646",FALSE,"2013-04-09T16:05:04.000Z","Florida, USA","Len White","https://pbs.twimg.com/profile_images/1401206949912449026/T0t9tRaX_normal.jpg","Independent voter seeking truth from objective credible journalists. Against those threatening democracy & advocating minority rule in this country.",FALSE,"lenwhitefl",NA,NA,0,1,0,0,0,NA,55,64,18620,2,"According to public records pulled from the Florida Department of Environmental Protection, four Tampa Bay counties – including Hillsborough, Pinellas, Pasco (the worst offender in 2019) &amp; Manatee – have dumped an estimated 389,000 gallons of sewage,"
"102","I had to sit down to read the entire article. OMG.
According to public records pulled from the Florida Department of Environmental Protection, four Tampa Bay counties – including Hillsborough, Pinellas, Pasco &amp; Manatee – have dumped an estimated 389,000 gallons of sewage, . https   twitter com ClwtrBkAtty status 1161947429597523968","1161960425224884224",2019-08-15 11:18:48,"947904812393418752","en","everyone",FALSE,"1161960425224884224",NA,FALSE,"2018-01-01T18:58:13.000Z","Ile-de-France, France","Stare Decisis","https://pbs.twimg.com/profile_images/1553696399925051392/XgZBxhrE_normal.jpg","Que sçay-je? I hold it to be an inalienable right of anybody to go to hell in his own way. Family Office/Lawyer/Harry's Caregiver/ LEGAL TRENDS 3 yrs@CBS.",FALSE,"MsResJudicata",NA,NA,0,3,2,0,0,NA,5163,2008,132211,70,"I had to sit down to read the entire article. OMG.
According to public records pulled from the Florida Department of Environmental Protection, four Tampa Bay counties – including Hillsborough, Pinellas, Pasco &amp; Manatee – have dumped an estimated 389,000 gallons of sewage, https://t.co/xwp4BI4ghn"
"103","of which 215,000 gallons were cleaned up, and 174,000 gallons were simply absorbed by the local environment.

For some perspective, last year these same four counties spilled a total of 59,560 gallons of sewage, and 39,596 gallons of that was lost.","1161960425224884224",2019-08-15 11:18:48,"947904812393418752","en","everyone",FALSE,"1161960427686957057","947904812393418752",FALSE,"2018-01-01T18:58:13.000Z","Ile-de-France, France","Stare Decisis","https://pbs.twimg.com/profile_images/1553696399925051392/XgZBxhrE_normal.jpg","Que sçay-je? I hold it to be an inalienable right of anybody to go to hell in his own way. Family Office/Lawyer/Harry's Caregiver/ LEGAL TRENDS 3 yrs@CBS.",FALSE,"MsResJudicata",NA,NA,0,1,1,0,0,NA,5163,2008,132215,70,NA
"104","also only show reported ""sewage"" spills to the FDEP, and not things like spilled wastewater, which is also very common and also very bad (ask St. Pete).","1161960425224884224",2019-08-15 11:18:49,"947904812393418752","en","everyone",FALSE,"1161960431205986305","947904812393418752",FALSE,"2018-01-01T18:58:13.000Z","Ile-de-France, France","Stare Decisis","https://pbs.twimg.com/profile_images/1553696399925051392/XgZBxhrE_normal.jpg","Que sçay-je? I hold it to be an inalienable right of anybody to go to hell in his own way. Family Office/Lawyer/Harry's Caregiver/ LEGAL TRENDS 3 yrs@CBS.",FALSE,"MsResJudicata",NA,NA,0,0,0,0,0,NA,5163,2008,132215,70,NA
"105","These numbers come from a variety of sewage spills, which can occur in a number of ways –  like malfunctioning lift stations, obstructed pipes, or aging infrastructure. It’s also important to note that these figures represent both public and private facilities, and","1161960425224884224",2019-08-15 11:18:49,"947904812393418752","en","everyone",FALSE,"1161960429448568834","947904812393418752",FALSE,"2018-01-01T18:58:13.000Z","Ile-de-France, France","Stare Decisis","https://pbs.twimg.com/profile_images/1553696399925051392/XgZBxhrE_normal.jpg","Que sçay-je? I hold it to be an inalienable right of anybody to go to hell in his own way. Family Office/Lawyer/Harry's Caregiver/ LEGAL TRENDS 3 yrs@CBS.",FALSE,"MsResJudicata",NA,NA,0,1,1,0,0,NA,5163,2008,132215,70,NA
"106","@MsResJudicata That's alot of 💩. Somebody is gonna be in deep 💩 for that, when the SHTF.","1161960425224884224",2019-08-15 12:13:37,"112026753","en","everyone",FALSE,"1161974222756831232","947904812393418752",FALSE,"2010-02-07T01:00:25.000Z",NA,"Tango Oscar","https://pbs.twimg.com/profile_images/889463561763799040/wFmuTzcY_normal.jpg","Don't you wish crisps/chips and sponge cakes remain at 4p/ 6c ?Bankers are stealing our labour and shrinking our cakes and crisps. Merci, Gilet Jaune, woken up.",FALSE,"Winging_Pom",NA,NA,0,0,0,0,0,NA,167,710,13462,0,NA
"107","@MsResJudicata I remember snorkeling off of the coast of Sicily in the 80s &amp; almost running head on into a floating log. For me, the Med was never the same after that as I stopped swimming. At 400K gallons, it’s only about 2,000 gallons a day which is a far less ominous number than “400K.”","1161960425224884224",2019-08-15 14:49:47,"278903218","en","everyone",FALSE,"1162013521292550144","947904812393418752",FALSE,"2011-04-08T05:56:03.000Z","Amerika","Imbecile Nation","https://pbs.twimg.com/profile_images/1308257970/Imbecile_Nation_normal.jpg","I'm just sick of it all.  Please do not laugh.",FALSE,"ImbecileNation","http://t.co/bJBnklJqZ2","1324180408041381890",0,0,1,0,0,NA,976,4870,16526,7,NA
"108","@GovRonDeSantis All good, but before inviting more people to move here, we need to drastically expand our infrastructure to accommodate the extra load. South Tampa is adding thousands of new homes on a two-lane road with one waste pipe. Stand by for sewer overflow into Tampa Bay.... ","1162375010100686848",2019-08-16 15:04:31,"23695744","en","everyone",FALSE,"1162379617547759616","1058807868",FALSE,"2009-03-11T01:06:18.000Z","Cambridge, MD","Jim Loretangeli","https://pbs.twimg.com/profile_images/1488561151440994309/20Rhms87_normal.jpg","Musician, hoping to weather 2 years of Republican House rule.",FALSE,"keytronek","https://t.co/uPO89iyAvf",NA,1,0,2,0,0,NA,670,1019,13859,2,"@GovRonDeSantis All good, but before inviting more people to move here, we need to drastically expand our infrastructure to accommodate the extra load. South Tampa is adding thousands of new homes on a two-lane road with one waste pipe. Stand by for sewer overflow into Tampa Bay..."
"109","RT @keytronek: @GovRonDeSantis All good, but before inviting more people to move here, we need to drastically expand our infrastructure to…","1162383784513196032",2019-08-16 15:21:04,"16570385","en","everyone",FALSE,"1162383784513196032",NA,FALSE,"2008-10-03T01:01:35.000Z","Home in the woods","sanddragon","https://pbs.twimg.com/profile_images/451542305/twitter_3_normal.png","🌎 Earth Lover 🌏 Weaver
 #ClimateCrises
#Autistic / 😎-of-all-Trades",FALSE,"sanddragon",NA,NA,1,0,0,0,0,NA,447,1263,11745,1,"@GovRonDeSantis All good, but before inviting more people to move here, we need to drastically expand our infrastructure to accommodate the extra load. South Tampa is adding thousands of new homes on a two-lane road with one waste pipe. Stand by for sewer overflow into Tampa Bay..."
"110","The #SaveOurWater summit can be summed up in one comment. @bob_rommel

""We do know that our water treatment facilities around this state right now are at capacity. Just recently in Tampa we saw where they had to dump a couple hundred million gallons of raw sewage into Tampa Bay"" . https   twitter com gporter812 status 1164587228129091586 video 1","1164587228129091586",2019-08-22 17:16:46,"578516563","en","everyone",FALSE,"1164587228129091586",NA,FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,1,0,NA,438,413,53381,3,"The #SaveOurWater summit can be summed up in one comment. @bob_rommel

""We do know that our water treatment facilities around this state right now are at capacity. Just recently in Tampa we saw where they had to dump a couple hundred million gallons of raw sewage into Tampa Bay"" https://t.co/UesyzdRvim"
"111","Now, the accuracy of ""a couple hundred million gallons"" may be off, depending on when you start calculating, but the point is that it's an ever growing problem around the state. Following this tweet I will try to gather the number of articles, times, that sewage has been spilled","1164587228129091586",2019-08-22 17:16:47,"578516563","en","everyone",FALSE,"1164587232197533696","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,NA
"112","""During the past decade, deteriorating sewers have released 1.6 billion gallons of wastewater, much of it polluting the state’s estuaries and oceans, according to a GateHouse Media analysis of state environmental data.""

April 2019
#SaveOurWater
https://t.co/hB4PKEkaH2","1164587228129091586",2019-08-22 17:54:25,"578516563","en","everyone",FALSE,"1164596701287596032","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,NA
"113","Reminder, this is just about sewers, treatment plant capacity, raw sewage spills. All the talk about septic tanks (that yes is a factor) is nothing compared to the messy problem Florida faces beyond septic. Many are under the impression 'fixing septic' will save.
#SaveOurWater","1164587228129091586",2019-08-22 18:08:39,"578516563","en","everyone",FALSE,"1164600285614002176","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,NA
"114","8/16 2019. Miami-Dade Oleta River
more than 1M gallons spilled

#BiscayneBay #SaveOurWater https://t.co/0B0RV1cYuW","1164587228129091586",2019-08-22 18:30:50,"578516563","en","everyone",FALSE,"1164605866139705346","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,NA
"115","8/18/19 Update: Miami-Dade Oleta River sewage spill
The latest estimate is 1.6M gallons spilled. A temp fix was applied Sunday 8/18
#SaveOurWater https://t.co/niDwxSIawD","1164587228129091586",2019-08-22 18:32:59,"578516563","en","everyone",FALSE,"1164606405728509953","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,NA
"116","And the result of sewage spill. No, not 'red tide'
#SaveOurWater #BiscayneBay #FishKill
https://t.co/Y9ZEDayPwt","1164587228129091586",2019-08-22 18:36:02,"578516563","en","everyone",FALSE,"1164607174854795265","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,NA
"117","If people think $514M tag on fixing Herbert Hoover Dike is impressive, wait until it's understood how much it would cost to improve/replace the aging sewer and water treatment facilities in Florida 🤯

One small-med town of 100k people may be $100M and probably more
#SaveOurWater","1164587228129091586",2019-08-22 18:41:58,"578516563","en","everyone",FALSE,"1164608666944847872","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,NA
"118","When a storm comes barreling into Florida, it's not just about battening down hatches. Florida is flat, near sea level. Not many think about the problem of water/sewage beyond ""storm surge""

2016
Millions of Gallons of Raw Sewage Dumped Into Tampa Bay Since Hermine
#SaveOurWater . https   twitter com gporter812 status 1164609338826211332 video 1","1164587228129091586",2019-08-22 18:44:38,"578516563","en","everyone",FALSE,"1164609338826211332","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,"When a storm comes barreling into Florida, it's not just about battening down hatches. Florida is flat, near sea level. Not many think about the problem of water/sewage beyond ""storm surge""

2016
Millions of Gallons of Raw Sewage Dumped Into Tampa Bay Since Hermine
#SaveOurWater https://t.co/rivQ6yBgLq"
"119","Side rant: How many politicians talk infrastructure? If so, it's ""rural broadband"". Well whippity do dah. Seriously?

'The nation’s wastewater infrastructure was rated a D+ on a report card from the American Society of Civil Engineers. Florida was given a C'

Yes, Florida a C🤔","1164587228129091586",2019-08-22 18:56:04,"578516563","en","everyone",FALSE,"1164612216861147137","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,NA
"120","So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
. https   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207","1164587228129091586",2019-08-22 19:12:17,"578516563","en","everyone",FALSE,"1164616298741075968","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,1,0,0,0,NA,438,413,53381,3,"So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
https://t.co/fntJJiOvdG"
"121","Now, @bob_rommel was likely referring to the collection of sewage spills in Tampa going back to recent 2015, so I can't fault him for ""recently""

""No criminal charges in St. Pete’s 1 billion gallon sewage crisis""

You have to read this...smh
#SaveOurWater
https://t.co/cser0G8aAy","1164587228129091586",2019-08-22 19:18:06,"578516563","en","everyone",FALSE,"1164617760904810496","578516563",FALSE,"2012-05-13T00:32:41.000Z",NA,"gary","https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,"gporter812",NA,"1598475194154340353",0,0,0,0,0,NA,438,413,53381,3,NA
"122","@plantlady293 @maga_proud St Petersburg Florida had dumped 400,000 gallons of raw sewage into Tampa Bay. They continue to allow building many high-rise condos downtown, but I don’t see impact fees to help upgrade the infrastructure and sewage system! #PrayforMotherEarth. ","1164864818744123392",2019-08-23 12:36:42,"2908484667","en","everyone",FALSE,"1164879132871802881","1254645558",FALSE,"2014-12-06T23:53:56.000Z","Florida, USA","Sue Ontiveros","https://pbs.twimg.com/profile_images/632884777926836224/iu5-P7oc_normal.jpg","Entrepreneur, Health Enthusiast, Anti-Aging, Colon Therapist,",FALSE,"LVN4freedom","https://t.co/FDusM5hCCM",NA,0,1,1,0,0,NA,131,629,615,2,"@plantlady293 @maga_proud St Petersburg Florida had dumped 400,000 gallons of raw sewage into Tampa Bay. They continue to allow building many high-rise condos downtown, but I don’t see impact fees to help upgrade the infrastructure and sewage system! #PrayforMotherEarth"
"123","@Melvingordon25 I could see him landing in a place nobody would expect like Tampa Bay or something... they have a sewage spill at RB down there or Miami. He would definitely upgrade their backfield.. ","1168014045288361984",2019-09-01 16:00:15,"928699078896005120","en","everyone",FALSE,"1168191850806595584","149593228",FALSE,"2017-11-09T19:01:29.000Z","Menifee, CA","LUMBERJACK_INC.","https://pbs.twimg.com/profile_images/1052742514870902784/ZfOExlx1_normal.jpg","Fantasy sports NFL NBA Hockey Sports  SAN FRANCISCO 49ERS!!",FALSE,"funcle_kev",NA,NA,0,0,0,0,0,NA,65,153,272,0,"@Melvingordon25 I could see him landing in a place nobody would expect like Tampa Bay or something... they have a sewage spill at RB down there or Miami. He would definitely upgrade their backfield."
"124","“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg","1171945537219768326",2019-09-12 00:36:04,"234007105","en","everyone",FALSE,"1171945537219768326",NA,FALSE,"2011-01-04T16:50:04.000Z","Tampa, Florida","Josh Solomon","https://pbs.twimg.com/profile_images/1133834153886191616/7Qn4tprL_normal.png","Former @TB_times reporter. @MedillSchool grad. That mantra that all pizza is good pizza is patently false.",FALSE,"ByJoshSolomon","https://t.co/legWM94AHg",NA,8,3,15,1,0,NA,2372,1804,5204,86,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
