"","text","author_id","reply_settings","created_at.x","id","possibly_sensitive","conversation_id","lang","in_reply_to_user_id","location","verified","profile_image_url","username","name","protected","description","url","created_at.y","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"35","Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleagues @ St. Petersburg State University, Russia for their great review of Antarctic cyanobacteria now online @ Hydrobiologia:  . https   link springer com article 10 1007 s10750 021 04588 9. https   twitter com daleandersen status 1388556810718695426 photo 1","23552853","everyone",2021-05-01 18:11:56,"1388556810718695426",FALSE,"1388556810718695426","en",NA,NA,FALSE,"https://pbs.twimg.com/profile_images/3474173462/533cf7dc19b110223038fe0494470730_normal.jpeg","daleandersen","Dale Andersen",FALSE,"Polar Limnologist
Carl Sagan Center, SETI Institute
Exploring Life in Extreme Environments
Understanding Early Earth & Early Mars","https://t.co/eh4tfURpCm","2009-03-10T03:47:27.000Z","1362469510993821698",5,0,17,2,0,656,667,1595,50,NA,"Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleagues @ St. Petersburg State University, Russia for their great review of Antarctic cyanobacteria now online @ Hydrobiologia: https://t.co/wawSCpPw9l https://t.co/8QA1GzBaht"
"36","RT @daleandersen: Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleague…","11214332","everyone",2021-05-01 18:24:39,"1388560011605987333",FALSE,"1388560011605987333","en",NA,"Universe",FALSE,"https://pbs.twimg.com/profile_images/1559250661996371968/S2FfsnKu_normal.jpg","astrobiology","Astrobiology",FALSE,"Exploring the living universe.","https://t.co/Q66n4I2FSa","2007-12-16T04:58:36.000Z",NA,5,0,0,0,0,26820,1686,22617,773,NA,"Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleagues @ St. Petersburg State University, Russia for their great review of Antarctic cyanobacteria now online @ Hydrobiologia: https://t.co/wawSCpPw9l https://t.co/8QA1GzBaht"
"37","RT @daleandersen: Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleague…","241640639","everyone",2021-05-01 18:24:45,"1388560034603360262",FALSE,"1388560034603360262","en",NA,"The Poles - and Space",FALSE,"https://pbs.twimg.com/profile_images/1222945118/Earth.Antarctica-India.2_normal.jpg","spacepolar","spacepolar",FALSE,"Exploring the parallels and synergies between polar and space exploration.","http://t.co/JRdMCAuKDY","2011-01-22T19:36:34.000Z",NA,5,0,0,0,0,3873,189,9456,101,NA,"Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleagues @ St. Petersburg State University, Russia for their great review of Antarctic cyanobacteria now online @ Hydrobiologia: https://t.co/wawSCpPw9l https://t.co/8QA1GzBaht"
"38","RT @daleandersen: Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleague…","1256280966101942273","everyone",2021-05-01 19:27:45,"1388575890934800393",FALSE,"1388575890934800393","en",NA,"Κωνσταντινούπολις Imp. Romano",FALSE,"https://pbs.twimg.com/profile_images/1281728645137158145/EyhDEU1F_normal.jpg","msep0003","Michelangelo Βελισάριος 🧫🦠⚔️🛡️🇪🇸🇬🇷🇮🇹🇲🇳",FALSE,"Técnico superior en laboratorio de Diagnóstico clínico.

Bioquímica, Hematología y Microbiología

Y mucha Historia.

LIVG delenda est","https://t.co/uxxbqpaAym","2020-05-01T17:55:07.000Z","1414199444195643399",5,0,0,0,0,1460,5015,394498,5,NA,"Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleagues @ St. Petersburg State University, Russia for their great review of Antarctic cyanobacteria now online @ Hydrobiologia: https://t.co/wawSCpPw9l https://t.co/8QA1GzBaht"
"39","RT @daleandersen: Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleague…","955125510383833088","everyone",2021-05-01 19:54:26,"1388582606850064385",FALSE,"1388582606850064385","en",NA,"India",FALSE,"https://pbs.twimg.com/profile_images/1118413771771224064/ZMQ7rwp5_normal.jpg","yashdevasurmutt","Yashas Devasurmutt",FALSE,"#Researcher 🔬|#AspiringAstronaut 👨‍🚀🚀|#Adventurer 🏕️🏔️⛰️🏍️|#Tardigradehunter|#photographer 📸|RT≠endorsement|Opinions are personal|@IndiaCOVIDSOS","https://t.co/irucVJ7e5f","2018-01-21T17:10:41.000Z",NA,5,0,0,0,0,200,330,7373,2,NA,"Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleagues @ St. Petersburg State University, Russia for their great review of Antarctic cyanobacteria now online @ Hydrobiologia: https://t.co/wawSCpPw9l https://t.co/8QA1GzBaht"
"40","RT @daleandersen: Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleague…","851460985697308672","everyone",2021-05-02 11:47:55,"1388822558619938817",FALSE,"1388822558619938817","en",NA,"Copenhagen, Denmark",FALSE,"https://pbs.twimg.com/profile_images/1510568718564274180/pLSRaG9D_normal.jpg","sannemdt","Sanne Moedt",FALSE,"Ecologist working with freshwater ecosystems and environmental change in the Arctic. PhD fellow @FBL_UCPH, tweeting for @APECSDenmark.",NA,"2017-04-10T15:44:53.000Z",NA,5,0,0,0,0,672,2382,503,3,NA,"Congratulations to Antarctic field team member Svetlana Smirnova of the Komarov Botanical Institute RAS and her colleagues @ St. Petersburg State University, Russia for their great review of Antarctic cyanobacteria now online @ Hydrobiologia: https://t.co/wawSCpPw9l https://t.co/8QA1GzBaht"
"41","A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year. ","1239172640","everyone",2021-06-17 15:18:02,"1405545278535573506",FALSE,"1405545278535573506","en",NA,"St Petersburg, FL",TRUE,"https://pbs.twimg.com/profile_images/1565022647829893121/osNHuVp6_normal.jpg","MaxChesnes","Max Chesnes",FALSE,"Environment reporter @TB_Times. Past: @tcpenvironment💧 2022 @MetcalfURI Fellow. @UFJSchool alum. Drone pilot. #ReadLocal","https://t.co/XqBqJqqUrm","2013-03-03T15:29:18.000Z","1617929674562342920",13,1,35,1,0,7720,2990,11457,127,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"42","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","799381514","everyone",2021-06-17 15:19:32,"1405545652982095874",FALSE,"1405545652982095874","en",NA,"Orlando, FL",FALSE,"https://pbs.twimg.com/profile_images/960574698131263489/VDLcuSRH_normal.jpg","thisfloridalife","Dani | ThisFloridaLife",FALSE,"Dani. Helping you have fun in Central Florida 🍊🌴Managing Editor @orlandodatenite + @orlandoparentng +@tampadatenite 💻Writer @tbparenting","https://t.co/Su2ZI8RdCk","2012-09-03T01:27:21.000Z",NA,13,0,0,0,0,6410,2971,82444,153,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"43","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","33723051","everyone",2021-06-17 15:24:00,"1405546779257487362",FALSE,"1405546779257487362","en",NA,"Florida, USA",FALSE,"https://pbs.twimg.com/profile_images/1605015965044973568/WCaBKzOS_normal.jpg","officialare_j","joey arellano",FALSE,"Personal acct. 🇲🇽. Deputy Comms Director, @flhousedems. Love my plants #plantpapi 🪴. ΣΛΒ. @floridastate alumnus. All Tweets are my own. RTs ≠ endorsements.",NA,"2009-04-20T23:54:38.000Z",NA,13,0,0,0,0,1143,1118,109722,18,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"44","Roundtable concludes after Gov. takes questions on 2020 election (from @fineout maybe?) and Florida law enforcement being sent to border 

No update or mention of manatee response from state wildlife officials today","1239172640","everyone",2021-06-17 15:37:28,"1405550166812286979",FALSE,"1405545278535573506","en","1239172640","St Petersburg, FL",TRUE,"https://pbs.twimg.com/profile_images/1565022647829893121/osNHuVp6_normal.jpg","MaxChesnes","Max Chesnes",FALSE,"Environment reporter @TB_Times. Past: @tcpenvironment💧 2022 @MetcalfURI Fellow. @UFJSchool alum. Drone pilot. #ReadLocal","https://t.co/XqBqJqqUrm","2013-03-03T15:29:18.000Z","1617929674562342920",1,2,7,0,0,7720,2989,11457,127,NA,NA
"45","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","853887504","everyone",2021-06-17 15:38:02,"1405550308474998794",FALSE,"1405550308474998794","en",NA,"Tampa, FL",TRUE,"https://pbs.twimg.com/profile_images/1346968771748114434/SuJXG2gN_normal.jpg","JMMeszaros","Jessica Meszaros",FALSE,"All Things Considered host and sustainability reporter for @WUSF, @NPR for the Tampa Bay area. (she/her) Retweets are not endorsements.","https://t.co/8jklgDElo5","2012-09-30T01:22:48.000Z","1523438730370973697",13,0,0,0,0,1004,1412,2810,54,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"46","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","17669628","everyone",2021-06-17 15:41:01,"1405551063147683842",FALSE,"1405551063147683842","en",NA,"Tallahassee, FL",FALSE,"https://pbs.twimg.com/profile_images/1484728581804769281/PT2TxJSi_normal.jpg","iamsharpe","Ben Sharpe",FALSE,"Run @evergreenstrat. Past: @NelsonForSenate, @SenBillNelson, @New_BlueDC, @FlaDems, @CATECOMM, @OFA. Opinions are my own, unless others share them.","https://t.co/bN0yx9bANs","2008-11-27T04:29:43.000Z",NA,13,0,0,0,0,5781,4369,70995,172,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"47","yep it was @fineout https://t.co/ptcZYzx1PV","1239172640","everyone",2021-06-17 15:43:50,"1405551771251097600",FALSE,"1405545278535573506","en","1239172640","St Petersburg, FL",TRUE,"https://pbs.twimg.com/profile_images/1565022647829893121/osNHuVp6_normal.jpg","MaxChesnes","Max Chesnes",FALSE,"Environment reporter @TB_Times. Past: @tcpenvironment💧 2022 @MetcalfURI Fellow. @UFJSchool alum. Drone pilot. #ReadLocal","https://t.co/XqBqJqqUrm","2013-03-03T15:29:18.000Z","1617929674562342920",0,2,3,0,0,7720,2989,11457,127,NA,NA
"48","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","65658415","everyone",2021-06-17 15:44:26,"1405551922816372744",FALSE,"1405551922816372744","en",NA,"South Florida",FALSE,"https://pbs.twimg.com/profile_images/1380223893504466947/AnNcHo83_normal.jpg","FoEverglades","Friends of the Everglades",FALSE,"Founded in 1969 by Marjory Stoneman Douglas, our mission is to protect, preserve & restore the only Everglades in the world. Science-driven, solutions-focused.","https://t.co/pxB4byokA3","2009-08-14T15:21:38.000Z","1616141628720152577",13,0,0,0,0,7579,1092,2975,133,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"49","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","844664628605046785","everyone",2021-06-17 15:52:04,"1405553840221474819",FALSE,"1405553840221474819","en",NA,NA,FALSE,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","gilson_kathleen","Kathleen Gilson",FALSE,"",NA,"2017-03-22T21:38:35.000Z",NA,13,0,0,0,0,71,1061,13635,1,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"50","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","755408142","everyone",2021-06-17 16:07:24,"1405557702277931009",FALSE,"1405557702277931009","en",NA,"Florida",FALSE,"https://pbs.twimg.com/profile_images/654314806275645441/hZCcDiBv_normal.jpg","MikeStucka","Mike Stucka",FALSE,"Dad. Doofus. Data dork. Now Florida Man.
Coffee tastes absolutely horrible.
@mikestucka@mastodon.sdf.org",NA,"2012-08-13T16:16:24.000Z",NA,13,0,0,0,0,2343,5001,66860,75,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"51","@MaxChesnes @fineout Too busy trying to get a gotcha.
Then wonders why no one pays attention to him.","1000442191599239169","everyone",2021-06-17 18:56:31,"1405600258349060099",FALSE,"1405545278535573506","en","1239172640","Fla Everglades to  offshore",FALSE,"https://pbs.twimg.com/profile_images/1520125959604781057/R86hevRA_normal.jpg","fishin_me","Fishin Salty 🎣",FALSE,"Conservative CG Vet, smaller Fed Government, Strong 1A, 2A and 10A supporter. Stop Vet suicide https://t.co/4iB5EmAKGT",NA,"2018-05-26T18:23:00.000Z",NA,0,0,0,0,0,823,892,21832,3,NA,NA
"52","@MaxChesnes @fineout Unfortunately this tweet got almost as many likes as manatees have died.  I wish our priorities were different","1334567200607379458","everyone",2021-06-17 19:47:54,"1405613192072548363",FALSE,"1405545278535573506","en","1239172640",NA,FALSE,"https://pbs.twimg.com/profile_images/1415374181399683074/e1QZ91r__normal.jpg","GratefulandH","GratefulandHopeful",FALSE,"A Mom, wife (Eph. 5:23) , working on recovery; Mindfulness; walking; napping; removing physical pain- Started my journey in earnest 07/19/21",NA,"2020-12-03T18:36:46.000Z","1435356792016539655",0,0,0,0,0,1006,926,16976,5,NA,NA
"53","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","186145900","everyone",2021-06-17 19:54:06,"1405614749635731460",FALSE,"1405614749635731460","en",NA,"Brevard County, Florida",TRUE,"https://pbs.twimg.com/profile_images/2435395399/imnwcleldat6nqo9zjl3_normal.jpeg","JWayEnviro","Jim Waymer",FALSE,"Environment Reporter at @FLORIDA_TODAY since 2000, covering Indian River Lagoon, the St. Johns River and other natural resources in Brevard County.","http://t.co/axIYyALDI5","2010-09-02T17:55:04.000Z",NA,13,0,0,0,0,1589,2246,5333,85,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"54","RT @MaxChesnes: A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technolog…","20623273","everyone",2021-06-18 02:11:16,"1405709670275338240",FALSE,"1405709670275338240","en",NA,"Southwest Florida",TRUE,"https://pbs.twimg.com/profile_images/1585698369221103636/VG5UrzgT_normal.jpg","AmySWFL","Amy Bennett Williams",FALSE,"Once an ashtray-dumping, obituary-writing clerk. Now News-Press journalist: curator of characters, conflict and curiosities.
And proud Alvanian.","https://t.co/ysEioyUjjI","2009-02-11T20:20:07.000Z",NA,13,0,0,0,0,2151,570,2317,79,NA,"A @GovRonDeSantis roundtable on #RedTide happening right now in St. Pete. 

There's been expert discussion on new technology, blue-green algae and #LakeO. 

One thing that hasn't been mentioned yet? The 800 dead manatees this year"
"55","Researchers from the Institute of #Limnology (St. Petersburg) used some allelochemicals of macrophytes to create a combined algicide for suppressing the development of #cyanobacteria and preventing harmful algae “blooms” in water bodies.  @IntechOpen . https   www intechopen com online first 74844","1444330273307598853","everyone",2021-11-10 11:35:04,"1458397796072050688",FALSE,"1458397796072050688","en",NA,NA,FALSE,"https://pbs.twimg.com/profile_images/1444332961474744321/8vADJr5d_normal.jpg","russianponds","Russian Pond Conservation Network",FALSE,"For any communications:
✉️ epcn.russia@gmail.com","https://t.co/NPtxaXciAG","2021-10-02T15:56:11.000Z",NA,0,0,7,0,0,109,171,45,1,NA,"Researchers from the Institute of #Limnology (St. Petersburg) used some allelochemicals of macrophytes to create a combined algicide for suppressing the development of #cyanobacteria and preventing harmful algae “blooms” in water bodies.  @IntechOpen https://t.co/HvHQeLU8iI"
"56","Our upcoming seminar #Feb16_RuPonds will be opened by Evgeny A. Kurashov, from the Institute of #Limnology (St.Petersburg), introducing a promising method of suppressing #cyanobacteria ""blooms"" in water bodies with the help of metabolites of aquatic plants  . https   publons com researcher 2554684 evgeny a kurashov. https   twitter com russianponds status 1486617561248710656 photo 1","1444330273307598853","everyone",2022-01-27 08:30:21,"1486617561248710656",FALSE,"1486617561248710656","en",NA,NA,FALSE,"https://pbs.twimg.com/profile_images/1444332961474744321/8vADJr5d_normal.jpg","russianponds","Russian Pond Conservation Network",FALSE,"For any communications:
✉️ epcn.russia@gmail.com","https://t.co/NPtxaXciAG","2021-10-02T15:56:11.000Z",NA,0,0,7,0,0,109,171,45,1,NA,"Our upcoming seminar #Feb16_RuPonds will be opened by Evgeny A. Kurashov, from the Institute of #Limnology (St.Petersburg), introducing a promising method of suppressing #cyanobacteria ""blooms"" in water bodies with the help of metabolites of aquatic plants https://t.co/tIhRaeu2A6 https://t.co/64irudaPxM"
"57","Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae . https   www cltampa com news officials warn visitors to stay out of water at st petes maximo park due to toxic blue green algae 13761679","58727124","everyone",2022-07-08 16:42:17,"1545448197581164546",FALSE,"1545448197581164546","en",NA,"Tampa, FL",TRUE,"https://pbs.twimg.com/profile_images/1511595063289298948/i6IWv2pN_normal.jpg","rayroa","Ray Roa",FALSE,"EIC @cl_tampabay. DMs open. I'm on Signal.
News tips: rroa@cltampa.com  cltampabay_tips@protonmail.com.
Past: @TB_Times @SubApologist  @GasparillaMusic
(he/him)","https://t.co/wpxJt6FVBk","2009-07-21T06:43:35.000Z","1242631724187684865",1,0,2,0,0,2259,957,35671,71,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae https://t.co/skdpAGfddp"
"58","Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
. https   www cltampa com news officials warn visitors to stay out of water at st petes maximo park due to toxic blue green algae 13761679","14193993","everyone",2022-07-08 17:02:00,"1545453156393398272",FALSE,"1545453156393398272","en",NA,"Tampa Bay, FL",TRUE,"https://pbs.twimg.com/profile_images/1542872284259651587/a85ifeZZ_normal.jpg","cl_tampabay","Creative Loafing: Tampa Bay",FALSE,"Tampa Bay's alternative newsweekly. Local news, reviews, music, movies, food, drinks, sex, local events & more.","https://t.co/yfgOGOMEdW","2008-03-21T22:23:23.000Z",NA,6,0,5,0,0,69719,2818,51736,779,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i0X"
"59","RT @cl_tampabay: Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i…","546407912","everyone",2022-07-08 17:03:26,"1545453517967687682",FALSE,"1545453517967687682","en",NA,"Occupied Seminole+ land/~Tampa",FALSE,"https://pbs.twimg.com/profile_images/1586458195777708033/tVv_tnjb_normal.jpg","CattyFae","mastodon.social/@CattyFae",FALSE,"Mx. Cres:  they/them ♿  Ace+Bi, #Tarot Witch @VeritasDivining  🍞🌹 · icon:  @wooflecone · https://t.co/mo4yECazgS · #TransCrowdFund! ♡","https://t.co/LKhm9LHan3","2012-04-06T00:55:27.000Z","1594069386461151237",6,0,0,0,0,1278,1690,165585,45,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i0X"
"60","RT @cl_tampabay: Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i…","19828037","everyone",2022-07-08 17:07:34,"1545454559086235649",FALSE,"1545454559086235649","en",NA,"In between Disney Cruises",FALSE,"https://pbs.twimg.com/profile_images/1608216134850846720/KPutQQoI_normal.jpg","PeterSchorschFL","Peter Schorsch",FALSE,"Husband to Michelle, Father to Ella. Publisher of @Fla_Pol, https://t.co/xHY94R11d9, INFLUENCE Mag, etc.","https://t.co/xHY94R11d9","2009-01-31T19:40:00.000Z",NA,6,0,0,0,0,50891,10181,228205,945,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i0X"
"61","RT @rayroa: Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae https://t.co/skdpAGfddp","1267806449520062468","everyone",2022-07-08 17:08:27,"1545454782260953094",FALSE,"1545454782260953094","en",NA,NA,FALSE,"https://pbs.twimg.com/profile_images/1591116694549823500/0C61X6SB_normal.jpg","bootlickerFL","William Kilgore",FALSE,"Gadfly @SPTenantsU @StPeteCopWatch",NA,"2020-06-02T13:14:06.000Z",NA,1,0,0,0,0,320,528,5850,1,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae https://t.co/skdpAGfddp"
"62","RT @cl_tampabay: Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i…","4143424276","everyone",2022-07-08 17:08:33,"1545454806688579591",FALSE,"1545454806688579591","en",NA,"Florida, USA",FALSE,"https://pbs.twimg.com/profile_images/1404248584502054914/PISwOdhL_normal.jpg","karenmeekcoen","Kacoco🇺🇸🌻",FALSE,"🏴‍☠️Country over party; Native Floridian whose ❤️ is in Chicago; No cults; RTs are not endorsements",NA,"2015-11-08T17:54:43.000Z",NA,6,0,0,0,0,153,432,33947,1,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i0X"
"63","RT @cl_tampabay: Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i…","508345572","everyone",2022-07-08 17:11:55,"1545455652969107460",FALSE,"1545455652969107460","en",NA,NA,FALSE,"https://pbs.twimg.com/profile_images/1622708127442370578/CDLeCq2A_normal.jpg","libinez","bradley",FALSE,"",NA,"2012-02-29T04:05:38.000Z",NA,6,0,0,0,0,55,583,4562,0,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i0X"
"64","RT @cl_tampabay: Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i…","785933993694814208","everyone",2022-07-08 17:12:28,"1545455789682425858",FALSE,"1545455789682425858","en",NA,NA,FALSE,"https://pbs.twimg.com/profile_images/1540359779310346240/P0Ir_mB__normal.jpg","amsomeonelse","$8 Ratio",FALSE,"😬 News aggregator, commentator & occasional instigator. Philosophy: Common people have the most sense. Don’t pronoun me.",NA,"2016-10-11T20:04:01.000Z","1592667447320276992",6,0,0,0,0,811,5034,58008,0,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i0X"
"65","Toxic blue-green algae found at Maximo Park in St. Petersburg  . https   www wfla com news pinellas county toxic blue green algae found at maximo park in st petersburg. https   twitter com WFLA status 1545458493708173313 photo 1","23820899","everyone",2022-07-08 17:23:12,"1545458493708173313",FALSE,"1545458493708173313","en",NA,"Tampa, FL",TRUE,"https://pbs.twimg.com/profile_images/1539812844660719616/2FlxM4l8_normal.jpg","WFLA","WFLA NEWS",FALSE,"WFLA News Channel 8 is a news leader in Tampa Bay.","https://t.co/qPxwyiszHG","2009-03-11T20:14:10.000Z",NA,3,1,1,0,0,207035,2287,234662,1723,NA,"Toxic blue-green algae found at Maximo Park in St. Petersburg https://t.co/P42WfUj9fA https://t.co/YjFXKxUt8u"
"66","RT @cl_tampabay: Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i…","980841944","everyone",2022-07-08 17:27:41,"1545459621724299264",FALSE,"1545459621724299264","en",NA,"Florida, USA",FALSE,"https://pbs.twimg.com/profile_images/1207513386566725632/4hMeHry2_normal.jpg","DianeEugenio","Diane Eugenio",FALSE,"",NA,"2012-11-30T17:00:46.000Z",NA,6,0,0,0,0,826,2336,570512,4,NA,"Officials warn visitors to stay out of water at St. Pete's Maximo Park due to toxic blue-green algae
https://t.co/GXWzQ62i0X"
"67","RT @WFLA: Toxic blue-green algae found at Maximo Park in St. Petersburg https://t.co/P42WfUj9fA https://t.co/YjFXKxUt8u","1524649788486082560","everyone",2022-07-08 17:28:45,"1545459890373726209",FALSE,"1545459890373726209","en",NA,NA,FALSE,"https://pbs.twimg.com/profile_images/1532180479176323072/va_hQXx7_normal.jpg","moofoo2921","Chastady Watson",FALSE,"",NA,"2022-05-12T07:17:09.000Z",NA,3,0,0,0,0,2,15,579,0,NA,"Toxic blue-green algae found at Maximo Park in St. Petersburg https://t.co/P42WfUj9fA https://t.co/YjFXKxUt8u"
"68","@WFLA Well, if the Ag Comm @NikkiFried wasn't abandoning her job to steal and hide money as well as spread lies about DeSantis maybe the toxic algae, toxic sugar cane fumes, toxic retention ponds, etc.. wouldn't be building such a huge threat to our state.  Demand she quit her job!","1508212505423790080","everyone",2022-07-08 17:31:59,"1545460702625861632",FALSE,"1545458493708173313","en","23820899","Beautiful, Free, Florida",FALSE,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","bit_pixie","LilBitOPixie",FALSE,"Here we go again.  Formally FloridaGal.  Christian, Wife, Mom, Sister, plus so much more.  Saved but not perfect. Sorta sweet, sorta Beth Dutton.",NA,"2022-03-27T22:41:14.000Z",NA,0,0,0,0,0,750,2232,5610,2,NA,NA
"69",". https   www wfla com news pinellas county toxic blue green algae found at maximo park in st petersburg","728255524303740928","everyone",2022-07-08 17:33:09,"1545460994616578048",FALSE,"1545460994616578048","zxx",NA,"United States",FALSE,"https://pbs.twimg.com/profile_images/1378059974904053761/hsQ9APEU_normal.jpg","sassy1ntn","Southern Pride 🇺🇸🇺🇸🇺🇸",FALSE,"",NA,"2016-05-05T16:10:22.000Z","822490263251775493",0,0,0,0,0,1380,1547,207678,0,NA,"https://t.co/c7ZUHpwaFv"
"70","@GovRonDeSantis @RonDeSantisFL This is all @RonDeSantisFL fault - . https   www wfla com news pinellas county toxic blue green algae found at maximo park in st petersburg","1055473072160026624","everyone",2022-07-08 17:34:08,"1545461243359727618",TRUE,"1545075167537381379","en","1058807868","Tampa, FL",FALSE,"https://pbs.twimg.com/profile_images/1602496927798542339/s6PvF1pY_normal.jpg","TampaSwalloU_WS","swallowU - ws 💦",FALSE,"Tampa area and wanna 💦? - DM me #anon #gaypiss #gaytampa #gayswallow",NA,"2018-10-25T14:56:04.000Z",NA,0,0,0,0,0,25,99,18369,0,NA,"@GovRonDeSantis @RonDeSantisFL This is all @RonDeSantisFL fault - https://t.co/ymUSFUgSqj"
