"","text","lang","author_id","possibly_sensitive","in_reply_to_user_id","id","conversation_id","reply_settings","created_at.x","username","created_at.y","protected","description","verified","location","profile_image_url","name","pinned_tweet_id","url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"45","Locals schooled me on the unfortunate Red Tide epidemic. I had no idea.... 🐟 🐢","en","372097739",FALSE,NA,"1042641550457675776","1042641550457675776","everyone",2018-09-20 05:08:11,"KiDxTWEETx","2011-09-12T03:48:43.000Z",FALSE,"“Rest At The End, Not In The Middle” KB24[8] 🕊",FALSE,"Ponte Vedra Beach, FL","https://pbs.twimg.com/profile_images/1589537081222742017/U5yjyAik_normal.jpg","⚜️ ØPTIMUS  GALACTUS 💫","1578083610577485830",NA,"700eeb799fa55a4b",0,0,0,0,0,1031,1164,87253,15
"46","@ARichmondnews @AndrewGillum I'm very curious. Why doesn't @AndrewGillum mention this????
It's a huge topic!
His silence is so @HillaryClinton -ish! Is he trying to lose???","en","1241209424",FALSE,"2506915454","1042797822876119040","1042395150310363136","everyone",2018-09-20 15:29:09,"AstralLobo","2013-03-04T12:06:22.000Z",FALSE,"@polarbearpalacelouisville on Instagram
Protect wolves, polar bears & old ladies
#Colorado
#Cats #Wolves #MountainLions #Jazz #UniversalBasicIncome #FreeNarnia",FALSE,"Denver, USA","https://pbs.twimg.com/profile_images/784111103101968384/9ZQKCe1G_normal.jpg","StarWolf",NA,NA,NA,0,0,0,0,0,2266,3632,55470,121
"47","Red tide may be of the most horrifying things I have ever seen and most sickening thing I’ve ever smelt","en","171480118",FALSE,NA,"1043004551295422464","1043004551295422464","everyone",2018-09-21 05:10:37,"ceVascoDaGama","2010-07-27T12:57:30.000Z",FALSE,"legal assistant // public defender",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1552807212929744896/tNaMJWh6_normal.jpg","Andrew",NA,NA,"26b27cadf61e2e58",0,0,3,0,0,215,168,7863,4
"48","Unfortunately, the dreaded red tide has reached us at our beloved honeymoon island. We could use volunteer help to speed up the process to get our beaches back. If you or your family can help, please call 727-469-5942. Your city thanks you!","en","238568234",FALSE,NA,"1043105604024393728","1043105604024393728","everyone",2018-09-21 11:52:10,"jeffgow4","2011-01-15T13:41:14.000Z",FALSE,"I was born and raised in Dunedin and am proud to be a city commissioner.  I am married to my wife Carin and have two lovely children Lindsey and Chelsea.",FALSE,"Dunedin, FL","https://pbs.twimg.com/profile_images/1247165879021760513/kmjZilsz_normal.jpg","Jeff Gow",NA,NA,"608a091166e5ddb0",3,1,3,0,0,203,336,500,0
"49","ESCAPING RED TIDE: Fred Howard Beach in Tarpon Springs has been busy lately! They haven’t had a single issue with #RedTide. I spoke with families that drove from Sarasota &amp; Clearwater. @abcactionnews 4 &amp; 5 NEW HOPE for all #Pinellas beaches @TarponSprings @PinellasCoNews https://t.co/YQnS6F8FqR","en","19272161",FALSE,NA,"1043189858716594181","1043189858716594181","everyone",2018-09-21 17:26:58,"SarahHollenbeck","2009-01-21T02:39:00.000Z",FALSE,"TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL",TRUE,"St Petersburg, FL","https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg","Sarah J. Hollenbeck",NA,"https://t.co/bBF2G5DfCy","07d9c9a3b3084003",3,1,6,0,0,4638,2083,13689,182
"50","Since #redtide took over the local beaches, I have to find my zen elsewhere. 🏝🎨🙃 #mandalasketchbook #mandalameditation #floridabeachlife #redtidesucks #missingthebeach #mandalaart @… https://t.co/HXXhxCZ4XZ","en","728977637050220546",FALSE,NA,"1043213231324635136","1043213231324635136","everyone",2018-09-21 18:59:50,"art4theppl","2016-05-07T15:59:47.000Z",FALSE,"I make art to advance social and environmental causes. 💚💪🌎🌳🎨",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/1166030721061928963/7z0LSRdg_normal.jpg","Steph Hargrove","1261336221541957634","https://t.co/nIVBPlidju","700eeb799fa55a4b",0,0,0,0,0,58,335,857,2
"51","@SarahHollenbeck @abcactionnews @TarponSprings @PinellasCoNews Need to spend some money on Fred Howard #makebigger #beach-beautify","en","1028463488",FALSE,"19272161","1043460730312372224","1043189858716594181","everyone",2018-09-22 11:23:19,"BeckyNewell65","2012-12-22T13:01:19.000Z",FALSE,"Living the Life in Florida!",FALSE,"Trinity Florida","https://pbs.twimg.com/profile_images/739891709480423424/0mRS7y0v_normal.jpg","Becky Newell",NA,NA,NA,0,0,0,0,0,63,169,3018,2
"52","f red tide bro....my nose is on fire","en","153555676",FALSE,NA,"1043711876172075008","1043711876172075008","everyone",2018-09-23 04:01:17,"tiarakamm","2010-06-08T21:35:17.000Z",FALSE,"USF alum ♐️",FALSE,NA,"https://pbs.twimg.com/profile_images/1604225269203668995/-Anve20u_normal.jpg","tiara 🧚🏽","1603953760039886848",NA,"e54569d90c7032c0",0,0,0,0,0,455,237,64731,10
"53","Still no more red tide  https://t.co/ucDmXwkRSD","en","62637676",FALSE,NA,"1044605191805423616","1044605191805423616","everyone",2018-09-25 15:11:00,"lambertwit","2009-08-03T22:18:03.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/3547030168/5c9ebaa635ac4cbe03341523ad3da715_normal.jpeg","John F. Lambert",NA,"http://t.co/GlfIVJJxDU","700eeb799fa55a4b",0,0,0,0,0,57,188,804,0
"54","RED TIDE CONDITIONS CONTINUE TO IMPROVE! Check out @MyClearwater today. The @SBAgov just opened new loans for businesses in #Pinellas suffering from #RedTide. The good news: it seems like crowds are trickling back. @PinellasCoNews @abcactionnews https://t.co/VYRZVlQ1ph","en","19272161",FALSE,NA,"1044648232566095874","1044648232566095874","everyone",2018-09-25 18:02:01,"SarahHollenbeck","2009-01-21T02:39:00.000Z",FALSE,"TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL",TRUE,"St Petersburg, FL","https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg","Sarah J. Hollenbeck",NA,"https://t.co/bBF2G5DfCy","700eeb799fa55a4b",3,0,7,0,0,4638,2083,13689,182
"55","Good discussion at the Barrier Islands Government Council meeting re: #redtide response, upgrading #utilities and rescuing injured #seabirds. #scientisitinthesenate #PinellasCounty #crossforsenate https://t.co/oZzR2jBdGG","en","1028683289622663168",FALSE,NA,"1044938880716337154","1044938880716337154","everyone",2018-09-26 13:16:57,"LindsayCrossFL","2018-08-12T16:43:03.000Z",FALSE,"Representative for Florida House District 60. Environmental Scientist. Product of Public Schools. Health and Wellness Professional. Nature Lover.",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1028683558704082945/KRgbnvPd_normal.jpg","Rep. Lindsay Cross",NA,"https://t.co/aiqZT1kymC","07ea8d4bc3d8ec34",0,0,0,0,0,1256,441,844,29
"56","What’s red tide😉😉#FakeNews https://t.co/zybmeWjDlk","en","873021568405864448",FALSE,NA,"1046025169322545152","1046025169322545152","everyone",2018-09-29 13:13:29,"tolandscapin","2017-06-09T03:38:56.000Z",FALSE,". The OG of You Do You I'll Do Me. #FSU #Elite🍢🍢 #ItsaBucsLife #EnglishBulldog#SirDiesel🐶#UnleashedBullies",FALSE,"Up your ass","https://pbs.twimg.com/profile_images/1614990383116701696/1jxCGd51_normal.jpg","🍢 TheOneandOnly TheDon 🍢","1301306500804153344",NA,"700eeb799fa55a4b",0,0,0,0,0,380,442,39599,3
"57","Red tide is gone. Time to start day drinking @ Edge Hotel https://t.co/KhY0yplBFF","en","423725548",FALSE,NA,"1046805024871870464","1046805024871870464","everyone",2018-10-01 16:52:21,"DanielPWiseman","2011-11-28T21:25:38.000Z",FALSE,"Chef Daniel Wiseman has often been referred to as the Sultan of Sauce, The Willy Wonka of Wings.American Republican Patriot",FALSE,"Islip, NY","https://pbs.twimg.com/profile_images/1334841952467083264/aH6HnB0Z_normal.jpg","Chef Daniel Wiseman",NA,NA,"700eeb799fa55a4b",0,0,0,0,0,4684,5084,2520,33
"58","I’ll have a live report at 6:30 on places FWC says it’s safe to swim. #redtide https://t.co/v1WtKJu1dk","en","455095674",FALSE,NA,"1048150609571012609","1048150609571012609","everyone",2018-10-05 09:59:13,"EmeraldMorrow","2012-01-04T18:42:14.000Z",FALSE,"🔍Investigative reporter/anchor @10TampaBay (CBS) |🏆3x Emmy winner | 2x @NorthwesternU alum💜| Stl made, Northside raised | Lefty🖐🏿| Love to: DIY🔨sew🧵skate",TRUE,"Tampa, FL","https://pbs.twimg.com/profile_images/1512239271129849856/YrwFDBOQ_normal.jpg","Emerald Morrow (WTSP)","1602398889071484929","https://t.co/KCEXKvlb4Z","4ad609c5e10fc033",2,1,0,0,0,2911,1312,8256,96
"59","@EmeraldMorrow Well... it was ""safe"" to swim monday... because test results from samples were back... so has FWC tested water at every beach? And while they are at it, instead of just testing waters, how about the sands as well. Since the watered is filtered through those sands. Wanna lay out?","en","578516563",FALSE,"455095674","1048252176756350976","1048150609571012609","everyone",2018-10-05 16:42:49,"gporter812","2012-05-13T00:32:41.000Z",FALSE,"Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",FALSE,NA,"https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg","gary","1598475194154340353",NA,NA,0,0,0,0,0,438,413,53381,3
"60","As Hurricane #Michael churns, @lreiley says Fla stone crabbers hope this might be just what they need after a year of #RedTide and low hauls https://t.co/kFctqr3TEy via @TB_Times","en","15518828",FALSE,NA,"1049977105935753216","1049977105935753216","everyone",2018-10-10 10:57:04,"SharonKWn","2008-07-21T18:36:22.000Z",FALSE,"Sharon Kennedy Wynne, entertainment & events writer, editor at the Tampa Bay Times @TB_Times. Mom, foodie, news junkie & fan of rollercoasters and theme parks",TRUE,"St. Petersburg, Fla.","https://pbs.twimg.com/profile_images/744440755456966656/bid9_O7Z_normal.jpg","Sharon Kennedy Wynne",NA,"https://t.co/nqGE2gcEFd","26b27cadf61e2e58",1,0,1,0,0,2889,1296,15433,84
"61","Well ..... #hurricanemichael2018 is gone but #redtide is back and man does it stink out here on #IRB   😩🤮","en","297401450",FALSE,NA,"1050458796609466368","1050458796609466368","everyone",2018-10-11 18:51:08,"RobinMIsaacs","2011-05-12T13:14:20.000Z",FALSE,"TB BUCS 🏈& TB BOLTS⚡️ TAMPA Bay!!! ❤️❤️",FALSE,"Indian Rocks Beach, FL","https://pbs.twimg.com/profile_images/1380123608723390469/H-MUEm6e_normal.jpg","🌻Robin🌻",NA,NA,"07ea8d4bc3d8ec34",0,0,0,0,0,225,747,21857,1
"62","@USRepKCastor is hosting a red tide roundtable at PSTA with @CharlieCrist, @SenBillNelson and PSTA Board Chair @Janet4Pinellas. https://t.co/cPKVYQA5Iv","en","122469460",FALSE,"1880674038","1052567600578871296","1052567600578871296","everyone",2018-10-17 14:30:46,"RidePSTA","2010-03-12T20:39:59.000Z",FALSE,"Local and national public transportation news and info from the Pinellas Suncoast Transit Authority, the public transit provider in Pinellas County, Florida.",FALSE,"Pinellas County Florida","https://pbs.twimg.com/profile_images/1544348983937695744/tA3Zryeq_normal.jpg","PSTA","1620760210238218240","https://t.co/OlaIWe65Ed","07d9ca3769084001",3,0,7,1,0,4048,590,9379,135
"63","PSTA Board Chair @Janet4Pinellas participated in a red tide roundtable #today hosted by @USRepKCastor at PSTA. https://t.co/8chdme5D7c","en","122469460",FALSE,NA,"1052587235701342208","1052587235701342208","everyone",2018-10-17 15:48:47,"RidePSTA","2010-03-12T20:39:59.000Z",FALSE,"Local and national public transportation news and info from the Pinellas Suncoast Transit Authority, the public transit provider in Pinellas County, Florida.",FALSE,"Pinellas County Florida","https://pbs.twimg.com/profile_images/1544348983937695744/tA3Zryeq_normal.jpg","PSTA","1620760210238218240","https://t.co/OlaIWe65Ed","07d9ca3769084001",3,0,6,1,0,4048,590,9379,135
"64","HAPPY FRIDAY! Wow, it’s a gorgeous day at @IHeartIRB Thanks to offshore winds, the red tide is staying away from our beaches. Just check out that water! #FallInFlorida #LoveFL #TampaBay #PinellasCounty @abcactionnews @VISITFLORIDA @VSPC https://t.co/GkvFPgnSMh","en","19272161",FALSE,NA,"1053330994189795328","1053330994189795328","everyone",2018-10-19 17:04:13,"SarahHollenbeck","2009-01-21T02:39:00.000Z",FALSE,"TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL",TRUE,"St Petersburg, FL","https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg","Sarah J. Hollenbeck",NA,"https://t.co/bBF2G5DfCy","07d9f60587c81001",1,1,2,0,0,4638,2083,13689,182
"65","@SarahHollenbeck @IHeartIRB @abcactionnews @VISITFLORIDA @VSPC Just as beautiful a few miles north on #ClearwaterBeach 🙂 https://t.co/mIWhJMAC2b","en","365605146",FALSE,"19272161","1053333172795174912","1053330994189795328","everyone",2018-10-19 17:12:53,"JasonBeisel","2011-08-31T18:27:38.000Z",FALSE,"Public Information Officer | Treasure Island, FL. Recovering TV journalist. Indiana guy turned beach enthusiast. (Opinions and views are mine alone)",TRUE,"St. Petersburg, FL","https://pbs.twimg.com/profile_images/1101188615479197697/LybEZFot_normal.jpg","Jason Beisel",NA,"https://t.co/NoXhRp9zfK",NA,0,1,2,0,0,2445,1563,19187,90
"66","@JasonBeisel @IHeartIRB @abcactionnews @VISITFLORIDA @VSPC Yay! That’s so good to hear!","en","19272161",FALSE,"365605146","1053333676048769024","1053330994189795328","everyone",2018-10-19 17:14:53,"SarahHollenbeck","2009-01-21T02:39:00.000Z",FALSE,"TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL",TRUE,"St Petersburg, FL","https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg","Sarah J. Hollenbeck",NA,"https://t.co/bBF2G5DfCy","07ea8d4bc3d8ec34",0,0,0,0,0,4638,2083,13689,182
"67","TRACKING RED TIDE IN THE AIR! @abcactionnews 5:30PM: I’ll show you a first of its kind tool that measures air quality at the beach and how you can use it to find the safest beaches. @IHeartIRB @VSPC @NOAAComms @NOAA @gcoos @PinellasCoNews @PinellasCounty #TampaBay https://t.co/AE4jELiH9z","en","19272161",FALSE,NA,"1053344242314153984","1053344242314153984","everyone",2018-10-19 17:56:52,"SarahHollenbeck","2009-01-21T02:39:00.000Z",FALSE,"TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL",TRUE,"St Petersburg, FL","https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg","Sarah J. Hollenbeck",NA,"https://t.co/bBF2G5DfCy","07ea8d4bc3d8ec34",2,0,2,0,0,4638,2083,13689,182
"68","#redtide has officially made it to my dock.  Ughhhh dead fish everywhere.  😩😩😔😔😡😡","en","297401450",FALSE,NA,"1053381857583206401","1053381857583206401","everyone",2018-10-19 20:26:20,"RobinMIsaacs","2011-05-12T13:14:20.000Z",FALSE,"TB BUCS 🏈& TB BOLTS⚡️ TAMPA Bay!!! ❤️❤️",FALSE,"Indian Rocks Beach, FL","https://pbs.twimg.com/profile_images/1380123608723390469/H-MUEm6e_normal.jpg","🌻Robin🌻",NA,NA,"07ea8d4bc3d8ec34",0,0,0,0,0,225,747,21857,1
"69","I’m finally seeing the effects of #redtide I’m shocked and horrified. May write a more detailed post soon https://t.co/TbJIfxYCiH","en","756266017446297604",FALSE,NA,"1053788114882387968","1053788114882387968","everyone",2018-10-20 23:20:39,"AimsEconomics","2016-07-21T23:14:04.000Z",FALSE,"Trying to not be a robot - even though I study Econ. I love data analysis and I’m pretty good at conversational Japanese.",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1394413927535099914/V6lrgydu_normal.jpg","AimsEcon🧢",NA,"https://t.co/RaLA0S1bFf","07d9d13504c87001",0,0,0,0,0,16,116,516,0
"70","⁦@bn9weather⁩   To all at Bay News 9 Weather, appreciate you liking the picture, it’s unfortunate that the Red Tide is back at Belleair Beach my eyes are burning, from it. Hope people are out there in the Morning, checking it out. https://t.co/bckza5xMWC","en","775968816409042944",FALSE,NA,"1053813152650010625","1053813152650010625","everyone",2018-10-21 01:00:09,"BarbaraBarbnan","2016-09-14T08:05:57.000Z",FALSE,"I am an aging Baby Boomer, love dogs, living on the Beach, from Michigan. Love Classic Rock from the 60's, went to Woodstock. Listen to my iPod all the time.",FALSE,"Belleair Beach","https://pbs.twimg.com/profile_images/793081847806853120/FCkQ2J65_normal.jpg","Barbara Scheible",NA,NA,"01c8a3ac38cc8902",0,0,3,0,0,168,444,16689,0
"71","Exactly. What Scott did was a major jail worthy offense and he got away with millions lining his pockets, only to become Governor. Wtf ??????...His neglect and ineptitude and keeping his wealthy cronies happy is also what got us the Red Tide. Gillum getting tickets to Hamilton ? https://t.co/uETZuLC0xm","en","828470853478252548",FALSE,NA,"1055547244844322819","1055547244844322819","everyone",2018-10-25 19:50:48,"Douglas71714118","2017-02-06T05:10:18.000Z",FALSE,"",FALSE,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Douglas Smith",NA,NA,"700eeb799fa55a4b",0,0,0,0,0,1,9,7,0
"72","No #RedTide in sight!  #IRB #IndianRocksBeach #Florida #727 #Pinellas #PinellasCounty @ Indian Rocks Beach, Florida https://t.co/5h07vH2dDZ","en","740193708243587072",FALSE,NA,"1057112022255628288","1057112022255628288","everyone",2018-10-30 03:28:40,"hipster_tey","2016-06-07T14:48:27.000Z",FALSE,"Reposts from my IG account. 💸💵☕️☕️
 
📱 Text: +1-206-880-1499 / +1-512-765-4839 
 
📠  Fax: +1-503-489-7317 / +1-813-434-0839 
  
📍 TPA ✈️🇺🇸🏠 📲💻⌨️🖱📶📡",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/974806968199270401/WCdtS6Pm_normal.jpg","Hipster Tey",NA,"https://t.co/CvLsUbni5y","07ea8d4bc3d8ec34",0,0,0,0,0,64,390,3646,5
"73","Senator BILL NELSON HAS SEAT HAS BEEN BLUE FOR DECADES WE STILL HAVE RED TIDE LETS ELECT GOV SCOTT TO HIS SEAT AND GIVE THE RED WAVE A CHANCE TO WASH OUT THE RED TIDE❗️👏👏👏","en","730141045191741440",FALSE,NA,"1057672823051878402","1057672823051878402","everyone",2018-10-31 16:37:06,"cheddacoin","2016-05-10T21:02:45.000Z",FALSE,"culture and community!",FALSE,"metaverse","https://pbs.twimg.com/profile_images/1482982447029493763/ASTbnCX5_normal.jpg","cheddacoin",NA,NA,"c5a8a3c8523b835e",0,0,0,0,0,2093,154,47645,50
"74","“What good is the dream when the dreamer dies.” John Legend
+
+
+
📍Clearwater Beach, Florida. Did it again, went to my most visited Florida beach. It was Red Tide Bloom so the water… https://t.co/56MuEERUAy","en","158837562",FALSE,NA,"1059256543177142272","1059256543177142272","everyone",2018-11-05 01:30:14,"msstacylloyd","2010-06-23T19:55:23.000Z",FALSE,"Spreading love + positivity. 📝Writer + Author @risegoodwoman ➕ Creator + CEO @ireneandsage 🛩 Travel Enthusiast 50 States + 15 Intl #mslloydtravels",FALSE,"All Over the World ","https://pbs.twimg.com/profile_images/1293378447608348675/TJawJ94s_normal.jpg","Ms Stacy Lloyd","1336771723589419008","https://t.co/gNYnoESwrh","700eeb799fa55a4b",0,0,0,0,0,774,314,7292,37
"75","4 miles out today, the water is gorgeous.  Red tide continues to not affect the fishing out of Clearwater Beach, it's beautiful  offshore and the bite is hot with kingfish, spanish macs,… https://t.co/otiIJCMRUb","en","1372716128",FALSE,NA,"1060238464329965570","1060238464329965570","everyone",2018-11-07 18:32:02,"stevesreeldeal","2013-04-22T17:56:07.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/344513261571021591/2fd771c2a19d995191f8f34aa10e348d_normal.jpeg","Steve",NA,NA,"700eeb799fa55a4b",0,0,0,0,0,95,554,2397,7
"76","@bryanbehar Try being a Floridian, especially coastal. Getting constantly knocked around by hurricanes, watching red tide and slime decimate the local economy and the environment and see people vote in a climate denying governor. Tourists are cancelling vacations! WTF??
🤞🏻#RecountFlorida","en","103963744",FALSE,"1612067526","1060628926102409217","1060295918396702720","everyone",2018-11-08 20:23:36,"kennedykathleen","2010-01-11T20:41:44.000Z",FALSE,"Mom of 3,🏳️‍🌈-hugs, video editor 🌎lover,🍀, Rather be hiking. Formerly #TeamCrist formerly #TeamPete also @TheBurg4Pete",FALSE,"Body in Tampa Bay, heart in NC","https://pbs.twimg.com/profile_images/1426940262220238849/bYWiHZAC_normal.jpg","Kathleen Kennedy","870372711289278464",NA,"26b27cadf61e2e58",0,0,1,0,0,923,2136,5732,14
"77","Who’s trying to steal this election, Red Tide Rick? 🤬 https://t.co/lrnA6oUtnj","en","390103083",FALSE,NA,"1061293527659876352","1061293527659876352","everyone",2018-11-10 16:24:29,"drjdizz","2011-10-13T13:29:28.000Z",FALSE,"physician, writer, music fan (Duran, MB20, Rob Thomas, M5, Pink, etc) 80s girl, advocate, Resisting, Vaxxed! She/Her",FALSE,"tampa, FL","https://pbs.twimg.com/profile_images/1610434494867046400/yPAlH8a0_normal.jpg","jamie d, MD, FACS",NA,NA,"e54569d90c7032c0",0,0,1,0,0,767,1813,28511,4
"78","goodbye. Bill Nelson pack your bags come to Florida sit on the beach and enjoy the red tide at you promise to take care of 30 years ago and enjoy your retirement.","en","1059456429390737408",FALSE,NA,"1063486048196534272","1063486048196534272","everyone",2018-11-16 17:36:47,"roy_baringer","2018-11-05T14:44:31.000Z",FALSE,"Just Me",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1059487589286248448/sQLwz6Z3_normal.jpg","Roy .",NA,NA,"61eefa163263bef0",2,0,0,0,0,0,4,31,0
"79","@CoziZuehlsdorff @CMAquarium @AustinHighsmith Let’s take a moment To Remember the dozen dolphins that where killed by red tide in manatee and Sarasota in Florida, Also let’s pray for all dolphins and marine life that may be affected by red tide❤️🙏🙏 #savethemarinelife #RedTide","en","3047641873",FALSE,"330723215","1067902483429765121","1067902483429765121","everyone",2018-11-28 22:06:07,"AlyssaTalner","2015-02-27T20:18:40.000Z",FALSE,"Self-taught contortionist/handbalancer/aerialist, Tiktok: Alyssatalner, snapchat: Alyssatalner",FALSE,"Mars","https://pbs.twimg.com/profile_images/1271893561072648199/8uKSXotR_normal.jpg","Alyssa Talner","1306632853577502727","https://t.co/l2604vB2jF","700eeb799fa55a4b",2,0,3,0,0,246,579,3247,1
"80","I am glad to hear that @GovRonDeSantis is working on a project for cleaning up the Gulf coast and hopefully eliminate in time #RedTide  
It might take about 20 years but we can do it!","en","106274105",FALSE,NA,"1093367963384799232","1093367963384799232","everyone",2019-02-07 04:36:50,"ChristianDem47","2010-01-19T01:36:48.000Z",FALSE,"Born in #Philadelphia, now a resident of Tampa Bay #Christian, I love the Lord and political debates #BodyLife #Disabled #UniteBlue Studied Bible at @CairnU",FALSE,"Tarpon Springs, FL","https://pbs.twimg.com/profile_images/1620869137080754177/OLS7Ze2Y_normal.jpg","R Wharton (TOR)",NA,"https://t.co/oqhtSkfP7s","4ad609c5e10fc033",0,0,0,0,0,3397,4631,135147,125
"81","is #redtide gone?! #Clearwaterbeach","en","39267892",FALSE,NA,"1100409445429915650","1100409445429915650","everyone",2019-02-26 14:57:11,"DuhhItzTee","2009-05-11T15:06:43.000Z",FALSE,"Licensed Esthetician🧖‍♀️ Probly at the beach smokin a blunt☀️",FALSE,"[PA]-[FL]","https://pbs.twimg.com/profile_images/1035347749733105664/ma-xhinJ_normal.jpg","Est_Tee🧖‍♀️","1142159722604310528",NA,"61eefa163263bef0",0,0,0,0,0,1122,1171,141770,13
"82","Bumber to  bumber traffic  expensive over crowded  overvdeveloped red tide not to mention  scientoligist out to con people on the beach.This place gives me a headache.  From Discover on Google https://t.co/KK9bfsyXAX","en","804193158330544128",FALSE,NA,"1100545781327630337","1100545781327630337","everyone",2019-02-26 23:58:56,"torchured2","2016-12-01T05:19:24.000Z",FALSE,"No dark triad personalities,narcicsist,bully's manipulative liers thieves fraudsters.Gang stalkers harassers drug dealers https://t.co/Ai5dTh7i5X Scientology fair game .",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/1553098820115959808/Uerc_zIl_normal.jpg","spwog","1283490569017274375",NA,"700eeb799fa55a4b",0,0,1,0,0,84,272,17407,1
"83","Humbled by the opportunity to be part of a diverse high performance team who was recognized in 8 categories by @APWAFlorida #Westcoast Chapter #AnnualAwards #ProjectsOfTheYear #ProfessionalsOfTheYear #Scholarships #RedTide #Transportation #PinellasPW #PinellasMC https://t.co/iTbmZr1PUM","en","2424745219",FALSE,NA,"1105952811521585153","1105952811521585153","everyone",2019-03-13 22:04:32,"gatoraddie","2014-04-03T03:35:48.000Z",FALSE,"#PublicWorks visionary, former #City/#CountyEngineer, #PastPresident @FSASCE, Nationally Recognized @ENR_SE @FCCManagers & @csENGINEERmag, #Spartan #Gator",FALSE,"Tampa Bay","https://pbs.twimg.com/profile_images/1037607116004057088/EqtmGFtF_normal.jpg","Addie Javed, PWD",NA,NA,"700eeb799fa55a4b",5,1,13,0,0,815,4981,5832,42
"84","@gatoraddie @APWAFlorida @PinellasCoNews @PCGovCareers @APWATWEETS @APWAGovAffairs @FCCManagers @FLCities @ICMA @UF @TBNwebmaster Congratulations! #ImportantWork getting done","en","37486774",FALSE,"2424745219","1105961365678813185","1105952811521585153","everyone",2019-03-13 22:38:32,"VoteJustice","2009-05-03T19:53:27.000Z",FALSE,"Personal acct of Charlie Justice.",FALSE,"Pinellas County, FL","https://pbs.twimg.com/profile_images/1606397788992020483/7JaN06X1_normal.jpg","Charlie Justice",NA,NA,"5d231ed8656fcf5a",0,0,2,0,0,2063,1645,17770,82
"85","@craigtimes @jimmybuffett @urbanmark They all can watch all the dead fish floating on the surface of the water from the red tide while they sip thier margaretavil drinks.","en","804193158330544128",FALSE,"62575859","1107660657326018560","1107645172282732552","everyone",2019-03-18 15:10:54,"torchured2","2016-12-01T05:19:24.000Z",FALSE,"No dark triad personalities,narcicsist,bully's manipulative liers thieves fraudsters.Gang stalkers harassers drug dealers https://t.co/Ai5dTh7i5X Scientology fair game .",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/1553098820115959808/Uerc_zIl_normal.jpg","spwog","1283490569017274375",NA,"700eeb799fa55a4b",0,0,0,0,0,84,272,17407,1
"86","@craigtimes Florida already is becoming like Calcutta the gulf of mexico is polluted yearly with red tide full of dead fish and it gets worse every year.the next thing will be bodies floating ontop of the dead fish like the gangees","en","804193158330544128",FALSE,"62575859","1108377451015614470","1108369834033774593","everyone",2019-03-20 14:39:11,"torchured2","2016-12-01T05:19:24.000Z",FALSE,"No dark triad personalities,narcicsist,bully's manipulative liers thieves fraudsters.Gang stalkers harassers drug dealers https://t.co/Ai5dTh7i5X Scientology fair game .",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/1553098820115959808/Uerc_zIl_normal.jpg","spwog","1283490569017274375",NA,"700eeb799fa55a4b",0,0,0,0,0,84,272,17407,1
