"","text","conversation_id","author_id","possibly_sensitive","in_reply_to_user_id","lang","reply_settings","id","created_at.x","username","verified","url","created_at.y","description","name","protected","location","profile_image_url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id"
"99","@ScottforFlorida What have you done in the 8 yrs as governor to advance healthcare? You rejected federal funds that would have paid 90% of Medicaid costs for uninsured Floridians! You want to repeal the ACA! Your record speaks for itself Red  Tide Rick!","1048356919222722560","524375594",FALSE,"306389855","en","everyone","1048358652250349568",2018-10-05 23:45:54,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,8,0,0,184,119,22985,3,NA
"100","#CrashCourse101 Francis on the way out should have the answer to “Red Tide” epidemic. (@@)...#Truth","1048540954653859846","227938862",FALSE,"227938862","en","everyone","1048542358957174784",2018-10-06 11:55:54,"BgRuhf",FALSE,NA,"2010-12-18T07:26:57.000Z","Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I","Tshombe E Edwards",FALSE,"Right behind U!","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,202,244,84418,43,NA
"101","Thanks, bud. Now go look for red tide. https://t.co/lJljkvN15H","1048624698798612482","285211010",FALSE,NA,"en","everyone","1048624698798612482",2018-10-06 17:23:05,"RyanHughesNews",FALSE,"https://t.co/JcbXQgmWu4","2011-04-20T18:47:19.000Z","PIO @PascoCountyPIO. Content Agent @LucieContent. Ex-TV reporter. From 'The Way Life Should Be.' Go Bolts, Sox & Orlando City Soccer.","Ryan Hughes",FALSE,"New Port Richey and Tampa","https://pbs.twimg.com/profile_images/1519820484124332032/mwsEyHeV_normal.jpg","dc62519fda13b4ec",1,0,8,0,0,4361,2600,31109,134,NA
"102","@ScottThorndike1 Still there?? Dangggg","1048317803655249921","2599106367",FALSE,"4866571882","en","everyone","1048625619410542593",2018-10-06 17:26:44,"BraultSabrina",FALSE,NA,"2014-06-10T23:43:25.000Z","never lost a gulag","Sabrina Lynch",FALSE,"Honolulu, HI","https://pbs.twimg.com/profile_images/1598540845304537088/7WiR8p8Q_normal.jpg",NA,0,0,1,0,0,185,109,3250,1,NA
"103","@RWPUSA @modrnhealthcr Agreed...red TIDE Rick flunks .","1048520666759217157","814398724654977025",FALSE,"2863996955","en","everyone","1048671522699825152",2018-10-06 20:29:09,"WKobilca",FALSE,NA,"2016-12-29T09:12:41.000Z","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART","William J. Kobilca",FALSE,"Milky Way","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,241,483,58644,10,NA
"104","I'm gonna need you to shift the cone  and come closer to FL so it'll break up the awful red tide situation and help our beaches and sea life start recovering. Don't become a hurricane tho... pls. https://t.co/fxAJ2G897x","1048689614716895232","1447732770",FALSE,NA,"en","everyone","1048689614716895232",2018-10-06 21:41:02,"LadyRElliott",FALSE,NA,"2013-05-22T02:16:16.000Z","The people who are crazy enough to think they can change the world are the ones that do.","Randiii ☀️",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1521153180184326144/_cVnApb__normal.jpg","2cce4a9792d2d92e",0,0,1,0,0,901,684,18695,6,"865067759360765952"
"105","@ScottforFlorida You headed a company that committed record Medicare fraud! $1.7b in fines and you bailed out with a golden parachute! Red Tide Rick = Donald Trump = Corruption!","1048932175985496066","524375594",FALSE,"306389855","en","everyone","1048945557337780224",2018-10-07 14:38:03,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",2,1,2,0,0,184,119,22985,3,NA
"106","@P5Guy @TB_Times Do u know the sugar industry has had there nitrogen and other phosphate pollutants limits raised under republican administrators. Do u know helpful, healthy  environmental protections have been scaled back by Gov. #RedTide  killer Scott. 
#corporatewelfare has flourished as well.","1048566044632207360","814398724654977025",FALSE,"2767920325","en","everyone","1049108564114132992",2018-10-08 01:25:47,"WKobilca",FALSE,NA,"2016-12-29T09:12:41.000Z","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART","William J. Kobilca",FALSE,"Milky Way","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,241,483,58644,10,NA
"107","@NolteNC Red tide. It’s a new one if your a Floridian","1049329693873385472","1593228174",FALSE,"16163639","en","everyone","1049424619919343617",2018-10-08 22:21:41,"CuretonScott",FALSE,NA,"2013-07-14T12:14:12.000Z","","Scott Cureton",FALSE,"Westchase, FL","https://pbs.twimg.com/profile_images/452921008958083072/Bg6O7w7e_normal.jpeg","bd975a41c2c796e9",0,0,1,0,0,164,420,11055,1,NA
"108","#HurricaneMichael threatening to stir up #redtide on Tampa Bay area beaches @WFLAJamel https://t.co/ZZdNweiOdz @WFLA","1049471331023106048","85644587",FALSE,NA,"en","everyone","1049471331023106048",2018-10-09 01:27:18,"ryanminnaugh",TRUE,"https://t.co/WMNw7U3zfR","2009-10-27T19:42:48.000Z","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","Ryan Minnaugh",FALSE,"United States","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg","9db9aa483565ef9c",0,0,1,0,0,1296,1133,7717,17,NA
"109","@TB_Times That's crooked Dick.
The oh no... I better do something about what I caused in the first place.
#FLORIDA #governor #redtide","1049977844401668097","814398724654977025",FALSE,"14304462","en","everyone","1050270022805917696",2018-10-11 06:21:01,"WKobilca",FALSE,NA,"2016-12-29T09:12:41.000Z","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART","William J. Kobilca",FALSE,"Milky Way","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,241,483,58644,10,NA
"110","@FLGovScott Taking advantage of the hurricane Red Tide Rick? Bill Nelson’s not slinging mud, he’s exposing the the truth about your awful record as governor! You’re a polluter and climate change denier! Rick Scott = Toady for Trump #throwthebumsout","1050737882208657409","524375594",FALSE,"131546062","en","everyone","1050741409366577152",2018-10-12 13:34:08,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"111","@MorningEdition @NPR And Rick Scott wouldn’t allow voter registration extension because of hurricane Michael! Tells you something about his leadership abilities, he has none! Disgraceful voter suppression by Red Tide Rick! #throwthebumsout vote Democrat","1050770210402258944","524375594",FALSE,"20150502","en","everyone","1050774491566145538",2018-10-12 15:45:35,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"112","@ScottforFlorida @FOX13News You’re the dirty politician! CEO of Columbia Healthcare and the $1.7B fine for defrauding Medicare. Hiding  millions $ income from the public in your “blind trust” as governor. Ruining our environment &amp; underfunding DEP! You earned the name Red Tide Rick!","1053041355063201797","524375594",FALSE,"306389855","en","everyone","1053043465955799040",2018-10-18 22:01:41,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","bd975a41c2c796e9",0,0,0,0,0,184,119,22985,3,NA
"113","@PollackHunter @ScottforFlorida He’s a the dirty politician! CEO of Columbia Healthcare and $1.7B fine for defrauding Medicare. Hiding  millions $ income from the public in his “blind trust” as governor. Ruining our environment &amp; underfunding DEP! He earned the name Red Tide Rick!","1053030964102930432","524375594",FALSE,"346384148","en","everyone","1053043822106746880",2018-10-18 22:03:06,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","bd975a41c2c796e9",0,0,0,0,0,184,119,22985,3,NA
"114","@NelsonForSenate He’s using the hurricane for political gain while running negative ads on TV! Red Tide Rick = Trump = Untrustworthy","1053293623922642944","524375594",FALSE,"555355209","en","everyone","1053295107338842113",2018-10-19 14:41:37,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",6,0,11,0,0,184,119,22985,3,NA
"115","@AmyMercado @NelsonForSenate Red Tide Rick got caught again!  Corruption in the Governors office! Just imagine how much money he could make for himself as a US Senator! Maybe that’s why he’s spending $40M of his own money to get elected! Is this what you call leadership Mr. Scott?","1053422730828308482","524375594",FALSE,"49201288","en","everyone","1053632458040729607",2018-10-20 13:02:08,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,1,0,0,184,119,22985,3,NA
"116","@realDonaldTrump Red Tide Rick got caught again!  Corruption in the Governors office! Just imagine how much money he could make for himself as a US Senator! Maybe that’s why he’s spending $40M of his own money to get elected! Is this what you call leadership Mr. President?","1053662989272793089","524375594",FALSE,"25073877","en","everyone","1053673458180243461",2018-10-20 15:45:03,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"117","@realDonaldTrump I live in Florida and @FLGovScott is a horrible Governor.  Red tide, no light rail, struggling economy for years, etc.  I will definitely be voting for @AndrewGillum .","1053662989272793089","2693631704",FALSE,"25073877","en","everyone","1054045491263127553",2018-10-21 16:23:22,"fl_lynda",FALSE,"https://t.co/IiHnop7Fts","2014-07-30T18:36:09.000Z","Proud mother of transgender daughter. These are trying times. Practice love when you can. Don’t be silent about what matters. #TransAlly #BansOffOurBodies #BLM","Lynda 🏳️‍⚧️🇺🇦🏳️‍🌈☮️",FALSE,"Westchase, FL","https://pbs.twimg.com/profile_images/1608683460725448704/-xqxZB-U_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,989,1690,22666,0,"1603505667918233600"
"118",".@SenBillNelson at @AndrewGillum rally attacks his GOP opponent in Senate race, @ScottforFlorida, over FL’s environmental issues, blue-green algae and red tide. @FoxNewsMMR https://t.co/qi2Wmpp4U4","1054416487912484864","585350900",FALSE,NA,"en","everyone","1054416487912484864",2018-10-22 16:57:35,"AllieRaffa",TRUE,"https://t.co/d7vSDchSnu","2012-05-20T04:19:59.000Z","White House Correspondent @NBCNews @MSNBC @NBCNewsNow 🦚 | South Florida Native | Stops in DC, Tampa, 2020 Campaign Trail & San Diego | allie.raffa@nbcuni.com","Allie Raffa",FALSE,"Washington, DC","https://pbs.twimg.com/profile_images/1594065866458644483/tK-1nG0q_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,8785,7178,4155,127,"1600948482197655552"
"119","@MidniteCalliope @Stop_Trump20 Hi!!!

I hope the blue wave is going to wash away the red tide!","1054459475816525827","55414986",FALSE,"1048725813120704512","en","everyone","1054471172727980032",2018-10-22 20:34:53,"LibbyBlog",FALSE,NA,"2009-07-10T00:34:22.000Z","Transportation/urban planning consultant in Florida. Author of forthcoming ""Paleo Places"" - an evolutionary approach to urban planning.","Elizabeth Rodriguez",FALSE,NA,"https://pbs.twimg.com/profile_images/832592330473537536/i07vfAJ0_normal.jpg","dc62519fda13b4ec",0,1,0,0,0,3968,4920,181414,188,NA
"120","Sexy red tide Florida 🧚‍♀️ https://t.co/DUo92g1ZvT","1055548035130896388","17768370",FALSE,NA,"es","everyone","1055548035130896388",2018-10-25 19:53:57,"Treetart",FALSE,"https://t.co/gXFPbfZJib","2008-12-01T01:49:50.000Z","Copaani mirshmure’cye? they/them","👺",FALSE,NA,"https://pbs.twimg.com/profile_images/1530900896984571907/5B7tXkvV_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,179,1108,31054,16,NA
"121","It’s no wonder how the red tide wins.","1056316990405656577","179084301",FALSE,NA,"en","everyone","1056316990405656577",2018-10-27 22:49:30,"heyyou216to813",FALSE,NA,"2010-08-16T13:24:03.000Z","Former Marine in Operation Support Hope, Kent State University Survivor , Metal Head, Ex-Superhero that learned to hate people.","Hey You",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1466069423983415300/c-SSl4w7_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,284,563,12256,3,NA
"122","Just because the new sources have stopped focusing on it, doesn’t mean it’s gone away. Florida coastlines still  reflect the effects of #redtide and a #HAB https://t.co/ges31OfMbc","1057279530145067011","4219162283",FALSE,NA,"en","everyone","1057279530145067011",2018-10-30 14:34:17,"ouroceanmatters",FALSE,NA,"2015-11-18T16:04:19.000Z","ouroceanmatters@gmail.com *daily facts, animals, and reasons why our ocean, reefs, and mangroves need some TLC. keep our ocean clean, happy, and healthy!*","Our Ocean Matters",FALSE,"Miami, FL","https://pbs.twimg.com/profile_images/951126464069545984/z5aAS9II_normal.jpg","07d9e0032a085002",1,0,3,1,0,424,38,564,7,"1060526001996869634"
"123","@myserenity69 @noeliajanee @NelsonForSenate I've lived in Florida pretty much most of my life. 3 years of record breaking temps and the worst outbreak of Red Tide does little to erase my concerns about Climate Change. Global Warming is here and now outpacing previous predictions. https://t.co/SSTMilug8i","1057638444636270592","918601320977895424",FALSE,"148974063","en","everyone","1057787817135366149",2018-11-01 00:14:03,"PLashley6",FALSE,NA,"2017-10-12T22:16:36.000Z","Florida Freethinker, Doesn't Obey Well. 
Volunteer of America, Sometimes Obscene. All Lives Matter 🌎 ✌ 
#FBR #PRU","PhillipLashley6",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/977674350462685188/1KZmCmhD_normal.jpg","01af119d415cd7d2",1,1,1,0,0,3837,4251,15243,1,"1053292727302045696"
"124","“The red tide be hitting different”","1058043030463234050","2725936684",FALSE,NA,"en","everyone","1058043030463234050",2018-11-01 17:08:10,"splifffingers",FALSE,NA,"2014-07-27T03:11:05.000Z","stfu nothing is real","Allie",FALSE,"Washington, DC","https://pbs.twimg.com/profile_images/1581355199649783808/sWJ6etib_normal.jpg","be21e5fe37cc6077",1,0,1,0,0,714,493,23275,1,"1594904422534053888"
"125","#USF College of Public Health’s Dr. Marie Bourgeois, a risk assessment and toxicology expert, weighs in on the #RedTide issue from a #PublicHealth perspective. Check out her full commentary on our Facebook page! Thanks for speaking with us @mmbtox! #USFCOPHRocks! https://t.co/w6mmy6gXOM","1058077388045729793","3904954404",FALSE,NA,"en","everyone","1058077388045729793",2018-11-01 19:24:42,"usfcoph",FALSE,"https://t.co/76l79MpKLw","2015-10-15T17:36:22.000Z","University of South Florida's College of Public Health. Certificate, bachelor, master and doctoral degree programs in online, on-campus and blended formats.","USF Public Health",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1278402282883776518/b__LXKQ8_normal.jpg","dc62519fda13b4ec",2,0,4,0,0,2988,783,5252,55,NA
"126","Reduce, reuse, and recycle, kids!
(Feat. The (dying) Great Barrier Reef, Oil Spill, The Red Tide, Melting glacier, and plastic) 
#artspowernugget #PSA #reducereuserecycle @ Cypress Beach https://t.co/tZvYmKBDHK","1058103195443101702","112927402",FALSE,NA,"en","everyone","1058103195443101702",2018-11-01 21:07:15,"stef_samb",FALSE,"https://t.co/uqVqJTJ5Op","2010-02-10T04:28:07.000Z","singer/songwriter/painter • she/her","Stefanie Sambrano",FALSE,"New York, NY","https://pbs.twimg.com/profile_images/1577852613831319552/cPWoQSiP_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,403,309,19668,4,NA
"127","Yes he/she did! Grateful to see a healthy #manatee with so much #redtide around. https://t.co/sAXalq7lxO","1058405143157370880","51792770",FALSE,NA,"en","everyone","1058405143157370880",2018-11-02 17:07:05,"CynthiaSmoot",TRUE,"https://t.co/TbsrGZ95gj","2009-06-28T17:58:37.000Z","40+ year broadcast news veteran. Animal advocate and “mom” to a rescued greyhound, cat and adopted @dreamthemustang","Cynthia Smoot News",FALSE,"Tampa,FL","https://pbs.twimg.com/profile_images/1598556754790563840/o8uCBKjg_normal.jpg","dc62519fda13b4ec",2,0,5,0,0,8048,2679,9272,159,NA
"128","LCV Victory Fund Alert: Rick Scott slashed environmental protections -- exacerbating Florida's red tide crisis. Watch: https://t.co/fhaGOX1ixa","1058421269438312448","17798658",FALSE,NA,"en","everyone","1058421269438312448",2018-11-02 18:11:09,"Umpire20",FALSE,"https://t.co/WOHHs25Pvv","2008-12-02T03:47:14.000Z","Toastmasters D48 Speaker Prostate Cancer patient on Active Surveillance since Nov06 Meals On Wheels Tampa driver Tampa Fight for Air Climb Volunteer","Umpire20",FALSE,"Tampa Bay","https://pbs.twimg.com/profile_images/576461735290228736/utbiwVZ7_normal.jpg","2cce4a9792d2d92e",0,0,0,0,0,1200,4967,64616,23,NA
"129","Prediction🇺🇸If there is 65%+ 🌊 turnout, the Blue Wave crushes the Red Tide‼️🇺🇸🌊 https://t.co/adxdoLjASJ","1058426137158795267","864455966435180545",FALSE,NA,"en","everyone","1058426137158795267",2018-11-02 18:30:30,"EdwinShaffer7",FALSE,NA,"2017-05-16T12:22:18.000Z","Retired Adj. Professor, Nuclear Medicine PET/CT, Grandpa, Bass 🎣 Master Florida 🐊 Atlanta⚾️Braves","Edwin Shaffer",FALSE,"Valrico, FL","https://pbs.twimg.com/profile_images/1153776906820624385/sYkGVyaj_normal.jpg","76d195c1204e61b2",0,0,1,0,0,3282,4862,17859,1,NA
"130","So why is he spending so much of his personal fortune on the election? Payoffs and insider information is so much more lucrative as a senator v. State governor! Red Tide Rick is just Another corrupt Republican in it for himself! https://t.co/G67mRvH79d","1058456809185443840","524375594",FALSE,NA,"en","everyone","1058456809185443840",2018-11-02 20:32:23,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",2,0,1,0,0,184,119,22985,3,NA
"131","@RonDeSantisFL @NelsonForSenate @FLGovScott this what Red Tide Rick and the Republicans can’t escape and all of it has been memorialized on video! Vote Democrat on Nov 6 and preserve our healthcare, SS and Medicare/Medicaid! @AndrewGillum @DanaYoungFL @ChrisHunterFL https://t.co/QmvrssZrBd","1058462077055049728","524375594",FALSE,"487297085","en","everyone","1058462077055049728",2018-11-02 20:53:19,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"132","@RudyGiuliani @RonDeSantisFL Nor do they want a Trump Mini Me or Red Tide Rick taking away our healthcare/pre-existing conditions or cutting Soc Sec Medicare Medicaid to pay for tax cuts to corporations and the wealthy!","1059216723365236736","524375594",FALSE,"770781940341288960","en","everyone","1059285794114977793",2018-11-05 03:26:28,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,1,0,0,184,119,22985,3,NA
"133","Please retweet Florida voters. And don't forget this is the same self serving asshole who refused to let his administration use the term Global Warming. 8 years later we have 4 months of red tide and counting instead of 3 weeks. https://t.co/voXnjGs3o2","1059462497785315328","1010714053394739200",FALSE,NA,"en","everyone","1059462497785315328",2018-11-05 15:08:37,"Swags_D17",FALSE,NA,"2018-06-24T02:39:43.000Z","Republican: rich people paying rich people to convince what's left of the middle class this is all the poor people's fault.","David 🆘️🌎",FALSE,"Ybor City/Tampa, FL","https://pbs.twimg.com/profile_images/1351975526735499264/3Efev6hk_normal.jpg","dc62519fda13b4ec",1,0,0,0,0,1311,1846,12614,2,"1432628012147781633"
"134","@seanhannity FL will be a tough #RedTide win. To many NY Democratic moving here to escape high taxes but still vote Democratic  also #Millennials love free stuff from @AndrewGillum","1059547987020574723","548145982",FALSE,"41634520","en","everyone","1059547987020574723",2018-11-05 20:48:20,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","6d4de57fa00a913f",0,0,0,0,0,18,99,3518,1,NA
"135","On a day where all I’ll see on my newsfeed are fights over the red tide and blue wave, it’s nice to see the more important issues that are going on in the world! 😉😍 (Before you message me, just let me have this moment.) 
#Yum #MyMan  #IdrisElba #SexiestManAlive https://t.co/anFzOHugt4","1059799280536432641","25820014",FALSE,NA,"en","everyone","1059799280536432641",2018-11-06 13:26:53,"chavez66",FALSE,NA,"2009-03-22T13:58:03.000Z","Wife, Mom, Gigi to Jayden Ayvah and Oakley, & a fiercely loyal friend. NY Yankees, Bucs & TB Lightning fan! @bravotv addict @conch_tampa VP","Kim Chavez",FALSE,"Odessa, FL","https://pbs.twimg.com/profile_images/1555028164019195907/rx-g4lP6_normal.jpg","4b121d921ac7e762",0,0,0,0,0,385,244,11922,33,NA
"136","@glennbeck FL is going like AZ. AZ had California Democratic moving in just like FL had #Liberals NY moving into FL. The thing is they are moving to AZ and FL to escape high taxes. But still vote for the same type #Liberal candidate #RedTide","1059838326004432898","548145982",FALSE,"17454769","en","everyone","1059838326004432898",2018-11-06 16:02:02,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,18,99,3518,1,NA
"137","I don’t think the people will be ready if the #Democrats don’t win the senate and House. Better get the suicide hotline manned. #RedTide https://t.co/qyuDUE0uX4","1059839308138532865","548145982",FALSE,NA,"en","everyone","1059839308138532865",2018-11-06 16:05:56,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,18,99,3518,1,NA
"138","@CarlosGSmith @FLGovScott Red Tide Rick is just another Republican who enriched himself in office while governor and tried to hide it from Floridians ! He’s in it for himself. Vote Democrat and preserve the safety net!","1012767332484214785","524375594",FALSE,"32313637","en","everyone","1059890993196158976",2018-11-06 19:31:19,"tonyedl",FALSE,NA,"2012-03-14T13:54:49.000Z","Navy Veteran","tonyedl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"139","Sorry Florida. Red tide Rick","1060009520154456064","17639625",FALSE,NA,"en","everyone","1060009520154456064",2018-11-07 03:22:18,"rnsailor",FALSE,NA,"2008-11-26T02:23:58.000Z","Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave","rnsailor 🦩🇨🇦🇮🇪🇺🇸",FALSE,"Tampa Bay, FL","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg","017a309d07f2b3f8",0,0,1,0,0,7174,7564,22837,57,NA
"140","Yeah DeRacist won FL more red tide for FL!#SMH","1060020247363837955","627530623",FALSE,NA,"en","everyone","1060020247363837955",2018-11-07 04:04:55,"Hippieluvfun",FALSE,NA,"2012-07-05T16:38:33.000Z","I'm Drunk and yelling at the TV. Go Hawks!","WoodstockHawk",FALSE,"Woodstock Alamo","https://pbs.twimg.com/profile_images/1426265729377214464/ICi3ihOd_normal.jpg","dc62519fda13b4ec",0,2,0,0,0,49,505,1636,0,NA
"141","@Okie_Resister Red tide just rolled over Florida","1060020033408196608","17639625",FALSE,"3110579093","en","everyone","1060020462036705281",2018-11-07 04:05:47,"rnsailor",FALSE,NA,"2008-11-26T02:23:58.000Z","Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave","rnsailor 🦩🇨🇦🇮🇪🇺🇸",FALSE,"Tampa Bay, FL","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg","017a309d07f2b3f8",0,1,0,0,0,7174,7564,22837,57,NA
"142","@KhaledBeydoun @jblyle_battle Red tide rolled over Florida","1060018766094962688","17639625",FALSE,"2163076560","no","everyone","1060020769172918277",2018-11-07 04:07:00,"rnsailor",FALSE,NA,"2008-11-26T02:23:58.000Z","Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave","rnsailor 🦩🇨🇦🇮🇪🇺🇸",FALSE,"Tampa Bay, FL","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg","017a309d07f2b3f8",0,0,0,1,0,7174,7564,22837,57,NA
"143","@keithboykin A red tide has rolled over Florida.  Freaking sad","1060019999203565568","17639625",FALSE,"21728303","en","everyone","1060021038073987072",2018-11-07 04:08:04,"rnsailor",FALSE,NA,"2008-11-26T02:23:58.000Z","Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave","rnsailor 🦩🇨🇦🇮🇪🇺🇸",FALSE,"Tampa Bay, FL","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg","017a309d07f2b3f8",0,0,3,0,0,7174,7564,22837,57,NA
"144","@CindySchoolmas1 A red tide has rolled over Florida.  Freaking sad","1060019996837978113","17639625",FALSE,"796161575207874560","en","everyone","1060021073612365824",2018-11-07 04:08:12,"rnsailor",FALSE,NA,"2008-11-26T02:23:58.000Z","Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave","rnsailor 🦩🇨🇦🇮🇪🇺🇸",FALSE,"Tampa Bay, FL","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg","017a309d07f2b3f8",0,1,1,0,0,7174,7564,22837,57,NA
"145","@cvdillard @BoogieeWoogie__ A red tide has rolled over Florida.  Freaking sad","1060019844098211840","17639625",FALSE,"71189823","en","everyone","1060021109280645121",2018-11-07 04:08:21,"rnsailor",FALSE,NA,"2008-11-26T02:23:58.000Z","Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave","rnsailor 🦩🇨🇦🇮🇪🇺🇸",FALSE,"Tampa Bay, FL","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg","017a309d07f2b3f8",0,0,0,0,0,7174,7564,22837,57,NA
