"","text","lang","possibly_sensitive","id","created_at.x","conversation_id","author_id","reply_settings","in_reply_to_user_id","location","created_at.y","username","name","profile_image_url","protected","verified","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","url","text_with_display_links"
"68","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1418099259786862592",2021-07-22 06:43:05,"1418099259786862592","315310596","everyone",NA,"Delray Beach, FLORIDA ","2011-06-11T17:10:16.000Z","MarilynEgan1","Marilyn Egan","https://pbs.twimg.com/profile_images/871735992423768064/CYg2OR6I_normal.jpg",FALSE,FALSE,"Environmental & political activist","1234140382209957889",25,0,0,0,0,NA,4376,4804,75543,3,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"69","@DKMCCL @ProjectLincoln @RonDeSantisFL Ummmm, he earmarked money for Red Tide a while back. It's finally been al approved. 

Do you know how much sewage Pinellas dumps in the gulf?? Google it. It's ALOT.. ","en",FALSE,"1418205565155647495",2021-07-22 13:45:30,"1417500298260647939","716577450","everyone","47738650","FL","2012-07-25T19:02:09.000Z","MichelleLinn1","MichLinn 🌴⛱","https://pbs.twimg.com/profile_images/1602028658771779587/xQ5yX2Wm_normal.jpg",FALSE,FALSE,"We are all mad here.
Mother, farm owner, Florida native... Social liberal and fiscal conservative.  Independent thinker. Typos are my specialty",NA,0,0,0,0,0,NA,310,1560,13970,3,NA,"@DKMCCL @ProjectLincoln @RonDeSantisFL Ummmm, he earmarked money for Red Tide a while back. It's finally been al approved. 

Do you know how much sewage Pinellas dumps in the gulf?? Google it. It's ALOT."
"70","1,300 gallons of raw sewage spilled into the streets of St. Petersburg a few weeks ago, indicating an infrastructural problem that put even more nitrogen into the bay, which contributes directly to red tide. Read more:  . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com fl_opportunity status 1422542944825917468 video 1","en",FALSE,"1422542944825917468",2021-08-03 13:00:42,"1422542944825917468","1178312066656022529","everyone",NA,"Florida, USA","2019-09-29T14:14:33.000Z","fl_opportunity","Opportunity for All Floridians","https://pbs.twimg.com/profile_images/1585019537233158178/v8Zj6Eaq_normal.jpg",FALSE,FALSE,"Florida’s economy should work for all our families, not just those at the top. #FLFamiliesFirst","1608840712673546243",0,0,0,0,0,NA,2227,2173,1981,8,"https://t.co/C06JuLLpAR","1,300 gallons of raw sewage spilled into the streets of St. Petersburg a few weeks ago, indicating an infrastructural problem that put even more nitrogen into the bay, which contributes directly to red tide. Read more: https://t.co/6ggg7SIBbZ https://t.co/fHILbYBsgn"
"71","A temporary detour is in place on the Pinellas Trail just north of West Bay Drive due to maintenance work. 

Pinellas County will be repairing a stormwater pipe that is leaking and causing washouts and unstable ground. The repair is expected to take about two weeks. 1/2 . https   twitter com PinellasCoNews status 1426242901420429317 photo 1","en",FALSE,"1426242901420429317",2021-08-13 18:03:00,"1426242901420429317","87210710","everyone",NA,"Pinellas County, Florida","2009-11-03T15:10:56.000Z","PinellasGov","Pinellas County","https://pbs.twimg.com/profile_images/958396908858429440/ZeXWz8mM_normal.jpg",FALSE,FALSE,"Pinellas County government's latest news, events, photos, video and general information. We're on the #GulfOfMexico and #TampaBay on the west coast of #Florida.",NA,0,1,1,0,0,NA,28962,271,25857,466,"https://t.co/Gt8840coE5","A temporary detour is in place on the Pinellas Trail just north of West Bay Drive due to maintenance work. 

Pinellas County will be repairing a stormwater pipe that is leaking and causing washouts and unstable ground. The repair is expected to take about two weeks. 1/2 https://t.co/8forcQzLBZ"
"72","Residents and trail users may notice heavy equipment and crews in the area. 

Signage will mark the detour, which follows sidewalks along 4th Avenue NW, 11th Street SW, and 8th Avenue NW. 2/2 https://t.co/3xlvKCaOX6","en",FALSE,"1426242975747788802",2021-08-13 18:03:18,"1426242901420429317","87210710","everyone","87210710","Pinellas County, Florida","2009-11-03T15:10:56.000Z","PinellasGov","Pinellas County","https://pbs.twimg.com/profile_images/958396908858429440/ZeXWz8mM_normal.jpg",FALSE,FALSE,"Pinellas County government's latest news, events, photos, video and general information. We're on the #GulfOfMexico and #TampaBay on the west coast of #Florida.",NA,0,0,2,0,0,NA,28962,271,25857,466,"https://t.co/Gt8840coE5",NA
"73","Boca Ciega Bay absorbed a big flush of wastewater over the weekend @gabestern326 reports. The sewer pipe was so old the city didn’t know it existed. @TB_Times @TBTimesBiz . https   www tampabay com news breaking news 2021 08 23 74500 gallons of wastewater spill into pinellas countys boca ciega bay","en",FALSE,"1430284115102912518",2021-08-24 21:41:21,"1430284115102912518","15518828","everyone",NA,"St. Petersburg, Fla.","2008-07-21T18:36:22.000Z","SharonKWn","Sharon Kennedy Wynne","https://pbs.twimg.com/profile_images/744440755456966656/bid9_O7Z_normal.jpg",FALSE,TRUE,"Sharon Kennedy Wynne, entertainment & events writer, editor at the Tampa Bay Times @TB_Times. Mom, foodie, news junkie & fan of rollercoasters and theme parks",NA,0,0,2,0,0,NA,2889,1296,15432,84,"https://t.co/nqGE2gcEFd","Boca Ciega Bay absorbed a big flush of wastewater over the weekend @gabestern326 reports. The sewer pipe was so old the city didn’t know it existed. @TB_Times @TBTimesBiz https://t.co/HDaC09s9Qj"
"74","@barely_a_spec @NikkiFriedFL Pinellas is equally bad in dumping raw sewage into the bay.   But look to the real polluters here - agriculture runoff of fertilizer. ","en",FALSE,"1449039069657407491",2021-10-15 15:46:50,"1449032492325933067","1857157704","everyone","1093263310236123144","Tampa, FL","2013-09-12T11:58:10.000Z","TampaFLPolitico","Ranger Rick","https://pbs.twimg.com/profile_images/1280482594774269952/7F1X2RNT_normal.jpg",FALSE,FALSE,"Clean Air, Clean Water, Pro-Public Education, Medicare-for-all. Realist over Theory, Local over Feds.",NA,0,0,0,0,0,NA,221,305,20925,1,NA,"@barely_a_spec @NikkiFriedFL Pinellas is equally bad in dumping raw sewage into the bay.   But look to the real polluters here - agriculture runoff of fertilizer"
"75","Key in Sarasota. Why did landlords along Bayshore Boulevard, Clearwater Beach,  and Island Estates just start piping raw sewage into those bays in the mid-90s? I guess you would have to ask them, but by 2006 riding a bike up Bayshore was like walking through a sewage treatment. ","en",FALSE,"1494235208966496257",2022-02-17 09:00:10,"1494235208966496257","179165637","everyone",NA,"Riverside, CA","2010-08-16T17:28:06.000Z","jamescarrow","James Carrow","https://pbs.twimg.com/profile_images/850817161840939008/xpBkEHmL_normal.jpg",FALSE,FALSE,"Working on some low emissions power, propulsion, and transportation projects right now...",NA,0,0,0,0,0,NA,86,183,92232,0,"https://t.co/oaRRYOQYfx","Key in Sarasota. Why did landlords along Bayshore Boulevard, Clearwater Beach,  and Island Estates just start piping raw sewage into those bays in the mid-90s? I guess you would have to ask them, but by 2006 riding a bike up Bayshore was like walking through a sewage treatment"
"76","300,000 gallons of raw sewage spill into Pinellas County neighborhood - Tampa Bay Times -  #GoogleAlerts. https   www tampabay com news health 2022 07 22 300000 gallons of raw sewage spill into pinellas county neighborhood","en",FALSE,"1551189446741168134",2022-07-24 12:55:58,"1551189446741168134","534263140","everyone",NA,NA,"2012-03-23T12:49:26.000Z","FloridaIssues","Florida Issues","https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",FALSE,FALSE,"",NA,1,0,1,0,0,NA,1024,11,135873,38,NA,"300,000 gallons of raw sewage spill into Pinellas County neighborhood - Tampa Bay Times - https://t.co/65vW3aNSfQ #GoogleAlerts"
"77","RT @FloridaIssues: 300,000 gallons of raw sewage spill into Pinellas County neighborhood - Tampa Bay Times - https://t.co/65vW3aNSfQ #Googl…","en",FALSE,"1551524483655208961",2022-07-25 11:07:17,"1551524483655208961","2414913756","everyone",NA,"Florida","2014-03-27T21:29:48.000Z","LeChatNoire4","Le Chat Biden Democrat","https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg",FALSE,FALSE,"#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s","1222268511134896129",1,0,0,0,0,NA,14256,13683,1102946,336,NA,"300,000 gallons of raw sewage spill into Pinellas County neighborhood - Tampa Bay Times - https://t.co/65vW3aNSfQ #GoogleAlerts"
"78","@AlexisStargazer We are no stewards of this planet and we don’t deserve nice things. Neither land or sea is safe. 😥 . https   www tampabay com news health 2022 07 22 300000 gallons of raw sewage spill into pinellas county neighborhood","en",FALSE,"1552779145947631616",2022-07-28 22:12:52,"1552777229100367878","24066976","everyone","19752399","St Petersburg (not that one) ","2009-03-12T23:24:15.000Z","boxdog1031","Not Dexter🏳️‍🌈","https://pbs.twimg.com/profile_images/1544285990398959622/yETnBtil_normal.jpg",FALSE,FALSE,"St Petersburg Fl via The Hudson River Fire DeSantis Go Gators and Say Gay, Fl. Please don’t pop in and ask me how I’m doing.","1500181216368209920",0,0,1,0,0,"5d231ed8656fcf5a",511,312,55311,18,NA,"@AlexisStargazer We are no stewards of this planet and we don’t deserve nice things. Neither land or sea is safe. 😥 https://t.co/VH6WxlMLql"
"79","@JSJohnstonauthr @GoldBlooded79 Maybe it's just Pinellas beaches with their cyanobacteria from the Great Pinellas Park sewage dump and other pollutants😖. ","en",FALSE,"1584486620832534528",2022-10-24 10:07:03,"1584303599797968896","1219032025769881605","everyone","1535353503144718336","Florida, USA","2020-01-19T23:01:09.000Z","BrujaAnon","MSFighter♿🗝☮️🏳️‍🌈","https://pbs.twimg.com/profile_images/1350116284327981058/3_GmLbhP_normal.jpg",FALSE,FALSE,"Retired military. #WritingCommunity #PTSD #MS #LGBTQ #Hypoparathyroidism #RA #depression #TBI #FBR #atheist #dogs #cats CanoNina on Mastadon and Post 😊",NA,0,1,1,0,0,NA,1870,3800,84094,8,NA,"@JSJohnstonauthr @GoldBlooded79 Maybe it's just Pinellas beaches with their cyanobacteria from the Great Pinellas Park sewage dump and other pollutants😖"
