"","text","conversation_id","author_id","lang","id","created_at.x","in_reply_to_user_id","reply_settings","possibly_sensitive","protected","verified","username","created_at.y","description","url","location","name","profile_image_url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id"
"90","@inspectorplanet @MoteMarineLab @BAYNEWS9DESK What's the status with the #HillsboroughRiver and red tide?  Does #redtide effect #freshwater? https://t.co/lFpBz724qr","1039731221419515904","1030161142084251650","en","1039731221419515904",2018-09-12 04:23:35,"2364545413","everyone",FALSE,FALSE,FALSE,"Inspector_Water","2018-08-16T18:35:30.000Z","Strong Views Loosely held",NA,"Tampa, FL","Andres Javage","https://pbs.twimg.com/profile_images/1165874477848236032/5pdFfJkC_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,34,119,261,1,NA
"91","Emergency declared after large number of dolphins killed from #redtide @WFLAJohn https://t.co/6DE5yy9JGM @WFLA","1040064588161662978","85644587","en","1040064588161662978",2018-09-13 02:28:15,NA,"everyone",FALSE,FALSE,TRUE,"ryanminnaugh","2009-10-27T19:42:48.000Z","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","https://t.co/WMNw7U3zfR","United States","Ryan Minnaugh","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg","9db9aa483565ef9c",1,0,1,1,0,1296,1133,7717,17,NA
"92","In Redington Shores, the counterattack against Red Tide begins https://t.co/TuLxzl6NCQ","1040113847498104832","705467685417701376","en","1040113847498104832",2018-09-13 05:44:00,NA,"everyone",FALSE,FALSE,FALSE,"Cesare1210Tom","2016-03-03T18:59:38.000Z","Art Arts & Culture Black Community Fitness & Wellness Government & Politics Indie/Experimental Journalists & Pundits Literature Music News Opinion Space Travel",NA,"Tampa, FL","Tom Cleary","https://pbs.twimg.com/profile_images/760264178053554179/FonWv3u5_normal.jpg","dc62519fda13b4ec",1,0,1,0,0,551,1446,8409,22,NA
"93","😢
Red Tide suspected in first bird deaths found on Clearwater Beach https://t.co/k1Ibj9FpOk","1040252804940668928","70564194","en","1040252804940668928",2018-09-13 14:56:10,NA,"everyone",FALSE,FALSE,FALSE,"tanya556","2009-09-01T01:43:36.000Z","I live in the Tampa Bay area, just walking distance from the beach!  I'm lucky to live in this paradise and I love every second of it.","http://t.co/dEifEKY4jc","Tampa, FL","Tanya D","https://pbs.twimg.com/profile_images/542154963359514624/WeFoMeLF_normal.jpeg","074d5ce471c43508",0,0,0,0,0,294,588,9443,1,NA
"94","@ScottforFlorida Now that’s just an outright lie! You didn’t do anything to stop the algae problem! You added to the problem with your anti-environment policies!","1040399829157986309","524375594","en","1040585916950241280",2018-09-14 12:59:50,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"95","Breaking news...Red Tide made it all the way to Oxford, Mississippi.  #Landsharks have washed up!!!  The Tide just keeps rolling...#Roadto18!!!❤️🏈🐘RTR🐘🏈❤️!!  #RTR #NickChick @AlabamaFTBL @SECNetwork @finebaum @ESPNCFB #SaturdayDownSouth https://t.co/YVFpYzm0Xl","1041128493575274496","1148026393","en","1041128493575274496",2018-09-16 00:55:50,NA,"everyone",FALSE,FALSE,FALSE,"agr_drltc","2013-02-04T13:32:50.000Z","Retired Combat veteran. Nurse Practitioner. Co-Editor of Caring for Veterans and their Families: A Guide for Nurses and Healthcare Providers. Crimson Tide fan!",NA,NA,"Alicia G. Rossiter DNP, FNP, PPCNP-BC, FAANP, FAAN","https://pbs.twimg.com/profile_images/1462454755402395670/3bhECZPW_normal.jpg","dc62519fda13b4ec",0,0,3,0,0,788,1883,6175,16,NA
"96","@RebeccaSeals bad red tide here, bb. idk how it is at home.","1041412327088762880","333777689","en","1041414636334141441",2018-09-16 19:52:52,"98981450","everyone",FALSE,FALSE,FALSE,"seitandick","2011-07-12T02:21:43.000Z","bartending forever / designs and art","https://t.co/uEJtTZDqh5","Tampa, FL","kirby","https://pbs.twimg.com/profile_images/1277350969999863808/D_qbAJOr_normal.jpg","dc62519fda13b4ec",0,1,1,0,0,198,276,8061,2,"1521914192177082370"
"97","I find it IRONIC (and sad) that currently, Clearwater Beach has red tide. https://t.co/ud1rWomEN9","1041499663805890560","790316326225080320","en","1041499663805890560",2018-09-17 01:30:44,NA,"everyone",FALSE,FALSE,FALSE,"famousonhere","2016-10-23T22:17:50.000Z","MY superpower is doing 80 while putting on lipstick....into Dance/Electronic Hip-Hop/Rap Loves no drama, but not opposed to smack a bitch if needed.",NA,"Olmsted Falls,OH/Apollo Beach ","Lisa Rawlinson","https://pbs.twimg.com/profile_images/790326228381229060/pvdh_WA6_normal.jpg","de55c30bd4263e8a",0,0,1,0,0,66,474,3074,0,NA
"98","Your governor don’t want to make time,to discuss algae &amp; red tide .....As a senator he’ll ......(@@) https://t.co/8QnqwkHh3L","1041778602914836481","227938862","en","1041778602914836481",2018-09-17 19:59:08,NA,"everyone",FALSE,FALSE,FALSE,"BgRuhf","2010-12-18T07:26:57.000Z","Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I",NA,"Right behind U!","Tshombe E Edwards","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","dc62519fda13b4ec",0,1,0,0,0,201,244,84418,43,NA
"99","Bean Pie?","1041778602914836481","227938862","en","1041842097345781760",2018-09-18 00:11:27,"227938862","everyone",FALSE,FALSE,FALSE,"BgRuhf","2010-12-18T07:26:57.000Z","Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I",NA,"Right behind U!","Tshombe E Edwards","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","dc62519fda13b4ec",0,1,0,0,0,201,244,84418,43,NA
"100","Aaaaayyyyyeeeee!!!!!!","1041778602914836481","227938862","und","1041843146445991938",2018-09-18 00:15:37,"227938862","everyone",FALSE,FALSE,FALSE,"BgRuhf","2010-12-18T07:26:57.000Z","Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I",NA,"Right behind U!","Tshombe E Edwards","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,201,244,84418,43,NA
"101","@bomalley Can you imagine if there was no algae crisis?","1042054555813470209","20457375","en","1042058055788244992",2018-09-18 14:29:35,"15380561","everyone",FALSE,FALSE,FALSE,"ashleybauman","2009-02-09T19:06:41.000Z","📣 SVP 🟠. Proud alumni of @JaneCastor, @BobBuckhorn, @TheDemocrats, @terrymcauliffe, @VADemocrats, @BarackObama, and @FlaDems. @UF 🐊","https://t.co/0gzan5JlGQ","ÜT: 27.988519,-82.453898","Ashley Bauman","https://pbs.twimg.com/profile_images/1488687496833683461/m4Z5NOvL_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,6088,6705,22282,136,NA
"102","#RedTide kills fish in Intracoastal Waterway @WFLAJohn https://t.co/t21AWVUXj4 @WFLA","1042230172693553153","85644587","en","1042230172693553153",2018-09-19 01:53:31,NA,"everyone",FALSE,FALSE,TRUE,"ryanminnaugh","2009-10-27T19:42:48.000Z","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","https://t.co/WMNw7U3zfR","United States","Ryan Minnaugh","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg","9db9aa483565ef9c",3,0,0,0,0,1296,1133,7717,17,NA
"103","@ScottforFlorida You’ve been governor for 8 YEARS! What have you done in 8 YEARS? Green algae’s been getting worse your entire time in office!","1042518787029954562","524375594","en","1042528217456893952",2018-09-19 21:37:50,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",2,2,8,0,0,184,119,22985,3,NA
"104","FWC Report: #RedTide issues persist in Pinellas, Manatee, Sarasota counties https://t.co/usteRUAG1h @WFLA","1043315142317027328","85644587","tl","1043315142317027328",2018-09-22 01:44:48,NA,"everyone",FALSE,FALSE,TRUE,"ryanminnaugh","2009-10-27T19:42:48.000Z","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","https://t.co/WMNw7U3zfR","United States","Ryan Minnaugh","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg","9db9aa483565ef9c",2,0,1,0,0,1296,1133,7717,17,NA
"105","Puffer fish stopped by for a close-up today. Glad to see red tide hasn't made its way into #TampaBay https://t.co/Ddr93Nh4KC","1043878248399220738","839023926","en","1043878248399220738",2018-09-23 15:02:23,NA,"everyone",FALSE,FALSE,FALSE,"BeachBum745","2012-09-22T03:47:05.000Z","Living on Island time! Naturalist. If you're friends with me, you're probably going to see me naked! #Harleylife #Tothemoon",NA,"Florida, USA","BeachBum745","https://pbs.twimg.com/profile_images/1473092164380987399/_WobU-in_normal.jpg","07d9d27ccc086001",1,0,0,0,0,275,887,1122,0,NA
"106","@NelsonForSenate Remember Red Tide Rick eliminated septic tank inspections and tried to change water standards allowing more pollutants into our waterways!","1045439262735372288","524375594","en","1045448204853096450",2018-09-27 23:00:50,"555355209","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,1,0,0,184,119,22985,3,NA
"107","@LauraMoodyFox13 you do know that the rowing regatta is on a LAKE not the ocean. So no need to worry about red tide 🤦🏼‍♂️","1045623721321529344","332010906","en","1045623721321529344",2018-09-28 10:38:16,"1208447953","everyone",FALSE,FALSE,FALSE,"shawtampabay","2011-07-09T02:33:17.000Z","wannabe photographer, full time parent of 21 yr old twins. Supporter of LGBTQ & minority rights, and full time husband of a Pastor. 🏳️‍🌈",NA,"Tampa, FL","Hero-Shaw TampaBay🏳️‍🌈","https://pbs.twimg.com/profile_images/626000629463449601/IQJEEge5_normal.jpg","51264211e147d635",0,0,0,0,0,205,271,9909,4,NA
"108","@ScottforFlorida Why doesn’t Red Tide Rick want an investigation for the truth? Maybe it’s because he has things he’d like to hide too, like overpaying contractors after Hurricsne Irma? Scott = Corruption","1045746962027479042","524375594","en","1045760633457790978",2018-09-28 19:42:18,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"109","@FlaDems Red Tide Rick is in it for himself! Columbia/HCA taught him well!","1045749048651714560","524375594","en","1046025658445582336",2018-09-29 13:15:25,"76027332","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"110","@ScottforFlorida Red Tide Rick is right, time to get rid of corruption and vote Democrat. Not perfect but better than Republican dishonesty and bad laws that line their pockets!","1045820449970696192","524375594","en","1046050874404098048",2018-09-29 14:55:37,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"111","@ScottforFlorida @Telemundo Red Tide Rick also hides the wealth he’s accumulated as governor, his A rating by NRA, mishandling of Hurricane Irma contractors, toll roads instead of mass transit, Medicare fraud as CEO of Columbia HCA, more.....","1046165256777715712","524375594","en","1046397327878041600",2018-09-30 13:52:18,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"112","@VernBuchanan just saw your newest campaign ad calling @NancyPelosi &amp; UR challenger #socialists. That is a flat out lie and you know it. Pandering to the #Drumpf base is typical of you. Enjoy retirement on your new boat cruising through red tide. #Resistance","1046415343273627649","17639625","en","1046415343273627649",2018-09-30 15:03:53,"20467163","everyone",FALSE,FALSE,FALSE,"rnsailor","2008-11-26T02:23:58.000Z","Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave",NA,"Tampa Bay, FL","rnsailor 🦩🇨🇦🇮🇪🇺🇸","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg","017a309d07f2b3f8",0,0,1,0,0,7172,7565,22837,57,NA
"113","Link to our special report.  What’s fueling #RedTide?     https://t.co/Mfgl9yRQ6A","1046951206202089472","82925465","en","1046951206202089472",2018-10-02 02:33:13,NA,"everyone",FALSE,FALSE,TRUE,"MichaelPaluska","2009-10-16T17:11:30.000Z","Special projects Reporter at ABC Action News.","https://t.co/ubIaHDiqQ4","Tampa, FL","Michael Paluska","https://pbs.twimg.com/profile_images/1507698331249790979/ycOs_bfx_normal.jpg","dc62519fda13b4ec",1,0,0,0,0,1697,1493,5504,72,NA
"114","The red tide is devastating. What’s inspired us is the response, clean up efforts &amp; call to action by Floridians who want to save our waters, marine life, beaches &amp; way of life. We can’t… https://t.co/yMhQhrhDoo","1047511333619617793","4541720783","en","1047511333619617793",2018-10-03 15:38:58,NA,"everyone",FALSE,FALSE,FALSE,"SunshineStateGo","2015-12-20T02:40:55.000Z","Sunshine State® is not just an apparel brand, it’s an expression of love for our beaches, surf, coastal waters and barrier islands. #SunshineStateGoods","https://t.co/yvAIvAJV7c","Florida, USA","Sunshine State®","https://pbs.twimg.com/profile_images/1082676075153551361/mfEZUTjJ_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,1122,1445,933,19,NA
"115","@Kiwiheather The only thing that Rick Scott truly cares about is how big his bank account is, period. Red Tide Rick Scott is a pathological liar cut from the same cloth as Trump. https://t.co/Lz1ldF8Tq6","1047515011864780802","918601320977895424","en","1047520876604936193",2018-10-03 16:16:53,"25299335","everyone",FALSE,FALSE,FALSE,"PLashley6","2017-10-12T22:16:36.000Z","Florida Freethinker, Doesn't Obey Well. 
Volunteer of America, Sometimes Obscene. All Lives Matter 🌎 ✌ 
#FBR #PRU",NA,"Tampa, FL","PhillipLashley6","https://pbs.twimg.com/profile_images/977674350462685188/1KZmCmhD_normal.jpg","01af119d415cd7d2",0,0,1,0,0,3837,4251,15243,1,"1053292727302045696"
"116","The end of #Florida as we now know it? 😞 #redtide https://t.co/jDTnUHLS3B","1047629706630238208","148753152","en","1047629706630238208",2018-10-03 23:29:20,NA,"everyone",FALSE,FALSE,FALSE,"PBoothMedia","2010-05-27T14:23:42.000Z","Writes stuff. Slappas da bass. Husband, dad, brother, son. @jazztimes @jazzizmagazine @flfilmcritics @jjajazzawards @theehsociety @acmejazzgarage https://t.co/GEOIL8x8Xv","https://t.co/SsucCcGjfV",NA,"Philip Booth","https://pbs.twimg.com/profile_images/1616277942824222721/u6-SL1D__normal.jpg","dc62519fda13b4ec",0,0,0,0,0,2108,4280,57395,73,NA
"117","@RonDeSantisFL @RepJNunez No thanks! If you want to continue Red Tide Rick’s legacy and support Donald Trumps agenda, count me out! Republicans = Corruption #votethebumsout","1047628849922682881","524375594","en","1047644689434914818",2018-10-04 00:28:52,"487297085","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,1,0,0,184,119,22985,3,NA
"118","Sharks, alligators, red tide, green algae, mosquitoes as big as hawks, coyotes, hurricanes, sinkholes, pythons, and now ... bears? Is it just me, or is #Florida bad for our health? https://t.co/9Wr862gtTb","1047818255623249920","148753152","en","1047818255623249920",2018-10-04 11:58:34,NA,"everyone",FALSE,FALSE,FALSE,"PBoothMedia","2010-05-27T14:23:42.000Z","Writes stuff. Slappas da bass. Husband, dad, brother, son. @jazztimes @jazzizmagazine @flfilmcritics @jjajazzawards @theehsociety @acmejazzgarage https://t.co/GEOIL8x8Xv","https://t.co/SsucCcGjfV",NA,"Philip Booth","https://pbs.twimg.com/profile_images/1616277942824222721/u6-SL1D__normal.jpg","dc62519fda13b4ec",0,0,0,0,0,2108,4280,57395,73,NA
"119","#redtide man ... horrible ... just sad https://t.co/bEBtV0YE27","1048317803655249921","4866571882","en","1048317803655249921",2018-10-05 21:03:35,NA,"everyone",FALSE,FALSE,FALSE,"ScottThorndike1","2016-01-31T13:28:46.000Z","Live life while we're young !!!",NA,"Tampa, FL","Scott Thorndike","https://pbs.twimg.com/profile_images/726397008601337856/_ckhjlJm_normal.jpg","9e27ffe7ca397c0a",2,1,3,0,0,55,96,511,2,NA
"120","@ScottforFlorida @SenBillNelson $1.7b fine because your company defrauded Medicare! And you got a Golden Parachute!Informed voters know the truth! Red Tide Rick = Corruption","1048325998897520642","524375594","en","1048349519895830528",2018-10-05 23:09:37,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",1,0,3,0,0,184,119,22985,3,NA
"121","@ScottforFlorida Assembling hamburgers for min wage isn’t progress Red Tide Rick!","1048315507412295681","524375594","en","1048349908326141952",2018-10-05 23:11:10,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"122","@ScottforFlorida What have you done in the 8 yrs as governor to advance healthcare? You rejected federal funds that would have paid 90% of Medicaid costs for uninsured Floridians! You want to repeal the ACA! Your record speaks for itself Red  Tide Rick!","1048356919222722560","524375594","en","1048358652250349568",2018-10-05 23:45:54,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,8,0,0,184,119,22985,3,NA
"123","#CrashCourse101 Francis on the way out should have the answer to “Red Tide” epidemic. (@@)...#Truth","1048540954653859846","227938862","en","1048542358957174784",2018-10-06 11:55:54,"227938862","everyone",FALSE,FALSE,FALSE,"BgRuhf","2010-12-18T07:26:57.000Z","Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I",NA,"Right behind U!","Tshombe E Edwards","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,201,244,84418,43,NA
"124","Thanks, bud. Now go look for red tide. https://t.co/lJljkvN15H","1048624698798612482","285211010","en","1048624698798612482",2018-10-06 17:23:05,NA,"everyone",FALSE,FALSE,FALSE,"RyanHughesNews","2011-04-20T18:47:19.000Z","PIO @PascoCountyPIO. Content Agent @LucieContent. Ex-TV reporter. From 'The Way Life Should Be.' Go Bolts, Sox & Orlando City Soccer.","https://t.co/JcbXQgmWu4","New Port Richey and Tampa","Ryan Hughes","https://pbs.twimg.com/profile_images/1519820484124332032/mwsEyHeV_normal.jpg","dc62519fda13b4ec",1,0,8,0,0,4361,2600,31109,134,NA
"125","@ScottThorndike1 Still there?? Dangggg","1048317803655249921","2599106367","en","1048625619410542593",2018-10-06 17:26:44,"4866571882","everyone",FALSE,FALSE,FALSE,"BraultSabrina","2014-06-10T23:43:25.000Z","never lost a gulag",NA,"Honolulu, HI","Sabrina Lynch","https://pbs.twimg.com/profile_images/1598540845304537088/7WiR8p8Q_normal.jpg",NA,0,0,1,0,0,185,109,3250,1,NA
"126","@RWPUSA @modrnhealthcr Agreed...red TIDE Rick flunks .","1048520666759217157","814398724654977025","en","1048671522699825152",2018-10-06 20:29:09,"2863996955","everyone",FALSE,FALSE,FALSE,"WKobilca","2016-12-29T09:12:41.000Z","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART",NA,"Milky Way","William J. Kobilca","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,241,483,58644,10,NA
"127","I'm gonna need you to shift the cone  and come closer to FL so it'll break up the awful red tide situation and help our beaches and sea life start recovering. Don't become a hurricane tho... pls. https://t.co/fxAJ2G897x","1048689614716895232","1447732770","en","1048689614716895232",2018-10-06 21:41:02,NA,"everyone",FALSE,FALSE,FALSE,"LadyRElliott","2013-05-22T02:16:16.000Z","The people who are crazy enough to think they can change the world are the ones that do.",NA,"Tampa, FL","Randiii ☀️","https://pbs.twimg.com/profile_images/1521153180184326144/_cVnApb__normal.jpg","2cce4a9792d2d92e",0,0,1,0,0,901,684,18696,6,"865067759360765952"
"128","@ScottforFlorida You headed a company that committed record Medicare fraud! $1.7b in fines and you bailed out with a golden parachute! Red Tide Rick = Donald Trump = Corruption!","1048932175985496066","524375594","en","1048945557337780224",2018-10-07 14:38:03,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",2,1,2,0,0,184,119,22985,3,NA
"129","@P5Guy @TB_Times Do u know the sugar industry has had there nitrogen and other phosphate pollutants limits raised under republican administrators. Do u know helpful, healthy  environmental protections have been scaled back by Gov. #RedTide  killer Scott. 
#corporatewelfare has flourished as well.","1048566044632207360","814398724654977025","en","1049108564114132992",2018-10-08 01:25:47,"2767920325","everyone",FALSE,FALSE,FALSE,"WKobilca","2016-12-29T09:12:41.000Z","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART",NA,"Milky Way","William J. Kobilca","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,241,483,58644,10,NA
"130","@NolteNC Red tide. It’s a new one if your a Floridian","1049329693873385472","1593228174","en","1049424619919343617",2018-10-08 22:21:41,"16163639","everyone",FALSE,FALSE,FALSE,"CuretonScott","2013-07-14T12:14:12.000Z","",NA,"Westchase, FL","Scott Cureton","https://pbs.twimg.com/profile_images/452921008958083072/Bg6O7w7e_normal.jpeg","bd975a41c2c796e9",0,0,1,0,0,164,420,11056,1,NA
"131","#HurricaneMichael threatening to stir up #redtide on Tampa Bay area beaches @WFLAJamel https://t.co/ZZdNweiOdz @WFLA","1049471331023106048","85644587","en","1049471331023106048",2018-10-09 01:27:18,NA,"everyone",FALSE,FALSE,TRUE,"ryanminnaugh","2009-10-27T19:42:48.000Z","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","https://t.co/WMNw7U3zfR","United States","Ryan Minnaugh","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg","9db9aa483565ef9c",0,0,1,0,0,1296,1133,7717,17,NA
"132","@TB_Times That's crooked Dick.
The oh no... I better do something about what I caused in the first place.
#FLORIDA #governor #redtide","1049977844401668097","814398724654977025","en","1050270022805917696",2018-10-11 06:21:01,"14304462","everyone",FALSE,FALSE,FALSE,"WKobilca","2016-12-29T09:12:41.000Z","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART",NA,"Milky Way","William J. Kobilca","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,241,483,58644,10,NA
"133","@FLGovScott Taking advantage of the hurricane Red Tide Rick? Bill Nelson’s not slinging mud, he’s exposing the the truth about your awful record as governor! You’re a polluter and climate change denier! Rick Scott = Toady for Trump #throwthebumsout","1050737882208657409","524375594","en","1050741409366577152",2018-10-12 13:34:08,"131546062","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"134","@MorningEdition @NPR And Rick Scott wouldn’t allow voter registration extension because of hurricane Michael! Tells you something about his leadership abilities, he has none! Disgraceful voter suppression by Red Tide Rick! #throwthebumsout vote Democrat","1050770210402258944","524375594","en","1050774491566145538",2018-10-12 15:45:35,"20150502","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"135","@ScottforFlorida @FOX13News You’re the dirty politician! CEO of Columbia Healthcare and the $1.7B fine for defrauding Medicare. Hiding  millions $ income from the public in your “blind trust” as governor. Ruining our environment &amp; underfunding DEP! You earned the name Red Tide Rick!","1053041355063201797","524375594","en","1053043465955799040",2018-10-18 22:01:41,"306389855","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","bd975a41c2c796e9",0,0,0,0,0,184,119,22985,3,NA
"136","@PollackHunter @ScottforFlorida He’s a the dirty politician! CEO of Columbia Healthcare and $1.7B fine for defrauding Medicare. Hiding  millions $ income from the public in his “blind trust” as governor. Ruining our environment &amp; underfunding DEP! He earned the name Red Tide Rick!","1053030964102930432","524375594","en","1053043822106746880",2018-10-18 22:03:06,"346384148","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","bd975a41c2c796e9",0,0,0,0,0,184,119,22985,3,NA
"137","@NelsonForSenate He’s using the hurricane for political gain while running negative ads on TV! Red Tide Rick = Trump = Untrustworthy","1053293623922642944","524375594","en","1053295107338842113",2018-10-19 14:41:37,"555355209","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",6,0,11,0,0,184,119,22985,3,NA
"138","@AmyMercado @NelsonForSenate Red Tide Rick got caught again!  Corruption in the Governors office! Just imagine how much money he could make for himself as a US Senator! Maybe that’s why he’s spending $40M of his own money to get elected! Is this what you call leadership Mr. Scott?","1053422730828308482","524375594","en","1053632458040729607",2018-10-20 13:02:08,"49201288","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,1,0,0,184,119,22985,3,NA
