"","text","lang","author_id","possibly_sensitive","id","conversation_id","reply_settings","created_at.x","in_reply_to_user_id","username","created_at.y","protected","description","verified","location","profile_image_url","name","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"67","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.…","en","865200110",FALSE,"1278670479797207041","1278670479797207041","everyone",2020-07-02 12:42:53,NA,"marti431uew","2012-10-06T19:39:14.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/2696259370/e064b62aa3651e6faf1935708f2957d7_normal.jpeg","Daniel Martin",NA,NA,14,0,0,0,0,1061,205,416432,172,NA,"#Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning"
"68","@craigtimes @TimothyJFanning phew!!!!","en","2392884301",FALSE,"1278672513099345921","1278661061194010630","everyone",2020-07-02 12:50:58,"62575859","Colleen_ham1","2014-03-16T15:23:34.000Z",FALSE,"8 Time Emmy Award-Winning Producer/Director/Writer. Documentaries. Spent decades as a TV News reporter, producer, executive producer.",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/810110635698569216/Bmb1iErT_normal.jpg","Colleen Hamilton",NA,"716077324786135040",0,0,1,0,0,2247,3252,105554,76,NA,NA
"69","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.…","en","4503707133",FALSE,"1278673999682244614","1278673999682244614","everyone",2020-07-02 12:56:52,NA,"mrgdpc","2015-12-16T14:30:23.000Z",FALSE,"#TBI survivor #Science I respect all life. Restore Habitat #resist. I have lucid intervals. #atheist #LGBTQ rights #Biden. I block morons
🚫 DMs 🇺🇲🇺🇦",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1591403185318633472/9jgyjiwp_normal.jpg","whatshisname",NA,"1619017519418986498",14,0,0,0,0,1154,1838,37657,2,NA,"#Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning"
"70","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.…","en","85349150",FALSE,"1278674166955356160","1278674166955356160","everyone",2020-07-02 12:57:32,NA,"BGMCREATIVE","2009-10-26T16:08:27.000Z",FALSE,"Author , Award Winning Creative Ad Man, Marketing and PR Specialist, BMI Songwriter, Broadcast and CableTV Veteran,   Motto: If it's not fun don't do it",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1514981681262116865/0VHUMMMb_normal.jpg","Barry Grant Marsh","https://t.co/x8e0p04jTZ",NA,14,0,0,0,0,1959,3217,51500,88,NA,"#Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning"
"71","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.…","en","239945078",FALSE,"1278680524320641024","1278680524320641024","everyone",2020-07-02 13:22:48,NA,"lroe03","2011-01-18T20:13:07.000Z",FALSE,"Resist the urge to do nothing! #BlueCrew #VoteBlue #TurnOffTRUMP",FALSE,"Venice, FL","https://pbs.twimg.com/profile_images/1568577817205506051/woO4ZLVY_normal.jpg","@SAY WHAT???",NA,NA,14,0,0,0,0,2554,3592,14013,2,NA,"#Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning"
"72","@craigtimes @TimothyJFanning This is so sad!","en","42043526",FALSE,"1278688656304168961","1278661061194010630","everyone",2020-07-02 13:55:07,"62575859","dctblackwell","2009-05-23T15:27:27.000Z",FALSE,"Nonprofit fundraiser, college instructor, arts, marketing, communications. Lifelong Democrat. Astounded by man's inhumanity to man.",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1547052912240742401/53UMdoAR_normal.jpg","DCTBlackwell",NA,NA,0,0,1,0,0,899,1108,25423,4,NA,NA
"73","@craigtimes @TimothyJFanning Consultants Greely and Hansen should have their socks sued off them. Wonder who bought their estimate of 20 more good years?","en","1249667418626146305",FALSE,"1278694307071963137","1278661061194010630","everyone",2020-07-02 14:17:34,"62575859","barbkjackson","2020-04-13T11:55:21.000Z",FALSE,"🌻 Michigan, Texas, Florida... and back!
Team Oxford Comma. Fluent in sarcasm.  GenZ mom",FALSE,"Michigan, USA","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","barbkjackson",NA,NA,0,1,1,0,0,316,1347,15843,0,NA,NA
"74","@craigtimes @TimothyJFanning ""Greeley and Hansen is an environmental engineering firm specializing in water and wastewater engineering and utility management consulting.""
Apparently they're kind of bad at it.","en","1249667418626146305",FALSE,"1278694954320027649","1278661061194010630","everyone",2020-07-02 14:20:08,"1249667418626146305","barbkjackson","2020-04-13T11:55:21.000Z",FALSE,"🌻 Michigan, Texas, Florida... and back!
Team Oxford Comma. Fluent in sarcasm.  GenZ mom",FALSE,"Michigan, USA","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","barbkjackson",NA,NA,0,0,1,0,0,316,1347,15843,0,NA,NA
"75","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.…","en","852951566",FALSE,"1278697413352587267","1278697413352587267","everyone",2020-07-02 14:29:55,NA,"GaylaArnold","2012-09-29T14:12:10.000Z",FALSE,"",FALSE,"St. Petersburg, Florida ","https://pbs.twimg.com/profile_images/1555572500972687362/ht6p7qrh_normal.jpg","Gayla Arnold",NA,"766353213889085440",14,0,0,0,0,164,725,28945,3,NA,"#Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning"
"76","@BradentonTimes Great, now replace our aging infrastructure,  like  hum, sewer mains. 28 million gallons of raw sewage dumped in the bay by longboat key.. ","en","24912822",FALSE,"1278759760234496000","1278106781378662400","everyone",2020-07-02 18:37:39,"22491377","theglobalgroupn","2009-03-17T17:01:09.000Z",FALSE,"",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1278770243683442689/7NC5nr-a_normal.jpg","J. Aliucci",NA,NA,0,0,0,0,0,27,309,9873,0,NA,"@BradentonTimes Great, now replace our aging infrastructure,  like  hum, sewer mains. 28 million gallons of raw sewage dumped in the bay by longboat key."
"77","RT @craigtimes: #Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.…","en","823204900679151616",FALSE,"1278762346467524610","1278762346467524610","everyone",2020-07-02 18:47:56,NA,"old_warrior1","2017-01-22T16:25:17.000Z",FALSE,"#Indivisible.. I'm with the Blue Wave. No Lists",FALSE,"United States","https://pbs.twimg.com/profile_images/965429493291773953/gzWBbExV_normal.jpg","Feistyfem 🇺🇸",NA,"972903815207882752",14,0,0,0,0,1791,1753,65593,8,NA,"#Florida city's leaky pipe spilled 26 to 28M gallons of sewage into bay ahead of #4thofJuly weekend beach trips. https://t.co/wP6Lt9VIGX via @TimothyJFanning"
"78","@SJUA08 @craigtimes Longboat Key, as far as I can tell.","en","818905460766023681",FALSE,"1278806696534704128","1278661061194010630","everyone",2020-07-02 21:44:10,"26076407","TimothyJFanning","2017-01-10T19:40:51.000Z",FALSE,"Reporter, solver of weird mysteries, archival storyteller, bad pun writer for @ExpressNews. Recovering Florida man. Prior @TB_Times @HeraldTribune newshound.",TRUE,"St. Petersburg ➡️ San Antonio ","https://pbs.twimg.com/profile_images/1620551285459062791/UC5eQtyL_normal.jpg","Timothy Fanning",NA,"1584618746127085569",0,0,0,0,0,1184,843,5240,27,NA,NA
"79","@craigtimes The follow today is that just 29 days ago, they green lighted a backup pipe project.","en","818905460766023681",FALSE,"1278807041843367936","1278661061194010630","everyone",2020-07-02 21:45:32,"62575859","TimothyJFanning","2017-01-10T19:40:51.000Z",FALSE,"Reporter, solver of weird mysteries, archival storyteller, bad pun writer for @ExpressNews. Recovering Florida man. Prior @TB_Times @HeraldTribune newshound.",TRUE,"St. Petersburg ➡️ San Antonio ","https://pbs.twimg.com/profile_images/1620551285459062791/UC5eQtyL_normal.jpg","Timothy Fanning",NA,"1584618746127085569",0,0,0,0,0,1184,843,5240,27,NA,NA
"80","As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key.. ","en","20467163",FALSE,"1279076830197288961","1279076830197288961","everyone",2020-07-03 15:37:35,NA,"VernBuchanan","2009-02-09T21:05:19.000Z",FALSE,"Serving Florida's 16th Congressional District",TRUE,"Florida's 16th District","https://pbs.twimg.com/profile_images/1584632814951071744/Zq9gm4mn_normal.jpg","Rep. Vern Buchanan","https://t.co/02Pqx85zcr",NA,9,7,28,1,0,31932,7360,4251,1416,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key."
"81","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive…","en","1124447266205503488",FALSE,"1279076861692215299","1279076861692215299","everyone",2020-07-03 15:37:42,NA,"All435Reps","2019-05-03T22:54:54.000Z",FALSE,"Collecting and retweeting tweets by all members of the US House of Representatives. Archived at: https://t.co/pr8ZcQwGNu",FALSE,NA,"https://pbs.twimg.com/profile_images/1124713248211783680/dISvFwue_normal.png","All 435 Reps",NA,NA,9,0,0,0,0,7076,737,1056543,112,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key."
"82","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive…","en","756987539517480960",FALSE,"1279076889513115649","1279076889513115649","everyone",2020-07-03 15:37:49,NA,"Kmgtorrey","2016-07-23T23:01:08.000Z",FALSE,"Proud to be an American    God Bless the USA 🇺🇸",FALSE,"Sarasota, FL","https://pbs.twimg.com/profile_images/1436641621966196738/zgNosVls_normal.jpg","Kath",NA,"841469158671962112",9,0,0,0,0,1006,1527,36565,12,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key."
"83","We need to get to the bottom of this and do what it takes to safeguard this important estuary. Sarasota Bay plays a key role in the Suncoast’s thriving economy and serves as a habitat for countless plants and wildlife.

https://t.co/CS0UZN6zn7","en","20467163",FALSE,"1279076918327902208","1279076830197288961","everyone",2020-07-03 15:37:56,"20467163","VernBuchanan","2009-02-09T21:05:19.000Z",FALSE,"Serving Florida's 16th Congressional District",TRUE,"Florida's 16th District","https://pbs.twimg.com/profile_images/1584632814951071744/Zq9gm4mn_normal.jpg","Rep. Vern Buchanan","https://t.co/02Pqx85zcr",NA,3,3,16,1,0,31933,7361,4251,1418,NA,NA
"84","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive…","en","747596885523841028",FALSE,"1279077336953077761","1279077336953077761","everyone",2020-07-03 15:39:35,NA,"HillelGruberger","2016-06-28T01:06:02.000Z",FALSE,"#releasetheayercut",FALSE,NA,"https://pbs.twimg.com/profile_images/1274841216945999879/YRglUom5_normal.jpg","Hillel gruberger",NA,"1301330476779671553",9,0,0,0,0,414,1354,27912,18,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key."
"85","@VernBuchanan This was news several days ago.
Did you miss it. https://t.co/aFA3vF4asQ","en","17904298",FALSE,"1279081990524936194","1279076830197288961","everyone",2020-07-03 15:58:05,"20467163","arthurfleiss","2008-12-05T18:43:28.000Z",FALSE,"turning Florida blue
Fleiss 😀mapstod0n space",FALSE,"63F2J2G3+XF","https://pbs.twimg.com/profile_images/1353467023590875137/_1WpG2YA_normal.jpg","arthur fleiss","https://t.co/Ud0b8HadOS","1579277510344577024",0,0,0,0,0,221,913,31676,9,NA,NA
"86","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive…","en","1170038520326643713",FALSE,"1279082556323966976","1279082556323966976","everyone",2020-07-03 16:00:20,NA,"chloe_conboy1","2019-09-06T18:18:24.000Z",FALSE,"Deputy District Director @VernBuchanan  | Previously @ManateeGov & @MySuncoast | @USFSM alumni | @taylorswift13 enthusiast | All views are my own",FALSE,NA,"https://pbs.twimg.com/profile_images/1175179398326173702/IMaN4Slx_normal.jpg","Chloe Conboy",NA,"1516418775834365962",9,0,0,0,0,100,310,995,0,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key."
"87","@VernBuchanan Here is the latest @bradentonherald reporting on this: 

https://t.co/kJzZuqF6G2","en","349049976",FALSE,"1279099886261145600","1279076830197288961","everyone",2020-07-03 17:09:12,"20467163","MRMasferrer","2011-08-05T13:16:34.000Z",FALSE,"",TRUE,"Bradenton, Fla.","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",NA,NA,1,0,4,0,0,3163,1917,76771,119,NA,NA
"88","@VernBuchanan Our infrastructure is outdated. Help fix that!","en","30078753",FALSE,"1279127592398991360","1279076830197288961","everyone",2020-07-03 18:59:17,"20467163","SeibertIntriors","2009-04-09T22:01:08.000Z",FALSE,"Passionate for #modern & #mid-century architecture, #design. #cat lady #Kizzy #architectural #photographer #nikon",FALSE,"United States","https://pbs.twimg.com/profile_images/1396609668684918789/sXY_hFBB_normal.jpg","Pandora Lee Photos & stuff","https://t.co/UREkG7JI4T",NA,0,0,1,0,0,687,994,13087,42,NA,NA
"89","Congressman @VernBuchanan inspects Sarasota Bay after a major leak of raw sewage from Longboat Key. Story:  . https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay. https   twitter com VernBuchanan status 1279131972481306625","en","21992035",FALSE,"1279142522745434115","1279142522745434115","everyone",2020-07-03 19:58:37,NA,"ReadCarlos","2009-02-26T08:55:50.000Z",FALSE,"Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",TRUE,"⚓ Cumberland, RI ","https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg","Carlos R. Munoz 📰","https://t.co/XWTXNo6tNp",NA,2,1,12,1,0,3375,1856,40379,97,"7f6bf29133462d29","Congressman @VernBuchanan inspects Sarasota Bay after a major leak of raw sewage from Longboat Key. Story: https://t.co/jlaKUgIqNA https://t.co/B7LZM7NyvN"
"90","@VernBuchanan You don’t think the major cuts Trump and Wheeler made to EPA’s budget cutting oversight of these things had anything to do with it do you.","en","143100351",FALSE,"1279149383083331587","1279076830197288961","everyone",2020-07-03 20:25:53,"20467163","CSUSluggo","2010-05-12T15:52:37.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/847058185441677315/2_A_aqCX_normal.jpg","sluggo",NA,NA,0,0,0,0,0,8,17,3121,0,NA,NA
"91","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive…","en","591447395",FALSE,"1279174269520556032","1279174269520556032","everyone",2020-07-03 22:04:46,NA,"artist57101","2012-05-27T02:46:03.000Z",FALSE,"🎨📚 💚 National Parks🍀 I retweet different points of view.",FALSE,NA,"https://pbs.twimg.com/profile_images/1465408560737796102/XWyBkBfD_normal.jpg","Charlotte",NA,"1354467237902639112",9,0,0,0,0,122,253,22133,10,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key."
"92","@VernBuchanan St Pete, now this","en","591447395",FALSE,"1279174360218112003","1279076830197288961","everyone",2020-07-03 22:05:08,"20467163","artist57101","2012-05-27T02:46:03.000Z",FALSE,"🎨📚 💚 National Parks🍀 I retweet different points of view.",FALSE,NA,"https://pbs.twimg.com/profile_images/1465408560737796102/XWyBkBfD_normal.jpg","Charlotte",NA,"1354467237902639112",0,0,0,0,0,122,253,22133,10,NA,NA
"93","RT @ReadCarlos: Congressman @VernBuchanan inspects Sarasota Bay after a major leak of raw sewage from Longboat Key. Story: https://t.co/jla…","en","1170038520326643713",FALSE,"1279187653427187713","1279187653427187713","everyone",2020-07-03 22:57:57,NA,"chloe_conboy1","2019-09-06T18:18:24.000Z",FALSE,"Deputy District Director @VernBuchanan  | Previously @ManateeGov & @MySuncoast | @USFSM alumni | @taylorswift13 enthusiast | All views are my own",FALSE,NA,"https://pbs.twimg.com/profile_images/1175179398326173702/IMaN4Slx_normal.jpg","Chloe Conboy",NA,"1516418775834365962",2,0,0,0,0,100,310,995,0,NA,"Congressman @VernBuchanan inspects Sarasota Bay after a major leak of raw sewage from Longboat Key. Story: https://t.co/jlaKUgIqNA https://t.co/B7LZM7NyvN"
"94","@ReadCarlos @VernBuchanan While the engineers are thinking innovation piping system please have them also consider implementing a companion line to extract red tide in the bay. Just sayin while they are planning : ) it would be a great idea.","en","67663087",FALSE,"1279220812051091456","1279142522745434115","everyone",2020-07-04 01:09:43,"21992035","KindnessLives","2009-08-21T17:24:07.000Z",FALSE,"I live in gratitude. Author of Muscle Hugs, a spiritual approach to muscle pain.",FALSE,"Florida","https://pbs.twimg.com/profile_images/387324948/n1415371258_30058115_112_normal.jpg","Vickie Ford",NA,NA,0,0,0,0,0,124,192,23622,25,NA,NA
"95","Longboat Key pipe may have dumped 28 million gallons of sewage into Sarasota Bay . https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay","en","4490624535",FALSE,"1279248746904199168","1279248746904199168","everyone",2020-07-04 03:00:43,NA,"islandsunfla","2015-12-15T09:40:42.000Z",FALSE,"Once your feet hit the beaches, you chart your own course. Rentals for your dream holiday on Anna Maria Island-365 days of Beautiful Sunshine! 289-660-2331",FALSE,"Bradenton Beach, FL","https://pbs.twimg.com/profile_images/757000433940373504/JVUkka2B_normal.jpg","Anna Maria Island Condo Rentals","https://t.co/w8qynHfqGs","966880933054787584",0,0,0,0,0,1115,1055,24556,51,NA,"Longboat Key pipe may have dumped 28 million gallons of sewage into Sarasota Bay https://t.co/PYB8vh6IFC"
"96","@VernBuchanan Thank you for being on it.","en","428491070",FALSE,"1279403156481413120","1279076830197288961","everyone",2020-07-04 13:14:17,"20467163","NeislerChris","2011-12-04T20:41:31.000Z",FALSE,"",FALSE,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Chris Neisler",NA,NA,0,0,0,0,0,13,159,289,1,NA,NA
"97","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive…","en","1277077872696610818",FALSE,"1279406188795396104","1279406188795396104","everyone",2020-07-04 13:26:20,NA,"ManateeMan7","2020-06-28T03:14:54.000Z",FALSE,"Freethinker on Florida's wild west coast - floating between Gulf and Bay",FALSE,NA,"https://pbs.twimg.com/profile_images/1277078198510063621/i9DZmcGy_normal.jpg","ManateeMan",NA,NA,9,0,0,0,0,3,117,102,0,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key."
"98","@VernBuchanan Protect Sarasota yes","tl","256876687",FALSE,"1279478645166399496","1279076830197288961","everyone",2020-07-04 18:14:15,"20467163","Nightlifeafdrk","2011-02-24T07:29:33.000Z",FALSE,"Entrepreneur, Investor, Futures Trader, and all things creative. Lets Make It Happen.",FALSE,"WorldWide","https://pbs.twimg.com/profile_images/1701380995/nightlife2_normal.jpg","Nightlifeafterdark",NA,NA,0,0,0,0,0,659,939,29375,15,NA,NA
"99","@VernBuchanan If your an old person who catches Corona Virus you almost certainly will die. The new Republican strategy is to just accept that. ""We need to live with that now"" say Republicans. 

Democrats don't accept that. Vote Republican at your own peril.

https://t.co/qaqghqQ3sP","en","275249838",FALSE,"1279554488244805638","1279076830197288961","everyone",2020-07-04 23:15:37,"20467163","Turn_em_out","2011-03-31T22:42:20.000Z",FALSE,"Defeat Trump insurrectionist Republicans in 2022.",FALSE,NA,"https://pbs.twimg.com/profile_images/1350501497679785985/7MkVoKIi_normal.jpg","Payback's a B",NA,NA,0,0,0,0,0,438,3738,18627,9,NA,NA
"100","Hey @nikkifried why isn’t the governor talking about this &amp; why aren’t the people of #Florida made aware? #BreakingNews #FlaPol . https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay","en","1605165282",FALSE,"1279885234578903041","1279885234578903041","everyone",2020-07-05 21:09:53,NA,"imchrispalacios","2013-07-19T05:52:15.000Z",FALSE,"M.Ed. #Education Consultant #Speaker #studentsuccesscoach #collegeadmissions #Changemaker #Traveler #Writer inquries: info@educatesouthflorida.com",FALSE,"Miami, FL","https://pbs.twimg.com/profile_images/534106581789855744/Z4e6cEh5_normal.jpeg","Chris Palacios","https://t.co/lrnl6WYPYv",NA,0,0,0,0,0,922,1917,9249,41,NA,"Hey @nikkifried why isn’t the governor talking about this &amp; why aren’t the people of #Florida made aware? #BreakingNews #FlaPol https://t.co/0BHlkQ5sjB"
"101","Hey @andersoncooper @CNN @ChrisCuomo @donlemon please someone investigate this further!  #Florida. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay","en","1605165282",FALSE,"1279885576339161088","1279885576339161088","everyone",2020-07-05 21:11:15,NA,"imchrispalacios","2013-07-19T05:52:15.000Z",FALSE,"M.Ed. #Education Consultant #Speaker #studentsuccesscoach #collegeadmissions #Changemaker #Traveler #Writer inquries: info@educatesouthflorida.com",FALSE,"Miami, FL","https://pbs.twimg.com/profile_images/534106581789855744/Z4e6cEh5_normal.jpeg","Chris Palacios","https://t.co/lrnl6WYPYv",NA,0,0,0,0,0,922,1917,9249,41,NA,"Hey @andersoncooper @CNN @ChrisCuomo @donlemon please someone investigate this further! https://t.co/0BHlkQ5sjB #Florida"
"102","Of course...of course.

It’s 2020 and this is Florida...

. https   www heraldtribune com news 20200701 longboat key pipe may have dumped 28 million gallons of sewage into sarasota bay","en","1510654326",FALSE,"1280178064136290305","1280178064136290305","everyone",2020-07-06 16:33:29,NA,"ABBYinFLA","2013-06-12T14:28:15.000Z",FALSE,"Come and join me on a platform owned buy NO ONE. Find content without algorithms. Look for: @AbbyFla@sfba.social",FALSE,"Mastodon = flexibility","https://pbs.twimg.com/profile_images/1617225984113090561/ZszeElc__normal.jpg","Abby Normal","https://t.co/zmYHHIPzEX","1528418698301784065",9,3,11,0,0,68049,53987,42597,46,NA,"Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868"
"103","RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868","en","3294291206",TRUE,"1280178989575921664","1280178989575921664","everyone",2020-07-06 16:37:10,NA,"libbyliberalnyc","2015-07-26T03:56:49.000Z",FALSE,"humanist against patriarchy, iconoclast, poet, artist, writer, photographer, New Yorker, peace activist, former teacher",FALSE,"New York, USA","https://pbs.twimg.com/profile_images/625157987422871552/MsTKKIov_normal.jpg","libbyliberal",NA,"1321501673588772866",9,0,0,0,0,5710,6253,778291,181,NA,"Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868"
"104","RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868","en","55816989",FALSE,"1280179171168260104","1280179171168260104","everyone",2020-07-06 16:37:53,NA,"devinedianakin","2009-07-11T12:02:33.000Z",FALSE,"“It's time to build bridges & realize there's about to be a boot on all of our necks, regardless of what you think about vaccines, masks, etc.”. -Whitney Webb.",FALSE,"New York","https://pbs.twimg.com/profile_images/1478449456873971713/Kkl3kbQ5_normal.jpg","Dee 🛑 Your Compliance is Fueling this Nightmare","https://t.co/S7fz1foMlN","1608595103152480256",9,0,0,0,0,4070,1116,161579,62,NA,"Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868"
"105","@KARAinFLA @libbyliberalnyc @FlowersAreR3d smdh","en","55816989",FALSE,"1280179251090804736","1280178064136290305","everyone",2020-07-06 16:38:12,"1510654326","devinedianakin","2009-07-11T12:02:33.000Z",FALSE,"“It's time to build bridges & realize there's about to be a boot on all of our necks, regardless of what you think about vaccines, masks, etc.”. -Whitney Webb.",FALSE,"New York","https://pbs.twimg.com/profile_images/1478449456873971713/Kkl3kbQ5_normal.jpg","Dee 🛑 Your Compliance is Fueling this Nightmare","https://t.co/S7fz1foMlN","1608595103152480256",1,0,3,0,0,4072,1116,161579,62,NA,NA
"106","RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868","en","74559989",FALSE,"1280179282644361217","1280179282644361217","everyone",2020-07-06 16:38:20,NA,"eainaire","2009-09-15T21:23:40.000Z",FALSE,"😷retired. desert dweller. Mom of 3, Grandma of 3. Owned by a Shiba Inu, 2 Cowboy Corgis and a clowder of cats.",FALSE,"Arizona, USA","https://pbs.twimg.com/profile_images/1607416862912188420/Wg54lq4M_normal.jpg","Are we there yet? 🏜🐝","https://t.co/yxqHBKGaAs",NA,9,0,0,0,0,2538,4823,82355,1,NA,"Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868"
"107","RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868","en","2485563985",FALSE,"1280179432112615424","1280179432112615424","everyone",2020-07-06 16:38:55,NA,"JanuaryHandl","2014-05-09T15:48:52.000Z",FALSE,"Love nature, children, living generally in awe of Life and Love! Not a photographer, just a noticer. She/her/hers",FALSE,NA,"https://pbs.twimg.com/profile_images/1497248480493903878/Y0T5MGRN_normal.jpg","January Handl😷😷😷☮️",NA,NA,9,0,0,0,0,1043,1925,493125,10,NA,"Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868"
"108","RT @KARAinFLA: Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868","en","59043846",FALSE,"1280180021651402762","1280180021651402762","everyone",2020-07-06 16:41:16,NA,"lplzydeco","2009-07-22T05:11:44.000Z",FALSE,"Wherever you go, there you are~Buckaroo Banzai; Mom, Gramma, ProChoice Progressive, MMJ advocate, ENTP, CFSM, Safety Pin Protest, #NoUnityWithoutAccountability",FALSE," Denver, CO","https://pbs.twimg.com/profile_images/1316515504152932352/MTSQuhEm_normal.jpg","💜🦄☮✌️🌈Lavern Lemay🌹🇺🇸 #Resist 🚫🐂💩🔫",NA,"1339529549692825600",9,0,0,0,0,3020,4674,227492,90,NA,"Of course...of course.

It’s 2020 and this is Florida...

https://t.co/5GpZQT7868"
