"","text","lang","possibly_sensitive","id","created_at.x","conversation_id","author_id","reply_settings","in_reply_to_user_id","created_at.y","username","name","url","profile_image_url","protected","pinned_tweet_id","verified","description","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"119","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manat…","en",FALSE,"1378451024512487429",2021-04-03 20:55:09,"1378451024512487429","785425199432863744","everyone",NA,"2016-10-10T10:22:14.000Z","SharinStone","SSton",NA,"https://pbs.twimg.com/profile_images/1046717212273315840/zxps2pAr_normal.jpg",FALSE,NA,FALSE,"Analyst, mother, RN, voter.","Florida",25,0,0,0,0,4344,4074,186994,26,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
"120","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manat…","en",FALSE,"1378451251784941572",2021-04-03 20:56:03,"1378451251784941572","1015372203716591617","everyone",NA,"2018-07-06T23:09:32.000Z","EmpathSuper","SUPER EMPATH🙅‍♀️",NA,"https://pbs.twimg.com/profile_images/1331183007982526465/05KSsl3G_normal.jpg",FALSE,"1620907019078369280",FALSE,"RN, Organic gardening. 🌹🌷🍓🥒🥕🫐🍉🫑🙅‍♀️Malignant narcissists are destroying humanity. 🌎😒","Southern California 🌞🇺🇸",25,0,0,0,0,2067,5002,55401,4,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
"121","RT @NomDePume: @BeyondBlonde3 @JudyTNVet “a wastewater reservoir at the site could collapse and send 600 million gallons of acidic radioact…","en",FALSE,"1378453712146939904",2021-04-03 21:05:50,"1378453712146939904","1170145743002394624","everyone",NA,"2019-09-07T01:24:28.000Z","GPS_Squared","GPS - ебать Росію",NA,"https://pbs.twimg.com/profile_images/1521622441382096899/Hboci24C_normal.jpg",FALSE,"1524528792508801032",FALSE,"""Russian warship, go fuck yourself.""

""Hate wins when people like me stand by and let it happen.""

 #StandWithUkraine","Earth Orbit",1,0,0,0,0,1031,4865,29578,0,NA,"@BeyondBlonde3 @JudyTNVet “a wastewater reservoir at the site could collapse and send 600 million gallons of acidic radioactive waste into surrounding neighborhoods.” Not just acidic, not just radioactive; why not both? https://t.co/IgTU6tEXlq"
"122","☢
Evac alert for residents near Piney Point in Manatee County


Leak @ wastewater pond prompts evacuations in Florida


'Imminent' Collapse @ Phosphate Plant Wastewater Pond Threatens Tampa Bay Neighborhoods
. https   www youtube com watch. http   abcnews go com US wireStory leak wastewater pond prompts evacuations florida 76854872. http   weather com news news 2021 04 03 leak at florida phosphate plant tampa bay manatee county piney point","en",FALSE,"1378458273242877953",2021-04-03 21:23:57,"1378458273242877953","46491562","everyone",NA,"2009-06-11T21:08:13.000Z","GForceDrew","Andrew I","https://t.co/ovB4evFGXy","https://pbs.twimg.com/profile_images/660652153/Andrew_for_twitter_2010_edit_normal.jpg",FALSE,NA,FALSE,"What's in a name?
Gallant,
Friendly,
optimistic,
romantic,
carefree,
efficient,
Diligent,
rebellious,
energetic,
warm-hearted;
GForceDrew","From NY & back in FL",0,0,2,0,0,93,220,10836,18,NA,"☢
Evac alert for residents near Piney Point in Manatee County
https://t.co/Sm3s7O6I9l

Leak @ wastewater pond prompts evacuations in Florida
https://t.co/DvWio9WBWz

'Imminent' Collapse @ Phosphate Plant Wastewater Pond Threatens Tampa Bay Neighborhoods
https://t.co/fy6Ad7LSMk"
"123","@barcode_brooks Blame it on the Sugar Industry and Floridian government that allowed sugar to destroy the Everglades. Oh, and the Army Corp of Engineers.","en",FALSE,"1378465552230875137",2021-04-03 21:52:52,"1378432174936915969","363101767","everyone","941648584499490817","2011-08-27T14:45:37.000Z","brent_kellogg","MadmanAcrossTheWater/BorderCollieGuy🩸",NA,"https://pbs.twimg.com/profile_images/1029338067721543681/mqEehvkt_normal.jpg",FALSE,"1556779628190044160",FALSE,"Retired radio news investigative reporter. Rescued 4 🐾Border Collies & 1 Great Pyrenees. May have been 1st #CPP to have meds taken away.","Sequim/Port Angeles, WA",0,1,1,0,0,1428,1143,67669,12,NA,NA
"124","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay","en",FALSE,"1378466765248868353",2021-04-03 21:57:42,"1378466765248868353","17308428","everyone",NA,"2008-11-11T12:03:53.000Z","BN9","Spectrum Bay News 9","http://t.co/j3OZJEwDmE","https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg",FALSE,NA,TRUE,"Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.","Tampa Bay area",76,8,59,7,0,384391,446,145259,1754,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"125","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378466821431525378",2021-04-03 21:57:55,"1378466821431525378","736043144","everyone",NA,"2012-08-04T03:58:57.000Z","failssafe","Gender: loverboy","https://t.co/ck4yb08iMI","https://pbs.twimg.com/profile_images/1506344035727908875/2YsHHM20_normal.jpg",FALSE,"1562945723682803712",FALSE,"Jesse | he/they | Professional Goodyear Blimp Enthusiast","Chernobyl",76,0,0,0,0,191,581,17003,0,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"126","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378466821242818570",2021-04-03 21:57:55,"1378466821242818570","18066812","everyone",NA,"2008-12-12T01:51:20.000Z","jrzygirlinfla","Mimi",NA,"https://pbs.twimg.com/profile_images/1445053744769601546/ox6gXy0d_normal.jpg",FALSE,"1495887186444570627",FALSE,"There's something happening here.....#LeftIsBest #BLM #M4A","Tampa Bay",76,0,0,0,0,5059,5496,121314,110,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"127","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378467112251981828",2021-04-03 21:59:04,"1378467112251981828","1697941573","everyone",NA,"2013-08-25T02:13:20.000Z","yypHarmony","TF",NA,"https://pbs.twimg.com/profile_images/1542692194884141056/b_paUVij_normal.jpg",FALSE,NA,FALSE,"",NA,76,0,0,0,0,81,1782,21717,0,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"128","RT @BN9: Engineering crews continue to work on a potential gypsum stack collapse and leak in the Piney Point area of Manatee County. The si…","en",FALSE,"1378467662670540800",2021-04-03 22:01:16,"1378467662670540800","1192608471977472000","everyone",NA,"2019-11-08T01:04:45.000Z","HeleneFernand16","Pink ghost",NA,"https://pbs.twimg.com/profile_images/1435109684202119168/ajs7NiU9_normal.jpg",FALSE,NA,FALSE,"I just HAD to share that pic. of Whoopi's soy boy in black face.  another account down.☻☻",NA,6,0,0,0,0,356,910,102228,2,NA,"Engineering crews continue to work on a potential gypsum stack collapse and leak in the Piney Point area of Manatee County. The situation has escalated since Friday with a State of Emergency for Manatee County being declared today by Gov. Ron DeSantis. https://t.co/tOYQhbWp4q https://t.co/Kw9tW8XfRL"
"129","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378467942153740290",2021-04-03 22:02:22,"1378467942153740290","2957626130","everyone",NA,"2015-01-03T19:25:05.000Z","boltsfan954","Go Bolts!","https://t.co/9AyYZrwaKu","https://pbs.twimg.com/profile_images/1333118720319893506/uzXggW2s_normal.jpg",FALSE,"593856618116284417",FALSE,"#GoBolts | Defender of the TRUE Cuban sandwich (*with* salami) | Blocked by many, but I don't block. |  #BillsMafia","Bradenton, FL",76,0,0,0,0,209,287,46297,2,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"130","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378468235159474184",2021-04-03 22:03:32,"1378468235159474184","23024891","everyone",NA,"2009-03-06T03:39:03.000Z","1ChordWonder","JS™",NA,"https://pbs.twimg.com/profile_images/1356119699730411520/QTtDdO40_normal.jpg",FALSE,"1149535945533710336",FALSE,"I do NOT shut up!
Truth Social - @1chordwonder

Calling out #MSM #PublicOfficials #Perverts #Abusers #Greed #Apathy #LookAlikes #TunnelDwellers","USA",76,0,0,0,0,3534,3541,186360,31,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"131","RT @SharonKWn: Holy cow this is really happening. Evacuations and highway closures as old wastewater pond from Manatee County fertilizer pl…","en",FALSE,"1378469365683732481",2021-04-03 22:08:02,"1378469365683732481","187989747","everyone",NA,"2010-09-07T17:23:19.000Z","SeaWorldMommy","Kelly Green aka SWM","https://t.co/qwSU0o7bbY","https://pbs.twimg.com/profile_images/1591615446091972609/3GCkdCvS_normal.jpg",FALSE,"1602323661997875201",FALSE,"Theme park lover of this SEA world of ours. Former magazine editor, songwriter, homeschooler, sometime #socialmedia consultant, MOM. aka Kelly Green","Orlando, FL",7,0,0,0,0,5067,5559,75664,347,NA,"Holy cow this is really happening. Evacuations and highway closures as old wastewater pond from Manatee County fertilizer plant begins to collapse. See @TB_Times for updates @wordsbyweber @ByJoshFiallo @ZackSampson.  https://t.co/8ssRL1tmHI"
"132","📢 @TheWeatherChannel gets the story right!

The retaining pond in FL which will imminently burst isn't household (toilet) wastewater. It's much, much worse. . https   weather com news news 2021 04 03 leak at florida phosphate plant tampa bay manatee county piney point","en",FALSE,"1378469993524965378",2021-04-03 22:10:31,"1378469993524965378","1096958247557361669","everyone",NA,"2019-02-17T02:23:21.000Z","Democracy_Spot","🔥 Democracy Spot, Y'all 🇺🇸 🏳️‍🌈 📷 🎧 ✍️","https://t.co/aUejkMKMHe","https://pbs.twimg.com/profile_images/1614337070385750017/yJjjrskZ_normal.jpg",FALSE,"1623093869377093633",FALSE,"Opinions/Life | Fact Commander | Propaganda ""Ph.D""
#Queer #Hillbilly #Hammercy  🎧 📷 🎞️ 📺
Storyteller | Democrat  | Life-Lover | He/Him/Y'all","Behind The Red Curtain   🇺🇸 ",6,0,4,0,0,4257,4939,184808,3,NA,"📢 @TheWeatherChannel gets the story right!

The retaining pond in FL which will imminently burst isn't household (toilet) wastewater. It's much, much worse. https://t.co/PcPvtTKhly"
"133","RT @SharonKWn: Holy cow this is really happening. Evacuations and highway closures as old wastewater pond from Manatee County fertilizer pl…","en",FALSE,"1378471623691407360",2021-04-03 22:17:00,"1378471623691407360","17878170","everyone",NA,"2008-12-04T20:40:37.000Z","AviationArtLife","Cecilia K.- All my dogs went to Heaven","https://t.co/I4jfAW6R3P","https://pbs.twimg.com/profile_images/1535714638553264128/-mlbnNR2_normal.jpg",FALSE,"1621219740692938752",FALSE,"Aviation,space,current events,pets,common sense. Non-partisan/conservative.","Westminster/SoCal",7,0,0,0,0,2364,2155,49944,180,NA,"Holy cow this is really happening. Evacuations and highway closures as old wastewater pond from Manatee County fertilizer plant begins to collapse. See @TB_Times for updates @wordsbyweber @ByJoshFiallo @ZackSampson.  https://t.co/8ssRL1tmHI"
"134","@brent_kellogg Absolutely nothing has been done to support or maintain the environment just build, build, build.","en",FALSE,"1378472010473369600",2021-04-03 22:18:32,"1378432174936915969","941648584499490817","everyone","363101767","2017-12-15T12:38:12.000Z","barcode_brooks","barcode brooks",NA,"https://pbs.twimg.com/profile_images/1021613847285616640/pWwpYLTT_normal.jpg",FALSE,"1122524323036782592",FALSE,"""Hatred is the coward's revenge for being intimidated."" B. Shaw
DefendDemocracy EqualityforAll
BlackLivesMatter BTW Hillary was right about everything!","Florida",0,1,0,0,0,3037,3179,51084,3,NA,NA
"135","@barcode_brooks It's a tragedy. There are even anti-environment people out there who don't think global warming is real; who don't think the oceans are dying. What is wrong with these people? Can ignorance be that widespread?","en",FALSE,"1378472777666101249",2021-04-03 22:21:35,"1378432174936915969","363101767","everyone","941648584499490817","2011-08-27T14:45:37.000Z","brent_kellogg","MadmanAcrossTheWater/BorderCollieGuy🩸",NA,"https://pbs.twimg.com/profile_images/1029338067721543681/mqEehvkt_normal.jpg",FALSE,"1556779628190044160",FALSE,"Retired radio news investigative reporter. Rescued 4 🐾Border Collies & 1 Great Pyrenees. May have been 1st #CPP to have meds taken away.","Sequim/Port Angeles, WA",0,0,0,0,0,1428,1143,67669,12,NA,NA
"136","Wastewater pond faces imminent threat of collapse, endangering Florida citizens.  
 I can't think of a better analogy of the Ron DeSantis effect on FL.
. https   weather com news news 2021 04 03 leak at florida phosphate plant tampa bay manatee county piney point","en",FALSE,"1378473823805173761",2021-04-03 22:25:45,"1378473823805173761","1306414780542926848","everyone",NA,"2020-09-17T02:09:15.000Z","breathfart","Breathfart News",NA,"https://pbs.twimg.com/profile_images/1592970791817121793/A80TyLA-_normal.jpg",FALSE,"1609361934494871556",FALSE,"On Mastodon, Counter Social, Tribel, Post, same name.","Dark Brandon's Empire",0,1,3,0,0,2499,2781,42163,15,NA,"Wastewater pond faces imminent threat of collapse, endangering Florida citizens.  
 I can't think of a better analogy of the Ron DeSantis effect on FL.
https://t.co/lIiEyTHLRh"
"137","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378474041170874368",2021-04-03 22:26:36,"1378474041170874368","339783657","everyone",NA,"2011-07-21T17:09:01.000Z","fasanomike","Mike Fasano","http://t.co/l83XCHBrop","https://pbs.twimg.com/profile_images/1453728107/Fasano_best_normal.jpg",FALSE,NA,FALSE,"Pasco County Tax Collector  mfasano@pascotaxes.com","Pasco County",76,0,0,0,0,4479,820,19297,105,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"138","RT @Democracy_Spot: 📢 @TheWeatherChannel gets the story right!

The retaining pond in FL which will imminently burst isn't household (toile…","en",FALSE,"1378474093230559232",2021-04-03 22:26:49,"1378474093230559232","432107239","everyone",NA,"2011-12-09T01:50:27.000Z","njkujawa","Norm Kujawa",NA,"https://pbs.twimg.com/profile_images/1544760415145566210/vF0vyWho_normal.jpg",FALSE,NA,FALSE,"Browns/Guardians/Red Wings, more liberal as I age. Want fairness and opportunity for all, a healthy planet, and a future for my kids & g-kids. Elite can KMA!","The good side of the border",6,0,0,0,0,1176,1196,154757,4,NA,"📢 @TheWeatherChannel gets the story right!

The retaining pond in FL which will imminently burst isn't household (toilet) wastewater. It's much, much worse. https://t.co/PcPvtTKhly"
"139","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",TRUE,"1378474190857248771",2021-04-03 22:27:12,"1378474190857248771","1141174632676057090","everyone",NA,"2019-06-19T02:43:29.000Z","practical_prole","🔻Anarcho-Catgirlism 🏴🏳️‍🌈",NA,"https://pbs.twimg.com/profile_images/1501538330277781506/YXVX9nsd_normal.jpg",FALSE,"1382735426645991429",FALSE,"AnCom. Armed and Cuddly. Bi Poly Trans Femby Thembo, 28. They/them. Not gay as in happy, but queer as in fuck you. Oft NSFW. Black & Brown Lives Matter. ACAB 🔞","Horny Jail, OR",76,0,0,0,0,151,173,3764,0,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"140","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378475114220650500",2021-04-03 22:30:52,"1378475114220650500","95339796","everyone",NA,"2009-12-08T03:13:04.000Z","CindyRules","CindyQwho",NA,"https://pbs.twimg.com/profile_images/1398111955760652292/6DjukqIl_normal.jpg",FALSE,NA,FALSE,"I AM a Child of GOD
“But I have raised you up for this very purpose, that I might show you my power & that my name might be proclaimed in all the earth” Ex9:16",NA,76,0,0,0,0,3130,5003,84398,8,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"141","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manat…","en",FALSE,"1378475563363397636",2021-04-03 22:32:39,"1378475563363397636","2176878248","everyone",NA,"2013-11-05T21:57:12.000Z","zul1732","AJ Nasty",NA,"https://pbs.twimg.com/profile_images/1180979553574866944/Mwf3GLlo_normal.jpg",FALSE,"827855170922909696",FALSE,"You can't see people for what they are when you're consumed by what they're not.",NA,25,0,0,0,0,495,4402,81055,8,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
"142","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378476326336786434",2021-04-03 22:35:41,"1378476326336786434","14526445","everyone",NA,"2008-04-25T13:48:13.000Z","deniseoberry","Denise O'Berry","https://t.co/uoB0ZGBJNJ","https://pbs.twimg.com/profile_images/1575172834468454401/-pnIVzQn_normal.jpg",FALSE,NA,FALSE,"📌 Entrepreneur, author, small business expert. Tired of Twitter toxicity? Join me on POST at https://t.co/OnRMZ8qmVO","Bristol TN",76,0,0,0,0,19355,769,96151,495,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"143","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378477477002149890",2021-04-03 22:40:16,"1378477477002149890","37486774","everyone",NA,"2009-05-03T19:53:27.000Z","VoteJustice","Charlie Justice",NA,"https://pbs.twimg.com/profile_images/1606397788992020483/7JaN06X1_normal.jpg",FALSE,NA,FALSE,"Personal acct of Charlie Justice.","Pinellas County, FL",76,0,0,0,0,2063,1645,17769,82,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"144","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378477598636789762",2021-04-03 22:40:45,"1378477598636789762","18471312","everyone",NA,"2008-12-30T05:53:29.000Z","GirlFuturist","Ｇｉｒｌ Ｆｕｔｕｒｉｓｔ 🌻🇺🇦🇺🇸🇫🇷🌎",NA,"https://pbs.twimg.com/profile_images/1500959774011125760/-PyPsVWD_normal.jpg",FALSE,"1621726386955382784",FALSE,"5xVaxxed 😷, artist w/ an MBA, dual American/French citizen. Futurist. Seeker of wisdom. Politics, green stuff, smart people. Art tweets at @GirlFuturistArt","Boise, USA",76,0,0,0,0,3973,2000,294062,517,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"145","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378478725961019394",2021-04-03 22:45:13,"1378478725961019394","559662246","everyone",NA,"2012-04-21T14:17:19.000Z","StormTrackerJoe","StormTrackerJoe",NA,"https://pbs.twimg.com/profile_images/1137914301459701762/BzmRnFoy_normal.jpg",FALSE,"1295205044615348224",FALSE,"Native Floridian swamp boy who loves storms... I survived Hurricane Ian (Irma, Jeanne, Charley & Elena too). Volunteer SKYWARN storm spotter.","St Petersburg, FL",76,0,0,0,0,595,559,8115,42,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"146","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378479405937397762",2021-04-03 22:47:55,"1378479405937397762","346065447","everyone",NA,"2011-07-31T17:26:14.000Z","Webber933","David Webber",NA,"https://pbs.twimg.com/profile_images/1284636167535824896/-IeI0ASa_normal.jpg",FALSE,"1379445020693037057",FALSE,"@cassyhii ❤💕😻 Cookie and Carly 🐶💛","Tampa, FL",76,0,0,0,0,429,3672,6108,1,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"147","What is just as bad, the solution the politicians wanted is deep well injection. The waste just ends up in the aquifer and filters through it contaminating it forever.

What the Piney Point leak means for Tampa Bay | #environment #catastrophe  . https   www wfla com news local news manatee county stacks water and waste what the piney point leak means for tampa bay","en",FALSE,"1378480708117798912",2021-04-03 22:53:06,"1378480708117798912","15662838","everyone",NA,"2008-07-30T17:11:26.000Z","ArtByAlida","Alida Antonia",NA,"https://pbs.twimg.com/profile_images/1551732128160927747/A9YPDDAB_normal.jpg",FALSE,"1591820987645194240",FALSE,"Artist,clean water resource advocate, consumer safety advocate, technophile. Watershed hugger. @DerbyCon mourner. @alidaanotonia@infosec.exchange","In a highrise in Louavul.",1,0,0,1,0,2386,2846,31683,257,NA,"What is just as bad, the solution the politicians wanted is deep well injection. The waste just ends up in the aquifer and filters through it contaminating it forever.

What the Piney Point leak means for Tampa Bay | #environment #catastrophe  https://t.co/avxR5exUq1"
"148","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manat…","en",FALSE,"1378481365725892611",2021-04-03 22:55:43,"1378481365725892611","1010728349763821568","everyone",NA,"2018-06-24T03:36:31.000Z","RainLotus2","Rain Lotus",NA,"https://pbs.twimg.com/profile_images/1444836306551443456/iYqs3E92_normal.jpg",FALSE,"1316427790833651712",FALSE,"space* rabbit",NA,25,0,0,0,0,30,199,5302,1,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
"149","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378482842825527298",2021-04-03 23:01:35,"1378482842825527298","4913417736","everyone",NA,"2016-02-16T00:44:52.000Z","antinori123","Dawnie123",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"","Florida, USA",76,0,0,0,0,25,164,272,2,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"150","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378483129929887746",2021-04-03 23:02:43,"1378483129929887746","1066106491583766531","everyone",NA,"2018-11-23T23:09:29.000Z","IckesJanice","Annie Banannie",NA,"https://pbs.twimg.com/profile_images/1199674432580665345/NzjfYxTv_normal.jpg",FALSE,NA,FALSE,"",NA,76,0,0,0,0,515,471,56399,0,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"151","RT @ArtByAlida: What is just as bad, the solution the politicians wanted is deep well injection. The waste just ends up in the aquifer and…","en",FALSE,"1378484127129862144",2021-04-03 23:06:41,"1378484127129862144","827587823201034241","everyone",NA,"2017-02-03T18:41:27.000Z","diannemando","DearFriend🌻","https://t.co/hdlqSVXzqj","https://pbs.twimg.com/profile_images/1589057853217718272/LF_tSxJ5_normal.jpg",FALSE,"1505248685101355014",FALSE,"Pro-human rights. Curious. Greed is the worst. NO LISTS, NO DMs.","Florida, USA",1,0,0,0,0,4306,4888,407181,22,NA,"What is just as bad, the solution the politicians wanted is deep well injection. The waste just ends up in the aquifer and filters through it contaminating it forever.

What the Piney Point leak means for Tampa Bay | #environment #catastrophe  https://t.co/avxR5exUq1"
"152","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378484533809516544",2021-04-03 23:08:18,"1378484533809516544","62009570","everyone",NA,"2009-08-01T10:35:16.000Z","Kriseman","Rick Kriseman",NA,"https://pbs.twimg.com/profile_images/1479660818409082890/kB9c4BD4_normal.jpg",FALSE,"1478363364938207232",FALSE,"Citizen. Dad. Husband. 53rd Mayor of St. Petersburg, Florida. Former state legislator, city councilman.","St Petersburg, FL",76,0,0,0,0,22389,482,20545,333,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"153","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378484577665228803",2021-04-03 23:08:28,"1378484577665228803","1277727553202110467","everyone",NA,"2020-06-29T22:16:52.000Z","VoteForChanges","Vote Decent People In to Office 🏴‍☠️💚","https://t.co/G0l625EUIB","https://pbs.twimg.com/profile_images/1594779099259670529/dGzcIi6W_normal.jpg",FALSE,"1409656221682921472",FALSE,"It’s only a democracy if you participate ✊🏿✊🏾✊🏽✊🏼✊🏻#BreonnaTaylor #BlackTransLivesMatter Justice At Fort Hood #JusticeForElijahMcClain #PardonRealityWinner","@TheRagtagBand",76,0,0,0,0,2384,2794,322576,7,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"154","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378484603871170560",2021-04-03 23:08:35,"1378484603871170560","16048436","everyone",NA,"2008-08-29T22:49:47.000Z","towittertoo","🇺🇸🌿🕊🌿🌍","https://t.co/T3bqEag9qp","https://pbs.twimg.com/profile_images/3523854119/a4d949cf156b485463758487f7ca2410_normal.jpeg",FALSE,"1300403119919173632",FALSE,"doin my homework : The Blue/Green Owl ❤","Philadelphia, PA",76,0,0,0,0,1173,2699,178066,61,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
