"","text","id","in_reply_to_user_id","possibly_sensitive","created_at.x","conversation_id","reply_settings","author_id","lang","verified","created_at.y","name","username","profile_image_url","protected","description","location","pinned_tweet_id","url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"140","(Washington Times) Court: #NFL's Bucs not entitled to damages from #BP spill : NEW ORLEANS (AP) - A federal appeals court has ruled that the NFL's Tampa Bay Buccaneers is not entitled to damages from BP for the 2010 Deepwater Horizon oil spill. At .. . https   www storiesflow com 53553701901 nfl bp court bucs entitled damages","1132825436604588033",NA,FALSE,2019-05-27 01:46:45,"1132825436604588033","everyone","4289485636","en",FALSE,"2015-11-26T21:38:57.000Z","StoriesFlow.com","storiesflowcom","https://pbs.twimg.com/profile_images/917886684649357312/aivZ5Pfc_normal.jpg",FALSE,"https://t.co/M3K6zKhn8Y is a news aggregator, it gathers news from different sources, and continuously monitor breaking news from multiple news websites.",NA,NA,"https://t.co/uULbWD2b7N",NA,0,0,0,0,0,1012,243,1016017,1927,"(Washington Times) Court: #NFL's Bucs not entitled to damages from #BP spill : NEW ORLEANS (AP) - A federal appeals court has ruled that the NFL's Tampa Bay Buccaneers is not entitled to damages from BP for the 2010 Deepwater Horizon oil spill. At .. https://t.co/iHwKlWu5d2"
"141","Tampa Bay Bucs not entitled to BP oil spill money . https   www nola com crime 2019 05 tampa bay bucs not entitled to bp oil spill money html","1132828856304447488",NA,FALSE,2019-05-27 02:00:20,"1132828856304447488","everyone","324878048","en",FALSE,"2011-06-27T11:05:22.000Z","EIN Presswire: BP Energy Newswire","EINBPEnergyNews","https://pbs.twimg.com/profile_images/1301104650645635072/QA5BV_O4_normal.png",FALSE,"EIN Presswire is Everyone's Internet News Presswire™. We make issuing and distributing press releases easy and affordable.","Washington, D.C.",NA,"https://t.co/44nSzkPk8p",NA,0,0,0,0,0,766,541,32598,35,"Tampa Bay Bucs not entitled to BP oil spill money https://t.co/PlcigEcXld"
"142","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says  via @foxnews . https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says. https   twitter com Chris_1791 status 1132876351109656577 photo 1","1132876351109656577",NA,FALSE,2019-05-27 05:09:04,"1132876351109656577","everyone","312149882","en",FALSE,"2011-06-06T17:20:55.000Z","Chris 🇺🇸","Chris_1791","https://pbs.twimg.com/profile_images/1515156640785391617/2YakrjcC_normal.jpg",FALSE,"Roman Catholic. Pro-Life. Pro adoption. No-kill shelters. Love Cats, Dogs & Animals, T2D, Philly Fire Fighter family for 76 years.","Philadelphia PA, USA",NA,NA,NA,0,0,0,0,0,62706,23771,1844745,851,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/dhgBh3pqsQ via @foxnews https://t.co/J6zFyUP4Dd"
"143","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says  . https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says. https   twitter com Covensure status 1132876474736730112 photo 1","1132876474736730112",NA,FALSE,2019-05-27 05:09:34,"1132876474736730112","everyone","772667836384874496","en",FALSE,"2016-09-05T05:29:02.000Z","Covensure Brokerage","Covensure","https://pbs.twimg.com/profile_images/1448522862990696450/kKQ1EMe0_normal.jpg",FALSE,"A dedicated, caring group of professionals helping seniors identify insurable risks and devising custom strategies to protect themselves and their families","Michigan, USA","912882264379359232","https://t.co/AVg2Pix6z6",NA,0,0,0,0,0,162,1142,370241,4,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/tukaRYxdzg https://t.co/S4YfG3eO6b"
"144","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says  . https   voiceofthehwy org archives 545487. https   twitter com voiceofthehwy status 1132877159922622464 photo 1","1132877159922622464",NA,FALSE,2019-05-27 05:12:17,"1132877159922622464","everyone","1025186618108530689","en",FALSE,"2018-08-03T01:08:31.000Z","voiceofthehwy","voiceofthehwy","https://pbs.twimg.com/profile_images/1120031010211676166/SMmR2HKm_normal.png",FALSE,"VOICE OF THE HIGHWAY is a not-for-profit communications platform created for the sole purpose of making sure drivers and passengers arrive home safely.","Atlanta, GA",NA,"https://t.co/EXEwwXIdJY",NA,0,0,0,0,0,420,1047,406334,0,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/BXsMzs0c92 https://t.co/135lpv6z0b"
"145","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says | Fox News . https   patriotify com 2019 05 27 tampa bay bucs not entitled to damages from 2010 oil spill court says fox news","1132878970255478785",NA,FALSE,2019-05-27 05:19:29,"1132878970255478785","everyone","982981684256620544","en",FALSE,"2018-04-08T14:01:11.000Z","Patriotify","JoinPatriotify","https://pbs.twimg.com/profile_images/982985463047733249/yMrEeryG_normal.jpg",FALSE,"Retweets, likes and follows are not necessarily endorsements.","United States","1264069039166382080",NA,NA,0,0,0,0,0,8964,9352,239305,6,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says | Fox News https://t.co/90NdDgOXLR"
"146","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says . https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says","1132889249622237186",NA,FALSE,2019-05-27 06:00:19,"1132889249622237186","everyone","324878048","en",FALSE,"2011-06-27T11:05:22.000Z","EIN Presswire: BP Energy Newswire","EINBPEnergyNews","https://pbs.twimg.com/profile_images/1301104650645635072/QA5BV_O4_normal.png",FALSE,"EIN Presswire is Everyone's Internet News Presswire™. We make issuing and distributing press releases easy and affordable.","Washington, D.C.",NA,"https://t.co/44nSzkPk8p",NA,0,0,0,0,0,766,541,32598,35,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/QYC0vwViIV"
"147","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says  . https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says. https   twitter com Fabiolucv status 1132895365475123200 photo 1","1132895365475123200",NA,FALSE,2019-05-27 06:24:37,"1132895365475123200","everyone","107150361","en",FALSE,"2010-01-21T17:56:09.000Z","Fabluc 🇧🇷🇺🇸🇮🇹🇮🇱🇬🇧","Fabiolucv","https://pbs.twimg.com/profile_images/1437136808979075082/J46IiT2H_normal.jpg",FALSE,"“Tudo o que é preciso para o triunfo do mal é que nada façam os homens de bem” (E. Burke)","São Paulo",NA,"https://t.co/GjYmYnNcuk",NA,0,0,0,0,0,1153,1405,430482,21,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/TeXTqrZRMp https://t.co/hnyXPhmMvt"
"148","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says - . http   ntelikanis com tampa bay bucs not entitled to damages from 2010 oil spill court says","1132897809160724482",NA,FALSE,2019-05-27 06:34:20,"1132897809160724482","everyone","1382511290","en",FALSE,"2013-04-26T17:54:17.000Z","PAPAGOLDENS","LAST_TIME_DEALS","https://pbs.twimg.com/profile_images/3780230951/8db747afb7a5f6aeeeeb638a0c0dd2d8_normal.jpeg",FALSE,"DO YOUR BEST FOR A BETTER TOMMOROW!!!
https://t.co/XonXpIiICa
https://t.co/oPjBOoFjDd","https://nevergiveups.com/","1381631689596805120","https://t.co/rWHlxbrFAv",NA,0,0,0,0,0,682,697,292066,32,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says - https://t.co/9zkyKfimbo"
"149","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says. ","1132901888410578944",NA,FALSE,2019-05-27 06:50:33,"1132901888410578944","everyone","429725777","en",FALSE,"2011-12-06T09:27:56.000Z","Justine Schlimmer","JustineSchlimme","https://pbs.twimg.com/profile_images/1913314911/9331650_1_normal.jpg",FALSE,"Pornstarlet, cute pet by day, maneater by night XO","NY",NA,NA,NA,0,0,0,0,0,420,25,65300,4,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says"
"150","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says . https   wsbuzz com sport tampa bay bucs not entitled to damages from 2010 oil spill court says","1132902861103230976",NA,FALSE,2019-05-27 06:54:25,"1132902861103230976","everyone","861682911967313921","en",FALSE,"2017-05-08T20:43:10.000Z","WomansBuzz","WomanSBuzz","https://pbs.twimg.com/profile_images/861689235149127680/6YdEO-IE_normal.jpg",FALSE,"WS Buzz. HOT News!","Indianapolis, IN",NA,"https://t.co/PtWokWV9Xi",NA,0,0,0,0,0,259,58,232952,10,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/g5cUgi38fl"
"151","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says  . https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says. https   twitter com Apocrifos status 1132904749970403328 photo 1","1132904749970403328",NA,FALSE,2019-05-27 07:01:55,"1132904749970403328","everyone","43151141","en",FALSE,"2009-05-28T17:14:38.000Z","Antonio Saalamandras","Apocrifos","https://pbs.twimg.com/profile_images/3672960453/ea0d6104e1c4773a26d48d5437e962d8_normal.jpeg",FALSE,"Writer among several blogs across the world. Yes, you can live by doing that  🇲🇽🇮🇹🇫🇷🇩🇪   @facebook  Community Manager‼️","Mexico",NA,"https://t.co/7r0JLZ8ve8",NA,0,0,0,0,0,562,610,627125,219,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/jDS0maUQY0 https://t.co/Yw0RaVt6P7"
"152","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says, if you know what i mean. ","1132905093790097408",NA,FALSE,2019-05-27 07:03:17,"1132905093790097408","everyone","4830935638","en",FALSE,"2016-01-20T21:41:38.000Z","know what i mean","if_u_know_","https://pbs.twimg.com/profile_images/689927019333816321/w6urOezR_normal.jpg",FALSE,"i'm a bot and i tweet fox news titles with some insinuation, if you know what i mean",NA,NA,NA,NA,0,0,0,0,0,92,10,160646,14,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says, if you know what i mean"
"153","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says
A federal appeals court has ruled that the NFL’s Tampa Bay Buccaneers is not entitled to damages from BP for the 2010 Deepwater Horizon oil spill.
 . https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says. https   www amazon com gp goldbox","1132905423273627648",NA,FALSE,2019-05-27 07:04:35,"1132905423273627648","everyone","965871548186939392","en",FALSE,"2018-02-20T08:51:36.000Z","Channel News","Channel__News_","https://pbs.twimg.com/profile_images/965873070673219584/sBSy3EZK_normal.jpg",FALSE,"Find out more here","Texas, USA",NA,NA,NA,0,0,0,0,0,150,0,54538,2,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says
A federal appeals court has ruled that the NFL’s Tampa Bay Buccaneers is not entitled to damages from BP for the 2010 Deepwater Horizon oil spill.
https://t.co/MTFlWktYvA https://t.co/rsz4EYiCyb"
"154","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says  . https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says. https   twitter com thethornereport status 1132912840438820864 photo 1","1132912840438820864",NA,FALSE,2019-05-27 07:34:04,"1132912840438820864","everyone","982678938001596419","en",FALSE,"2018-04-07T17:58:10.000Z","The Thorne Report","thethornereport","https://pbs.twimg.com/profile_images/984501249071431680/VuXG16fs_normal.jpg",FALSE,"Truth Journalism. ► I follow a wide variety of accounts so as to see all sides of the debate. Anti information suppression. No DM's Please. #TheThorneReport",NA,NA,NA,NA,0,0,0,0,0,12,7,6185,0,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/tMbspdmtUZ https://t.co/ZjTTlo4YRq"
"155","""The Bucs had sought $19.5 million in damages.""

. https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says","1132937092760313856",NA,FALSE,2019-05-27 09:10:26,"1132937092760313856","everyone","747223380","en",FALSE,"2012-08-09T13:24:05.000Z","FLJCC","FLJCC","https://pbs.twimg.com/profile_images/1176548518594527233/XOm75RHf_normal.jpg",FALSE,"The Florida Office of Judges of Compensation Claims","Florida, USA",NA,"http://t.co/4p1TUNBaSP",NA,0,0,0,0,0,914,305,16313,17,"""The Bucs had sought $19.5 million in damages.""

https://t.co/T3hzuMv6m1"
"156","Ridiculous ploy to attempt a money grab.Shameful.Why not (1)reduce outlandish overpriced pay for prof athletes⁉️(2)Reduce high ticket prices to increase attendance by avg people!🤔

Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says

. https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says","1132946358464385026",NA,FALSE,2019-05-27 09:47:15,"1132946358464385026","everyone","803947158248521728","en",FALSE,"2016-11-30T13:01:53.000Z","Pat 🍀","PatOtto8","https://pbs.twimg.com/profile_images/806130209250574338/fFaNUICh_normal.jpg",FALSE,"USA patriot,love my country ❤️🇺🇸💙✝️! Support DJT promise/effort to drain corrupt gov't swamp. Finally someone passionately working FOR the people👍🗽","United States of America","828914120103690240",NA,NA,0,0,0,0,0,4881,5209,171031,8,"Ridiculous ploy to attempt a money grab.Shameful.Why not (1)reduce outlandish overpriced pay for prof athletes⁉️(2)Reduce high ticket prices to increase attendance by avg people!🤔

Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says

https://t.co/MSavhwNp4v"
"157","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says

. https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says","1132950826094399488",NA,FALSE,2019-05-27 10:05:00,"1132950826094399488","everyone","97664800","en",FALSE,"2009-12-18T13:22:41.000Z","atasteofcreole","atasteofcreole","https://pbs.twimg.com/profile_images/952366162565910529/oNOe1xBt_normal.jpg",FALSE,"Veteran tired of whining snowflakes, Keeping you updated on matters that effects your family","Washington, DC",NA,NA,NA,0,0,0,0,0,428,81,99370,5,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says

https://t.co/tz9h8GO2Gc"
"158","FABILOLO: (FOREIGN) Tampa Bay Bucs Not Entitled To BP Oil Spill Money: . http   www fabilolo com 2019 05 foreign tampa bay bucs not entitled to html","1132976260324499456",NA,FALSE,2019-05-27 11:46:04,"1132976260324499456","everyone","921098264","en",FALSE,"2012-11-02T14:10:29.000Z","Akpobi Fabian","fabiloloblog","https://pbs.twimg.com/profile_images/1565500916475826177/zSGxzIKL_normal.jpg",FALSE,"Am a blogger, an entrepreneur, a goal achiever and a consultant",NA,NA,"https://t.co/Wg9o38J6Rl",NA,0,0,0,0,0,67,330,14538,0,"FABILOLO: (FOREIGN) Tampa Bay Bucs Not Entitled To BP Oil Spill Money: https://t.co/bLDH6YAnXZ"
"159","If you think the NFL Buccaneers had a valid claim for BP Oil Spill “damages”, you might need your head examined.  . https   www nola com crime 2019 05 tampa bay bucs not entitled to bp oil spill money html","1132996820651716609",NA,FALSE,2019-05-27 13:07:46,"1132996820651716609","everyone","26652309","en",FALSE,"2009-03-26T01:20:53.000Z","Steve Maley","DerekBarge","https://pbs.twimg.com/profile_images/603768881023291392/Fx6Wdb-o_normal.jpg",FALSE,"Schrödinger's cat is dead. I peeked. PDP/PDNP/PUD","Louisiana","1268754820774670337","https://t.co/TMAfetgOh5",NA,0,0,0,0,0,1282,810,22367,64,"If you think the NFL Buccaneers had a valid claim for BP Oil Spill “damages”, you might need your head examined.  https://t.co/Ho8qjdyyRa"
"160","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says  #FoxNews. https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says","1132998448662294528",NA,FALSE,2019-05-27 13:14:14,"1132998448662294528","everyone","84602512","en",FALSE,"2009-10-23T14:21:55.000Z","Ramona Eid","RamonaEid","https://pbs.twimg.com/profile_images/1333289483/Ramona_Zune2_normal.png",FALSE,"Software Developer & Microsoft MCP, PHP, WordPress, JavaScript, ReactJS, Analytics, I love all things Web! Follow me. Same Handle everywhere!  https://t.co/JQQVk5cYsM","Denver","531464274968080384","https://t.co/lErf4nuzY5",NA,0,0,0,0,0,9095,6145,117151,359,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says https://t.co/CXLk2MFn08 #FoxNews"
"161","Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says

. https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says","1133009300148969474",NA,FALSE,2019-05-27 13:57:22,"1133009300148969474","everyone","2465254284","en",FALSE,"2014-04-26T23:51:33.000Z","PJS","PJS18463750","https://pbs.twimg.com/profile_images/815644736606257152/-__I--VL_normal.jpg",FALSE,"MAGA! TRUMP POTUS Love my President Trump 😍liberals have lost their minds! Trump 2020","Vero Beach, Fl",NA,NA,NA,0,0,0,0,0,2612,507,224566,24,"Tampa Bay Bucs not entitled to damages from 2010 oil spill, court says

https://t.co/B8dEoPPVTK"
"162","Tampa Bay Buccaneers will not receive BP oil spill money.  . http   cmplx co Iin9YNz. https   twitter com ComplexSports status 1133051744148234240 photo 1","1133051744148234240",NA,FALSE,2019-05-27 16:46:01,"1133051744148234240","everyone","262715431","en",TRUE,"2011-03-08T16:19:34.000Z","Complex Sports","ComplexSports","https://pbs.twimg.com/profile_images/1342971434109444097/uDSFUjQU_normal.jpg",FALSE,"Where sports meets culture.",NA,"1601279913377423361","https://t.co/BI38UneyEa",NA,3,3,61,4,0,465796,2091,92740,1540,"Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/vXqUZjWwQM https://t.co/rpIc6JL01g"
"163","RT @ComplexSports: Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/vXqUZjWwQM https://t.co/rpIc6JL01g","1133053071486017539",NA,FALSE,2019-05-27 16:51:18,"1133053071486017539","everyone","13049362","en",TRUE,"2008-02-04T14:34:39.000Z","Complex","Complex","https://pbs.twimg.com/profile_images/1523782903121039364/ka96DYK9_normal.jpg",FALSE,"Making Culture Pop.","New York","1605288696449847312","https://t.co/5hVNTuKmVa",NA,3,0,0,0,0,2564303,783,384063,8337,"Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/vXqUZjWwQM https://t.co/rpIc6JL01g"
"164","@ComplexSports @Complex https://t.co/tG5DeOmTWh","1133054015904800768","262715431",FALSE,2019-05-27 16:55:03,"1133051744148234240","everyone","42577556","qme",FALSE,"2009-05-26T06:23:39.000Z","El Uno","unkstaar","https://pbs.twimg.com/profile_images/603950660497776641/YSQCNgRr_normal.jpg",FALSE,"In the here and now on this planet exist The Uplift Society.  https://t.co/vAtD3nitN1 #tsds #tsdspodcast #tsdstrafficjams #theupliftsociety","Sacramento, CA",NA,"https://t.co/AKT8SBfCfy",NA,0,0,0,0,0,2238,2238,28226,15,NA
"165","#FRESHSPORTS Tampa Bay Buccaneers will not receive BP oil spill money.   #SineadFresh. https   cmplx co Iin9YNz. https   twitter com ComplexSports status 1133051744148234240 photo 1","1133054113078550528",NA,FALSE,2019-05-27 16:55:26,"1133054113078550528","everyone","1551420992","en",FALSE,"2013-06-27T20:09:17.000Z","Sinead Fresh","SineadFresh","https://pbs.twimg.com/profile_images/1039337431000997888/dwS4UipT_normal.jpg",FALSE,"",NA,NA,NA,NA,0,0,0,0,0,595,768,151854,53,"#FRESHSPORTS Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/pDI9yfDK3v https://t.co/cpoIHIp7Kx #SineadFresh"
"166","RT @ComplexSports: Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/vXqUZjWwQM https://t.co/rpIc6JL01g","1133054802169126913",NA,FALSE,2019-05-27 16:58:10,"1133054802169126913","everyone","1518102301","en",FALSE,"2013-06-15T01:40:52.000Z","Stephen Doyle III","sjd3iii","https://pbs.twimg.com/profile_images/423552627998490624/CIZ03FzQ_normal.jpeg",FALSE,"",NA,NA,NA,NA,3,0,0,0,0,78,231,8404,1,"Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/vXqUZjWwQM https://t.co/rpIc6JL01g"
"167","🤣🤣🤣🤣 bum ass team tried it RT @ComplexSports: Tampa Bay Buccaneers will not receive BP oil spill money.  . http   cmplx co Iin9YNz. https   twitter com ComplexSports status 1133051744148234240 photo 1","1133054862034427904",NA,TRUE,2019-05-27 16:58:24,"1133054862034427904","everyone","29086320","en",FALSE,"2009-04-05T22:50:38.000Z","The Traveling Janitor","Iam_KingBryant5","https://pbs.twimg.com/profile_images/1545402116239400963/2pfHFsbG_normal.jpg",FALSE,"@EliteBalkman Athletic Director R.I.P @OjMurdock @DiscoJr #PackerNation #LakerNation #HookEmHorns","Westside of Cheyenne Wyoming ",NA,NA,NA,0,0,0,0,0,2074,965,220777,34,"🤣🤣🤣🤣 bum ass team tried it RT @ComplexSports: Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/0ZXWSH5Rx5 https://t.co/tx39SSeMBM"
"168","Tampa Bay Buccaneers lose oil spill settlement appeal after claiming that the 2010 Deepwater Horizon disaster cost the team $19.5million . https   www dailymail co uk news article 7073565 Court NFLs Bucs not entitled damages BP spill html","1133074403753906180",NA,FALSE,2019-05-27 18:16:04,"1133074403753906180","everyone","380285402","en",TRUE,"2011-09-26T11:52:56.000Z","Daily Mail US","DailyMail","https://pbs.twimg.com/profile_images/1009393240330723328/w1FD-Dsj_normal.jpg",FALSE,"Latest news from the US Daily Mail team. We're on Facebook too: https://t.co/1HclNnXkEQ 🇺🇸","New York",NA,"https://t.co/evbIv58jzn",NA,1,0,1,0,0,438966,1779,311403,3519,"Tampa Bay Buccaneers lose oil spill settlement appeal after claiming that the 2010 Deepwater Horizon disaster cost the team $19.5million https://t.co/WykDte3q3w"
"169","RT @ComplexSports: Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/vXqUZjWwQM https://t.co/rpIc6JL01g","1133081811851124741",NA,FALSE,2019-05-27 18:45:30,"1133081811851124741","everyone","947995017519534081","en",FALSE,"2018-01-02T00:56:39.000Z","Austin Hirsch","HuslinHirsch","https://pbs.twimg.com/profile_images/1600902987626553345/TdOii9_o_normal.jpg",FALSE,"this house is a fucking prison...",NA,NA,NA,NA,3,0,0,0,0,96,85,7570,0,"Tampa Bay Buccaneers will not receive BP oil spill money. https://t.co/vXqUZjWwQM https://t.co/rpIc6JL01g"
"170","Maybe if they didn't go 4-4 at home and miss the playoffs they could have made more money by actually earning it?
#WhoDatNation

. https   www foxnews com sports tampa bay bucs not entitled to damages from 2010 oil spill court says","1133102363416375298",NA,FALSE,2019-05-27 20:07:10,"1133102363416375298","everyone","329670135","en",FALSE,"2011-07-05T13:01:24.000Z","⚜Kevin O'Connor⚜","SarKevin","https://pbs.twimg.com/profile_images/1333772489328037890/JQ-G8L1v_normal.jpg",FALSE,"#WhoDatNation #LGM #BLM 
Not political, just tired of watching Trump play this game for 40 years. 
Always open to new music suggestions.","New Orleans, LA","1274671829169459201",NA,NA,0,0,0,0,0,1120,1540,12759,5,"Maybe if they didn't go 4-4 at home and miss the playoffs they could have made more money by actually earning it?
#WhoDatNation

https://t.co/ZDD4Zpz7er"
"171","Tampa Bay Buccaneers Will Not Receive BP Oil Spill Money . https   www google com url","1133112052946546690",NA,FALSE,2019-05-27 20:45:40,"1133112052946546690","everyone","44677439","en",FALSE,"2009-06-04T18:09:05.000Z","ClassActionABD","ClassActionABD","https://pbs.twimg.com/profile_images/1587175940282531851/7rHgsPZd_normal.jpg",FALSE,"Legal Class Action Administration Services, Specializing in Digital Notice and Digital Payment Processes
(414) 961-6400","Milwaukee, WI",NA,"https://t.co/Y1h9dsew7l",NA,0,0,0,0,0,1189,1355,56361,47,"Tampa Bay Buccaneers Will Not Receive BP Oil Spill Money https://t.co/SN5P1UaOON"
"172","@ProFootballTalk Meanwhile the Tampa Bay Bucs tried to milk $20M out of an oil spill fund, claiming that it hurt their revenues (not the fact that they have a shitty team( but I'm sure the NFL is going to be cool with that.. ","1133112755072962567","16672159",FALSE,2019-05-27 20:48:27,"1133109881681174528","everyone","756118967987478532","en",FALSE,"2016-07-21T13:29:44.000Z","Kevin Deal","kevinjdeal","https://pbs.twimg.com/profile_images/1230333769980182528/bMX86Z1__normal.jpg",FALSE,"Photographer who likes beer, politics, Cowboys/Mavericks/Stars and Tottenham Hotspur. Retweet isn’t always an endorsement. I'm not here to collect followers.","Austin, TX","1594835918606721026",NA,NA,0,0,0,0,0,137,469,13516,2,"@ProFootballTalk Meanwhile the Tampa Bay Bucs tried to milk $20M out of an oil spill fund, claiming that it hurt their revenues (not the fact that they have a shitty team( but I'm sure the NFL is going to be cool with that."
"173","The #Buccaneers allegedly attempted to manipulate their books to attempt to finesse $20 million in reparations from the 2010 oil spill.

. https   thepewterplank com 2019 05 27 tampa bay buccaneers attempted receive compensation 2010 oil spill","1133117028565442562",NA,FALSE,2019-05-27 21:05:26,"1133117028565442562","everyone","194148680","en",TRUE,"2010-09-23T15:03:58.000Z","The Pewter Plank","ThePewterPlank","https://pbs.twimg.com/profile_images/758719719587184640/xq0pvC-6_normal.jpg",FALSE,"Covering Tampa Bay Buccaneers football on the @FanSided Network. #GoBucs #BucsNation Site Experts: @robmleeds @BThornton_33","Tampa, FL",NA,"https://t.co/1cm4Np4Ueq",NA,1,1,6,3,0,10836,875,52184,287,"The #Buccaneers allegedly attempted to manipulate their books to attempt to finesse $20 million in reparations from the 2010 oil spill.

https://t.co/qBbyJJ6Jjv"
"174","@Lightnin_Liz .

Would love an explanation from Vinik on this one.. https   sports yahoo com tampa bay buccaneers dp deepwater horizon oil spill damages 001457350 html","1133118623575400448","1596261882",FALSE,2019-05-27 21:11:46,"1133114122420314112","everyone","28830999","en",FALSE,"2009-04-04T17:19:06.000Z","Wright Dobbs","WrightDobbs","https://pbs.twimg.com/profile_images/1180825826675195904/PxUVygsW_normal.jpg",FALSE,"@NWSTallahassee Meteorologist. Bowler. Terrible surfer. Opinions=mine, ≠employers. #FSU, #Bucs, #GoBolts, weather, space tweets. Some photography. FSU Alum","Tallahassee, FL","1609272179753111553","https://t.co/lA8cIz2oxj",NA,0,0,0,0,0,911,400,24243,27,"@Lightnin_Liz https://t.co/CYxY59G1xF.

Would love an explanation from Vinik on this one."
"175","@ThePewterPlank Whaaaat?","1133125765715976192","194148680",FALSE,2019-05-27 21:40:09,"1133117028565442562","everyone","1131994051593555970","en",FALSE,"2019-05-24T18:43:08.000Z","Flip-Slob","SubNav1","https://pbs.twimg.com/profile_images/1610788097381244929/uNscnzhR_normal.jpg",FALSE,"US Navy vet.Most things sports.","Tampa, FL",NA,NA,NA,0,0,0,0,0,252,565,4176,1,NA
"176","@ComplexSports hugh culverhouse style","1133149215612395520","262715431",FALSE,2019-05-27 23:13:20,"1133051744148234240","everyone","992726068422463488","en",FALSE,"2018-05-05T11:21:53.000Z","Matthew orozco","Mattbolts85","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"",NA,NA,NA,NA,0,0,0,0,0,0,1,470,0,NA
