"","text","created_at.x","author_id","id","lang","possibly_sensitive","reply_settings","conversation_id","created_at.y","name","description","profile_image_url","verified","username","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","location","pinned_tweet_id","url","text_with_display_links","geo_place_id"
"37","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:32:56,"1032026516337709063","1378490731208261635","en",FALSE,"everyone","1378490731208261635","2018-08-21T22:07:50.000Z","EileenPettit","","https://pbs.twimg.com/profile_images/1245876005736153088/mIAm-NXx_normal.jpg",FALSE,"EileenPettit2",FALSE,76,0,0,0,0,646,2772,11634,0,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"38","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:36:13,"826244262908002304","1378491558459281408","en",FALSE,"everyone","1378491558459281408","2017-01-31T01:42:37.000Z","9Gen","Still and always a Joyful Warrior.","https://pbs.twimg.com/profile_images/1607122678665584640/-S2XHKJ1_normal.jpg",FALSE,"Tsiser45",FALSE,76,0,0,0,0,4015,4914,451049,5,NA,NA,"1462509245178552331",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"39","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:40:18,"60840767","1378492586235736067","en",FALSE,"everyone","1378492586235736067","2009-07-28T07:23:27.000Z","Zachary Shahan","Human (maybe), writer + chief editor + CEO @CleanTechnica (https://t.co/FKJYeuqAnn)","https://pbs.twimg.com/profile_images/765874400570773504/q2tnX0aN_normal.jpg",FALSE,"zshahan3",FALSE,76,0,0,0,0,11151,4266,117012,594,NA,"World","1442367112173948931","https://t.co/GDlKT6yKX8","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"40","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:45:33,"35241769","1378493907097554946","en",FALSE,"everyone","1378493907097554946","2009-04-25T15:58:22.000Z","Steeler Kim","Beach Life 🏝, Steeler fan 🖤💛, Student Bagpiper 🎵, Straight Ally🏳️‍🌈, supporter of Women’s Sports 🤸‍♂️","https://pbs.twimg.com/profile_images/2363606055/oz9pE_normal.jpg",FALSE,"Steeler_Kim",FALSE,76,0,0,0,0,1348,815,16418,48,NA,"St Pete Beach, FL",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"41","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:47:32,"873919257238786049","1378494409021521921","en",FALSE,"everyone","1378494409021521921","2017-06-11T15:06:02.000Z","Lovie","Wife,Mom,3rd gen DEMOCRAT *IBEW UNION STRONG* *I VET accounts* #OV1 z23 #demcastFl *NO LISTS*","https://pbs.twimg.com/profile_images/969258327116050432/zThRg5LT_normal.jpg",FALSE,"Lovie_19",FALSE,76,0,0,0,0,8897,9364,56557,4,NA,"United States","984235089855991808",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"42","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:52:33,"1055910905547014144","1378495669401440259","en",FALSE,"everyone","1378495669401440259","2018-10-26T19:55:52.000Z","@asw2belle/awilliams","animal & environmental advocate ; 🤬TROPHY HUNTING
 #morani 
#freeBunka #Retetielephants 
#freelucy#freemali, #freeDumba 💗long'uro
 RT NOT ENDORSEMENT","https://pbs.twimg.com/profile_images/1442127936392286218/DU09oFmA_normal.jpg",FALSE,"AnnSchroederWi2",FALSE,76,0,0,0,0,766,506,127471,5,NA,"USA",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"43","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 00:05:03,"1325998256690778113","1378498813921476617","en",FALSE,"everyone","1378498813921476617","2020-11-10T03:06:51.000Z","Chelmed","Wife, Mother, Grandmother. Business Immigration. Country over Party, Say Gay Everyday, BLM","https://pbs.twimg.com/profile_images/1498013035339956228/rm44RJtn_normal.jpg",FALSE,"CathiHelm",FALSE,76,0,0,0,0,74,125,5120,2,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"44","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 00:12:25,"18500747","1378500669938733057","en",FALSE,"everyone","1378500669938733057","2008-12-31T06:10:51.000Z","Ben Haygood","Director of Policy @islesinc|Harper Hayley & Mike’s Dad | ex Cav Scout UNMIH/NATO-IFOR @2dCavalryRegt #Sandy @SHOREsource #Katrina FF/EMT TX @AggieCorps","https://pbs.twimg.com/profile_images/1132819521570529281/WE8vh9ut_normal.jpg",FALSE,"benhaygood",FALSE,76,0,0,0,0,1854,995,259394,108,NA,"Timeline: Current Events ",NA,"https://t.co/Ji850cElsa","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"45","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 00:45:58,"832457942","1378509112833683456","en",FALSE,"everyone","1378509112833683456","2012-09-19T03:25:47.000Z","lbholly","","https://pbs.twimg.com/profile_images/2625473254/2psc2zex6xu1pspg9ncf_normal.jpeg",FALSE,"lb_holly",FALSE,76,0,0,0,0,798,676,149615,4,NA,"Winter Park, FL",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"46","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 01:15:16,"801626058","1378516486302670849","en",FALSE,"everyone","1378516486302670849","2012-09-04T02:07:41.000Z","Kerry 🐊❤️🥰","I LOVE my Gators, Ravens, Magic, Caps and O's ❤️ Maryland raised ☀️🌴Clearwater, FL ☀️🌴","https://pbs.twimg.com/profile_images/1418738835110993920/8hriqTYp_normal.jpg",FALSE,"LoveGators4ever",FALSE,76,0,0,0,0,4813,3918,85127,35,NA,"Clearwater, FL","1467662349049937922",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"47","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 01:32:01,"466198757","1378520699233521664","en",TRUE,"everyone","1378520699233521664","2012-01-17T04:49:29.000Z","Gemma","🚫DM🚫Lists 🚫Stupid 
Karma is a mofo, enjoy her visit.","https://pbs.twimg.com/profile_images/1540448432967614466/fsS7WuRP_normal.jpg",FALSE,"whosyourdandy22",FALSE,76,0,0,0,0,10384,8544,91848,19,NA,"Waffle House","1577017224908267520",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"48","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 01:41:34,"263641334","1378523104184573952","en",FALSE,"everyone","1378523104184573952","2011-03-10T12:59:53.000Z","Alli Lev","Attorney ⚖️, dog mom to two pitties 🐶 🐾, wifey 💍, Mama 🤱🏻","https://pbs.twimg.com/profile_images/1081667488121786374/iri7EUww_normal.jpg",FALSE,"Allimama2",FALSE,76,0,0,0,0,265,417,8895,12,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"49","@BN9 Collapsing infrastructure.",2021-04-04 01:55:23,"997583455905968129","1378526580360638469","en",FALSE,"everyone","1378466765248868353","2018-05-18T21:03:24.000Z","Thee AuntieBS 🐝💛💛","Tall second toe,  #ReuniteTheFamilies","https://pbs.twimg.com/profile_images/1293766246526103552/D1eue-sZ_normal.jpg",FALSE,"BsAuntie",FALSE,0,2,7,0,0,1944,1401,59530,3,"17308428",NA,NA,NA,NA,NA
"50","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 02:03:36,"216767555","1378528647703764992","en",FALSE,"everyone","1378528647703764992","2010-11-17T17:21:39.000Z","Rogue Citizen One ☮️","Anti-Fracking Activist, Enraged Citizen, Kayaktivist,
Proud Libtard, Genetic Predisposition for Snark 
#DemCast #TruBlue","https://pbs.twimg.com/profile_images/1621198792736526337/DHjskbJ4_normal.jpg",FALSE,"RogueCitizenOne",FALSE,76,0,0,0,0,33580,69,270869,81,NA,"Northern California","1583909513379184640",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"51","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 02:08:13,"820313024196210689","1378529811103162370","en",FALSE,"everyone","1378529811103162370","2017-01-14T16:54:00.000Z","Jazfoodie","","https://pbs.twimg.com/profile_images/1318937892262191104/cH2sFwYG_normal.jpg",FALSE,"Jerez_Marte_MD",FALSE,76,0,0,0,0,4,24,150,0,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"52","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 02:08:52,"1334234412385361921","1378529976593473536","en",FALSE,"everyone","1378529976593473536","2020-12-02T20:34:24.000Z","Yvonne","Mom, tourist on this planet, BFF with the ocean, backseat politician, Democrat. Absolutely No DMs. #StrongerTogether.","https://pbs.twimg.com/profile_images/1402894931123867650/DGp5QKcc_normal.jpg",FALSE,"AlwaysYvonneMac",FALSE,76,0,0,0,0,10635,10579,17672,6,NA,NA,"1609340351696994304",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"53","@BN9 @RogueCitizenOne Too bad Florida has an incompetent idiot for a governor. How is he going to screw this up?",2021-04-04 02:09:52,"1305683441640501250","1378530225152217092","en",FALSE,"everyone","1378466765248868353","2020-09-15T01:45:08.000Z","Mémé","Meme ( may may) = grandmother in Fr.; Former teacher; Happily divorced. Not looking. 🚩No DMs. Democracy is on the line #Indivisible #DogsRule","https://pbs.twimg.com/profile_images/1342520115963842561/A3OAR5f8_normal.jpg",FALSE,"mushinghuskies",FALSE,0,1,4,0,0,867,849,23955,3,"17308428","Earth, Universe ","1544936992751947777",NA,NA,NA
"54","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 02:19:26,"946542248883380224","1378532635241250818","en",FALSE,"everyone","1378532635241250818","2017-12-29T00:43:52.000Z","Cow Lady","l love life, my dog, and my children.mostly https://t.co/yWb9KwsRgQ porn!!!!","https://pbs.twimg.com/profile_images/949807415414882305/7vBPdARM_normal.jpg",FALSE,"CowLady12",FALSE,76,0,0,0,0,1916,2926,176614,2,NA,"Florida, USA",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"55","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 02:32:04,"1326963967185588224","1378535815261925377","en",FALSE,"everyone","1378535815261925377","2020-11-12T19:04:24.000Z","KamJax","","https://pbs.twimg.com/profile_images/1326964229618987009/jOANqeMI_normal.jpg",FALSE,"Kam75214353",FALSE,76,0,0,0,0,3,67,689,0,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"56","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 02:33:14,"2414913756","1378536105931386881","en",FALSE,"everyone","1378536105931386881","2014-03-27T21:29:48.000Z","Le Chat Biden Democrat","#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s","https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg",FALSE,"LeChatNoire4",FALSE,76,0,0,0,0,14256,13683,1102946,336,NA,"Florida","1222268511134896129",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"57","@mushinghuskies @BN9 @RogueCitizenOne How have our LOCAL officials handled this? Mayor Kriseman is just now is posting a response. These are your waters! St. Pete",2021-04-04 02:41:09,"1297394087780331520","1378538099836342282","en",FALSE,"everyone","1378466765248868353","2020-08-23T04:44:18.000Z","Nicole123","❤️✌️🙏","https://pbs.twimg.com/profile_images/1549632144825270273/N_n5-O0E_normal.jpg",FALSE,"Nicole136991823",FALSE,0,1,0,0,0,30,45,612,0,"1305683441640501250",NA,NA,NA,NA,NA
"58","@Nicole136991823 @mushinghuskies @BN9 @RogueCitizenOne https://t.co/yL2fxv4zTI",2021-04-04 02:56:16,"833046784742133762","1378541904833417216","qme",FALSE,"everyone","1378466765248868353","2017-02-18T20:13:25.000Z","🔥a stubborn flame 🔥","You Can Always Count on Americans to do The Right Thing After They Tried Everything Else -Churchill.. I hope he is right #VoteBlue NO MATTER WHO!","https://pbs.twimg.com/profile_images/833856124701069316/0qCXBD8T_normal.jpg",FALSE,"ViViL88841637",FALSE,0,1,1,0,0,52,294,3833,0,"1297394087780331520","New York, NY","1495950294710169603",NA,NA,NA
"59","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 02:57:04,"19027337","1378542103270203394","en",FALSE,"everyone","1378542103270203394","2009-01-15T16:24:56.000Z","🩴breathe in, breathe out, move on🌴","Reckoning. Accountability. Justice.  Traitors, seditionists, MAGATs, Talibangelicals & the stupid will be instablocked. #BlackLivesMatter #NoJusticeNoPeace","https://pbs.twimg.com/profile_images/1334919160992845825/x0b5pgRT_normal.jpg",FALSE,"tropicalsoul",FALSE,76,0,0,0,0,2929,4683,115147,1,NA,NA,"1349019665306157062",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"60","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 03:13:01,"1164988836","1378546116980002819","en",FALSE,"everyone","1378546116980002819","2013-02-10T05:27:49.000Z","Sunflower seeds","Justice. One day, Justice.
#BLM
Fox ""news"" is Vile Propaganda
I follow back thoughtful ppl & expect the same.
Dogs rule.
TB Lightning HOCKEY!
FL Water Family","https://pbs.twimg.com/profile_images/1454835296760172544/AEiluvd1_normal.jpg",FALSE,"SweetPeatrsburg",FALSE,76,0,0,0,0,2396,3640,32279,13,NA,"West Coast Floriduh","1009825835581308929",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"61","@BN9 What is your Governor going to do? @Jen_Raz206 

Seems like American infrastructure could use some help. Are you going to support Republicans who vote against it?",2021-04-04 03:42:11,"839831601248788480","1378553458945572864","en",FALSE,"everyone","1378466765248868353","2017-03-09T13:33:51.000Z","Jill","Atheist who respects your religious freedom. Demanding that you respect mine. 
Democrat. Nacho connoisseur. Netflix enthusiast. Defender of the Oxford comma.","https://pbs.twimg.com/profile_images/1031942553518526464/kNUXW8Gv_normal.jpg",FALSE,"JillayneMC",FALSE,0,2,0,0,0,2850,3686,105454,20,"17308428","Little Rhody",NA,NA,NA,NA
"62","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 04:04:40,"2495200448","1378559116289925121","en",FALSE,"everyone","1378559116289925121","2014-05-14T22:35:15.000Z","Thomas Maestas","","https://pbs.twimg.com/profile_images/748488397879140352/ICktrOvH_normal.jpg",FALSE,"maestas34",FALSE,76,0,0,0,0,7,76,4,0,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"63","@JillayneMC @BN9 He already declared a state of emergency. He’s right on it! https://t.co/cakHC6ohzr",2021-04-04 04:04:40,"3503859029","1378559116495425539","en",FALSE,"everyone","1378466765248868353","2015-08-31T17:16:21.000Z","jen raz","Married to my best friend! Mom to 3 awesome sons!! Doberman mom! On the #TRUMPTRAIN 🇺🇸🇺🇸🇺🇸 Trader #RST","https://pbs.twimg.com/profile_images/1494517174244888595/WZiw07tX_normal.jpg",FALSE,"Jen_Raz206",FALSE,0,1,0,0,0,1789,1619,51796,5,"839831601248788480","Florida, USA",NA,NA,NA,NA
"64","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 04:07:18,"2364985530","1378559778516008960","en",FALSE,"everyone","1378559778516008960","2014-02-28T03:17:09.000Z","Veronica","","https://pbs.twimg.com/profile_images/440275593255731200/PLkzOXBf_normal.jpeg",FALSE,"VeroAlon5",FALSE,76,0,0,0,0,545,1490,29731,5,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"65","@Jen_Raz206 @BN9 Good.

Now I hope he will work with the current administration to get our crumbling infrastructure taking care of.",2021-04-04 04:07:50,"839831601248788480","1378559915581640704","en",FALSE,"everyone","1378466765248868353","2017-03-09T13:33:51.000Z","Jill","Atheist who respects your religious freedom. Demanding that you respect mine. 
Democrat. Nacho connoisseur. Netflix enthusiast. Defender of the Oxford comma.","https://pbs.twimg.com/profile_images/1031942553518526464/kNUXW8Gv_normal.jpg",FALSE,"JillayneMC",FALSE,0,1,1,0,0,2850,3686,105454,20,"3503859029","Little Rhody",NA,NA,NA,NA
"66","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 04:17:22,"3957234993","1378562311804313601","en",FALSE,"everyone","1378562311804313601","2015-10-14T16:19:40.000Z","Sunny☀️Day 4DJ","Descndt of AMERICAN Revolutionary War General; #2A #Israel #PalmBeach #BlueLivesMatter #LumbeeTribe Flwd by @NewsMaxNow @CharlieKirk11 @SullyOnTheAir @KenWahl1","https://pbs.twimg.com/profile_images/1353268965192183808/_e1Rp18n_normal.jpg",FALSE,"Fol77Sunny",FALSE,76,0,0,0,0,1099,4351,99670,10,NA,"Florida, USA","787823642218463232",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"67","@ViViL88841637 @mushinghuskies @BN9 @RogueCitizenOne This toxic waste has been a ticking time bomb...sitting for over 20 years. I’m shocked that this is just coming to light. Our local officials and County Commissioners have failed us.",2021-04-04 04:46:45,"1297394087780331520","1378569706156789762","en",FALSE,"everyone","1378466765248868353","2020-08-23T04:44:18.000Z","Nicole123","❤️✌️🙏","https://pbs.twimg.com/profile_images/1549632144825270273/N_n5-O0E_normal.jpg",FALSE,"Nicole136991823",FALSE,0,1,2,0,0,30,45,612,0,"833046784742133762",NA,NA,NA,NA,NA
"68","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 04:54:55,"134253540","1378571761936166912","en",FALSE,"everyone","1378571761936166912","2010-04-17T22:20:34.000Z","Barbara VOTE for LIFE 🇺🇦☮️💔🇺🇸🇩🇪","“…when the problem is more useful to you than a solution…” that’s why we #VoteBlue. thx Pete Buttigeig🇺🇦","https://pbs.twimg.com/profile_images/1584961106790989824/T5yjznaY_normal.jpg",FALSE,"windjamer2be",FALSE,76,0,0,0,0,2952,3482,45886,4,NA,"St Augustine Beach, FL","1570670754366357504",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"69","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 05:15:37,"1203696542214811648","1378576971358035970","en",FALSE,"everyone","1378576971358035970","2019-12-08T15:23:30.000Z","MaryHurley#13☮️🌊🇺🇸","PFLAG Mom🏳️‍⚧️Grandma fighting to keep our democracy alive. 🍀Love family, country and my dog. #WeAreHumans #TransRightsAreHumanRights #Autism #Nurses RNBSN","https://pbs.twimg.com/profile_images/1540832730753093632/F8QWGNlz_normal.jpg",FALSE,"maryhur62009222",FALSE,76,0,0,0,0,1555,4335,116428,2,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"70","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 06:21:02,"22313603","1378593433707819009","en",FALSE,"everyone","1378593433707819009","2009-03-01T00:25:39.000Z","Dominique✨🌻🇺🇦 #IStandWithUkraine","Artist, Photographer, Editor, History buff #RatifyERA #CodifyRoeVWade #Resistance #LGBTQ+ ally,🌊 #NoConCon #GunControlNow #BLM","https://pbs.twimg.com/profile_images/1184657652023996416/gyYUFyVP_normal.jpg",FALSE,"DominiqueNYC",FALSE,76,0,0,0,0,14340,12075,59039,33,NA,"WasNYC nowFL","1060046055725776896",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"71","@BN9 @jrzygirlinfla Meanwhile no shelters have been opened for this evacuation. 
Where are people supposed to go?",2021-04-04 06:28:06,"22313603","1378595213934006274","en",FALSE,"everyone","1378466765248868353","2009-03-01T00:25:39.000Z","Dominique✨🌻🇺🇦 #IStandWithUkraine","Artist, Photographer, Editor, History buff #RatifyERA #CodifyRoeVWade #Resistance #LGBTQ+ ally,🌊 #NoConCon #GunControlNow #BLM","https://pbs.twimg.com/profile_images/1184657652023996416/gyYUFyVP_normal.jpg",FALSE,"DominiqueNYC",FALSE,1,0,5,0,0,14339,12077,59039,33,"17308428","WasNYC nowFL","1060046055725776896",NA,NA,NA
"72","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 08:47:44,"130349411","1378630353703800832","en",FALSE,"everyone","1378630353703800832","2010-04-07T01:46:07.000Z","Irene Goltry 🪐💜","Animal lover,Art,Music Movies and Good Food. Lists=Blocked. Bots,Trolls,Trumpers=Blocked .z https://t.co/RWWiYY1SiZ","https://pbs.twimg.com/profile_images/1442454083793784835/SMtjD1Mb_normal.jpg",FALSE,"reneeg1147",FALSE,76,0,0,0,0,1985,3498,285854,6,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"73","@Nicole136991823 @ViViL88841637 @mushinghuskies @BN9 @RogueCitizenOne Hello, I’m a reporter for Bay News 9 and I heard you are offering space for farmers to put their livestock. What’s the best way to reach you? Thanks",2021-04-04 10:51:31,"826868919671611392","1378661502987689986","en",FALSE,"everyone","1378466765248868353","2017-02-01T19:04:47.000Z","Ashonti Ford TV","Tampa Bay @BN9 👩🏽‍💻 Reporter || San Francisco Gator 🐊Alumni || NABJ Member ✊🏽 EST. Miami 2012 || Gotta tip? Slide in the DM’s 📩","https://pbs.twimg.com/profile_images/1557155266063392769/HBBLDjIc_normal.jpg",TRUE,"AshontiFordBN9",FALSE,0,0,0,0,0,1522,465,2674,34,"1297394087780331520","Tampa, FL","1528354309859119104","https://t.co/ez9PYEElKN",NA,"3f7a925ec706ea48"
"74","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 12:11:07,"817465854787014657","1378681535650467841","en",FALSE,"everyone","1378681535650467841","2017-01-06T20:20:22.000Z","Mary G","","https://pbs.twimg.com/profile_images/1082117047201525763/h8qy_Ux6_normal.jpg",FALSE,"MaryGoldswothy",FALSE,76,0,0,0,0,10,72,50,0,NA,"Florida, USA",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"75","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 12:21:34,"1863340376","1378684164946427909","en",FALSE,"everyone","1378684164946427909","2013-09-14T10:08:44.000Z","MVPKate","I travel and I concert, sometimes travel so I can concert 🛫🎶","https://pbs.twimg.com/profile_images/1193550963648409603/5EErhCSR_normal.jpg",FALSE,"katherineitro",FALSE,76,0,0,0,0,999,1576,22806,1,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"76","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-04 12:34:47,"1025951419784994816","1378687491641909250","en",FALSE,"everyone","1378687491641909250","2018-08-05T03:47:34.000Z","Carolini","I am a day dreamer and a night thinker 🤷‍♀️","https://pbs.twimg.com/profile_images/1388288375912902660/dKatplBG_normal.jpg",FALSE,"Caroline__MOME",FALSE,76,0,0,0,0,16,72,5494,0,NA,"somewhere",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
