"","text","author_id","id","possibly_sensitive","created_at.x","conversation_id","reply_settings","lang","name","location","username","profile_image_url","protected","url","verified","created_at.y","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"76","Red tide is confirmed off the Pinellas Gulf coast - WUSF . https   apple news AF6Fn9DtpRSagRDHxE3bduA","829414048928235520","1847888084324499810",FALSE,2024-10-20 06:30:26,"1847888084324499810","everyone","en","norman rica",NA,"waketfuamerica","https://pbs.twimg.com/profile_images/841171464740986881/JpY9DSoR_normal.jpg",FALSE,NA,FALSE,"2017-02-08T19:38:13.000Z","🌈✡️🇬🇧🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿Resister. Repubs no longer exist,they are the Reprobate Party. SUPPORT UKRAINE. END putin. Gay Dem Always","921881801290846208",0,0,0,0,0,16,NA,4066,4290,204609,10,12153,"Red tide is confirmed off the Pinellas Gulf coast - WUSF https://t.co/DwlL18JQkT",NA,FALSE
"77","RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","1841150270505472003","1847680925301178753",FALSE,2024-10-19 16:47:15,"1847680925301178753","everyone","en","Elizabeth","Laverne oklahoma","Elizabethw36605","https://pbs.twimg.com/profile_images/1842648527203168256/h3JLk2bl_normal.jpg",FALSE,NA,FALSE,"2024-10-01T16:17:05.000Z","#FIGHT FIGHT FIGHT as if your life depended on it! Because it does! #TRUMP IS CIC ....Trump Won!  Lost my BIG ACCOUNT! But i am back! Survivor of Domestic Abuse","1844394637215268907",8,0,0,0,0,0,NA,221,347,8699,0,6163,"RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"78","Red tide is confirmed off the Pinellas Gulf coast - WUSF -  #GoogleAlerts. https   www wusf org environment 2024 10 19 red tide is confirmed off the pinellas gulf coast","534263140","1847677433555698172",FALSE,2024-10-19 16:33:23,"1847677433555698172","everyone","en","Florida Issues",NA,"FloridaIssues","https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",FALSE,NA,FALSE,"2012-03-23T12:49:26.000Z","",NA,0,0,1,0,0,26,NA,1104,11,159040,37,1349,"Red tide is confirmed off the Pinellas Gulf coast - WUSF - https://t.co/YuPGvOS8cw #GoogleAlerts",NA,FALSE
"79","Red tide is confirmed off the Pinellas Gulf coast . https   www wusf org environment 2024 10 19 red tide is confirmed off the pinellas gulf coast","62639747","1847675004697129173",FALSE,2024-10-19 16:23:43,"1847675004697129173","everyone","en","David Mawby","Florida, USA","dmawby","https://pbs.twimg.com/profile_images/977920354315329536/ssC-J9Yw_normal.jpg",FALSE,NA,FALSE,"2009-08-03T22:27:19.000Z","",NA,0,0,1,0,0,7,NA,3340,2018,67012,11,42572,"Red tide is confirmed off the Pinellas Gulf coast https://t.co/lfh5jmPgQ6",NA,FALSE
"80","RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","1698651847962038272","1847002212616290308",FALSE,2024-10-17 19:50:17,"1847002212616290308","everyone","en","Zs&Lieder2follow","Earth","GI1TIS","https://pbs.twimg.com/profile_images/1718535205466558464/wxQawa3t_normal.jpg",FALSE,"https://t.co/FqniI9GFW6",FALSE,"2023-09-04T10:59:25.000Z","In the end, the only thing that will matter is LOVE.
Truth, the whole truth, and nothing but the truth
Give me liberty or give me death.","1707022686956732890",8,0,0,0,0,0,NA,670,283,57920,1,112671,"RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"81","RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","34189297","1846995038729031978",FALSE,2024-10-17 19:21:47,"1846995038729031978","everyone","en","Josh","Middle Georgia","thegreydog","https://pbs.twimg.com/profile_images/1697279609287458816/0vk-LpuO_normal.jpg",FALSE,NA,FALSE,"2009-04-22T04:56:28.000Z","",NA,8,0,0,0,0,0,NA,839,425,18318,3,69751,"RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"82","RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","1626138412129419264","1846993024016162942",FALSE,2024-10-17 19:13:47,"1846993024016162942","everyone","en","Ryszard Wit","Clermont, FL","RyszardWit1","https://pbs.twimg.com/profile_images/1745943512351121408/-wCwASUD_normal.jpg",FALSE,NA,FALSE,"2023-02-16T08:37:50.000Z","Navy Hospital Corpsman veteran.  Unwavering Trump supporter since D1. Big difference between Awakened and Woke. ⛔️bots ⛔️ porn⛔️ DM.
#TrumpAManiacs
#Trumpalites","1739160341114650745",8,0,0,0,0,0,NA,4055,4104,55847,2,269088,"RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"83","RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","1841150270505472003","1846990401632125393",FALSE,2024-10-17 19:03:21,"1846990401632125393","everyone","en","Elizabeth","Laverne oklahoma","Elizabethw36605","https://pbs.twimg.com/profile_images/1842648527203168256/h3JLk2bl_normal.jpg",FALSE,NA,FALSE,"2024-10-01T16:17:05.000Z","#FIGHT FIGHT FIGHT as if your life depended on it! Because it does! #TRUMP IS CIC ....Trump Won!  Lost my BIG ACCOUNT! But i am back! Survivor of Domestic Abuse","1844394637215268907",8,0,0,0,0,0,NA,221,347,8699,0,6163,"RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"84","@ZT_Followers It seems a bit unclear (no surprise there). Earth will have achieved its STO percentage goal and could shift to fourth density. Post PS, billions of STO and undecided souls would be awaiting reincarnation. Consider short-gestation hybrids as vessels for further soul enrichment.","466813730","1846989298219769930",FALSE,2024-10-17 18:58:58,"1846953373406581071","everyone","en","Robert Graham",NA,"GrahamRobertO","https://pbs.twimg.com/profile_images/578653990121963520/-KrOLyIq_normal.jpeg",FALSE,NA,FALSE,"2012-01-17T20:32:43.000Z","",NA,0,0,2,0,0,27,NA,449,63,3715,0,25828,NA,"1019063563376381952",TRUE
"85","RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","1657260472822005760","1846980272681898384",FALSE,2024-10-17 18:23:06,"1846980272681898384","everyone","en","Kendra Ballard","Bow, wa","WWG1WGAWA","https://pbs.twimg.com/profile_images/1657269923402625028/jepbZUaT_normal.jpg",FALSE,NA,FALSE,"2023-05-13T05:44:44.000Z","Servant of my Lord & Savior, Jesus Christ ~a humbled blessing to be a Felia Dei (daughter of God) Hallelujah               Amem 🐸💜🕊🕯✝️🧩",NA,8,0,0,0,0,0,NA,442,383,3795,0,3371,"RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"86","There will be REBIRTH after the Poleshift

👉for survivors with the right mindset

More... 
Survivors, a Matter of Mindset 
https://t.co/L33v6ta70D","1019063563376381952","1846980051490980052",FALSE,2024-10-17 18:22:14,"1846953373406581071","everyone","en","ZetaTalk Followers: Watch X, Planet X, aka Nibiru","Planet Earth & Zeta Reticluli","ZT_Followers","https://pbs.twimg.com/profile_images/1599605425871024129/mcGnW_vM_normal.jpg",FALSE,"https://t.co/zYYwKSX4JL",FALSE,"2018-07-17T03:37:41.000Z","URGENT information on surviving Nibiru, aka Planet X, and the pending Pole Shift. https://t.co/LlDieSRfbF; https://t.co/vUWd2uqE24; DISCLOSURE+ANNOUNCEMENT SOON!","1805628193841594788",5,1,15,0,0,667,NA,30915,36,18153,96,22240,NA,"1019063563376381952",TRUE
"87","RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","1767162142879367168","1846960709923754356",FALSE,2024-10-17 17:05:22,"1846960709923754356","everyone","en","Humanitarian",NA,"Angela5559T","https://pbs.twimg.com/profile_images/1829149893300039681/90xCZZHa_normal.jpg",FALSE,NA,FALSE,"2024-03-11T12:14:54.000Z","collective conscience, awakening, futuristic.","1834314072965157100",8,0,0,0,0,0,NA,404,214,24903,0,10412,"RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"88","RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","1675134029157244928","1846956157849543079",FALSE,2024-10-17 16:47:17,"1846956157849543079","everyone","en","a kuria matte (38414138)","God's TIMELINE","akuriamatte","https://pbs.twimg.com/profile_images/1772645341705236480/lLI5iMHY_normal.jpg",FALSE,NA,FALSE,"2023-07-01T13:27:56.000Z","",NA,8,0,0,0,0,0,NA,156,62,11163,0,6860,"RT @ZT_Followers: Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"89","IRON-OXIDE DUST
FEEDS ALGAE BLOOMS
WHICH FEED FISH AND WHALES 

The surge in Sargassum in 2019 allowed the Humpback whale to make a comeback. What does this have to do with Nibiru, a proof of Nibiru? The red dust in the tail of Nibiru allowed the Sargassum to bloom. A long… https://t.co/eKjXYFxY7Z https://t.co/cj2u0ittVb","1019063563376381952","1846955096309223724",FALSE,2024-10-17 16:43:04,"1846953373406581071","everyone","en","ZetaTalk Followers: Watch X, Planet X, aka Nibiru","Planet Earth & Zeta Reticluli","ZT_Followers","https://pbs.twimg.com/profile_images/1599605425871024129/mcGnW_vM_normal.jpg",FALSE,"https://t.co/zYYwKSX4JL",FALSE,"2018-07-17T03:37:41.000Z","URGENT information on surviving Nibiru, aka Planet X, and the pending Pole Shift. https://t.co/LlDieSRfbF; https://t.co/vUWd2uqE24; DISCLOSURE+ANNOUNCEMENT SOON!","1805628193841594788",8,1,15,0,1,994,NA,30915,36,18153,96,22240,NA,"1019063563376381952",TRUE
"90","Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 



ZetaTalk Comment…  . https   coastalscience noaa gov science areas habs hab forecasts gulf of mexico florida satellite imagery. https   x com i web status 1846953373406581071. https   x com ZT_Followers status 1846953373406581071 photo 1","1019063563376381952","1846953373406581071",FALSE,2024-10-17 16:36:13,"1846953373406581071","everyone","en","ZetaTalk Followers: Watch X, Planet X, aka Nibiru","Planet Earth & Zeta Reticluli","ZT_Followers","https://pbs.twimg.com/profile_images/1599605425871024129/mcGnW_vM_normal.jpg",FALSE,"https://t.co/zYYwKSX4JL",FALSE,"2018-07-17T03:37:41.000Z","URGENT information on surviving Nibiru, aka Planet X, and the pending Pole Shift. https://t.co/LlDieSRfbF; https://t.co/vUWd2uqE24; DISCLOSURE+ANNOUNCEMENT SOON!","1805628193841594788",8,1,16,0,0,1185,NA,30915,36,18153,96,22240,"Massive algae blooms have erupted off the Gulf Coast of Florida.

Water samples from 10-09-2024 to 10-16-2024 detected Karenia brevis, red tide, along the coast at levels unlikely to cause respiratory irritation in Pinellas county. 

https://t.co/7Lw6CA0nxd

ZetaTalk Comment… https://t.co/U6dEJ4IIKF https://t.co/IpmMdj3eJe",NA,FALSE
"91","RT @FloridaPoison: A potential red tide bloom exploded in size and intensity off Florida’s coast, from Clearwater to Venice, and it could impact Southwest Florida @NOAA says. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. . https   winknews com 2024 10 16 experts warn of potential red tide heading toward southwest florida","1792457218513620992","1846940709355422149",FALSE,2024-10-17 15:45:54,"1846940709355422149","everyone","en","Marie",NA,"MarieSpaceEX3","https://pbs.twimg.com/profile_images/1809634623623712769/qlbLT8x4_normal.jpg",FALSE,NA,FALSE,"2024-05-20T07:28:16.000Z","","1848198019646140538",1,0,0,0,0,0,NA,520,2,43622,0,39986,"RT @FloridaPoison: A potential red tide bloom exploded in size and intensity off Florida’s coast, from Clearwater to Venice, and it could impact Southwest Florida @NOAA says. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. https://t.co/0d0yeuQXos",NA,FALSE
"92","A potential red tide bloom exploded in size and intensity off Florida’s coast, from Clearwater to Venice, and it could impact Southwest Florida @NOAA says. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. . https   winknews com 2024 10 16 experts warn of potential red tide heading toward southwest florida","236390420","1846929914131632508",FALSE,2024-10-17 15:03:00,"1846929914131632508","everyone","en","FL Poison Control","Florida, USA","FloridaPoison","https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg",FALSE,"https://t.co/JPynmUPoh3",FALSE,"2011-01-10T13:44:51.000Z","Florida's Poison Control Centers provide free, confidential help with poisoning emergencies 24/7/365 @ 1-800-222-1222. RTs/follows/favorites ≠ endorsement",NA,1,0,1,0,1,75,NA,1214,429,10087,21,2582,"A potential red tide bloom exploded in size and intensity off Florida’s coast, from Clearwater to Venice, and it could impact Southwest Florida @NOAA says. Red tide can cause breathing difficulty in people and pets. #Poison Help 1-800-222-1222. https://t.co/0d0yeuQXos",NA,FALSE
"93","After Helene, as coastal residents were on the beaches clearing debris, red tide was found offshore. We wrote about it here: 
. https   www tampabay com hurricane 2024 10 02 red tide pinellas county hurricane helene cleanup toxic algae","1239172640","1846907440006054276",FALSE,2024-10-17 13:33:42,"1846905881675620638","everyone","en","Max Chesnes","St Petersburg, FL","MaxChesnes","https://pbs.twimg.com/profile_images/1695974368440893440/9BPsXEmW_normal.jpg",FALSE,"https://t.co/XqBqJqqUrm",FALSE,"2013-03-03T15:29:18.000Z","Climate & environment reporter @TB_Times. Past: @tcpenvironment💧 Fmr. @ColumbiaUEnergy Fellow. @UFJSchool alum. Drone pilot. #ReadLocal","1826298467725250859",0,0,2,0,0,202,NA,9624,3589,12913,178,46011,"After Helene, as coastal residents were on the beaches clearing debris, red tide was found offshore. We wrote about it here: 
https://t.co/elTeZTdmKN","1239172640",FALSE
"94","The red tide organism, Karenia brevis, was detected in 28 samples from Southwest Florida over the past week. Bloom concentrations (&gt;100,000 cells/liter) were present in three samples collected in and offshore of Pinellas County.. ","1772707038767783936","1846819061952303613",FALSE,2024-10-17 07:42:31,"1846819061952303613","everyone","en","Jessica♀ (Fortune-Holland)","Artist","unicornpoop881","https://pbs.twimg.com/profile_images/1829335807154356226/TNd91zcO_normal.jpg",FALSE,NA,FALSE,"2024-03-26T19:28:17.000Z","Super basic 
🫶🏼🫧🪩🩷
multi dimensional art and engineering-Lykke (happy)","1829377340394115262",0,0,0,0,0,16,NA,0,8,868,0,329,"The red tide organism, Karenia brevis, was detected in 28 samples from Southwest Florida over the past week. Bloom concentrations (&gt;100,000 cells/liter) were present in three samples collected in and offshore of Pinellas County.",NA,FALSE
"95","@tbdnonymous @SheaGibsonWx It's prob both. I imagine you would sample the temp levels, levels of nitrogen compounds found naturally via the cool waters vs samples that are commonly synthetic and compare it to previous data. Pinellas has a red tide map but it isnt great 1/. ","1649856095379152900","1846759676311961760",FALSE,2024-10-17 03:46:32,"1846559450255298716","everyone","en","Floridaman Fella 🇺🇸🇺🇦🇪🇺","Temporarily Occupied Moscow","PatriotKisses","https://pbs.twimg.com/profile_images/1829806886868160512/jG5uoO7R_normal.jpg",FALSE,"https://t.co/g18PnUbyu4",FALSE,"2023-04-22T19:22:18.000Z","Master list for ""Ukrainian Humanitarian Org"" link below

https://t.co/NljqZMSjIo","1782817969136939266",0,1,1,0,0,83,NA,4526,7502,83301,17,85053,"@tbdnonymous @SheaGibsonWx It's prob both. I imagine you would sample the temp levels, levels of nitrogen compounds found naturally via the cool waters vs samples that are commonly synthetic and compare it to previous data. Pinellas has a red tide map but it isnt great 1/","376775407",FALSE
"96","RT @10TampaBay: ARE THE HURRICANES TO BLAME? 🐟 The latest red tide report found some concentration of red tide in parts of Pinellas and Sarasota counties.  . https   www wtsp com article weather hurricane hurricane milton could hurricane milton cause red tide 67 c209c991 b699 4eea a09b 316e0c07a3b6. https   x com 10TampaBay status 1846147778864439331 photo 1","1419990906300739584","1846151339765604494",FALSE,2024-10-15 11:29:13,"1846151339765604494","everyone","en","SirLoinofBeef",NA,"sir_loinof","https://pbs.twimg.com/profile_images/1420924512011436032/3VAwqXfq_normal.jpg",FALSE,NA,FALSE,"2021-07-27T12:00:04.000Z","Big lovable Fuzzball",NA,1,0,0,0,0,0,NA,4936,4850,153707,6,331333,"RT @10TampaBay: ARE THE HURRICANES TO BLAME? 🐟 The latest red tide report found some concentration of red tide in parts of Pinellas and Sarasota counties. https://t.co/GRH8PRLEKg https://t.co/H6fDVCWknD",NA,FALSE
"97","@10TampaBay A few years ago they said tropical storms/ hurricanes would break it up.","55287465","1846150064080584751",FALSE,2024-10-15 11:24:09,"1846147778864439331","everyone","en","Zac","Florida, USA","OlyZans","https://pbs.twimg.com/profile_images/1597331864670322689/DB-MzsPY_normal.jpg",FALSE,NA,FALSE,"2009-07-09T16:43:30.000Z","","1598099052331008000",0,0,1,0,0,11,NA,640,1023,11758,15,21723,NA,"16743886",TRUE
"98","@Comsen21 @10TampaBay Thanks for your manure.","1372917674024574981","1846149637364650055",FALSE,2024-10-15 11:22:28,"1846147778864439331","everyone","en","GoldenDaiger","Florida, USA","GoldenDaiger","https://pbs.twimg.com/profile_images/1766548135004770304/MyCE6l0v_normal.jpg",FALSE,NA,FALSE,"2021-03-19T14:29:19.000Z","💙#KamalaHarris2024 🇺🇸 #UkraineVictory 🇺🇦 Please donate to https://t.co/9kTFFMiipu CALL ☎️ your elected officials.","1842570494136234297",0,0,0,0,0,6,NA,3341,5197,22813,6,44776,NA,"1148903791867113472",TRUE
"99","@10TampaBay Red tide has been occurring in Florida for thousands of years but the news media and Democrats will blame Republicans when there’s an election. Funny that Democrats are never to blame for red tide and fertilizer restrictions don’t seem to have an impact.","1148903791867113472","1846148707311358222",FALSE,2024-10-15 11:18:46,"1846147778864439331","everyone","en","Comsen",NA,"Comsen21","https://pbs.twimg.com/profile_images/1148908827233984512/XB2OJEbA_normal.jpg",FALSE,NA,FALSE,"2019-07-10T10:36:24.000Z","",NA,0,1,2,0,0,21,NA,257,438,15393,0,82043,NA,"16743886",TRUE
"100","ARE THE HURRICANES TO BLAME? 🐟 The latest red tide report found some concentration of red tide in parts of Pinellas and Sarasota counties.  . https   www wtsp com article weather hurricane hurricane milton could hurricane milton cause red tide 67 c209c991 b699 4eea a09b 316e0c07a3b6. https   x com 10TampaBay status 1846147778864439331 photo 1","16743886","1846147778864439331",FALSE,2024-10-15 11:15:04,"1846147778864439331","everyone","en","10 Tampa Bay","Tampa, Florida","10TampaBay","https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",FALSE,"https://t.co/03GOJMGFWV",FALSE,"2008-10-14T19:14:27.000Z","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay",NA,1,2,8,1,0,1335,NA,201914,11563,329776,1783,10565,"ARE THE HURRICANES TO BLAME? 🐟 The latest red tide report found some concentration of red tide in parts of Pinellas and Sarasota counties. https://t.co/GRH8PRLEKg https://t.co/H6fDVCWknD",NA,FALSE
"101","@WFLA DeSantis didn’t do shit about Piney Point and made Pinellas suffer from Red Tide from April to October. In fact, the BILLION he’s refused from Biden’s infrastructure bill was supposed to help with these toxic sites, but DeSantis is proud he’s made us number ONE for toxic water!. ","1093263310236123144","1844129217006666016",FALSE,2024-10-09 21:34:02,"1844126011354644705","everyone","en","barely a spec 🏳️‍🌈",NA,"barely_a_spec","https://pbs.twimg.com/profile_images/1229945979538989057/UbSXe9J0_normal.jpg",FALSE,NA,FALSE,"2019-02-06T21:40:59.000Z","lesbian ~ Black Lives Matter ~ Trans Rights Are Human Rights ~ I used to be funny before the world started ending ~ she/her","1636180835136069634",0,0,1,0,0,87,NA,1166,992,136701,6,382059,"@WFLA DeSantis didn’t do shit about Piney Point and made Pinellas suffer from Red Tide from April to October. In fact, the BILLION he’s refused from Biden’s infrastructure bill was supposed to help with these toxic sites, but DeSantis is proud he’s made us number ONE for toxic water!","23820899",FALSE
"102","RT @JAMESBA44867661: @IAmPoliticsGirl For non-Floridians, Piney Point has been a problem in the past and is now right in the path. Pinellas County is probably in for another Red Tide.

. https   www heraldtribune com story news local manatee 2024 07 09 piney point spill the latest on the florida environmental disaster 74337538007","592499892","1844113147952763097",FALSE,2024-10-09 20:30:11,"1844113147952763097","everyone","en","@gri61","New Jersey, USA","Gri1161","https://pbs.twimg.com/profile_images/700023916383887360/ZUUDlhBH_normal.jpg",FALSE,NA,FALSE,"2012-05-28T04:53:53.000Z","",NA,2,0,0,0,0,0,NA,1793,1170,640103,2,740573,"RT @JAMESBA44867661: @IAmPoliticsGirl For non-Floridians, Piney Point has been a problem in the past and is now right in the path. Pinellas County is probably in for another Red Tide.

https://t.co/GFWhRbeyAW",NA,FALSE
"103","RT @JAMESBA44867661: @IAmPoliticsGirl For non-Floridians, Piney Point has been a problem in the past and is now right in the path. Pinellas County is probably in for another Red Tide.

. https   www heraldtribune com story news local manatee 2024 07 09 piney point spill the latest on the florida environmental disaster 74337538007","276205710","1844079602903417035",FALSE,2024-10-09 18:16:53,"1844079602903417035","everyone","en","Mark","Cancun","markdmatta","https://pbs.twimg.com/profile_images/659443456792616960/wod2sdWC_normal.jpg",FALSE,NA,FALSE,"2011-04-02T21:51:21.000Z","Entrepreneur, U.S. Army Combat Veteran, lover of the marketing world, world traveler, family first.",NA,2,0,0,0,0,0,NA,396,1389,24058,38,23060,"RT @JAMESBA44867661: @IAmPoliticsGirl For non-Floridians, Piney Point has been a problem in the past and is now right in the path. Pinellas County is probably in for another Red Tide.

https://t.co/GFWhRbeyAW",NA,FALSE
"104","@IAmPoliticsGirl For non-Floridians, Piney Point has been a problem in the past and is now right in the path. Pinellas County is probably in for another Red Tide.

. https   www heraldtribune com story news local manatee 2024 07 09 piney point spill the latest on the florida environmental disaster 74337538007","1352048330038255616","1844051322041160133",FALSE,2024-10-09 16:24:30,"1844038254796189974","everyone","en","Jim Banks","St Petersburg, FL","JAMESBA44867661","https://pbs.twimg.com/profile_images/1366536783266263040/rjrBfI7s_normal.jpg",FALSE,NA,FALSE,"2021-01-21T00:20:26.000Z","22 year US Air Force vet
Damn Yankee living in blue Florida",NA,2,0,6,0,0,246,NA,503,638,6076,2,8783,"@IAmPoliticsGirl For non-Floridians, Piney Point has been a problem in the past and is now right in the path. Pinellas County is probably in for another Red Tide.

https://t.co/GFWhRbeyAW","3827830753",FALSE
