"","text","id","reply_settings","created_at.x","lang","possibly_sensitive","in_reply_to_user_id","conversation_id","author_id","location","username","url","name","created_at.y","verified","pinned_tweet_id","profile_image_url","description","protected","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"94","@alanna_massey Hey Alanna, did you take this yourself or is this Nat Geo's?","1027234212322127872","everyone",2018-08-08 16:44:55,"en",FALSE,"494530487","1027233128157462528","801411938",NA,"murphy","https://t.co/Li5LY6lGDW","Paul P. Murphy","2012-09-03T23:17:08.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/689631462723862528/Vp2ELW-h_normal.jpg","I report for @CNN | I love the @RedSox | E-mail: paul.p.murphy@cnn.com",FALSE,NA,0,1,1,0,0,2925,5597,8020,18
"95","@alanna_massey @NatGeo Wow, this is crazy to see. The impacts are so stark.","1027235228455264259","everyone",2018-08-08 16:48:58,"en",FALSE,"494530487","1027233128157462528","3235437439","Washington, DC","WeiPoints","https://t.co/eWcn7Bevov","Maya Wei-Haas, Ph.D.","2015-06-03T20:13:20.000Z",TRUE,"1580933396498632706","https://pbs.twimg.com/profile_images/895345833524301828/zViIYHf-_normal.jpg","Science writer | Lover of rocks and rxns | Former @NatGeo @SmithsonianMag @AAASMassMedia | Instagram: @mayaweihaas | mweihaas@gmail.com",FALSE,NA,0,1,1,0,0,7178,1910,6319,147
"96","@murphy_paulp I took this!","1027236596129640448","everyone",2018-08-08 16:54:24,"en",FALSE,"801411938","1027233128157462528","494530487","Arizona","alanna_massey",NA,"Alanna Massey","2012-02-17T00:31:25.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1145782478759587840/_hwOGEyU_normal.jpg","Public Relations",FALSE,"008338532a26abed",0,1,0,0,0,1037,845,3035,18
"97","@WeiPoints @NatGeo It’s devastating. Thank you for taking time to shed light on the situation.","1027237075135938561","everyone",2018-08-08 16:56:18,"en",FALSE,"3235437439","1027233128157462528","494530487","Arizona","alanna_massey",NA,"Alanna Massey","2012-02-17T00:31:25.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1145782478759587840/_hwOGEyU_normal.jpg","Public Relations",FALSE,"008338532a26abed",0,0,0,0,0,1037,845,3035,18
"98","@alanna_massey Could CNN/affiliates use it on our platforms with credit to you?","1027238097166188545","everyone",2018-08-08 17:00:22,"en",FALSE,"494530487","1027233128157462528","801411938",NA,"murphy","https://t.co/Li5LY6lGDW","Paul P. Murphy","2012-09-03T23:17:08.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/689631462723862528/Vp2ELW-h_normal.jpg","I report for @CNN | I love the @RedSox | E-mail: paul.p.murphy@cnn.com",FALSE,NA,0,1,1,0,0,2925,5597,8020,18
"99","@murphy_paulp Absolutely!","1027239358636716033","everyone",2018-08-08 17:05:22,"en",FALSE,"801411938","1027233128157462528","494530487","Arizona","alanna_massey",NA,"Alanna Massey","2012-02-17T00:31:25.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1145782478759587840/_hwOGEyU_normal.jpg","Public Relations",FALSE,"008338532a26abed",0,0,0,0,0,1037,845,3035,18
"100","The water may be clearer off Anna Maria Island. But #redtide can leave you coughing, the latest from @saranealeigh, @tompkinscondie and myself. 
https://t.co/ZaKOCMBHlu","1027249948553891840","everyone",2018-08-08 17:47:27,"en",FALSE,NA,"1027249948553891840","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,1,0,2840,1467,31062,82
"101","🌞🌞🌞Ahhhhh....great news on the local #sarasota scene. The red tide that has affected sea life, the beaches and by extension many local business is practically gone.

Enjoy the white sandy… https://t.co/oMDzUFQNkN","1027252883589353473","everyone",2018-08-08 17:59:07,"en",FALSE,NA,"1027252883589353473","1463398009","Sarasota, FL","be24inspired","https://t.co/0ionrz5NsM","Joseph M'Mwirichia","2013-05-27T23:34:13.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1121959511860887558/NI-Np4qk_normal.png","Faith & Family first | Business Consultant | Sales and Marketing Strategist | Your Business Transformation Specialist!",FALSE,"0043956c6f41307f",0,0,1,0,0,793,1061,6593,97
"102","What chance do sea turtle hatchlings have against red tide on Anna Maria Island?, reports @SamPutterman.
https://t.co/sxgBvbZtDo","1027253936976216066","everyone",2018-08-08 18:03:18,"en",FALSE,"265559945","1027201708198436864","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,1,1,0,0,2840,1467,31062,82
"103","Better photo of the dead sea turtle hatchling I found today. I reported it to @MyFWC, who after collecting some details, asked that I bury the little guy. https://t.co/ZaKOCMBHlu https://t.co/LuzlMo5Wwr","1027254667271655425","everyone",2018-08-08 18:06:12,"en",FALSE,"265559945","1027201708198436864","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",1,1,0,0,0,2840,1467,31062,82
"104","@samdaman32215 @JDeleon1012 Here's the most recent story. It seems it is getting better and people are allowed to swim again. But it can hurt the lungs ... but hopefully it will be 100% by Sunday!
https://t.co/RnorSMywgl","1027257209820995585","everyone",2018-08-08 18:16:18,"en",FALSE,"760904763387019265","1027201708198436864","475239543",NA,"KellyELipp","https://t.co/k8wuiShiil","Kelly E. Lipp","2012-01-26T20:58:16.000Z",FALSE,"1212402518526959619","https://pbs.twimg.com/profile_images/1807067244/image_normal.jpg","What’s Plan B after McClatchy? Foster mom, book addict, family tree climber, bad TV watcher, napper. Ball State grad, Notre Dame glutton 4 punishment, ⚡️🏒💙",FALSE,NA,0,1,0,0,0,880,1085,36233,41
"105","#redtide is alive and well at Holmes beach. Plenty of dead fish washing up respitpry issues apparent for people in the area. #RedTide #AnnaMariaIsland","1027388550415876096","everyone",2018-08-09 02:58:13,"en",FALSE,NA,"1027388550415876096","437720442","Palm Harbor, FL","B_House_R",NA,"Brad Houser","2011-12-15T19:11:30.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1591932474489245696/h2YEL1gU_normal.jpg","Triple Bogey Allstar",FALSE,"19e150d848908604",0,0,1,0,0,130,524,2611,2
"106","RED TIDE: Short video from this afternoonMs helicopter ride over the Manatee acounty red tide bloom. Locations were Anna Maria Island and Longboat Key. #RedTide #ManateeCounty https://t.co/4PTVsCcJxr","1027391474089029632","everyone",2018-08-09 03:09:50,"en",FALSE,NA,"1027391474089029632","21992035","⚓ Cumberland, RI ","ReadCarlos","https://t.co/XWTXNo6tNp","Carlos R. Munoz 📰","2009-02-26T08:55:50.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",FALSE,"3c2aec1245cb0d0c",10,1,12,1,0,3375,1856,40379,97
"107","@ReadCarlos can you smell it at altitude?","1027392078672785408","everyone",2018-08-09 03:12:14,"en",FALSE,"21992035","1027391474089029632","751811102175064065","Florida, USA","calusawater",NA,"Calusa Waterkeeper","2016-07-09T16:11:49.000Z",FALSE,"1583643632804188160","https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg","Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater",FALSE,NA,0,1,0,0,0,2251,4966,44629,71
"108","@calusawater We discussed it after and the five people aboard the helicopter said they did not notice.","1027430216606654464","everyone",2018-08-09 05:43:47,"en",FALSE,"751811102175064065","1027391474089029632","21992035","⚓ Cumberland, RI ","ReadCarlos","https://t.co/XWTXNo6tNp","Carlos R. Munoz 📰","2009-02-26T08:55:50.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",FALSE,"7f6bf29133462d29",0,0,0,0,0,3375,1856,40381,97
"109","Today’s @bradentonherald Page 1: @saranealeigh &amp; @JDeleon1012 on #redtide assault on #annamariaisland &amp; @Jason__Dill on the latest problem with @BradenRiverFB #ReadLocal at https://t.co/yh6lSLqACX https://t.co/6W1QESxt3v","1027496681485611008","everyone",2018-08-09 10:07:53,"en",FALSE,NA,"1027496681485611008","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,3,0,0,3163,1917,76767,119
"110","ICYMI: Our coverage from yesterday of #redtide on Anna Maria Island, with @saranealeigh and @tompkinscondie. 
https://t.co/ZaKOCMBHlu","1027543131561099264","everyone",2018-08-09 13:12:28,"en",FALSE,NA,"1027543131561099264","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",1,1,0,0,0,2840,1467,31062,82
"111","Follow @saranealeigh this morning as she heads out there bring us the latest smelly truth.","1027543363590004736","everyone",2018-08-09 13:13:23,"en",FALSE,"265559945","1027543131561099264","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"112","I don’t fully understand the mechanics of #redtide but can’t accept that global warming &amp; poor water management aren’t contributing factors. https://t.co/Y6UyLf0kzf","1027553767829450756","everyone",2018-08-09 13:54:43,"en",FALSE,NA,"1027553767829450756","28243008","London","marie_cavanagh",NA,"marie cavanagh","2009-04-02T00:59:04.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1404092878826135555/lcfd37Eb_normal.jpg","Coffee & karaoke enthusiast. Working on climate change & net zero.",FALSE,"008338532a26abed",0,3,0,0,0,166,113,1716,2
"113","@marie_cavanagh 😢","1027554097636016128","everyone",2018-08-09 13:56:02,"und",FALSE,"28243008","1027553767829450756","351505147","Melbourne, Victoria","JessCarps",NA,"Jess Carpenter","2011-08-09T10:20:12.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1215486420288065536/rKpN7ZZP_normal.jpg","Speechie. she/her. Northern lass living in Melbourne 🇦🇺 Views are my own ❤️",FALSE,NA,0,1,0,0,0,1039,1146,5417,19
"114","@marie_cavanagh Omg 😰","1027576776636227585","everyone",2018-08-09 15:26:09,"und",FALSE,"28243008","1027553767829450756","315848747","Manchester, UK","daisy_may_lord","https://t.co/nhYcVksMML","DML🌸","2011-06-12T15:03:02.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1573468127270141972/e8W7htcl_normal.jpg","Physio (Mental Health). Tweet opinion & sport. RT/like ≠ agreement. Support SAFC 🔴⚪️, @OldhamHockey Club Captain🦉, @Shawcricketclub Secretary 🟢🟡",FALSE,NA,0,1,0,0,0,2623,3316,92753,16
"115","@marie_cavanagh Do you think the purified Peace River &amp; Caloosahatchee have anything to do with it; when the river water runs green, we refer to that as purification?","1027592107916181504","everyone",2018-08-09 16:27:04,"en",FALSE,"28243008","1027553767829450756","888769659851481090","America","skip_truman",NA,"BYE, BYE; HARLEY-DAVIDSON !","2017-07-22T14:36:14.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/891272183179235328/B5wOP6zA_normal.jpg","Fighting for government managed health care for all Americans, equal rights for all Americans and equal protection under the law.",FALSE,NA,0,0,0,0,0,1315,1406,17439,6
"116","@daisy_may_lord it’s so sad, &amp; there’s been dolphins, manatees &amp; turtles too 💔 💔","1027602607530016774","everyone",2018-08-09 17:08:48,"en",FALSE,"315848747","1027553767829450756","28243008","London","marie_cavanagh",NA,"marie cavanagh","2009-04-02T00:59:04.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1404092878826135555/lcfd37Eb_normal.jpg","Coffee & karaoke enthusiast. Working on climate change & net zero.",FALSE,"4ec01c9dbc693497",0,0,0,0,0,166,113,1716,2
"117","@JessCarps so sad 💔💔","1027602979300487168","everyone",2018-08-09 17:10:16,"en",FALSE,"351505147","1027553767829450756","28243008","London","marie_cavanagh",NA,"marie cavanagh","2009-04-02T00:59:04.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1404092878826135555/lcfd37Eb_normal.jpg","Coffee & karaoke enthusiast. Working on climate change & net zero.",FALSE,"4ec01c9dbc693497",0,0,0,0,0,166,113,1716,2
"118","Happy Friday! Today’s @bradentonherald Page 1 is all #ReadLocal - @SamPutterman on an awful tragedy, @urbanmark2014 on local reaction to Russia election threat &amp; @saranealeigh on the latest on #RedTide Read more at https://t.co/yh6lSLqACX https://t.co/zZmZ0jqRxL","1027854908777811968","everyone",2018-08-10 09:51:21,"en",FALSE,NA,"1027854908777811968","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"008338532a26abed",1,0,1,0,0,3163,1917,76767,119
"119","Follow @saranealeigh and @tompkinscondie for today's latest updates on #redtide from #AnnaMariaIsland.","1027911261982547968","everyone",2018-08-10 13:35:17,"en",FALSE,"265559945","1027910996533407746","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"120","@samdaman32215 @JDeleon1012 Had to leave early on Thursday.  Beach was was covered with dead fish and many more floating in the water.  Water is dark.  It was even difficult to sit on balcony due to smell.","1027945430557122562","everyone",2018-08-10 15:51:03,"en",FALSE,"760904763387019265","1027201708198436864","134696426","Andover, NJ, USA","Svandmd",NA,"Svanderpaauw DMD 🌊🌊😷☮️🌻💔🦷👩🏻‍💼","2010-04-19T05:34:57.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/2456299618/image_normal.jpg","N.J. dentist #voteblue #strongertogether",FALSE,NA,0,0,0,0,0,1981,3102,18040,2
"121","My Gulf Coast beaches are empty. #RedTide #globalwarming @ Coquina Beach https://t.co/YHEjOtXMVZ","1027970819744509952","everyone",2018-08-10 17:31:56,"en",FALSE,NA,"1027970819744509952","100664185","Florida, USA","TalkingArts2",NA,"Paul T","2009-12-31T03:09:31.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/837524502439305216/ZjJNNQJu_normal.jpg","Exploring traditional and contemporary visual and performing arts, literature, and film of Africa and its Diaspora",FALSE,"224d8d4e6da92f36",0,0,0,0,0,249,991,1170,10
"122","Who crashed this couple’s dream wedding? Thousands of dead fish, video by @tompkinscondie. #Redtide would definitely have earned a bridezilla moment if you ask me. 
 https://t.co/gcTc5LBCkx","1027990765664911360","everyone",2018-08-10 18:51:12,"en",FALSE,"265559945","1027989970932383744","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"123","#RedTide on Holmes Beach, Anna Maria Island. @mysuncoast

Fb Live &gt;&gt; https://t.co/s0SIROajzF

Everything we have on red tide &gt;&gt; https://t.co/enOb28mlLd https://t.co/fwSf2raT3C","1027999159666790400","everyone",2018-08-10 19:24:33,"en",FALSE,NA,"1027999159666790400","979718637299929088","Sarasota, FL","SammiBPhoto","https://t.co/th63VYvcq2","Sammi Battista","2018-03-30T13:55:00.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1519121464666083330/ih5WLmNS_normal.jpg","📸 Absolutely adore capturing memories for others. See more work on the gram ⇩",FALSE,"19e150d848908604",3,0,8,0,0,221,154,584,2
"124","Hundreds of fish and eels washed up... #redtide #bradentonbeach #sad #fish @ Bradenton Beach, Florida https://t.co/iehFCvbNIM","1028005402208882688","everyone",2018-08-10 19:49:21,"en",FALSE,NA,"1028005402208882688","28719770","iPhone: 48.141220,7.704262","jasonmercurio",NA,"Jason Mercurio","2009-04-04T02:31:44.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1458790921043128326/RxByGl8J_normal.jpg","Here, There, Everywhere..🇺🇸🎸👨🏼‍🎤🌱 Rescue Cat Dad",FALSE,"224d8d4e6da92f36",0,0,0,0,0,735,1037,8297,25
"125","Eating dinner with Jocelyn and though the sunset was beautiful the Red Tide smell was not. #water #annamariaisland #sunset #seascape #photooftheday #gulf @ The Beach House Restaurant https://t.co/L544fko4aw","1028131976635719681","everyone",2018-08-11 04:12:19,"en",FALSE,NA,"1028131976635719681","41012109","Wisconsin","sportochick","https://t.co/yQi3rcHDOr","Sportochick","2009-05-19T00:34:19.000Z",FALSE,"1486189993341161472","https://pbs.twimg.com/profile_images/1380735682423971842/kvVCuX-D_normal.png","Freelance Costume Stitcher, AVID reader and book review blogger. I read A LOT! Give me a great book filled with emotional impact and I am your fan for life.",FALSE,"224d8d4e6da92f36",1,0,0,0,0,1156,1834,6100,56
"126","Here’s Saturday’s @bradentonherald Page 1 featuring another stellar report from @saranealeigh on the #RedTide mess on #AnnaMariaIsland &amp; @RBallogg on what some fishermen are doing about it Read more at https://t.co/yh6lSLqACX #ReadLocal https://t.co/gLKS1DMaXB","1028219230418821120","everyone",2018-08-11 09:59:02,"en",FALSE,NA,"1028219230418821120","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,1,1,0,0,3163,1917,76767,119
"127","The good news for @saranealeigh is she has got to go the beach every day this past week The bad news, there was #RedTide The good news for readers is that she, @JDeleon1012 &amp; @tompkinscondie were there to tell the story of the effects on AMI https://t.co/PqOhFJmwS8","1028219993635414018","everyone",2018-08-11 10:02:04,"en",FALSE,"349049976","1028219230418821120","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,1,0,0,3163,1917,76767,119
"128","#RedTide takes its toll on #AnnaMariaIsland #Florida https://t.co/zMfugzJaCr","1028241663087595520","everyone",2018-08-11 11:28:10,"en",FALSE,NA,"1028241663087595520","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"19e150d848908604",0,2,0,0,0,3163,1917,76767,119
"129","The smell of #redtide is definitely in the air at Cortez Beach Saturday morning. And yes I’m coughing https://t.co/sc1WwtlJNs","1028291333759356928","everyone",2018-08-11 14:45:33,"en",FALSE,NA,"1028291333759356928","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"07d9e8e8e5c83000",1,0,0,0,0,1382,1186,6520,30
"130","A pair of New Yorkers I spoke to said they would’ve cancelled their vacation plans if they had known #redtide was right across the street from their vacation housing. https://t.co/Q3rNUSvRDI","1028295673635057666","everyone",2018-08-11 15:02:48,"en",FALSE,NA,"1028295673635057666","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"07d9e8e8e5c83000",1,0,0,0,0,1382,1186,6520,30
"131","The water doesn’t seem to be washing in “fresh” dead fish but they’re still all over the place. #redtide https://t.co/Ns7rpiE5jt","1028298309985869825","everyone",2018-08-11 15:13:16,"en",FALSE,NA,"1028298309985869825","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"07d9e8e8e5c83000",3,0,1,0,0,1382,1186,6520,30
"132","Even greedy seagulls aren’t about this #redtide nonsense https://t.co/u7QZqG9Pv5","1028299984976982016","everyone",2018-08-11 15:19:55,"en",FALSE,NA,"1028299984976982016","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"07d9e8e8e5c83000",0,0,0,0,0,1382,1186,6520,30
"133","Definitely smells like red tide at the airport.   A nice welcome to Sarasota for the tourists.  #Florida","1028300487513260032","everyone",2018-08-11 15:21:55,"en",FALSE,NA,"1028300487513260032","144834495","Florida, USA, Planet Earth","RTShark",NA,"R","2010-05-17T12:32:50.000Z",FALSE,"748294506022313984","https://pbs.twimg.com/profile_images/1384690326921744388/VEutFQxt_normal.jpg","Old punker. I watch race cars, hockey and talk Hurricane football. I detail cars for fun.

Fuck racism. Fuck transphobia. Fuck homophobia.

Nazis can fuck off.",FALSE,"cc1dadd72eefd2f7",0,0,0,0,0,1149,1155,84188,60
"134","Dolphins are putting on a SHOW on the beach right now, despite #redtide on the shore. Gonna try to grab video now!","1028303717869740032","everyone",2018-08-11 15:34:45,"en",FALSE,NA,"1028303717869740032","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"224d8d4e6da92f36",0,0,0,0,0,1382,1186,6520,30
"135","Is it just my luck to miss the video opp of them leaping from the water because I was interviewing??? You bet it is 🙃 #RedTide https://t.co/H8Ddr6PLcq","1028305947091984385","everyone",2018-08-11 15:43:37,"en",FALSE,NA,"1028305947091984385","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"224d8d4e6da92f36",0,0,0,0,0,1382,1186,6520,30
"136","If you’re wondering why the parking lot at Manatee Public Beach is mostly empty, it’s because the smell of #redtide alone is enough to knock you out. 😷 Proceed with caution! https://t.co/wT0pSK5p1h","1028316126080577536","everyone",2018-08-11 16:24:04,"en",FALSE,NA,"1028316126080577536","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"07d9f111eb088000",2,0,1,0,0,1382,1186,6520,30
"137","Just as I was leaving Cortez, @ManateeGov workers made a pass to clean up the beach, making pretty significant improvements. #redtide https://t.co/g7ihyNrrA9","1028317529217880064","everyone",2018-08-11 16:29:38,"en",FALSE,NA,"1028317529217880064","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"07d9e8e8e5c83000",2,0,0,0,0,1382,1186,6520,30
"138","Here’s a look at the water at Manatee Public Beach on #AnnaMariaIsland. Definitely clearer than Cortez but still dark. Only a handful of visitors are in the water #redtide https://t.co/NicEhQD90i","1028319048306700288","everyone",2018-08-11 16:35:41,"en",FALSE,NA,"1028319048306700288","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"07d9f111eb088000",2,0,0,0,0,1382,1186,6520,30
