"","text","id","reply_settings","possibly_sensitive","created_at.x","lang","author_id","conversation_id","in_reply_to_user_id","created_at.y","name","username","location","description","protected","url","pinned_tweet_id","profile_image_url","verified","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"563","@WendyRa96451824 Here's the latest: https://t.co/n1xI4P6gaH","1029110002534043648","everyone",FALSE,2018-08-13 20:58:39,"en","349049976","1028718331115843586","1027936109869899777","2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,0,0,0,NA,3118,1913,76405,119,NA
"564","@WendyRa96451824 And this: https://t.co/gVKIbx3bVI","1029110111661371392","everyone",FALSE,2018-08-13 20:59:05,"en","349049976","1028718331115843586","1027936109869899777","2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,0,0,0,NA,3118,1913,76405,119,NA
"565","@jajones1 On #AnnaMariaIsland #redtide was an emergency about a week ago.. ","1029113520238018560","everyone",FALSE,2018-08-13 21:12:37,"en","349049976","1029104532440207365","23639653","2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,1,0,0,NA,3103,1910,76258,120,"@jajones1 On #AnnaMariaIsland #redtide was an emergency about a week ago."
"566","RT @HealthyManatee: Manatee County residents, @ManateeGov has a great #RedTide resource providing updates on current conditions and beach s…","1029127148873940992","everyone",FALSE,2018-08-13 22:06:47,"en","710552559040204801","1029127148873940992",NA,"2016-03-17T19:45:06.000Z","jennifer gonzales","WetDogsDesigns","SW Florida","“Shine like the whole universe is yours.” - Rumi",FALSE,NA,"1241110588274638849","https://pbs.twimg.com/profile_images/1301190736956870656/5v-j5XNf_normal.jpg",FALSE,5,0,0,0,0,NA,176,2387,5539,1,"Manatee County residents, @ManateeGov has a great #RedTide resource providing updates on current conditions and beach status reports. https://t.co/MyaiVCkV9l https://t.co/aHVA5w3UEa"
"567","RT @SKeelerTimes: You afraid of red tide coming to Tampa Bay beaches? Here's what we saw today on Anna Maria Island. All beaches open, peop…","1029140325506469888","everyone",FALSE,2018-08-13 22:59:08,"en","2468634641","1029140325506469888",NA,"2014-04-08T02:32:57.000Z","Lisa Mary Quirk 🥳👙👛👠👗","quirk_lisalisa","Sarasota Florida","I'm a bit of a Foodie, Passion for Retail, Fashionista, ❤️",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1316508884861956100/T2cwm9Za_normal.jpg",FALSE,40,0,0,0,0,NA,76,555,312,3,"You afraid of red tide coming to Tampa Bay beaches? Here's what we saw today on Anna Maria Island. All beaches open, people in water, north to south. No smell on Gulf side. Different story on inter coastal side. Thousands of dead fish floating and smelly.@TB_Times #flwx #RedTide https://t.co/E7jLi8H0JM"
"568","RT @HealthyManatee: Manatee County residents, @ManateeGov has a great #RedTide resource providing updates on current conditions and beach s…","1029143095110250496","everyone",FALSE,2018-08-13 23:10:09,"en","634117618","1029143095110250496",NA,"2012-07-12T22:57:35.000Z","Chris Maggio - Life is Good 🌻😷 💉💉+💉💉","ChrismPrism","Tampa Bay, Florida","Retired from The Walt Disney Company eCommerce at the Walt Disney World Resort. -Life is Good!   Comments and opinions are my own.",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1574166956617486336/nxqXRZxS_normal.jpg",FALSE,5,0,0,0,0,NA,712,500,167376,25,"Manatee County residents, @ManateeGov has a great #RedTide resource providing updates on current conditions and beach status reports. https://t.co/MyaiVCkV9l https://t.co/aHVA5w3UEa"
"569","RT @SamPutterman: Hundreds gather along Anna Maria Island beach in demonstration against #RedTide https://t.co/XbmasDOaCm","1029182920110612480","everyone",FALSE,2018-08-14 01:48:24,"en","887283825268715521","1029182920110612480",NA,"2017-07-18T12:12:03.000Z","Jeff P.","JeffPutterman1","Port St Lucie, FL","Proud Father, Grandfather, Licensed Life & Health Insurance Agent, Health Insurance For All Americans! jpinsurance330@yahoo.com",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/888016587567050752/FWVdyZK7_normal.jpg",FALSE,4,0,0,0,0,NA,8,54,367,0,"Hundreds gather along Anna Maria Island beach in demonstration against #RedTide https://t.co/XbmasDOaCm"
"570","@MRMasferrer Hi Marc, I need some help.....I am a central florida resident that booked a reservation with Anna Maria Vacations arrival date Sept 8 for one week. due to this catastrophic ""Red Tide"" I do not want to expose my 83 year old mother, myself and our dog to this environmental hazard.","1029192077115109376","everyone",FALSE,2018-08-14 02:24:47,"en","109591201","1028241663087595520","349049976","2010-01-29T15:46:05.000Z","Mary Louise Stancil","MarliseS",NA,"",FALSE,NA,"1555590886809079809","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,0,1,0,0,0,NA,0,1,86,1,NA
"571","@MRMasferrer The AMV refuses to issue a refund of $2,238.52 to my cc. I bought CSA travel insurance-say NOT COVERED for Red Tide.Can you help me or send me to someone who can? Mary Louise","1029192952705429504","everyone",FALSE,2018-08-14 02:28:16,"en","109591201","1028241663087595520","349049976","2010-01-29T15:46:05.000Z","Mary Louise Stancil","MarliseS",NA,"",FALSE,NA,"1555590886809079809","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,0,0,0,0,0,NA,0,1,86,1,NA
"572","@MarliseS No dogs allowed on beach so he/she should be OK ($500 fine)","1029193000256266242","everyone",FALSE,2018-08-14 02:28:27,"en","349049976","1028241663087595520","109591201","2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,0,0,0,"d096ac3f2b0da338",3118,1913,76405,119,NA
"573","@MRMasferrer @ManateeGov Please help me obtain a refund for my Anna Maria Vacation rental!","1029193562385207296","everyone",FALSE,2018-08-14 02:30:41,"en","109591201","1028248385277571072","349049976","2010-01-29T15:46:05.000Z","Mary Louise Stancil","MarliseS",NA,"",FALSE,NA,"1555590886809079809","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,0,0,0,0,0,NA,0,1,86,1,NA
"574","Holmes Beach looking for volunteers this morning to help clean up the beach from the dead marine life due to #RedTide. #UpWith . https   twitter com JoshWTSP status 1029307020283924482","1029307968842592257","everyone",FALSE,2018-08-14 10:05:18,"en","189232480","1029307968842592257",NA,"2010-09-10T18:36:56.000Z","Grant Gilmore WTSP","GrantWTSP","Tampa, FL","Living in a house full of Gilmore Girls | 10 Tampa Bay On-Air Meteorologist | AMS Certified | Emmy Award Winning | UNC Asheville Grad | Michigan Faithful.",FALSE,"https://t.co/0FQk6kFoX8",NA,"https://pbs.twimg.com/profile_images/1450797738724102144/KRhEiJEG_normal.jpg",TRUE,1,1,0,0,0,NA,7949,1499,61867,234,"Holmes Beach looking for volunteers this morning to help clean up the beach from the dead marine life due to #RedTide. #UpWith https://t.co/cvqnhVKlNf"
"575","You #UpWith @BrightsideOn10? 🌅

🚨#BREAKING: Crash outside #London Parliament being treated as terrorism
▶️Man charged in #Clearwater #StandYourGround case expected to face judge 
▶️#RedTide volunteer cleanup happening this AM in Holmes Beach

📺💻📲  . https   www wtsp com live video. https   twitter com joshsidorowicz status 1029308759309529088 photo 1","1029308759309529088","everyone",FALSE,2018-08-14 10:08:26,"en","141706091","1029308759309529088",NA,"2010-05-08T20:14:22.000Z","Josh Sidorowicz WTSP","JoshWTSP","Tampa, FL","// @10TampaBay // anchor // #VERIFY // @michiganstateu alum // Email me jsidorowic@10tampabay.com",FALSE,"https://t.co/hWQcHwPK4w","1468625097627947008","https://pbs.twimg.com/profile_images/1558127180747612162/zqNa9e8f_normal.jpg",TRUE,2,0,1,0,0,NA,2384,1286,16364,112,"You #UpWith @BrightsideOn10? 🌅

🚨#BREAKING: Crash outside #London Parliament being treated as terrorism
▶️Man charged in #Clearwater #StandYourGround case expected to face judge 
▶️#RedTide volunteer cleanup happening this AM in Holmes Beach

📺💻📲 https://t.co/wfMMWrnyiJ https://t.co/fP1NJyJr9p"
"576","RT @grant_gilmore: Holmes Beach looking for volunteers this morning to help clean up the beach from the dead marine life due to #RedTide. #…","1029309944338829312","everyone",FALSE,2018-08-14 10:13:09,"en","16743886","1029309944338829312",NA,"2008-10-14T19:14:27.000Z","10 Tampa Bay","10TampaBay","Tampa, Florida","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay",FALSE,"https://t.co/rHVdIDVNLL",NA,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,1,0,0,0,0,NA,180079,11957,313782,1716,"Holmes Beach looking for volunteers this morning to help clean up the beach from the dead marine life due to #RedTide. #UpWith https://t.co/cvqnhVKlNf"
"577","RT @joshsidorowicz: You #UpWith @BrightsideOn10? 🌅

🚨#BREAKING: Crash outside #London Parliament being treated as terrorism
▶️Man charged i…","1029309990182502400","everyone",FALSE,2018-08-14 10:13:19,"en","16743886","1029309990182502400",NA,"2008-10-14T19:14:27.000Z","10 Tampa Bay","10TampaBay","Tampa, Florida","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay",FALSE,"https://t.co/rHVdIDVNLL",NA,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,2,0,0,0,0,NA,180079,11957,313782,1716,"You #UpWith @BrightsideOn10? 🌅

🚨#BREAKING: Crash outside #London Parliament being treated as terrorism
▶️Man charged in #Clearwater #StandYourGround case expected to face judge 
▶️#RedTide volunteer cleanup happening this AM in Holmes Beach

📺💻📲 https://t.co/wfMMWrnyiJ https://t.co/fP1NJyJr9p"
"578","Group to clean up Holmes Beach in midst of #redtide crisis.   #Florida . https   www wfla com weather red tide group to clean up holmes beach following red tide crisis 1367066748. https   twitter com WFLA status 1029311345630560259 photo 1","1029311345630560259","everyone",FALSE,2018-08-14 10:18:43,"en","23820899","1029311345630560259",NA,"2009-03-11T20:14:10.000Z","WFLA NEWS","WFLA","Tampa, FL","WFLA News Channel 8 is a news leader in Tampa Bay.",FALSE,"https://t.co/qPxwyiszHG",NA,"https://pbs.twimg.com/profile_images/1539812844660719616/2FlxM4l8_normal.jpg",TRUE,0,0,2,0,0,NA,204727,2285,233099,1704,"Group to clean up Holmes Beach in midst of #redtide crisis. https://t.co/Fx9KANHLDw  #Florida https://t.co/uRFCgdjoEt"
"579","Group to clean up Holmes Beach in midst of #redtide crisis. @WFLARyan    #Florida . https   www wfla com weather red tide group to clean up holmes beach following red tide crisis 1367066748. https   twitter com SundeWFLAWeb status 1029311466095222786 photo 1","1029311466095222786","everyone",FALSE,2018-08-14 10:19:11,"en","2188595971","1029311466095222786",NA,"2013-11-11T15:43:15.000Z","Sunde Farquhar","SundeTVNews",NA,"Journalist & coffee-addicted @SeattleU grad loving life in sunny Tampa, Florida 🏝 with hubby + dogs",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/984232005951893504/oS_gYm5w_normal.jpg",FALSE,0,0,0,1,0,NA,253,1422,3410,12,"Group to clean up Holmes Beach in midst of #redtide crisis. @WFLARyan  https://t.co/WzkNcNu9OQ  #Florida https://t.co/tz4ed4IOUV"
"580","@grant_gilmore @10NewsWTSP Where are all the hands across the water people.
Just asking","1029314126827462656","everyone",FALSE,2018-08-14 10:29:46,"en","858645102","1029307968842592257","189232480","2012-10-02T20:19:06.000Z","Barbara","bwaltonbaugh1",NA,"",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1035486635947958272/U7KDHGk3_normal.jpg",FALSE,0,1,1,0,0,NA,7,196,40,0,NA
"581","@bwaltonbaugh1 @10NewsWTSP Hopefully some of those people are able to help out.","1029315530216366080","everyone",FALSE,2018-08-14 10:35:20,"en","189232480","1029307968842592257","858645102","2010-09-10T18:36:56.000Z","Grant Gilmore WTSP","GrantWTSP","Tampa, FL","Living in a house full of Gilmore Girls | 10 Tampa Bay On-Air Meteorologist | AMS Certified | Emmy Award Winning | UNC Asheville Grad | Michigan Faithful.",FALSE,"https://t.co/0FQk6kFoX8",NA,"https://pbs.twimg.com/profile_images/1450797738724102144/KRhEiJEG_normal.jpg",TRUE,0,0,0,0,0,NA,7951,1502,61911,234,NA
"582","""Tons of dead fish. A smell so awful you gag with one inhale""
""I can't describe the smell. It's like unbelievable. It makes you throw up"" said Holmes Beach resident Alex Kuizon.Just a few feet away, hundreds of dead fish clogged a ramp.

#RedTide 
#Florida. https   www nytimes com aponline 2018 08 13 us ap us red tide florida html","1029320290638147584","everyone",FALSE,2018-08-14 10:54:15,"en","723602518912069634","1029320290638147584",NA,"2016-04-22T20:00:59.000Z","BluePost","1pascalphilippe","France","By Pascal Philippe, journalist, former staffer @courrierinter(Paris)
Wilderness and Politics on the Oceans.",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/747456409827160064/nu7gw2fn_normal.jpg",FALSE,0,0,0,0,0,NA,423,1371,1719,15,"""Tons of dead fish. A smell so awful you gag with one inhale""
""I can't describe the smell. It's like unbelievable. It makes you throw up"" said Holmes Beach resident Alex Kuizon.Just a few feet away, hundreds of dead fish clogged a ramp.
https://t.co/sPjTx43oSp
#RedTide 
#Florida"
"583","#RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP  . https   www wtsp com article news red tide red tide volunteers asked to clean up holmes beach shoreline 67 583875329. https   twitter com joshsidorowicz status 1029324640756346880 photo 1","1029324640756346880","everyone",FALSE,2018-08-14 11:11:32,"en","141706091","1029324640756346880",NA,"2010-05-08T20:14:22.000Z","Josh Sidorowicz WTSP","JoshWTSP","Tampa, FL","// @10TampaBay // anchor // #VERIFY // @michiganstateu alum // Email me jsidorowic@10tampabay.com",FALSE,"https://t.co/hWQcHwPK4w","1468625097627947008","https://pbs.twimg.com/profile_images/1558127180747612162/zqNa9e8f_normal.jpg",TRUE,3,0,3,0,0,"008338532a26abed",2384,1286,16364,112,"#RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.co/gN7gVcZ3jb https://t.co/hI2h0lcOKS"
"584","RT @joshsidorowicz: #RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.…","1029326821064695808","everyone",FALSE,2018-08-14 11:20:12,"en","189232480","1029326821064695808",NA,"2010-09-10T18:36:56.000Z","Grant Gilmore WTSP","GrantWTSP","Tampa, FL","Living in a house full of Gilmore Girls | 10 Tampa Bay On-Air Meteorologist | AMS Certified | Emmy Award Winning | UNC Asheville Grad | Michigan Faithful.",FALSE,"https://t.co/0FQk6kFoX8",NA,"https://pbs.twimg.com/profile_images/1450797738724102144/KRhEiJEG_normal.jpg",TRUE,3,0,0,0,0,NA,7949,1499,61867,234,"#RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.co/gN7gVcZ3jb https://t.co/hI2h0lcOKS"
"585","RT @joshsidorowicz: #RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.…","1029327407042449408","everyone",FALSE,2018-08-14 11:22:32,"en","775296888237096960","1029327407042449408",NA,"2016-09-12T11:35:57.000Z","Railey Kelly","NightriderTN22","Farragut, TN","learning meteorology, specialize in tropical/severe weather. photographer, lover of Christ, family and friends. motorcycle rider.",FALSE,"https://t.co/ioWKkbBlGB","1270163749807276032","https://pbs.twimg.com/profile_images/1050411458629124098/IpwCMgwF_normal.jpg",FALSE,3,0,0,0,0,NA,2088,263,18441,64,"#RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.co/gN7gVcZ3jb https://t.co/hI2h0lcOKS"
"586","Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell it . https   twitter com MRMasferrer status 1029351015127175168 photo 1","1029351015127175168","everyone",FALSE,2018-08-14 12:56:21,"en","349049976","1029351015127175168",NA,"2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,5,1,0,0,0,NA,3103,1910,76258,120,"Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell it https://t.co/pe3WxraDf5"
"587","RT @MRMasferrer: Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell i…","1029351381793222656","everyone",FALSE,2018-08-14 12:57:48,"en","119945205","1029351381793222656",NA,"2010-03-05T01:07:56.000Z","Mark Puente","MarkPuente","Cleveland, OH","Investigative reporter at @marshallproj Once: @TB_Times, @LATimes, @baltimoresun, @theplaindealer, trucker & Teamster. Email: mpuente@themarshallproject.org",FALSE,"https://t.co/oEoq0MEPcp","1536651712118784000","https://pbs.twimg.com/profile_images/1107681713327505408/c3Bt1MN7_normal.png",TRUE,5,0,0,0,0,NA,5403,3261,21985,249,"Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell it https://t.co/pe3WxraDf5"
"588","RT @MRMasferrer: Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell i…","1029351496507215872","everyone",FALSE,2018-08-14 12:58:15,"en","46482627","1029351496507215872",NA,"2009-06-11T20:30:18.000Z","Alan Bellittera","AlanBell35","Bradenton, FL","Two decades plus in newspapers, looking for next career adventure. Formerly at Bradenton Herald and Tampa Tribune. Fan of 49ers, Lakers, Braves, Lightning, UCF",FALSE,"https://t.co/k8wuiShiil",NA,"https://pbs.twimg.com/profile_images/755734056726396929/HTBPEMu-_normal.jpg",TRUE,5,0,0,0,0,NA,477,473,9894,20,"Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell it https://t.co/pe3WxraDf5"
"589","RT @MRMasferrer: Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell i…","1029352686750236673","everyone",FALSE,2018-08-14 13:02:59,"en","751811102175064065","1029352686750236673",NA,"2016-07-09T16:11:49.000Z","Calusa Waterkeeper","calusawater","Florida, USA","Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater",FALSE,NA,"1583643632804188160","https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg",FALSE,5,0,0,0,0,NA,2249,4967,44643,71,"Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell it https://t.co/pe3WxraDf5"
"590","RT @MRMasferrer: Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell i…","1029356383551074314","everyone",FALSE,2018-08-14 13:17:41,"en","265559945","1029356383551074314",NA,"2011-03-13T19:24:39.000Z","Jessica De Leon","JDeleon1012","Bradenton, FL","Former Law Enforcement Reporter @BradentonHerald andChair of @BHnewsguild. 

Stay tuned. 

Confidential tips: JessDeLeon@protonmail.com",FALSE,"https://t.co/RMMIT0jCRm","1608881986256670727","https://pbs.twimg.com/profile_images/1517505983840497679/rEJ7I05S_normal.jpg",TRUE,5,0,0,0,0,NA,2806,1443,31041,83,"Visitors to DeSoto National Memorial in NW  Bradenton on Tuesday morning advised that #redtide has hit here. I can smell it https://t.co/pe3WxraDf5"
"591","@MRMasferrer Sadly, I knew it was only a matter of time. #redtide","1029357189109035008","everyone",FALSE,2018-08-14 13:20:53,"en","265559945","1029351015127175168","349049976","2011-03-13T19:24:39.000Z","Jessica De Leon","JDeleon1012","Bradenton, FL","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"https://t.co/CRohX622QC","1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",TRUE,0,0,0,0,0,"008338532a26abed",2828,1455,31053,83,NA
"592","#Redtide or no red tide — &amp; there is red tide — Peaches is determined to go for a walk at DeSoto National Memorial in #Bradenton @NatlParkService . https   twitter com MRMasferrer status 1029367300879785985 photo 1","1029367300879785985","everyone",FALSE,2018-08-14 14:01:03,"en","349049976","1029367300879785985",NA,"2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,0,0,0,NA,3103,1910,76258,120,"#Redtide or no red tide — &amp; there is red tide — Peaches is determined to go for a walk at DeSoto National Memorial in #Bradenton @NatlParkService https://t.co/TpYq0gW443"
"593","RT @joshsidorowicz: #RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.…","1029370881674493952","everyone",FALSE,2018-08-14 14:15:17,"en","2896137109","1029370881674493952",NA,"2014-11-11T02:35:40.000Z","Bert Moreno","BertMoreno100","St. Petersburg, Florida","Proud Cuban American whose parents immigrated to the US legally. Journalism is dead! Cable outlets, legacy networks and print media are a joke! 90% Democrats.",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1493444400839544836/1AqVEN77_normal.jpg",FALSE,3,0,0,0,0,NA,529,268,4957,25,"#RedTide cleanup: 

▶️Holmes Beach looking for volunteers
▶️Today, 8 a.m.
▶️Meet at 52nd Street

@10NewsWTSP https://t.co/gN7gVcZ3jb https://t.co/hI2h0lcOKS"
"594","RT @DJWCphoto: Red Tide 🚨🚨🚨 - ""Sunny Sarasota"" 
 Location: Bird Key Park 🚨😷📷☠️🐠
 Sarasota, FL 8.4.18 4:45PM 

#RedTide #RedTideRick #florid…","1029391754464821248","everyone",FALSE,2018-08-14 15:38:14,"en","979383341525979136","1029391754464821248",NA,"2018-03-29T15:42:39.000Z","Button Maker Doreen","ButtonMakerD","Longboat Key, FL","Social Venture #FollowBack",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1176993734795452416/j7KMV-kx_normal.jpg",FALSE,11,0,0,0,0,NA,54,57,2477,0,"Red Tide 🚨🚨🚨 - ""Sunny Sarasota"" 
 Location: Bird Key Park 🚨😷📷☠️🐠
 Sarasota, FL 8.4.18 4:45PM 

#RedTide #RedTideRick #florida #sarasota #srq #nature #conserve #RickScott #fl #wildlife #nature #fishing @CNN  @andersoncooper @newyorktimes110 #bradenton #capecoral #naples https://t.co/AoW1AJ6mza"
"595","RT @JDeleon1012: Water is looking clearer this morning at Manatee Public Beach in Holmes Beach on Anna Maria Island. #redtide #AMI https://…","1029426281354391552","everyone",FALSE,2018-08-14 17:55:25,"en","809349719419944960","1029426281354391552",NA,"2016-12-15T10:49:44.000Z","Megan Christian","mcfrizzygirl","United States","Love people, travel and my family!!",FALSE,NA,"1195706541652860929","https://pbs.twimg.com/profile_images/1384490214224134145/OheyHJze_normal.jpg",FALSE,9,0,0,0,0,NA,74,748,4290,1,"Water is looking clearer this morning at Manatee Public Beach in Holmes Beach on Anna Maria Island. #redtide #AMI https://t.co/l4ygFBrNpV"
"596","“Avoid the beach if you have asthma or a respiratory condition...” #RedTide caution sign along #Bradenton #Beach. #WFTV #Florida . https   twitter com GWaldenWFTV status 1029427115299680256 photo 1","1029427115299680256","everyone",FALSE,2018-08-14 17:58:44,"en","27750332","1029427115299680256",NA,"2009-03-30T22:41:31.000Z","George Waldenberger","GWaldenWFTV","Orlando, FL","Grew up on a Wisconsin dairy farm with 10 brothers & sisters. BS Geological Engineering & Geology Wisconsin. MS Atmospheric Science UCLA. Meteorologist @WFTV.",FALSE,"https://t.co/nQrWky2ePo",NA,"https://pbs.twimg.com/profile_images/851264637450334210/e8qhdOCZ_normal.jpg",TRUE,7,2,1,1,0,NA,8480,958,30417,233,"“Avoid the beach if you have asthma or a respiratory condition...” #RedTide caution sign along #Bradenton #Beach. #WFTV #Florida https://t.co/xSV2KXp9uA"
"597","RT @GWaldenWFTV: “Avoid the beach if you have asthma or a respiratory condition...” #RedTide caution sign along #Bradenton #Beach. #WFTV #F…","1029429942537412614","everyone",FALSE,2018-08-14 18:09:58,"en","34687492","1029429942537412614",NA,"2009-04-23T18:28:14.000Z","Tom Terry","TTerryWFTV","Orlando, Florida","Chief Meteorologist at WFTV/WRDQ. Weather hound, busy dad and hubby. Helping folks #hunkerdown since 1989! Send me pics! Tweeting us? You may be on air",FALSE,"https://t.co/hMBkmv6jRa",NA,"https://pbs.twimg.com/profile_images/1134217459488239624/tF35j8Oe_normal.png",TRUE,7,0,0,0,0,NA,19972,943,27230,348,"“Avoid the beach if you have asthma or a respiratory condition...” #RedTide caution sign along #Bradenton #Beach. #WFTV #Florida https://t.co/xSV2KXp9uA"
"598","RT @GWaldenWFTV: “Avoid the beach if you have asthma or a respiratory condition...” #RedTide caution sign along #Bradenton #Beach. #WFTV #F…","1029431418991067137","everyone",FALSE,2018-08-14 18:15:50,"en","1411148504","1029431418991067137",NA,"2013-05-07T20:21:22.000Z","Heather Soat","HSoat050713","KC","@NWMOSTATE'13,💚@NWBearcat_FB, & #FOX13GMM Uberfan. Love @TheHaroldLloyd films!! Banker-In-Training🏦 @CentralBankMW. Future Archivist.",FALSE,"https://t.co/4y2vKhTFnf","1197242079526739969","https://pbs.twimg.com/profile_images/1184150771786506241/vG32KFRJ_normal.jpg",FALSE,7,0,0,0,0,NA,209,630,38506,34,"“Avoid the beach if you have asthma or a respiratory condition...” #RedTide caution sign along #Bradenton #Beach. #WFTV #Florida https://t.co/xSV2KXp9uA"
"599","@GWaldenWFTV @GWaldenWFTV I talked to Grandma yesterday George about you covering the #RedTide.🌊 She said it's the worst she's seen since living in Florida. Her &amp; Grandpa moved to #Venice in 1986.","1029431763322454016","everyone",FALSE,2018-08-14 18:17:12,"en","1411148504","1029427115299680256","27750332","2013-05-07T20:21:22.000Z","Heather Soat","HSoat050713","KC","@NWMOSTATE'13,💚@NWBearcat_FB, & #FOX13GMM Uberfan. Love @TheHaroldLloyd films!! Banker-In-Training🏦 @CentralBankMW. Future Archivist.",FALSE,"https://t.co/4y2vKhTFnf","1197242079526739969","https://pbs.twimg.com/profile_images/1184150771786506241/vG32KFRJ_normal.jpg",FALSE,0,0,1,0,0,NA,209,631,38522,34,NA
