"","text","id","reply_settings","possibly_sensitive","created_at.x","lang","author_id","conversation_id","created_at.y","name","username","location","description","protected","url","profile_image_url","verified","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","geo_place_id","text_with_display_links"
"1","Mark of 6th mass extinction 
Is another type of algae bloom – Sargassum – coming to a beach near 
you?
The Gulf Coast of Florida is already dealing with two different algae blooms: a red tide on many beaches south of Manatee County and blue-green algae

 . https   www wmnf org another algae bloom sargassum beach near you. https   twitter com BagalueSunab status 1026149316971450368 photo 1","1026149316971450368","everyone",FALSE,2018-08-05 16:53:56,"en","727316106843574272","1026149316971450368","2016-05-03T01:57:27.000Z","Caribbean disaster","BagalueSunab","Jamaica- Trinidad &Tobago","We are a member of the coalition of small island and low-lying coastal countries that share similar development challenges and concerns",FALSE,NA,"https://pbs.twimg.com/profile_images/1159242812631785475/jNAJa5L4_normal.jpg",FALSE,0,0,0,0,0,4001,4991,321992,155,NA,"1258193342460035074",NA,"Mark of 6th mass extinction 
Is another type of algae bloom – Sargassum – coming to a beach near 
you?
The Gulf Coast of Florida is already dealing with two different algae blooms: a red tide on many beaches south of Manatee County and blue-green algae

https://t.co/emaDV14vjR https://t.co/Yrp2LWlaw2"
"2","They closed their business in Stuart due to the toxic blue green algae from Lake Okeechobee discharges on the East Coast. They found a new home in Manatee County. Two years later they’re dealing with a new algae, Red Tide, in the Gulf Coast. . http   www snntv com 2018 08 14 business forced to relocate from blue green algae now closed by red tide","1029525812775735296","everyone",FALSE,2018-08-15 00:30:56,"en","26076407","1029525812775735296","2009-03-23T19:59:21.000Z","Kiki","SJUA08","USA","Moderate. Country First. Democracy. No party affiliation. Engineer. UF alumni. Statehood supporter for Puerto Rico & the U.S. Virgin Islands. Surfing is Life.",FALSE,NA,"https://pbs.twimg.com/profile_images/1563861024297582592/niRlJA_O_normal.jpg",FALSE,0,0,0,0,0,1700,2265,61496,27,NA,"1586910860966072323",NA,"They closed their business in Stuart due to the toxic blue green algae from Lake Okeechobee discharges on the East Coast. They found a new home in Manatee County. Two years later they’re dealing with a new algae, Red Tide, in the Gulf Coast. https://t.co/5Qyl0glTu4"
"3","In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's closing the doors on her re-opened business in Manatee County due to red tide. Will she be forced out of Florida next?  via @SNNTV. http   www snntv com 2018 08 14 business forced to relocate from blue green algae now closed by red tide","1029705496717078533","everyone",FALSE,2018-08-15 12:24:56,"en","2701863841","1029705496717078533","2014-08-02T22:02:05.000Z","VoteWater","VoteWaterFL","Florida, USA","Fighting political corruption in Florida by galvanizing public resolve to end the systemic pollution and mismanagement of our waterways.",FALSE,"https://t.co/KznHCq17zJ","https://pbs.twimg.com/profile_images/1261323378079735808/MGIjyXmc_normal.jpg",FALSE,5,1,5,1,0,1820,1059,4388,25,NA,NA,NA,"In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's closing the doors on her re-opened business in Manatee County due to red tide. Will she be forced out of Florida next? https://t.co/hPHTrlejV2 via @SNNTV"
"4","RT @totalbullsugar: In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's c…","1029705981205340160","everyone",FALSE,2018-08-15 12:26:51,"en","1134924498","1029705981205340160","2013-01-30T19:16:20.000Z","Kirkwoodjones","kirkwoodjones","florida","Lookin for Truths..",FALSE,NA,"https://pbs.twimg.com/profile_images/1141374119453372416/Du8_ee30_normal.jpg",FALSE,5,0,0,0,0,826,544,18356,12,NA,NA,NA,"In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's closing the doors on her re-opened business in Manatee County due to red tide. Will she be forced out of Florida next? https://t.co/hPHTrlejV2 via @SNNTV"
"5","RT @totalbullsugar: In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's c…","1029707046596354050","everyone",FALSE,2018-08-15 12:31:05,"en","734538021563830272","1029707046596354050","2016-05-23T00:14:46.000Z","😈 No War Propaganda 🤡","sittinginapark","Florida","anarchist, mental health advocate, mom to LGBTQ teen. Get Rep Brian Mast OUT of power.",FALSE,NA,"https://pbs.twimg.com/profile_images/1327726604055883786/kWHVB14c_normal.jpg",FALSE,5,0,0,0,0,1254,3507,29686,19,NA,NA,NA,"In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's closing the doors on her re-opened business in Manatee County due to red tide. Will she be forced out of Florida next? https://t.co/hPHTrlejV2 via @SNNTV"
"6","RT @totalbullsugar: In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's c…","1029732987875852288","everyone",FALSE,2018-08-15 14:14:10,"en","796417121190375424","1029732987875852288","2016-11-09T18:20:13.000Z","Sean Atkinson","sincerefeedbac_","Hollywood, FL","Live in Hollywood, no not that one. Dad, IT guy. Treehugger. Constant gardener. Socialist.",FALSE,NA,"https://pbs.twimg.com/profile_images/1104228239952748544/zYfeITTL_normal.jpg",FALSE,5,0,0,0,0,617,1069,24604,3,NA,NA,NA,"In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's closing the doors on her re-opened business in Manatee County due to red tide. Will she be forced out of Florida next? https://t.co/hPHTrlejV2 via @SNNTV"
"7","RT @totalbullsugar: In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's c…","1029797155970662400","everyone",FALSE,2018-08-15 18:29:09,"en","1437168828","1029797155970662400","2013-05-18T02:14:37.000Z","Catherine Angela Imbriano Hughes","CaHughes74","United States","HFA. Organizer IA, NY, FL, UN Env Delegate, MSW, Const.Caseworker,Vic Advocate, FM DJ, E.Hampton, Bklyn, AmeriCorps,LIU library, MHP, NYS AG Env Award",FALSE,NA,"https://pbs.twimg.com/profile_images/423203382967283712/KRXNsK3-_normal.jpeg",FALSE,5,0,0,0,0,872,4998,44492,23,NA,NA,NA,"In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's closing the doors on her re-opened business in Manatee County due to red tide. Will she be forced out of Florida next? https://t.co/hPHTrlejV2 via @SNNTV"
"8","RT @bullsugar: In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's closin…","1030461296507072512","everyone",FALSE,2018-08-17 14:28:12,"en","825179034376085504","1030461296507072512","2017-01-28T03:09:47.000Z","Laura","LauraLAbythesea","United States","",FALSE,NA,"https://pbs.twimg.com/profile_images/828373822218842112/Emqknhvx_normal.jpg",FALSE,5,0,0,0,0,2025,2369,158262,4,NA,"1127290745143087104",NA,"In 2016, she closed her paddle board shop in Stuart &amp; moved across the state to avoid cyanobacteria. This year, she's closing the doors on her re-opened business in Manatee County due to red tide. Will she be forced out of Florida next? https://t.co/hPHTrlejV2 via @SNNTV"
"9","If you have been to a #beach in #Florida on the west coast, check to see if you have #cyanobacteria in your system.  @AndrewGillum it's bad.  People who visited that area are extremely sick in #Venice #LongboatKey #Bradenton  #Sarasota #Naples #CapeCoral @winknews #alert #airline . https   twitter com Ice_Phantom status 1042446788181942272 photo 1","1042446788181942272","everyone",FALSE,2018-09-19 16:14:16,"en","44904088","1042446788181942272","2009-06-05T14:32:23.000Z","Arenza Thigpen, Jr.","Ice_Phantom",NA,"Strive to the top: for the bottom is too far crowded. -Cemoe.",FALSE,NA,"https://pbs.twimg.com/profile_images/435563470755352577/8cWNEbdX_normal.jpeg",FALSE,0,0,2,0,0,598,723,8509,20,NA,NA,"7a863bb88e5bb33c","If you have been to a #beach in #Florida on the west coast, check to see if you have #cyanobacteria in your system.  @AndrewGillum it's bad.  People who visited that area are extremely sick in #Venice #LongboatKey #Bradenton  #Sarasota #Naples #CapeCoral @winknews #alert #airline https://t.co/FDpBQDRcfK"
"10","@calusawater @Karl_Deigert_RX @MyFWC Cyanobacteria is already showing up in Desoto and Manatee Counties. Residents have shared pictures, and taken samples. This will be known as one of the worst environmental disasters in the US. Only comparable to other massive industrial contamination events up North 50 years ago.. ","1102640257730777088","everyone",FALSE,2019-03-04 18:41:38,"en","1029700482955137024","1102349585425580032","2018-08-15T12:05:00.000Z","Luz Elena Bueno","LuzElenaBueno1","USA","",FALSE,NA,"https://pbs.twimg.com/profile_images/1203682499018276864/isJsgOan_normal.jpg",FALSE,0,0,0,0,0,24,126,247,0,"751811102175064065","1170345703786389511",NA,"@calusawater @Karl_Deigert_RX @MyFWC Cyanobacteria is already showing up in Desoto and Manatee Counties. Residents have shared pictures, and taken samples. This will be known as one of the worst environmental disasters in the US. Only comparable to other massive industrial contamination events up North 50 years ago."
"11","Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www miamiherald com news local environment article230343834 html","1128260026672586752","everyone",FALSE,2019-05-14 11:25:27,"en","1040914996601995264","1128260026672586752","2018-09-15T10:47:29.000Z","flplan","flplan",NA,"",FALSE,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,0,0,0,0,0,1,8,1978,0,NA,NA,NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/yacRkynjoL"
"12","Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay  . https   hrld us 2VxMnO6. https   twitter com MiamiHerald status 1128262861099360262 photo 1","1128262861099360262","everyone",FALSE,2019-05-14 11:36:42,"en","14085040","1128262861099360262","2008-03-05T21:04:05.000Z","Miami Herald","MiamiHerald","Miami, FL","Since 1903. Winner of 23 Pulitzer Prizes.
Instagram: https://t.co/OrZ7JsEDaH 
Facebook: https://t.co/QXysUcrf45
Subscribe: https://t.co/st4eEprUbi",FALSE,"https://t.co/YhZIdITCkf","https://pbs.twimg.com/profile_images/1422195046145830918/EapWMzbQ_normal.jpg",TRUE,5,0,6,0,0,517981,1011,308010,6890,NA,"1588897889333706752",NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/Iq0QX69Bby https://t.co/kfBcA9X3YP"
"13","RT @MiamiHerald: Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/Iq0QX69Bby https://t.co/kfBcA…","1128263213626347520","everyone",FALSE,2019-05-14 11:38:06,"en","873998606","1128263213626347520","2012-10-11T17:19:48.000Z","c","davidcondo",NA,"RTs don't imply agreement.",FALSE,NA,"https://pbs.twimg.com/profile_images/3495536719/5c88879b26cb0b1daa9ed90280e787d4_normal.jpeg",FALSE,5,0,0,0,0,475,4699,94829,3,NA,"922760919016407040",NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/Iq0QX69Bby https://t.co/kfBcA9X3YP"
"14","RT @MiamiHerald: Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/Iq0QX69Bby https://t.co/kfBcA…","1128264792945319936","everyone",FALSE,2019-05-14 11:44:23,"en","392860200","1128264792945319936","2011-10-17T17:36:04.000Z","B G KRISHNA","krishworlds",NA,"Breaking News from all the Reputed News Organizations of the world at one place!!",FALSE,NA,"https://pbs.twimg.com/profile_images/512297125753794560/BA1bQ_tZ_normal.jpeg",FALSE,5,0,0,0,0,2293,5000,442950,564,NA,NA,NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/Iq0QX69Bby https://t.co/kfBcA9X3YP"
"15","Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www bradenton com news local article230343834 html","1128264869197832193","everyone",FALSE,2019-05-14 11:44:41,"en","242030308","1128264869197832193","2011-01-23T19:31:59.000Z","Eco Integrated Technologies, Inc.","ECOIntTech","Boston, MA","Official Twitter for AquaFlex as founded by Inventor/CEO Scott C. Smith",FALSE,"https://t.co/YYzVBOrAzS","https://pbs.twimg.com/profile_images/1404072226434002947/LMc9hP1W_normal.jpg",FALSE,1,0,0,0,0,563,378,3291,16,NA,"1446965828629454850",NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/FtNOqCBQgD"
"16","RT @MiamiHerald: Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/Iq0QX69Bby https://t.co/kfBcA…","1128269071156436994","everyone",FALSE,2019-05-14 12:01:23,"en","2729946330","1128269071156436994","2014-08-13T17:52:07.000Z","🎉 QUÍLAN 🎉","soniastathes","Puerto Rico, SINY & UDPa 🇵🇷","💔 Missing MOM. ❤ my 👰🤵 29yrs & Eva Knieva 🐾 My 🎂 is over but I now hear '60' is the new 40. If that's true. I'm in 🤭 RIP 😿 Sir Phelix 🚫 DMs! Fam only ❣",FALSE,NA,"https://pbs.twimg.com/profile_images/1611421511549681666/KBFKsiMb_normal.jpg",FALSE,5,0,0,0,0,1426,2099,87628,140,NA,NA,NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/Iq0QX69Bby https://t.co/kfBcA9X3YP"
"17","Blue-green algae found near Anna Maria Island. Expert says humans may be very responsible

. https   www bradenton com news local article230343834 html","1128271676926496769","everyone",FALSE,2019-05-14 12:11:44,"en","349049976","1128271676926496769","2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,1,0,0,0,3103,1910,76258,120,NA,NA,NA,"Blue-green algae found near Anna Maria Island. Expert says humans may be very responsible

https://t.co/zVD1UBUICx"
"18","RT @_AquaFlex: Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/FtNOqCBQgD","1128271719360286720","everyone",FALSE,2019-05-14 12:11:54,"en","2493140798","1128271719360286720","2014-05-13T15:26:47.000Z","UnicornTO 🦄","UnicornTO","Planet Earth","I love our Earth, USA, shopping, books, travel, music and movies. 🗽🇺🇸 #JLovers forever & followed by @MarkRuffalo @JordinSparks @AliMcNamara ❤️",FALSE,NA,"https://pbs.twimg.com/profile_images/1344997200531697666/8SnyQfBT_normal.jpg",FALSE,1,0,0,0,0,704,78,25934,43,NA,"1210941168357384192",NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/FtNOqCBQgD"
"19","This algae could fuel another red tide outbreak.","1128272650470612997","everyone",FALSE,2019-05-14 12:15:36,"en","349049976","1128271676926496769","2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,0,0,0,3118,1913,76405,119,"349049976",NA,NA,NA
"20","Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www miamiherald com news local environment article230343834 html","1128277741885898752","everyone",FALSE,2019-05-14 12:35:50,"en","408002039","1128277741885898752","2011-11-08T21:03:50.000Z","SANDALIO CARMONA","SANDALIOCARMONA","miami","share links or re-tweet a fellow Tweeters useful link.",FALSE,NA,"https://pbs.twimg.com/profile_images/3594025054/dad44f7b1b0e8a1457926005d80128f7_normal.jpeg",FALSE,0,0,0,0,0,1007,867,205238,21,NA,NA,NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/lSW0HkPMmq"
"21","Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay, with @tompkinscondie . https   www bradenton com news local article230343834 html","1128278785311244289","everyone",FALSE,2019-05-14 12:39:59,"en","265559945","1128278785311244289","2011-03-13T19:24:39.000Z","Jessica De Leon","JDeleon1012","Bradenton, FL","Former Law Enforcement Reporter @BradentonHerald andChair of @BHnewsguild. 

Stay tuned. 

Confidential tips: JessDeLeon@protonmail.com",FALSE,"https://t.co/RMMIT0jCRm","https://pbs.twimg.com/profile_images/1517505983840497679/rEJ7I05S_normal.jpg",TRUE,0,0,0,0,0,2806,1443,31041,83,NA,"1608881986256670727","008338532a26abed","Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay, with @tompkinscondie https://t.co/KF0YtqRpOG"
"22","Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www bradenton com news local article230343834 html","1128303416835497984","everyone",FALSE,2019-05-14 14:17:52,"en","394878948","1128303416835497984","2011-10-20T19:32:36.000Z","Tiffany Tompkins","tompkinscondie","Bradenton, Florida","Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",FALSE,"https://t.co/XG5wZPllJ4","https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png",TRUE,0,0,0,0,0,2348,2792,9734,60,NA,NA,NA,"Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/PjKhFc2zBR"
"23","Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www miamiherald com news local environment article230343834 html","1128304158560309258","everyone",FALSE,2019-05-14 14:20:48,"en","3387786982","1128304158560309258","2015-07-22T18:19:10.000Z","Scott Podvin","VISAAMERICAUS","Miami, FL","",FALSE,"http://t.co/5VCx5EdLiA","https://pbs.twimg.com/profile_images/1227420051722076161/Uu5no38F_normal.jpg",FALSE,0,0,0,0,0,808,4998,54427,7,NA,"1153065913660448768",NA,"Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/ahE8giK6L4"
"24","Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www bradenton com news local article230343834 html","1128346231699312641","everyone",FALSE,2019-05-14 17:07:59,"en","1697808410","1128346231699312641","2013-08-25T01:02:52.000Z","Ryan Callihan","RCCallihan",NA,"Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"https://t.co/lvv5hrbF92","https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg",TRUE,1,0,0,0,0,1382,1185,6487,32,NA,NA,NA,"Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/TL4c6WnnDA"
"25","Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www bradenton com news local article230343834 html","1128359586887548929","everyone",FALSE,2019-05-14 18:01:04,"en","909786284943650816","1128359586887548929","2017-09-18T14:28:48.000Z","Florida News Headlines","FLNewsHeadlines","Florida","Trending news from The Sunshine State 
https://t.co/NSQnKqhTlB 
https://t.co/d5MDCptNyw",FALSE,"https://t.co/bxTC28i4PK","https://pbs.twimg.com/profile_images/945715496955002880/tqLmBcU5_normal.jpg",FALSE,0,0,0,0,0,163,0,20375,8,NA,NA,NA,"Potentially blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/yeJW5NasEd"
"26","RT @RCCallihan: Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/TL4c6WnnDA","1128360122969882624","everyone",FALSE,2019-05-14 18:03:11,"en","129419472","1128360122969882624","2010-04-04T06:39:36.000Z","Jason Dill","Jason__Dill",NA,"Award-winning sports reporter. Now: McClatchy East Region Real-Time. Past: @bradentonherald high schools & @SyracuseU @NewhouseSU Tips: jdill@bradenton.com",FALSE,"https://t.co/qOAh934x05","https://pbs.twimg.com/profile_images/1247264897899139072/qq9PO6wO_normal.jpg",TRUE,1,0,0,0,0,1460,1283,11150,21,NA,NA,NA,"Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/TL4c6WnnDA"
"27","Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www bradenton com news local article230343834 html","1128407319778353156","everyone",FALSE,2019-05-14 21:10:44,"en","17922410","1128407319778353156","2008-12-06T14:39:12.000Z","Thomas E. Kuenzli","ThomasKuenzli","Fitchburg, WI","tomCat - Ex salesman at Eagle Optics.",FALSE,NA,"https://pbs.twimg.com/profile_images/1455204156/Lucky_Kitty_7_normal.jpg",FALSE,0,0,0,0,0,1800,4932,169553,27,NA,"1519282100935053317",NA,"Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/9HZhO70IyM"
"28",".@MyFWC confirms blue-green algae and low level of red tide found around Anna Maria Island.  . https   www abcactionnews com news region sarasota manatee fwc confirms low concentration of red tide at longboat pass. https   twitter com SeanWFTS status 1128667852687462400 photo 1","1128667852687462400","everyone",FALSE,2019-05-15 14:26:00,"en","2472435879","1128667852687462400","2014-04-09T20:31:30.000Z","Sean O'Reilly","SeanWFTS","Tampa, FL","News junkie. Cat dad 🐯 Gamer. Geek. Sci-Fi nerd 🖖 Ice hockey & baseball lover. RT not endorsements.",FALSE,"https://t.co/hjOLC3xFry","https://pbs.twimg.com/profile_images/492165465288867840/6uxUmFzY_normal.jpeg",TRUE,0,0,0,0,0,503,66,9072,48,NA,NA,NA,".@MyFWC confirms blue-green algae and low level of red tide found around Anna Maria Island. https://t.co/IqmJ5Qty9Z https://t.co/76xVVkewDH"
"29","Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay . https   www bradenton com news local article230343834 html","1128778328704466950","everyone",FALSE,2019-05-15 21:44:59,"en","310869334","1128778328704466950","2011-06-04T14:01:59.000Z","Dr. Janelle Christensen","JanelleAnthro","Florida, USA","Climate change is hurting vulnerable populations. Ask the anthropologists who work with them. Author of Eldercare, Health and Ecosyndemics.",FALSE,"https://t.co/kx4LdEpgoh","https://pbs.twimg.com/profile_images/686238496944713728/glxavr5H_normal.jpg",FALSE,0,0,0,0,0,2959,4232,93909,107,NA,NA,NA,"Potentially toxic blue-green algae found near Anna Maria Island and in Palma Sola Bay https://t.co/PGzK3kcI3N"
"30","State environmental officials have detected both red tide and blue-green algae in local waters. Toxin tests on all three samples are in progress.  via @Anna Maria Island Sun. https   www amisun com 2019 05 15 blue green algae red tide found in local waters","1129049675439517699","everyone",FALSE,2019-05-16 15:43:14,"en","2701863841","1129049675439517699","2014-08-02T22:02:05.000Z","VoteWater","VoteWaterFL","Florida, USA","Fighting political corruption in Florida by galvanizing public resolve to end the systemic pollution and mismanagement of our waterways.",FALSE,"https://t.co/KznHCq17zJ","https://pbs.twimg.com/profile_images/1261323378079735808/MGIjyXmc_normal.jpg",FALSE,1,0,2,0,0,1820,1059,4388,25,NA,NA,NA,"State environmental officials have detected both red tide and blue-green algae in local waters. Toxin tests on all three samples are in progress. https://t.co/ZpTYgP8f6B via @Anna Maria Island Sun"
"31","RT @bullsugar: State environmental officials have detected both red tide and blue-green algae in local waters. Toxin tests on all three sam…","1129058118770593792","everyone",FALSE,2019-05-16 16:16:47,"en","839530208822644741","1129058118770593792","2017-03-08T17:36:14.000Z","Mark kuhn","Markkuhn11","Florida, USA","Proud dad of 3 fine sons. Veteran. Vote Dem '22! semi-retired Nuclear Medicine Tech and Realtor. Love walks on the beach and candlelight frozen dinners.",FALSE,NA,"https://pbs.twimg.com/profile_images/929063981213347840/FE67gFDh_normal.jpg",FALSE,1,0,0,0,0,2016,3272,36480,3,NA,"1081069245084168192",NA,"State environmental officials have detected both red tide and blue-green algae in local waters. Toxin tests on all three samples are in progress. https://t.co/ZpTYgP8f6B via @Anna Maria Island Sun"
"32","Blue-green algae, red tide found in local waters | Anna Maria Island Sun . https   www amisun com 2019 05 16 blue green algae red tide found in local waters","1129144141093457920","everyone",FALSE,2019-05-16 21:58:36,"en","556300373","1129144141093457920","2012-04-17T21:33:23.000Z","Debi Hentz","DebiHentz","Bradenton, FL","AVID CUBS FAN!!",FALSE,NA,"https://pbs.twimg.com/profile_images/2146829451/debi_normal.jpg",FALSE,0,0,0,0,0,66,272,4529,0,NA,NA,NA,"Blue-green algae, red tide found in local waters | Anna Maria Island Sun https://t.co/f61TUg4ipH"
"33","#Redtide, blue-green #algae persist in local waters  via @Anna Maria Island Sun #toxicalgae. https   www amisun com 2019 05 17 red tide blue green algae persist in local waters","1129778850420940800","everyone",FALSE,2019-05-18 16:00:42,"en","491451140","1129778850420940800","2012-02-13T17:06:12.000Z","Kobee Manatee®","KobeeManatee","Florida","Hi!  I'm a West Indian manatee and I'm also called Florida Manatee! Get more updates here: https://t.co/rphtIgOlyh",FALSE,"http://t.co/YMrzQZZFV0","https://pbs.twimg.com/profile_images/466621926626975744/tDF7wAZT_normal.jpeg",FALSE,0,0,0,0,0,2300,2988,21100,128,NA,NA,NA,"#Redtide, blue-green #algae persist in local waters https://t.co/YyoTXNZT9R via @Anna Maria Island Sun #toxicalgae"
"34","Fishermen say the “drift algae” I told you about 3wks ago that’s clogging up canals along Sarasota Bay &amp; causing a stink is still around and it’s bad.
LOOK at these photos of large algae patches #Sarasota/Palma Sola Bay.
BEWARE: @FLDEPNews says some test positive #bluegreenalgae . https   twitter com IMascarenas status 1131257499330519044 photo 1","1131257499330519044","everyone",FALSE,2019-05-22 17:56:20,"en","260846333","1131257499330519044","2011-03-04T18:42:35.000Z","Isabel Mascareñas","IMascarenas","St. Petersburg/Tampa, Florida","Public Information Officer for Pinellas County Schools, Emmy Award winning Journalist/TV Reporter, Bilingual Cuban-born 🇨🇺🇺🇸American-raised. Opinions my own",FALSE,NA,"https://pbs.twimg.com/profile_images/3168324129/24f826fb7d326de5859a3529b083ec35_normal.jpeg",TRUE,0,1,0,0,0,3788,3366,10480,151,NA,NA,NA,"Fishermen say the “drift algae” I told you about 3wks ago that’s clogging up canals along Sarasota Bay &amp; causing a stink is still around and it’s bad.
LOOK at these photos of large algae patches #Sarasota/Palma Sola Bay.
BEWARE: @FLDEPNews says some test positive #bluegreenalgae https://t.co/XpLSvMKrjt"
"35","There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its impact. Tune into @10NewsWTSP at 5 and 6 to learn more. #algae #TampaBay #sarasota #bradenton . https   twitter com MadisonAlworth status 1131268808579141632 video 1","1131268808579141632","everyone",FALSE,2019-05-22 18:41:16,"en","1542468013","1131268808579141632","2013-06-24T04:08:24.000Z","Madison Alworth","MadisonAlworth","New York, NY","Correspondent @FoxBusiness. Previously @10TampaBay, @cheddar, @TODAYshow. Yale Class of 2015, Co-founder and former editor of YTV",FALSE,"https://t.co/Iff6DTJNmW","https://pbs.twimg.com/profile_images/1002284844611751936/9gXEcjDn_normal.jpg",TRUE,3,0,9,0,0,4058,766,2976,36,NA,NA,NA,"There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its impact. Tune into @10NewsWTSP at 5 and 6 to learn more. #algae #TampaBay #sarasota #bradenton https://t.co/RMUprzS3WY"
"36","RT @MadisonAlworth: There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its im…","1131268953278484482","everyone",FALSE,2019-05-22 18:41:51,"en","16743886","1131268953278484482","2008-10-14T19:14:27.000Z","10 Tampa Bay","10TampaBay","Tampa, Florida","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay",FALSE,"https://t.co/rHVdIDVNLL","https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,3,0,0,0,0,180079,11957,313782,1716,NA,NA,NA,"There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its impact. Tune into @10NewsWTSP at 5 and 6 to learn more. #algae #TampaBay #sarasota #bradenton https://t.co/RMUprzS3WY"
